symbol,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,expires,price,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw
BTC270115C00058000,0.5731,0.3939,0.0161,0.1185,-0.0123,0.1603,4.24,4.24,4.24,1.0,4.24,2025-11-24T05:00:00Z,1.0,4.24,7.07,22,A,2.72,15,A,A,2025-12-05T20:59:48.809509373Z,a,4.24,1.0,2025-11-24T17:13:34.963358527Z,X,4.24,4.24,4.24,1.0,4.24,2025-11-24T17:13:00Z,1.0,4.24,2027-01-15,58000,,,,,,,,
BTC280121C00061000,0.5617,0.4864,0.0123,0.238,-0.0093,0.2299,9.25,9.25,9.25,1.0,9.25,2025-11-14T05:00:00Z,3.0,9.25,10.48,22,A,5.61,26,A,A,2025-12-05T20:59:48.660373675Z,a,9.25,3.0,2025-11-14T20:59:34.356361944Z,X,9.25,9.25,9.25,1.0,9.25,2025-11-14T20:59:00Z,3.0,9.25,2028-01-21,61000,,,,,,,,
BTC260116P00060000,0.592,-0.9761,0.0072,-0.0661,0.0008,0.0074,11.5,11.5,11.5,1.0,11.5,2025-08-20T04:00:00Z,3.0,11.5,21.38,22,Z,19.14,22,Z, ,2025-12-05T20:59:23.317809724Z,I,11.5,3.0,2025-08-20T15:46:10.342113625Z,I,11.5,11.5,11.5,1.0,11.5,2025-08-20T15:46:00Z,3.0,11.5,2026-01-16,60000,11.72,11.72,11.72,1.0,11.72,2025-08-19T04:00:00Z,3.0,11.72
BTC280121C00031000,0.6181,0.7878,0.0081,0.2821,-0.0079,0.1672,,,,,,,,,19.84,28,B,15.93,24,A,A,2025-12-05T20:59:48.436459711Z,,,,,,,,,,,,,,2028-01-21,31000,,,,,,,,
BTC260618C00038000,0.4832,0.6348,0.027,0.0984,-0.0153,0.1084,,,,,,,,,7.94,471,A,5.23,682,X,A,2025-12-05T20:59:48.806463295Z,,,,,,,,,,,,,,2026-06-18,38000,,,,,,,,
BTC251219C00049000,0.72,0.067,0.0241,0.0009,-0.0271,0.0097,0.05,0.09,0.05,8.0,0.06,2025-12-05T05:00:00Z,36.0,0.055833,0.27,9,I,0.03,20,A,B,2025-12-05T20:58:08.264204312Z,I,0.05,1.0,2025-12-05T20:41:16.42415229Z,B,0.05,0.05,0.05,6.0,0.05,2025-12-05T20:41:00Z,30.0,0.05,2025-12-19,49000,0.1,0.13,0.1,2.0,0.13,2025-12-02T05:00:00Z,16.0,0.101875
BTC260116P00046000,0.4083,-0.8424,0.0445,-0.0449,-0.0117,0.0319,5.71,5.71,5.71,1.0,5.71,2025-11-17T05:00:00Z,5.0,5.71,7.62,78,X,5.73,51,X, ,2025-12-05T20:59:48.804596331Z,g,5.71,5.0,2025-11-17T14:40:07.809113778Z,C,5.71,5.71,5.71,1.0,5.71,2025-11-17T14:40:00Z,5.0,5.71,2026-01-16,46000,5.5,5.5,5.5,1.0,5.5,2025-11-14T05:00:00Z,1.0,5.5
BTC251219P00055000,,,,,,,17.45,17.45,17.45,1.0,17.45,2025-12-01T05:00:00Z,1.0,17.45,16.42,42,B,13.98,42,B, ,2025-12-05T20:59:48.804703032Z,a,17.45,1.0,2025-12-01T17:23:24.61435522Z,X,17.45,17.45,17.45,1.0,17.45,2025-12-01T17:23:00Z,1.0,17.45,2025-12-19,55000,12.23,12.23,12.23,1.0,12.23,2025-11-14T05:00:00Z,1.0,12.23
BTC260320C00059000,0.5384,0.1129,0.0169,0.0111,-0.0109,0.0405,0.67,0.67,0.67,1.0,0.67,2025-11-24T05:00:00Z,1.0,0.67,1.08,141,B,0.03,7,Z, ,2025-12-05T20:59:48.805356856Z,g,0.67,1.0,2025-11-24T15:09:42.693354639Z,C,0.67,0.67,0.67,1.0,0.67,2025-11-24T15:09:00Z,1.0,0.67,2026-03-20,59000,3.3,3.3,3.3,1.0,3.3,2025-10-16T04:00:00Z,1.0,3.3
BTC270115C00029000,0.5786,0.8096,0.0113,0.1875,-0.0097,0.1132,15.59,15.59,15.59,1.0,15.59,2025-11-20T05:00:00Z,4.0,15.59,17.09,77,A,13.16,45,A,A,2025-12-05T20:59:48.808356974Z,a,15.59,4.0,2025-11-20T15:54:00.310362229Z,X,15.59,15.59,15.59,1.0,15.59,2025-11-20T15:54:00Z,4.0,15.59,2027-01-15,29000,,,,,,,,
BTC280121C00056000,0.5761,0.5356,0.012,0.2514,-0.0096,0.2291,10.15,10.15,10.1,2.0,10.1,2025-11-17T05:00:00Z,3.0,10.133333,11.59,34,A,7.13,18,S,A,2025-12-05T20:59:55.824438216Z,I,10.15,2.0,2025-11-17T18:02:11.01919209Z,Q,10.15,10.15,10.15,1.0,10.15,2025-11-17T18:02:00Z,2.0,10.15,2028-01-21,56000,,,,,,,,
BTC280121P00056000,0.5726,-0.4662,0.012,-0.8585,-0.0048,0.2292,,,,,,,,,24.27,16,S,19.61,19,A,A,2025-12-05T20:59:48.749862688Z,,,,,,,,,,,,,,2028-01-21,56000,,,,,,,,
BTC251219P00036000,0.6488,-0.2003,0.0579,-0.003,-0.0513,0.0209,0.4,0.55,0.4,5.0,0.47,2025-12-05T05:00:00Z,6.0,0.483333,0.77,170,M,0.38,10,Z, ,2025-12-05T20:59:51.909822633Z,I,0.42,1.0,2025-12-05T19:21:08.482441644Z,C,0.4,0.4,0.4,1.0,0.4,2025-12-05T19:21:00Z,1.0,0.4,2025-12-19,36000,0.27,0.27,0.27,1.0,0.27,2025-12-04T05:00:00Z,1.0,0.27
BTC260618P00039000,0.5556,-0.3878,0.0239,-0.1114,-0.0137,0.1105,,,,,,,,,7.05,762,X,4.18,272,X, ,2025-12-05T20:59:23.317679328Z,,,,,,,,,,,,,,2026-06-18,39000,,,,,,,,
BTC260618C00056000,0.4752,0.2192,0.0216,0.0383,-0.0112,0.0852,,,,,,,,,2.51,267,X,0.43,765,X, ,2025-12-05T20:59:23.317971275Z,,,,,,,,,,,,,,2026-06-18,56000,,,,,,,,
BTC251219P00062000,,,,,,,11.65,11.65,11.65,1.0,11.65,2025-08-14T04:00:00Z,1.0,11.65,23.42,42,B,21.23,42,B, ,2025-12-05T20:59:48.804753477Z,f,11.65,1.0,2025-08-14T14:19:00.805209005Z,M,11.65,11.65,11.65,1.0,11.65,2025-08-14T14:19:00Z,1.0,11.65,2025-12-19,62000,,,,,,,,
BTC260116C00048000,0.5161,0.1566,0.0351,0.0064,-0.0206,0.0318,0.7,0.7,0.7,1.0,0.7,2025-12-03T05:00:00Z,4.0,0.7,0.87,264,A,0.17,33,B, ,2025-12-05T20:59:48.805521255Z,I,0.7,4.0,2025-12-03T17:38:03.256222665Z,C,0.7,0.7,0.7,1.0,0.7,2025-12-03T17:38:00Z,4.0,0.7,2026-01-16,48000,0.67,0.67,0.6,4.0,0.6,2025-12-02T05:00:00Z,39.0,0.661538
BTC260618P00020000,0.6106,-0.0361,0.0045,-0.0092,-0.0034,0.0229,,,,,,,,,0.57,10,X,0.03,19,P, ,2025-12-05T20:59:48.805396941Z,,,,,,,,,,,,,,2026-06-18,20000,,,,,,,,
BTC280121C00054000,0.5586,0.5442,0.0123,0.2578,-0.0093,0.2286,14.0,14.0,14.0,1.0,14.0,2025-10-16T04:00:00Z,8.0,14.0,11.78,38,A,7.01,36,A,A,2025-12-05T20:59:56.19437541Z,e,14.0,8.0,2025-10-16T19:54:12.418494959Z,B,14.0,14.0,14.0,1.0,14.0,2025-10-16T19:54:00Z,8.0,14.0,2028-01-21,54000,18.9,18.9,18.9,2.0,18.9,2025-10-09T04:00:00Z,10.0,18.9
BTC260116P00072000,,,,,,,,,,,,,,,32.87,20,B,30.95,23,Z, ,2025-12-05T20:59:24.74029714Z,,,,,,,,,,,,,,2026-01-16,72000,,,,,,,,
BTC260618C00050000,0.5006,0.3421,0.0254,0.0574,-0.0147,0.1059,3.19,3.19,3.19,1.0,3.19,2025-12-02T05:00:00Z,3.0,3.19,3.44,143,A,2.029,155,A, ,2025-12-05T20:59:48.805626537Z,a,3.19,3.0,2025-12-02T19:27:37.499839209Z,C,3.19,3.19,3.19,1.0,3.19,2025-12-02T19:27:00Z,3.0,3.19,2026-06-18,50000,3.6,3.6,3.6,4.0,3.6,2025-11-28T05:00:00Z,102.0,3.6
BTC260116P00067000,,,,,,,,,,,,,,,28.23,20,B,25.61,23,Z, ,2025-12-05T20:59:24.74029714Z,,,,,,,,,,,,,,2026-01-16,67000,,,,,,,,
BTC270115P00034000,0.5075,-0.2671,0.0156,-0.169,-0.0071,0.137,4.72,4.72,4.72,1.0,4.72,2025-11-18T05:00:00Z,2.0,4.72,6.21,39,A,3.12,23,A,A,2025-12-05T20:59:50.114561294Z,a,4.72,2.0,2025-11-18T14:34:08.368363369Z,X,4.72,4.72,4.72,1.0,4.72,2025-11-18T14:34:00Z,2.0,4.72,2027-01-15,34000,3.27,3.27,3.27,1.0,3.27,2025-10-30T04:00:00Z,1.0,3.27
BTC260320P00058000,0.5297,-0.88,0.0179,-0.1517,-0.0053,0.0422,,,,,,,,,19.61,36,A,17.24,36,A,A,2025-12-05T20:59:23.3187977Z,,,,,,,,,,,,,,2026-03-20,58000,,,,,,,,
BTC260116P00058000,0.5598,-0.9728,0.0084,-0.0637,0.0002,0.0083,9.72,9.72,9.72,2.0,9.72,2025-09-08T04:00:00Z,3.0,9.72,20.01,20,Z,16.54,20,Z, ,2025-12-05T20:59:48.805171177Z,g,9.72,2.0,2025-09-08T15:06:24.005804194Z,C,9.72,9.72,9.72,2.0,9.72,2025-09-08T15:06:00Z,3.0,9.72,2026-01-16,58000,10.68,10.68,10.68,1.0,10.68,2025-09-04T04:00:00Z,3.0,10.68
BTC270115P00057000,0.5133,-0.6312,0.0176,-0.4928,-0.0058,0.1571,,,,,,,,,21.09,16,S,17.8,15,B, ,2025-12-05T20:56:35.823245646Z,,,,,,,,,,,,,,2027-01-15,57000,,,,,,,,
BTC260618C00044000,0.5221,0.4845,0.0265,0.0774,-0.0169,0.1149,5.0,5.0,5.0,1.0,5.0,2025-12-05T05:00:00Z,1.0,5.0,5.77,498,A,3.43,498,A,A,2025-12-05T20:59:55.209971256Z,I,4.97,1.0,2025-12-05T16:33:01.736764328Z,T,5.0,5.0,5.0,1.0,5.0,2025-12-05T16:33:00Z,1.0,5.0,2026-06-18,44000,5.3,5.3,5.0,2.0,5.0,2025-12-02T05:00:00Z,2.0,5.15
BTC280121P00038000,0.5582,-0.2939,0.0107,-0.4572,-0.0052,0.1986,,,,,,,,,12.36,3,S,7.41,34,B, ,2025-12-05T20:59:48.816866913Z,,,,,,,,,,,,,,2028-01-21,38000,,,,,,,,
BTC280121P00046000,0.5429,-0.3846,0.0122,-0.6298,-0.005,0.2204,,,,,,,,,16.9,3,P,11.93,13,M,A,2025-12-05T20:59:52.22220259Z,,,,,,,,,,,,,,2028-01-21,46000,,,,,,,,
BTC280121C00060000,0.5638,0.4958,0.0123,0.2408,-0.0094,0.23,8.08,8.09,8.08,2.0,8.09,2025-11-21T05:00:00Z,15.0,8.088667,10.52,13,M,6.04,22,A,A,2025-12-05T20:59:55.626300319Z,g,8.08,2.0,2025-11-21T17:05:23.549752678Z,C,8.08,8.09,8.08,2.0,8.09,2025-11-21T17:05:00Z,15.0,8.088667,2028-01-21,60000,7.4,7.4,7.4,1.0,7.4,2025-11-19T05:00:00Z,6.0,7.4
BTC260618C00052000,0.5136,0.3114,0.0239,0.0524,-0.0145,0.1019,3.0,3.0,3.0,1.0,3.0,2025-12-03T05:00:00Z,1.0,3.0,3.16,144,A,1.77,131,B, ,2025-12-05T20:59:48.805626537Z,I,3.0,1.0,2025-12-03T18:01:59.608613274Z,U,3.0,3.0,3.0,1.0,3.0,2025-12-03T18:01:00Z,1.0,3.0,2026-06-18,52000,2.2,2.2,2.2,1.0,2.2,2025-12-02T05:00:00Z,6.0,2.2
BTC280121P00032000,0.5692,-0.2252,0.0091,-0.3362,-0.0049,0.1731,,,,,,,,,9.22,12,C,4.59,20,S,A,2025-12-05T20:59:48.252055007Z,,,,,,,,,,,,,,2028-01-21,32000,,,,,,,,
BTC270115P00029000,0.5113,-0.1798,0.0123,-0.1093,-0.006,0.1092,,,,,,,,,4.15,42,A,1.33,52,A,A,2025-12-05T20:59:48.807095093Z,,,,,,,,,,,,,,2027-01-15,29000,,,,,,,,
BTC251219C00028000,,,,,,,,,,,,,,,12.9,401,A,10.92,42,B, ,2025-12-05T20:59:48.804568685Z,,,,,,,,,,,,,,2025-12-19,28000,,,,,,,,
BTC260320P00074000,0.8356,-0.8765,0.0116,-0.1973,-0.0102,0.0431,,,,,,,,,35.75,20,B,33.39,23,Z, ,2025-12-05T20:59:24.740432223Z,,,,,,,,,,,,,,2026-03-20,74000,,,,,,,,
BTC251219C00071000,,,,,,,0.5,0.5,0.5,1.0,0.5,2025-09-10T04:00:00Z,1.0,0.5,0.73,327,A,0.0,0,?, ,2025-12-05T20:59:48.805615107Z,a,0.5,1.0,2025-09-10T15:17:47.267368906Z,X,0.5,0.5,0.5,1.0,0.5,2025-09-10T15:17:00Z,1.0,0.5,2025-12-19,71000,,,,,,,,
BTC270115P00055000,0.4879,-0.6219,0.0187,-0.4671,-0.0056,0.1584,18.1,18.1,17.8,2.0,17.8,2025-12-02T05:00:00Z,4.0,17.95,19.04,1,T,15.96,22,S, ,2025-12-05T20:59:23.318641286Z,a,18.1,2.0,2025-12-02T19:54:35.07836244Z,X,18.1,18.1,18.1,1.0,18.1,2025-12-02T19:54:00Z,2.0,18.1,2027-01-15,55000,19.0,19.0,19.0,1.0,19.0,2025-12-01T05:00:00Z,2.0,19.0
BTC270115P00074000,0.5893,-0.738,0.0133,-0.708,-0.0039,0.1357,,,,,,,,,35.9,8,B,33.34,8,B, ,2025-12-05T20:59:23.318310861Z,,,,,,,,,,,,,,2027-01-15,74000,,,,,,,,
BTC280121P00062000,0.5603,-0.5223,0.0123,-0.9938,-0.0041,0.2297,,,,,,,,,28.57,6,P,23.6,15,S, ,2025-12-05T20:59:23.318390835Z,,,,,,,,,,,,,,2028-01-21,62000,,,,,,,,
BTC260618P00025000,0.6846,-0.1136,0.0098,-0.0312,-0.0092,0.0555,1.49,1.49,1.49,1.0,1.49,2025-11-21T05:00:00Z,2.0,1.49,2.18,503,A,0.57,27,I,A,2025-12-05T20:59:55.134796158Z,a,1.49,2.0,2025-11-21T19:50:22.450228854Z,J,1.49,1.49,1.49,1.0,1.49,2025-11-21T19:50:00Z,2.0,1.49,2026-06-18,25000,1.05,1.05,1.05,1.0,1.05,2025-11-19T05:00:00Z,1.0,1.05
BTC280121P00045000,0.5451,-0.3733,0.012,-0.6078,-0.0051,0.2184,9.4,9.4,9.4,1.0,9.4,2025-09-22T04:00:00Z,2.0,9.4,16.2,8,S,11.45,16,A,A,2025-12-05T20:59:54.790096108Z,I,9.4,2.0,2025-09-22T17:10:52.183830047Z,I,9.4,9.4,9.4,1.0,9.4,2025-09-22T17:10:00Z,2.0,9.4,2028-01-21,45000,8.7,8.7,8.7,1.0,8.7,2025-09-19T04:00:00Z,2.0,8.7
BTC260618C00059000,0.5561,0.2308,0.019,0.039,-0.0133,0.0877,1.8,1.9,1.8,2.0,1.9,2025-12-04T05:00:00Z,2.0,1.85,3.45,766,X,0.13,1218,A,A,2025-12-05T20:59:48.807120142Z,I,1.8,1.0,2025-12-04T17:07:54.70048818Z,I,1.8,1.8,1.8,1.0,1.8,2025-12-04T17:07:00Z,1.0,1.8,2026-06-18,59000,1.9,1.9,1.9,1.0,1.9,2025-11-26T05:00:00Z,10.0,1.9
BTC270115P00075000,0.6323,-0.7158,0.0129,-0.7144,-0.005,0.1412,27.25,27.25,27.25,1.0,27.25,2025-08-01T04:00:00Z,5.0,27.25,37.53,15,U,34.62,20,P, ,2025-12-05T20:59:23.318306256Z,f,27.25,5.0,2025-08-01T16:10:29.502479723Z,M,27.25,27.25,27.25,1.0,27.25,2025-08-01T16:10:00Z,5.0,27.25,2027-01-15,75000,25.55,25.55,25.55,2.0,25.55,2025-07-28T04:00:00Z,5.0,25.55
BTC251219P00035000,0.6074,-0.1281,0.0462,-0.0019,-0.0359,0.0156,0.29,0.29,0.29,1.0,0.29,2025-12-05T05:00:00Z,1.0,0.29,0.43,37,C,0.18,133,C,A,2025-12-05T20:59:56.954192011Z,a,0.29,1.0,2025-12-05T14:31:21.80491067Z,E,0.29,0.29,0.29,1.0,0.29,2025-12-05T14:31:00Z,1.0,0.29,2025-12-19,35000,0.23,0.23,0.17,5.0,0.17,2025-12-04T05:00:00Z,5.0,0.2
BTC251219C00042000,,,,,,,0.75,0.9,0.55,9.0,0.73,2025-12-05T05:00:00Z,33.0,0.817576,0.92,38,S,0.0,0,?, ,2025-12-05T20:56:43.138284638Z,g,0.75,1.0,2025-12-05T16:16:55.78103196Z,C,0.75,0.75,0.75,1.0,0.75,2025-12-05T16:16:00Z,1.0,0.75,2025-12-19,42000,1.05,1.25,1.02,13.0,1.15,2025-12-04T05:00:00Z,211.0,1.057678
BTC280121P00075000,0.5931,-0.5896,0.0114,-1.2821,-0.0031,0.2242,26.1,26.44,26.1,3.0,26.44,2025-10-06T04:00:00Z,17.0,26.237059,39.44,10,T,34.53,10,B, ,2025-12-05T20:59:48.804863337Z,I,26.1,10.0,2025-10-06T18:37:44.837738433Z,T,26.1,26.1,26.1,1.0,26.1,2025-10-06T18:37:00Z,10.0,26.1,2028-01-21,75000,27.95,27.95,27.95,1.0,27.95,2025-10-02T04:00:00Z,10.0,27.95
BTC260618P00070000,0.5315,-0.8906,0.0122,-0.3456,-0.0009,0.054,,,,,,,,,31.25,33,B,28.35,35,A,A,2025-12-05T20:59:23.319012875Z,,,,,,,,,,,,,,2026-06-18,70000,,,,,,,,
BTC270115C00041000,0.5335,0.6121,0.0172,0.1711,-0.012,0.1596,9.5,10.0,9.5,3.0,10.0,2025-12-04T05:00:00Z,20.0,9.545,10.62,91,A,6.95,76,A,A,2025-12-05T20:59:50.296319631Z,I,9.5,17.0,2025-12-04T19:13:11.184478033Z,I,9.5,9.5,9.5,1.0,9.5,2025-12-04T19:13:00Z,17.0,9.5,2027-01-15,41000,9.31,9.47,9.31,2.0,9.47,2025-12-02T05:00:00Z,3.0,9.416667
BTC251219C00041000,0.4864,0.3702,0.104,0.0049,-0.0542,0.0282,0.9,1.5,0.1,14.0,1.5,2025-12-05T05:00:00Z,41.0,0.941951,0.98,60,C,0.78,25,B, ,2025-12-05T20:59:58.340728319Z,a,0.9,10.0,2025-12-05T20:43:53.230357643Z,X,0.9,0.9,0.9,1.0,0.9,2025-12-05T20:43:00Z,10.0,0.9,2025-12-19,41000,1.49,1.7,1.33,10.0,1.48,2025-12-04T05:00:00Z,75.0,1.508667
BTC280121P00048000,0.55,-0.4025,0.0122,-0.676,-0.005,0.2232,13.6,13.6,13.6,1.0,13.6,2025-10-22T04:00:00Z,2.0,13.6,18.12,3,B,13.64,16,S,A,2025-12-05T20:59:48.434119107Z,I,13.6,2.0,2025-10-22T16:06:50.110911821Z,I,13.6,13.6,13.6,1.0,13.6,2025-10-22T16:06:00Z,2.0,13.6,2028-01-21,48000,,,,,,,,
BTC270115P00058000,0.5252,-0.6355,0.0172,-0.5054,-0.0059,0.1565,,,,,,,,,22.2,11,B,18.63,11,B, ,2025-12-05T20:59:23.318371829Z,,,,,,,,,,,,,,2027-01-15,58000,,,,,,,,
BTC251219C00056000,,,,,,,0.06,0.06,0.06,1.0,0.06,2025-12-03T05:00:00Z,1.0,0.06,0.73,333,A,0.0,0,?,A,2025-12-05T20:59:48.808050847Z,f,0.06,1.0,2025-12-03T19:09:59.322393282Z,X,0.06,0.06,0.06,1.0,0.06,2025-12-03T19:09:00Z,1.0,0.06,2025-12-19,56000,0.29,0.29,0.29,1.0,0.29,2025-11-19T05:00:00Z,1.0,0.29
BTC280121C00020000,0.6998,0.8938,0.0045,0.2338,-0.0058,0.1057,25.1,25.4,25.1,2.0,25.4,2025-12-03T05:00:00Z,2.0,25.25,26.57,18,A,22.14,6,A, ,2025-12-05T20:59:48.804794521Z,I,25.1,1.0,2025-12-03T15:40:13.242402972Z,N,25.1,25.4,25.1,2.0,25.4,2025-12-03T15:40:00Z,2.0,25.25,2028-01-21,20000,24.64,25.3,24.64,5.0,24.8,2025-12-02T05:00:00Z,24.0,24.708333
BTC270115P00045000,0.5215,-0.4565,0.0183,-0.3221,-0.0079,0.1652,10.93,10.93,10.93,1.0,10.93,2025-12-02T05:00:00Z,1.0,10.93,12.75,12,B,9.19,10,B, ,2025-12-05T20:59:48.805018788Z,f,10.93,1.0,2025-12-02T15:07:54.830458069Z,W,10.93,10.93,10.93,1.0,10.93,2025-12-02T15:07:00Z,1.0,10.93,2027-01-15,45000,11.73,11.73,11.73,1.0,11.73,2025-12-01T05:00:00Z,1.0,11.73
BTC251219P00051000,,,,,,,4.3,4.3,4.3,1.0,4.3,2025-10-29T04:00:00Z,1.0,4.3,12.52,42,B,10.15,42,B, ,2025-12-05T20:59:55.517235203Z,I,4.3,1.0,2025-10-29T19:30:37.915597166Z,U,4.3,4.3,4.3,1.0,4.3,2025-10-29T19:30:00Z,1.0,4.3,2025-12-19,51000,3.4,3.4,3.4,1.0,3.4,2025-10-27T04:00:00Z,1.0,3.4
BTC260320P00075000,0.8179,-0.8894,0.0109,-0.2012,-0.0085,0.0399,28.2,28.2,28.2,1.0,28.2,2025-11-03T05:00:00Z,2.0,28.2,37.25,20,B,33.62,23,Z, ,2025-12-05T20:59:24.740412515Z,I,28.19,2.0,2025-11-03T16:20:49.488647639Z,I,28.2,28.2,28.2,1.0,28.2,2025-11-03T16:20:00Z,2.0,28.2,2026-03-20,75000,28.58,28.58,28.58,1.0,28.58,2025-10-17T04:00:00Z,3.0,28.58
BTC260116C00032000,0.7295,0.8428,0.0249,0.0278,-0.0309,0.0319,9.3,9.3,9.3,1.0,9.3,2025-12-04T05:00:00Z,20.0,9.3,9.42,670,X,7.74,264,X, ,2025-12-05T20:59:23.317824341Z,a,9.3,20.0,2025-12-04T17:31:52.448551683Z,E,9.3,9.3,9.3,1.0,9.3,2025-12-04T17:31:00Z,20.0,9.3,2026-01-16,32000,7.4,7.4,7.4,2.0,7.4,2025-11-21T05:00:00Z,20.0,7.4
BTC251219P00033000,,,,,,,0.05,0.23,0.05,2.0,0.23,2025-12-03T05:00:00Z,2.0,0.14,0.73,548,A,0.0,0,?,A,2025-12-05T20:59:48.808151056Z,I,0.07,1.0,2025-12-03T17:34:46.930061661Z,H,0.05,0.05,0.05,1.0,0.05,2025-12-03T17:34:00Z,1.0,0.05,2025-12-19,33000,0.17,0.21,0.16,6.0,0.21,2025-12-02T05:00:00Z,6.0,0.181667
BTC270115P00020000,0.6177,-0.0761,0.0056,-0.0464,-0.0042,0.0596,1.5,1.5,1.0,2.0,1.0,2025-10-15T04:00:00Z,2.0,1.25,2.02,33,S,0.33,352,X, ,2025-12-05T20:59:48.80463297Z,I,1.5,1.0,2025-10-15T19:13:07.735548541Z,A,1.5,1.5,1.5,1.0,1.5,2025-10-15T19:13:00Z,1.0,1.5,2027-01-15,20000,,,,,,,,
BTC280121P00030000,0.5766,-0.2026,0.0085,-0.2993,-0.0048,0.1627,5.8,5.8,5.8,1.0,5.8,2025-11-28T05:00:00Z,1.0,5.8,8.36,6,A,3.77,19,S,A,2025-12-05T20:59:56.588289459Z,a,5.8,1.0,2025-11-28T17:59:59.663393985Z,C,5.8,5.8,5.8,1.0,5.8,2025-11-28T17:59:00Z,1.0,5.8,2028-01-21,30000,5.76,6.5,5.76,2.0,6.5,2025-11-26T05:00:00Z,3.0,6.006667
BTC260320C00067000,,,,,,,,,,,,,,,0.93,133,B,0.0,0,?, ,2025-12-05T20:59:23.317754772Z,,,,,,,,,,,,,,2026-03-20,67000,,,,,,,,
BTC260618P00059000,0.5799,-0.7546,0.0188,-0.2666,-0.0085,0.0907,,,,,,,,,21.95,31,A,18.69,33,B,A,2025-12-05T20:59:48.804890626Z,,,,,,,,,,,,,,2026-06-18,59000,,,,,,,,
BTC251219P00071000,,,,,,,,,,,,,,,32.39,42,B,30.52,42,B, ,2025-12-05T20:59:48.804794521Z,,,,,,,,,,,,,,2025-12-19,71000,,,,,,,,
BTC260618C00060000,0.5202,0.1954,0.0184,0.0338,-0.0113,0.0796,1.68,1.68,1.68,1.0,1.68,2025-12-04T05:00:00Z,1.0,1.68,2.029,242,X,0.72,259,X, ,2025-12-05T20:55:20.288646397Z,g,1.68,1.0,2025-12-04T18:13:50.599559871Z,C,1.68,1.68,1.68,1.0,1.68,2025-12-04T18:13:00Z,1.0,1.68,2026-06-18,60000,1.47,1.47,1.47,1.0,1.47,2025-12-02T05:00:00Z,1.0,1.47
BTC260320P00034000,0.4454,-0.212,0.0308,-0.0275,-0.0121,0.0612,,,,,,,,,2.17,21,P,0.38,689,A,A,2025-12-05T20:59:48.809229765Z,,,,,,,,,,,,,,2026-03-20,34000,,,,,,,,
BTC251219C00061000,,,,,,,1.2,1.2,1.2,1.0,1.2,2025-10-23T04:00:00Z,10.0,1.2,0.73,332,A,0.0,0,?,A,2025-12-05T20:59:48.808096272Z,I,1.03,10.0,2025-10-23T19:22:16.022192992Z,B,1.2,1.2,1.2,1.0,1.2,2025-10-23T19:22:00Z,10.0,1.2,2025-12-19,61000,1.1,1.1,1.05,2.0,1.05,2025-10-20T04:00:00Z,2.0,1.075
BTC270115C00033000,0.5856,0.7466,0.0131,0.1828,-0.0112,0.1333,,,,,,,,,14.91,39,A,11.19,48,A, ,2025-12-05T20:59:48.805966664Z,,,,,,,,,,,,,,2027-01-15,33000,,,,,,,,
BTC280121P00041000,0.5566,-0.3272,0.0112,-0.5217,-0.0052,0.2081,11.23,11.23,11.23,1.0,11.23,2025-12-03T05:00:00Z,1.0,11.23,14.06,22,S,9.14,18,A,A,2025-12-05T20:59:49.698338737Z,n,11.23,1.0,2025-12-03T14:39:01.496032749Z,C,11.23,11.23,11.23,1.0,11.23,2025-12-03T14:39:00Z,1.0,11.23,2028-01-21,41000,8.97,8.97,8.97,1.0,8.97,2025-11-04T05:00:00Z,1.0,8.97
BTC270115P00033000,0.5149,-0.2497,0.0148,-0.1576,-0.0071,0.1323,4.48,4.48,4.48,1.0,4.48,2025-12-02T05:00:00Z,1.0,4.48,5.95,26,P,2.7,40,A, ,2025-12-05T20:59:48.805906438Z,a,4.48,1.0,2025-12-02T15:11:00.090733089Z,C,4.48,4.48,4.48,1.0,4.48,2025-12-02T15:11:00Z,1.0,4.48,2027-01-15,33000,4.14,4.14,4.14,1.0,4.14,2025-11-28T05:00:00Z,1.0,4.14
BTC251219C00031000,1.1516,0.8917,0.0216,0.0093,-0.0642,0.0139,7.19,7.19,7.19,1.0,7.19,2025-11-21T05:00:00Z,1.0,7.19,9.92,387,A,8.25,48,X,A,2025-12-05T20:59:48.807925695Z,k,7.19,1.0,2025-11-21T17:01:09.549480074Z,C,7.19,7.19,7.19,1.0,7.19,2025-11-21T17:01:00Z,1.0,7.19,2025-12-19,31000,,,,,,,,
