symbol,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,expires,price,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw
BTC280121C00033000,0.5991,0.7656,0.0089,0.2882,-0.0081,0.177,,,,,,,,,18.78,25,A,14.66,31,A,A,2025-12-05T20:59:48.336335977Z,,,,,,,,,,,,,,2028-01-21,33000,,,,,,,,
BTC260116P00071000,,,,,,,,,,,,,,,32.27,20,B,29.58,23,Z, ,2025-12-05T20:59:24.74029714Z,,,,,,,,,,,,,,2026-01-16,71000,,,,,,,,
BTC260320P00061000,0.4333,-0.9565,0.0101,-0.1675,0.002,0.0195,,,,,,,,,21.9,33,B,20.01,35,A, ,2025-12-05T20:59:48.805997716Z,,,,,,,,,,,,,,2026-03-20,61000,,,,,,,,
BTC280121C00041000,0.5539,0.6722,0.0113,0.2916,-0.0087,0.2083,20.0,20.0,20.0,1.0,20.0,2025-10-14T04:00:00Z,1.0,20.0,14.94,27,A,10.8,53,A,A,2025-12-05T20:59:48.051326512Z,I,20.0,1.0,2025-10-14T13:30:13.058081091Z,A,20.0,20.0,20.0,1.0,20.0,2025-10-14T13:30:00Z,1.0,20.0,2028-01-21,41000,,,,,,,,
BTC260320P00080000,,,,,,,,,,,,,,,42.63,20,B,39.56,24,Z, ,2025-12-05T20:59:24.740556135Z,,,,,,,,,,,,,,2026-03-20,80000,,,,,,,,
BTC280121C00045000,0.5713,0.6352,0.0114,0.2792,-0.0092,0.2167,15.18,15.92,15.18,2.0,15.92,2025-11-13T05:00:00Z,3.0,15.426667,14.3,22,A,9.68,15,A,A,2025-12-05T20:59:48.185661659Z,a,15.18,2.0,2025-11-13T17:57:23.505355445Z,X,15.18,15.18,15.18,1.0,15.18,2025-11-13T17:57:00Z,2.0,15.18,2028-01-21,45000,15.8,16.2,15.8,2.0,16.2,2025-11-06T05:00:00Z,20.0,16.0
BTC270115C00064000,0.5315,0.3045,0.0158,0.097,-0.0104,0.1458,,,,,,,,,4.62,10,P,1.97,26,A,A,2025-12-05T20:59:48.806011215Z,,,,,,,,,,,,,,2027-01-15,64000,,,,,,,,
BTC251219P00028000,,,,,,,0.29,0.29,0.29,1.0,0.29,2025-12-01T05:00:00Z,30.0,0.29,0.28,41,C,0.0,0,?,O,2025-12-05T20:59:57.32526692Z,f,0.29,30.0,2025-12-01T14:37:27.935799723Z,W,0.29,0.29,0.29,1.0,0.29,2025-12-01T14:37:00Z,30.0,0.29,2025-12-19,28000,0.03,0.03,0.03,1.0,0.03,2025-11-28T05:00:00Z,1.0,0.03
BTC260618P00051000,0.4735,-0.6942,0.0257,-0.2135,-0.0083,0.1011,,,,,,,,,13.71,138,B,11.73,373,C,A,2025-12-05T20:59:56.33488861Z,,,,,,,,,,,,,,2026-06-18,51000,,,,,,,,
BTC260320C00054000,0.5349,0.1812,0.0233,0.0176,-0.0149,0.0556,0.75,0.8,0.75,2.0,0.8,2025-12-01T05:00:00Z,7.0,0.785714,1.33,205,A,0.63,2,U,A,2025-12-05T20:59:50.721813584Z,I,0.75,2.0,2025-12-01T19:44:10.982755624Z,U,0.75,0.75,0.75,1.0,0.75,2025-12-01T19:44:00Z,2.0,0.75,2026-03-20,54000,1.23,1.45,1.23,3.0,1.45,2025-11-26T05:00:00Z,9.0,1.36
BTC260320C00047000,0.527,0.3317,0.0326,0.0314,-0.0205,0.0766,1.83,1.85,1.83,2.0,1.85,2025-12-01T05:00:00Z,2.0,1.84,3.68,718,X,0.53,721,X,A,2025-12-05T20:55:04.852768752Z,g,1.83,1.0,2025-12-01T14:40:07.289896497Z,A,1.83,1.83,1.83,1.0,1.83,2025-12-01T14:40:00Z,1.0,1.83,2026-03-20,47000,1.84,1.84,1.84,1.0,1.84,2025-11-24T05:00:00Z,4.0,1.84
BTC251219C00073000,,,,,,,0.35,0.35,0.34,2.0,0.34,2025-11-17T05:00:00Z,2.0,0.345,0.77,327,A,0.0,0,?, ,2025-12-05T20:59:48.805570411Z,f,0.35,1.0,2025-11-17T14:55:05.343820309Z,W,0.35,0.35,0.34,2.0,0.34,2025-11-17T14:55:00Z,2.0,0.345,2025-12-19,73000,0.3,0.3,0.3,1.0,0.3,2025-10-17T04:00:00Z,1.0,0.3
BTC260320C00046000,0.4631,0.3283,0.037,0.0317,-0.0181,0.0763,2.0,2.2,2.0,2.0,2.2,2025-12-05T05:00:00Z,2.0,2.1,2.78,455,A,0.93,521,A,A,2025-12-05T20:59:55.469034002Z,I,2.0,1.0,2025-12-05T16:40:17.134808605Z,I,2.0,2.0,2.0,1.0,2.0,2025-12-05T16:40:00Z,1.0,2.0,2026-03-20,46000,3.2,3.2,3.2,1.0,3.2,2025-12-03T05:00:00Z,13.0,3.2
BTC251219P00039000,0.322,-0.3884,0.1594,-0.0057,-0.0337,0.0286,1.18,1.4,0.98,7.0,0.98,2025-12-05T05:00:00Z,510.0,1.357569,1.23,5,U,0.13,1512,A,A,2025-12-05T20:59:55.939041159Z,a,1.18,2.0,2025-12-05T20:40:10.543522121Z,I,1.18,1.18,1.18,1.0,1.18,2025-12-05T20:40:00Z,2.0,1.18,2025-12-19,39000,0.95,1.01,0.9,6.0,0.9,2025-12-04T05:00:00Z,11.0,0.938182
BTC260618C00046000,0.4992,0.4286,0.0273,0.0703,-0.0159,0.1132,,,,,,,,,4.72,344,A,2.72,353,A,A,2025-12-05T20:59:55.261026716Z,,,,,,,,,,,,,,2026-06-18,46000,,,,,,,,
BTC280121C00055000,0.5634,0.5377,0.0122,0.2547,-0.0094,0.229,13.6,13.6,13.6,1.0,13.6,2025-11-10T05:00:00Z,1.0,13.6,11.7,59,A,6.87,56,A,A,2025-12-05T20:59:48.514966957Z,a,13.6,1.0,2025-11-10T20:46:23.733356984Z,X,13.6,13.6,13.6,1.0,13.6,2025-11-10T20:46:00Z,1.0,13.6,2028-01-21,55000,12.0,12.0,12.0,1.0,12.0,2025-11-04T05:00:00Z,1.0,12.0
BTC260116P00075000,,,,,,,22.0,22.0,22.0,1.0,22.0,2025-10-03T04:00:00Z,3.0,22.0,36.29,20,B,34.25,23,Z, ,2025-12-05T20:59:24.740336833Z,I,22.0,3.0,2025-10-03T13:31:33.570626847Z,I,22.0,22.0,22.0,1.0,22.0,2025-10-03T13:31:00Z,3.0,22.0,2026-01-16,75000,24.95,24.95,24.95,2.0,24.95,2025-09-08T04:00:00Z,3.0,24.95
BTC260320C00048000,0.4959,0.2881,0.0326,0.0277,-0.0182,0.072,1.6,1.6,1.6,1.0,1.6,2025-12-05T05:00:00Z,4.0,1.6,2.29,255,X,1.02,257,A,A,2025-12-05T20:59:55.468967799Z,I,1.6,4.0,2025-12-05T17:00:39.923975701Z,I,1.6,1.6,1.6,1.0,1.6,2025-12-05T17:00:00Z,4.0,1.6,2026-03-20,48000,2.15,2.15,2.15,1.0,2.15,2025-12-03T05:00:00Z,1.0,2.15
BTC260320P00063000,0.5555,-0.9171,0.013,-0.1694,-0.0025,0.0322,,,,,,,,,24.54,33,B,21.82,43,S, ,2025-12-05T20:59:55.523261585Z,,,,,,,,,,,,,,2026-03-20,63000,,,,,,,,
BTC251219P00020000,,,,,,,0.4,0.4,0.4,1.0,0.4,2025-11-21T05:00:00Z,1.0,0.4,0.07,14,C,0.0,0,?,A,2025-12-05T20:59:55.122880202Z,I,0.28,1.0,2025-11-21T20:36:46.539176393Z,E,0.4,0.4,0.4,1.0,0.4,2025-11-21T20:36:00Z,1.0,0.4,2025-12-19,20000,0.05,0.05,0.05,1.0,0.05,2025-09-23T04:00:00Z,1.0,0.05
BTC251219C00020000,,,,,,,17.28,17.35,17.27,36.0,17.35,2025-11-21T05:00:00Z,36.0,17.311389,20.8,400,A,18.56,46,X, ,2025-12-05T20:59:48.804507757Z,g,17.28,1.0,2025-11-21T15:54:21.374831542Z,C,17.28,17.28,17.28,2.0,17.28,2025-11-21T15:54:00Z,2.0,17.28,2025-12-19,20000,28.0,28.0,28.0,1.0,28.0,2025-10-22T04:00:00Z,1.0,28.0
BTC270115P00048000,0.5254,-0.5017,0.0182,-0.3647,-0.0077,0.1662,,,,,,,,,14.77,26,S,11.29,19,S, ,2025-12-05T20:59:23.318706828Z,,,,,,,,,,,,,,2027-01-15,48000,,,,,,,,
BTC260116C00054000,,,,,,,0.32,0.32,0.32,1.0,0.32,2025-11-28T05:00:00Z,1.0,0.32,0.73,176,A,0.0,0,?,A,2025-12-05T20:59:37.257214143Z,a,0.32,1.0,2025-11-28T15:25:15.381355933Z,X,0.32,0.32,0.32,1.0,0.32,2025-11-28T15:25:00Z,1.0,0.32,2026-01-16,54000,0.45,0.45,0.45,1.0,0.45,2025-11-20T05:00:00Z,2.0,0.45
BTC260320C00039000,0.4706,0.5885,0.0392,0.0538,-0.0205,0.0821,,,,,,,,,5.45,445,A,3.36,703,X,A,2025-12-05T20:59:48.809229765Z,,,,,,,,,,,,,,2026-03-20,39000,,,,,,,,
BTC251219P00049000,,,,,,,8.96,8.96,8.96,1.0,8.96,2025-12-05T05:00:00Z,1.0,8.96,10.3,42,B,8.05,42,B, ,2025-12-05T20:59:55.517235203Z,f,8.96,1.0,2025-12-05T16:07:35.999084729Z,A,8.96,8.96,8.96,1.0,8.96,2025-12-05T16:07:00Z,1.0,8.96,2025-12-19,49000,9.75,9.75,9.75,1.0,9.75,2025-12-02T05:00:00Z,1.0,9.75
BTC251219P00069000,,,,,,,,,,,,,,,30.18,42,B,28.41,42,B, ,2025-12-05T20:59:48.80476858Z,,,,,,,,,,,,,,2025-12-19,69000,,,,,,,,
BTC251219P00027000,,,,,,,,,,,,,,,0.77,315,B,0.0,0,?, ,2025-12-05T20:59:48.805574977Z,,,,,,,,,,,,,,2025-12-19,27000,,,,,,,,
BTC260618P00054000,0.4482,-0.7674,0.0236,-0.2406,-0.0057,0.0881,,,,,,,,,16.02,82,C,13.82,51,X, ,2025-12-05T20:59:48.80484201Z,,,,,,,,,,,,,,2026-06-18,54000,,,,,,,,
BTC260116C00071000,,,,,,,0.8,0.8,0.8,1.0,0.8,2025-09-29T04:00:00Z,1.0,0.8,0.73,337,A,0.0,0,?,A,2025-12-05T20:59:48.806448884Z,a,0.8,1.0,2025-09-29T13:56:54.004365838Z,X,0.8,0.8,0.8,1.0,0.8,2025-09-29T13:56:00Z,1.0,0.8,2026-01-16,71000,0.9,0.9,0.9,1.0,0.9,2025-09-15T04:00:00Z,1.0,0.9
BTC270115C00066000,0.5344,0.2876,0.0153,0.0921,-0.0102,0.1421,,,,,,,,,4.42,24,A,1.73,27,A,A,2025-12-05T20:59:46.946070191Z,,,,,,,,,,,,,,2027-01-15,66000,,,,,,,,
BTC260116C00045000,0.4878,0.2477,0.0489,0.01,-0.0259,0.0419,0.87,0.97,0.87,2.0,0.97,2025-12-05T05:00:00Z,52.0,0.873846,1.08,30,P,0.68,12,C, ,2025-12-05T20:59:23.318721609Z,f,0.87,50.0,2025-12-05T17:59:09.791944134Z,M,0.87,0.87,0.87,1.0,0.87,2025-12-05T17:59:00Z,50.0,0.87,2026-01-16,45000,1.2,1.45,1.08,5.0,1.45,2025-12-04T05:00:00Z,11.0,1.201818
BTC260320P00056000,0.436,-0.9086,0.0178,-0.1486,-0.0019,0.0347,10.2,10.2,10.2,1.0,10.2,2025-08-05T04:00:00Z,1.0,10.2,17.24,43,C,15.19,43,C, ,2025-12-05T20:59:48.804719529Z,I,10.28,1.0,2025-08-05T14:42:23.458168002Z,X,10.2,10.2,10.2,1.0,10.2,2025-08-05T14:42:00Z,1.0,10.2,2026-03-20,56000,,,,,,,,
BTC270115P00037000,0.5376,-0.3198,0.016,-0.213,-0.0081,0.1489,6.93,6.93,6.93,1.0,6.93,2025-11-21T05:00:00Z,1.0,6.93,8.58,12,T,4.52,13,T,A,2025-12-05T20:59:50.946715758Z,g,6.93,1.0,2025-11-21T16:24:53.941256689Z,A,6.93,6.93,6.93,1.0,6.93,2025-11-21T16:24:00Z,1.0,6.93,2027-01-15,37000,6.0,6.0,6.0,1.0,6.0,2025-11-17T05:00:00Z,1.0,6.0
BTC251219P00052000,0.652,-0.9843,0.0081,-0.0183,-0.002,0.0029,10.9,10.9,10.32,2.0,10.32,2025-11-17T05:00:00Z,23.0,10.824348,13.68,42,B,11.13,42,B, ,2025-12-05T20:59:55.517235203Z,I,10.9,20.0,2025-11-17T17:34:34.332135567Z,U,10.9,10.9,10.9,1.0,10.9,2025-11-17T17:34:00Z,20.0,10.9,2025-12-19,52000,7.94,7.94,7.94,2.0,7.94,2025-11-07T05:00:00Z,2.0,7.94
BTC260116P00033000,0.5699,-0.1432,0.0299,-0.007,-0.0202,0.03,0.43,0.43,0.43,1.0,0.43,2025-12-04T05:00:00Z,1.0,0.43,1.08,264,X,0.13,818,X, ,2025-12-05T20:59:23.317891905Z,a,0.43,1.0,2025-12-04T16:33:12.252148503Z,A,0.43,0.43,0.43,1.0,0.43,2025-12-04T16:33:00Z,1.0,0.43,2026-01-16,33000,0.74,0.77,0.71,4.0,0.77,2025-12-02T05:00:00Z,30.0,0.74
BTC260116C00036000,0.3791,0.7988,0.0559,0.0307,-0.0201,0.0372,5.06,5.06,5.06,1.0,5.06,2025-12-05T05:00:00Z,1.0,5.06,5.56,440,A,3.05,164,A,A,2025-12-05T20:59:55.210165648Z,a,5.08,1.0,2025-12-05T15:42:48.379446631Z,A,5.06,5.06,5.06,1.0,5.06,2025-12-05T15:42:00Z,1.0,5.06,2026-01-16,36000,3.72,3.72,3.72,1.0,3.72,2025-12-01T05:00:00Z,3.0,3.72
BTC251219C00057000,,,,,,,0.17,0.17,0.17,1.0,0.17,2025-12-03T05:00:00Z,1.0,0.17,0.77,326,A,0.0,0,?,A,2025-12-05T20:59:48.808050847Z,f,0.17,1.0,2025-12-03T19:08:23.895288888Z,M,0.17,0.17,0.17,1.0,0.17,2025-12-03T19:08:00Z,1.0,0.17,2025-12-19,57000,0.18,0.18,0.18,1.0,0.18,2025-11-13T05:00:00Z,1.0,0.18
BTC260116C00062000,,,,,,,1.26,1.26,1.26,1.0,1.26,2025-10-20T04:00:00Z,1.0,1.26,0.77,346,A,0.0,0,?,A,2025-12-05T20:59:39.133151273Z,g,1.26,1.0,2025-10-20T18:48:42.523441326Z,C,1.26,1.26,1.26,1.0,1.26,2025-10-20T18:48:00Z,1.0,1.26,2026-01-16,62000,1.5,1.5,1.5,1.0,1.5,2025-10-16T04:00:00Z,1.0,1.5
BTC260320P00041000,0.4917,-0.4862,0.0384,-0.0682,-0.0175,0.0842,3.8,4.5,3.8,2.0,4.5,2025-12-03T05:00:00Z,11.0,3.927273,5.74,505,A,3.68,515,A,A,2025-12-05T20:59:52.37209335Z,I,3.8,9.0,2025-12-03T18:15:08.956650467Z,U,3.8,3.8,3.8,1.0,3.8,2025-12-03T18:15:00Z,9.0,3.8,2026-03-20,41000,5.71,5.71,5.71,2.0,5.71,2025-12-01T05:00:00Z,2.0,5.71
BTC270115C00055000,0.5034,0.3879,0.0183,0.1219,-0.011,0.1596,4.86,4.86,4.86,1.0,4.86,2025-12-05T05:00:00Z,1.0,4.86,5.04,40,A,3.67,112,A,A,2025-12-05T20:59:57.084332896Z,a,4.86,1.0,2025-12-05T20:56:05.786361427Z,X,4.86,4.86,4.86,1.0,4.86,2025-12-05T20:56:00Z,1.0,4.86,2027-01-15,55000,5.12,5.12,5.12,1.0,5.12,2025-12-04T05:00:00Z,1.0,5.12
BTC260116C00052000,,,,,,,0.05,0.05,0.05,1.0,0.05,2025-12-01T05:00:00Z,3.0,0.05,0.73,175,A,0.0,0,?,A,2025-12-05T20:59:48.806242829Z,I,0.07,3.0,2025-12-01T14:32:36.237923207Z,P,0.05,0.05,0.05,1.0,0.05,2025-12-01T14:32:00Z,3.0,0.05,2026-01-16,52000,0.5,0.5,0.5,1.0,0.5,2025-11-20T05:00:00Z,15.0,0.5
BTC251219C00043000,0.5205,0.2153,0.0753,0.0029,-0.0445,0.0218,0.4,0.47,0.4,4.0,0.4,2025-12-05T05:00:00Z,7.0,0.41,0.73,247,A,0.18,38,C,A,2025-12-05T20:59:59.000471852Z,a,0.4,1.0,2025-12-05T20:18:43.749364352Z,X,0.4,0.4,0.4,1.0,0.4,2025-12-05T20:18:00Z,1.0,0.4,2025-12-19,43000,0.65,0.9,0.65,4.0,0.9,2025-12-04T05:00:00Z,13.0,0.761538
BTC280121C00046000,0.5748,0.6264,0.0114,0.2763,-0.0093,0.2184,12.2,12.2,12.2,1.0,12.2,2025-12-02T05:00:00Z,1.0,12.2,14.18,21,A,9.38,16,A,A,2025-12-05T20:59:48.229481189Z,a,12.2,1.0,2025-12-02T20:47:10.318214788Z,A,12.2,12.2,12.2,1.0,12.2,2025-12-02T20:47:00Z,1.0,12.2,2028-01-21,46000,11.0,11.72,11.0,2.0,11.72,2025-11-20T05:00:00Z,4.0,11.18
