symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC260116C00035000,6.8,7.3,6.8,2.0,7.3,2025-11-19T05:00:00Z,2.0,7.05,6.95,286,A,6.05,26,U,A,2025-11-19T18:00:36.128942678Z,I,6.8,1.0,2025-11-19T15:34:17.110245162Z,U,6.8,6.8,6.8,1.0,6.8,2025-11-19T15:34:00Z,1.0,6.8,7.51,7.51,7.51,1.0,7.51,2025-11-18T05:00:00Z,5.0,7.51,2026-01-16,35000,0.6118,0.7428,0.0334,0.0364,-0.0293,0.0509
BTC260320P00025000,0.56,0.9,0.56,3.0,0.9,2025-11-19T05:00:00Z,15.0,0.703333,0.72,33,A,0.18,653,A, ,2025-11-19T18:00:30.065172863Z,a,0.56,5.0,2025-11-19T15:40:52.607541316Z,C,0.56,0.56,0.56,1.0,0.56,2025-11-19T15:40:00Z,5.0,0.56,0.47,0.5,0.47,3.0,0.5,2025-11-17T05:00:00Z,3.0,0.48,2026-03-20,25000,0.6102,-0.0643,0.009,-0.0099,-0.0069,0.0286
BTC251219C00028000,,,,,,,,,13.71,386,A,11.38,30,B,A,2025-11-19T18:00:31.112780084Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,28000,1.18,0.8853,0.0145,0.0185,-0.0457,0.022
BTC260320C00075000,0.35,0.35,0.35,1.0,0.35,2025-11-14T05:00:00Z,1.0,0.35,0.67,275,A,0.0,0,?,A,2025-11-19T17:59:42.67520205Z,a,0.35,1.0,2025-11-14T18:12:42.905371449Z,X,0.35,0.35,0.35,1.0,0.35,2025-11-14T18:12:00Z,1.0,0.35,1.6,1.6,1.6,1.0,1.6,2025-10-21T04:00:00Z,1.0,1.6,2026-03-20,75000,,,,,,
BTC260618P00043000,5.3,5.3,5.3,1.0,5.3,2025-11-05T05:00:00Z,9.0,5.3,9.25,385,A,6.63,351,A,A,2025-11-19T18:00:14.824253289Z,a,5.3,9.0,2025-11-05T16:59:35.492366419Z,X,5.3,5.3,5.3,1.0,5.3,2025-11-05T16:59:00Z,9.0,5.3,,,,,,,,,2026-06-18,43000,0.5378,-0.4783,0.0246,-0.1553,-0.0125,0.1199
BTC251219P00035000,0.66,0.72,0.66,3.0,0.72,2025-11-18T05:00:00Z,10.0,0.69,0.98,60,B,0.38,225,X,A,2025-11-19T18:00:31.10590872Z,g,0.66,3.0,2025-11-18T18:15:49.499949175Z,A,0.66,0.66,0.66,2.0,0.66,2025-11-18T18:15:00Z,5.0,0.66,0.72,0.78,0.54,5.0,0.6,2025-11-17T05:00:00Z,10.0,0.623,2025-12-19,35000,0.5429,-0.1869,0.0436,-0.0066,-0.0267,0.0305
BTC251121P00057000,,,,,,,,,17.55,62,B,15.82,48,S, ,2025-11-19T17:55:18.203181792Z,,,,,,,,,,,,,,,,,,,,,,2025-11-21,57000,,,,,,
BTC260618C00065000,,,,,,,,,3.32,609,A,0.03,1097,A, ,2025-11-19T18:00:30.06520957Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,65000,0.5928,0.204,0.0159,0.037,-0.0126,0.0853
BTC251219C00053000,0.22,0.22,0.22,1.0,0.22,2025-11-17T05:00:00Z,1.0,0.22,0.73,359,A,0.0,0,?,A,2025-11-19T17:41:47.664240889Z,g,0.22,1.0,2025-11-17T14:42:43.57139089Z,C,0.22,0.22,0.22,1.0,0.22,2025-11-17T14:42:00Z,1.0,0.22,0.6,0.6,0.6,1.0,0.6,2025-11-13T05:00:00Z,10.0,0.6,2025-12-19,53000,,,,,,
BTC270115P00075000,27.25,27.25,27.25,1.0,27.25,2025-08-01T04:00:00Z,5.0,27.25,37.36,14,E,33.52,13,E,A,2025-11-19T17:59:49.627843667Z,f,27.25,5.0,2025-08-01T16:10:29.502479723Z,M,27.25,27.25,27.25,1.0,27.25,2025-08-01T16:10:00Z,5.0,27.25,25.55,25.55,25.55,2.0,25.55,2025-07-28T04:00:00Z,5.0,25.55,2027-01-15,75000,0.5851,-0.7381,0.0131,-0.7475,-0.0035,0.1386
BTC270115P00034000,4.72,4.72,4.72,1.0,4.72,2025-11-18T05:00:00Z,2.0,4.72,6.14,31,B,3.42,31,B,A,2025-11-19T18:00:30.557852607Z,a,4.72,2.0,2025-11-18T14:34:08.368363369Z,X,4.72,4.72,4.72,1.0,4.72,2025-11-18T14:34:00Z,2.0,4.72,3.27,3.27,3.27,1.0,3.27,2025-10-30T04:00:00Z,1.0,3.27,2027-01-15,34000,0.5082,-0.266,0.0152,-0.177,-0.007,0.1397
BTC251219P00061000,,,,,,,,,22.91,22,Z,19.61,21,Z, ,2025-11-19T17:41:51.606105741Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,61000,0.6677,-0.9841,0.0053,-0.0495,0.0015,0.0045
BTC251121C00046000,0.13,0.13,0.13,1.0,0.13,2025-11-18T05:00:00Z,1.0,0.13,0.73,397,A,0.0,0,?,A,2025-11-19T18:00:30.553076085Z,g,0.13,1.0,2025-11-18T19:32:33.538457673Z,C,0.13,0.13,0.13,1.0,0.13,2025-11-18T19:32:00Z,1.0,0.13,0.03,0.1,0.03,29.0,0.08,2025-11-17T05:00:00Z,128.0,0.051641,2025-11-21,46000,,,,,,
BTC260618C00055000,2.61,2.61,2.61,1.0,2.61,2025-11-17T05:00:00Z,3.0,2.61,3.26,518,A,2.029,207,A,A,2025-11-19T18:00:31.434761319Z,g,2.61,3.0,2025-11-17T20:30:16.144060425Z,C,2.61,2.61,2.61,1.0,2.61,2025-11-17T20:30:00Z,3.0,2.61,3.09,3.09,3.09,1.0,3.09,2025-11-14T05:00:00Z,2.0,3.09,2026-06-18,55000,0.5576,0.3039,0.0208,0.0543,-0.0149,0.1052
BTC270115P00027000,,,,,,,,,5.02,13,E,0.52,29,B, ,2025-11-19T18:00:32.551338775Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,27000,0.5689,-0.1594,0.01,-0.105,-0.0061,0.1033
BTC280121C00054000,14.0,14.0,14.0,1.0,14.0,2025-10-16T04:00:00Z,8.0,14.0,12.13,19,X,7.36,12,E, ,2025-11-19T18:00:30.065073668Z,e,14.0,8.0,2025-10-16T19:54:12.418494959Z,B,14.0,14.0,14.0,1.0,14.0,2025-10-16T19:54:00Z,8.0,14.0,18.9,18.9,18.9,2.0,18.9,2025-10-09T04:00:00Z,10.0,18.9,2028-01-21,54000,0.5663,0.552,0.012,0.263,-0.0093,0.2308
BTC251121P00050000,9.3,9.3,9.3,1.0,9.3,2025-11-18T05:00:00Z,3.0,9.3,10.96,65,B,8.92,53,B, ,2025-11-19T18:00:30.178790039Z,I,9.15,3.0,2025-11-18T17:07:49.150365607Z,N,9.3,9.3,9.3,1.0,9.3,2025-11-18T17:07:00Z,3.0,9.3,8.25,8.25,8.25,1.0,8.25,2025-11-17T05:00:00Z,2.0,8.25,2025-11-21,50000,,,,,,
BTC260116C00045000,1.6,1.75,1.6,2.0,1.75,2025-11-19T05:00:00Z,5.0,1.66,1.57,34,S,1.47,25,B, ,2025-11-19T18:00:34.568885432Z,I,1.58,3.0,2025-11-19T17:10:45.818370174Z,H,1.6,1.6,1.6,1.0,1.6,2025-11-19T17:10:00Z,3.0,1.6,1.99,2.06,1.73,14.0,1.73,2025-11-18T05:00:00Z,157.0,1.996624,2026-01-16,45000,0.5247,0.316,0.043,0.0175,-0.0266,0.0561
BTC251121C00061000,0.25,0.25,0.25,2.0,0.25,2025-10-24T04:00:00Z,3.0,0.25,0.73,465,X,0.0,0,?, ,2025-11-19T18:00:31.111186237Z,I,0.25,2.0,2025-10-24T18:35:05.64313733Z,C,0.25,0.25,0.25,1.0,0.25,2025-10-24T18:35:00Z,2.0,0.25,0.33,0.33,0.33,1.0,0.33,2025-10-23T04:00:00Z,10.0,0.33,2025-11-21,61000,,,,,,
BTC251219C00052000,0.2,0.3,0.15,17.0,0.22,2025-11-17T05:00:00Z,119.0,0.196471,0.73,352,A,0.07,12,E,B,2025-11-19T18:00:38.549288516Z,a,0.2,1.0,2025-11-17T20:59:37.064363569Z,X,0.2,0.2,0.2,1.0,0.2,2025-11-17T20:59:00Z,1.0,0.2,0.27,0.34,0.27,4.0,0.34,2025-11-14T05:00:00Z,21.0,0.296667,2025-12-19,52000,0.7114,0.1113,0.0235,0.0033,-0.0259,0.0215
BTC270115P00045000,8.08,8.08,8.08,1.0,8.08,2025-11-03T05:00:00Z,1.0,8.08,12.48,30,B,9.41,33,A,A,2025-11-19T18:00:30.265977444Z,a,8.08,1.0,2025-11-03T14:47:45.359363414Z,X,8.08,8.08,8.08,1.0,8.08,2025-11-03T14:47:00Z,1.0,8.08,9.0,9.0,9.0,1.0,9.0,2025-10-16T04:00:00Z,1.0,9.0,2027-01-15,45000,0.5137,-0.4536,0.0181,-0.3341,-0.0075,0.1686
BTC251121C00044000,0.04,0.05,0.04,2.0,0.05,2025-11-19T05:00:00Z,33.0,0.049091,0.13,16,M,0.0,0,?, ,2025-11-19T18:00:31.660746415Z,a,0.04,3.0,2025-11-19T15:54:10.074297788Z,J,0.04,0.04,0.04,1.0,0.04,2025-11-19T15:54:00Z,3.0,0.04,0.05,0.05,0.05,1.0,0.05,2025-11-18T05:00:00Z,3.0,0.05,2025-11-21,44000,,,,,,
BTC251219C00061000,1.2,1.2,1.2,1.0,1.2,2025-10-23T04:00:00Z,10.0,1.2,0.77,344,A,0.0,0,?,A,2025-11-19T18:00:30.552495425Z,I,1.03,10.0,2025-10-23T19:22:16.022192992Z,B,1.2,1.2,1.2,1.0,1.2,2025-10-23T19:22:00Z,10.0,1.2,1.1,1.1,1.05,2.0,1.05,2025-10-20T04:00:00Z,2.0,1.075,2025-12-19,61000,,,,,,
BTC260320P00050000,7.35,7.35,7.35,1.0,7.35,2025-11-12T05:00:00Z,2.0,7.35,12.32,76,A,10.46,55,E,A,2025-11-19T18:00:36.660210346Z,g,7.35,2.0,2025-11-12T18:13:46.487345604Z,C,7.35,7.35,7.35,1.0,7.35,2025-11-12T18:13:00Z,2.0,7.35,7.01,7.01,7.01,1.0,7.01,2025-11-10T05:00:00Z,2.0,7.01,2026-03-20,50000,0.4992,-0.734,0.0288,-0.1341,-0.0112,0.0748
BTC260618C00058000,,,,,,,,,2.86,320,A,1.48,131,B,A,2025-11-19T18:00:09.048812087Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,58000,0.5567,0.261,0.0194,0.0472,-0.0137,0.0978
BTC270115P00048000,,,,,,,,,14.58,14,E,10.87,23,B, ,2025-11-19T18:00:32.545154038Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,48000,0.5015,-0.5054,0.0187,-0.3784,-0.007,0.1698
BTC251121P00051000,5.8,6.1,5.8,3.0,6.1,2025-11-07T05:00:00Z,7.0,5.842857,11.65,44,B,9.76,39,A,A,2025-11-19T18:00:30.223034452Z,I,5.8,1.0,2025-11-07T19:05:20.251610382Z,A,5.8,5.8,5.8,1.0,5.8,2025-11-07T19:05:00Z,1.0,5.8,6.9,6.9,5.49,2.0,5.49,2025-11-04T05:00:00Z,2.0,6.195,2025-11-21,51000,,,,,,
BTC251121P00046000,6.42,6.42,5.67,4.0,5.67,2025-11-19T05:00:00Z,8.0,6.14375,6.89,96,A,6.03,31,M,A,2025-11-19T18:00:36.065423571Z,a,6.42,5.0,2025-11-19T17:28:36.002371727Z,X,6.42,6.42,6.42,1.0,6.42,2025-11-19T17:28:00Z,5.0,6.42,4.8,5.38,4.8,3.0,5.38,2025-11-18T05:00:00Z,9.0,5.082222,2025-11-21,46000,,,,,,
BTC251121P00070000,24.88,24.88,24.88,1.0,24.88,2025-11-07T05:00:00Z,10.0,24.88,31.31,46,A,28.49,48,S, ,2025-11-19T17:40:12.243490059Z,a,24.88,10.0,2025-11-07T17:50:12.947738915Z,C,24.88,24.88,24.88,1.0,24.88,2025-11-07T17:50:00Z,10.0,24.88,25.3,25.3,25.3,1.0,25.3,2025-11-05T05:00:00Z,10.0,25.3,2025-11-21,70000,,,,,,
BTC260618P00060000,21.3,21.3,21.3,1.0,21.3,2025-11-19T05:00:00Z,2.0,21.3,22.8,55,A,19.73,49,A,A,2025-11-19T18:00:30.193630738Z,I,21.3,2.0,2025-11-19T17:37:39.813320246Z,I,21.3,21.3,21.3,1.0,21.3,2025-11-19T17:37:00Z,2.0,21.3,18.5,18.5,18.48,5.0,18.48,2025-11-14T05:00:00Z,68.0,18.491471,2026-06-18,60000,0.5799,-0.7499,0.0182,-0.2945,-0.008,0.0957
BTC260320P00042000,5.76,5.76,5.64,2.0,5.64,2025-11-19T05:00:00Z,2.0,5.7,6.29,28,Z,4.78,698,X, ,2025-11-19T18:00:32.002621341Z,a,5.76,1.0,2025-11-19T15:58:10.882297916Z,B,5.76,5.76,5.76,1.0,5.76,2025-11-19T15:58:00Z,1.0,5.76,5.07,5.07,5.07,1.0,5.07,2025-11-18T05:00:00Z,2.0,5.07,2026-03-20,42000,0.4882,-0.51,0.0358,-0.0853,-0.0156,0.0909
BTC270115C00059000,,,,,,,,,6.36,13,E,2.54,20,B,A,2025-11-19T18:00:27.950864163Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,59000,0.5431,0.3734,0.0164,0.1194,-0.0114,0.1612
BTC260320C00048000,2.43,2.5,2.2,9.0,2.5,2025-11-19T05:00:00Z,57.0,2.392281,2.67,206,X,2.029,31,B, ,2025-11-19T18:00:32.005778854Z,f,2.43,2.0,2025-11-19T16:34:16.555808759Z,I,2.43,2.43,2.43,1.0,2.43,2025-11-19T16:34:00Z,2.0,2.43,2.57,2.57,2.57,1.0,2.57,2025-11-17T05:00:00Z,2.0,2.57,2026-03-20,48000,0.5419,0.3368,0.0296,0.0364,-0.0198,0.0832
BTC260618C00049000,7.5,7.5,7.5,1.0,7.5,2025-10-30T04:00:00Z,5.0,7.5,4.41,323,A,3.08,130,B,A,2025-11-19T17:59:56.831286983Z,I,7.5,5.0,2025-10-30T17:23:20.060964512Z,A,7.5,7.5,7.5,1.0,7.5,2025-10-30T17:23:00Z,5.0,7.5,8.96,8.96,8.96,1.0,8.96,2025-10-29T04:00:00Z,1.0,8.96,2026-06-18,49000,0.5454,0.3992,0.0235,0.0697,-0.0162,0.1162
BTC260320P00040000,4.77,4.77,4.64,4.0,4.64,2025-11-19T05:00:00Z,5.0,4.694,5.06,25,M,4.52,30,B,A,2025-11-19T18:00:34.540698317Z,a,4.77,1.0,2025-11-19T17:24:46.033366546Z,X,4.77,4.77,4.77,1.0,4.77,2025-11-19T17:24:00Z,1.0,4.77,4.0,4.0,4.0,1.0,4.0,2025-11-18T05:00:00Z,12.0,4.0,2026-03-20,40000,0.5343,-0.436,0.0323,-0.0731,-0.0175,0.0898
BTC270115P00046000,10.9,10.9,10.9,1.0,10.9,2025-11-18T05:00:00Z,1.0,10.9,13.2,30,B,9.52,31,A, ,2025-11-19T18:00:32.545154038Z,a,10.9,1.0,2025-11-18T17:48:02.665491592Z,J,10.9,10.9,10.9,1.0,10.9,2025-11-18T17:48:00Z,1.0,10.9,10.72,10.72,10.72,1.0,10.72,2025-11-17T05:00:00Z,1.0,10.72,2027-01-15,46000,0.4999,-0.4746,0.0187,-0.3485,-0.0072,0.1695
BTC260116P00057000,11.0,11.0,10.9,2.0,10.9,2025-11-03T05:00:00Z,2.0,10.95,17.95,33,X,16.379,35,B,A,2025-11-19T18:00:29.95754598Z,I,11.0,1.0,2025-11-03T16:14:13.447833335Z,N,11.0,11.0,10.9,2.0,10.9,2025-11-03T16:14:00Z,2.0,10.95,,,,,,,,,2026-01-16,57000,0.4741,-0.9642,0.0105,-0.0879,0.0008,0.0124
BTC280121C00046000,12.9,12.9,12.9,1.0,12.9,2025-11-18T05:00:00Z,1.0,12.9,13.86,20,B,10.16,32,B, ,2025-11-19T18:00:32.545151048Z,I,12.9,1.0,2025-11-18T20:41:17.349755541Z,I,12.9,12.9,12.9,1.0,12.9,2025-11-18T20:41:00Z,1.0,12.9,12.3,12.3,12.3,1.0,12.3,2025-11-17T05:00:00Z,9.0,12.3,2028-01-21,46000,0.5774,0.6304,0.0112,0.2812,-0.0092,0.2202
BTC260320C00045000,3.0,3.0,3.0,1.0,3.0,2025-11-19T05:00:00Z,1.0,3.0,3.25,26,Z,2.87,15,E,A,2025-11-19T18:00:35.753251814Z,I,3.0,1.0,2025-11-19T17:36:08.960513908Z,U,3.0,3.0,3.0,1.0,3.0,2025-11-19T17:36:00Z,1.0,3.0,3.8,3.9,3.5,6.0,3.5,2025-11-18T05:00:00Z,21.0,3.691429,2026-03-20,45000,0.5337,0.412,0.032,0.0439,-0.021,0.0887
BTC251121P00060000,,,,,,,,,21.26,54,X,18.74,48,S,A,2025-11-19T17:55:57.860171487Z,,,,,,,,,,,,,,,,,,,,,,2025-11-21,60000,,,,,,
BTC251219C00055000,0.09,0.34,0.09,3.0,0.34,2025-11-19T05:00:00Z,9.0,0.256667,0.17,24,B,0.07,72,I, ,2025-11-19T18:00:31.452474593Z,a,0.09,3.0,2025-11-19T17:05:57.940366189Z,X,0.09,0.09,0.09,1.0,0.09,2025-11-19T17:05:00Z,3.0,0.09,0.11,0.15,0.11,3.0,0.15,2025-11-18T05:00:00Z,9.0,0.114444,2025-12-19,55000,0.6312,0.0437,0.0129,0.0013,-0.0112,0.0105
BTC260320C00066000,,,,,,,,,0.92,141,B,0.17,13,E,A,2025-11-19T18:00:22.06543329Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,66000,0.5917,0.098,0.0128,0.011,-0.01,0.0394
BTC260320C00071000,0.45,0.45,0.45,1.0,0.45,2025-11-14T05:00:00Z,1.0,0.45,0.73,229,A,0.0,0,?,A,2025-11-19T17:59:20.628726994Z,I,0.45,1.0,2025-11-14T18:43:15.600302704Z,C,0.45,0.45,0.45,1.0,0.45,2025-11-14T18:43:00Z,1.0,0.45,,,,,,,,,2026-03-20,71000,,,,,,
BTC251219P00063000,,,,,,,,,25.31,16,Z,22.19,20,Z, ,2025-11-19T17:40:01.158510745Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,63000,,,,,,
BTC251219P00071000,,,,,,,,,32.47,23,Z,29.73,20,E, ,2025-11-19T17:59:19.273320075Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,71000,,,,,,
BTC260116P00070000,28.25,28.25,28.25,2.0,28.25,2025-11-17T05:00:00Z,10.0,28.25,30.69,17,Z,28.44,20,Z, ,2025-11-19T17:45:21.672664401Z,g,28.25,5.0,2025-11-17T16:44:04.365872224Z,C,28.25,28.25,28.25,2.0,28.25,2025-11-17T16:44:00Z,10.0,28.25,18.8,18.85,18.75,11.0,18.8,2025-07-21T04:00:00Z,120.0,18.81025,2026-01-16,70000,,,,,,
BTC270115C00028000,,,,,,,,,18.26,21,S,14.48,13,E, ,2025-11-19T18:00:30.339432428Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,28000,0.6203,0.8193,0.01,0.1857,-0.0098,0.112
BTC280121C00044000,15.8,15.8,15.8,1.0,15.8,2025-11-06T05:00:00Z,1.0,15.8,14.77,7,A,10.61,12,E,A,2025-11-19T18:00:35.843629951Z,I,15.8,1.0,2025-11-06T19:28:21.699478638Z,I,15.8,15.8,15.8,1.0,15.8,2025-11-06T19:28:00Z,1.0,15.8,15.72,16.2,15.72,2.0,16.2,2025-11-04T05:00:00Z,6.0,16.12,2028-01-21,44000,0.582,0.6513,0.0109,0.2844,-0.0091,0.2158
BTC270115P00057000,,,,,,,,,20.98,13,E,17.93,16,B,A,2025-11-19T18:00:08.202989025Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,57000,0.5101,-0.6246,0.0175,-0.5108,-0.0056,0.1615
BTC260618P00046000,,,,,,,,,10.02,13,E,8.35,360,X,A,2025-11-19T17:59:48.740274542Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,46000,0.4773,-0.5688,0.0274,-0.1833,-0.0101,0.1183
BTC251121C00058000,0.02,0.02,0.02,1.0,0.02,2025-11-14T05:00:00Z,5.0,0.02,0.13,40,A,0.0,0,?,A,2025-11-19T17:38:16.570370463Z,a,0.02,5.0,2025-11-14T17:56:01.310353478Z,X,0.02,0.02,0.02,1.0,0.02,2025-11-14T17:56:00Z,5.0,0.02,0.04,0.04,0.04,1.0,0.04,2025-11-13T05:00:00Z,1.0,0.04,2025-11-21,58000,,,,,,
BTC270115C00050000,6.57,6.57,6.56,2.0,6.56,2025-11-19T05:00:00Z,2.0,6.565,8.119,30,B,4.94,30,B,A,2025-11-19T18:00:30.558554155Z,g,6.57,1.0,2025-11-19T16:39:36.515955375Z,C,6.57,6.57,6.56,2.0,6.56,2025-11-19T16:39:00Z,2.0,6.565,6.8,7.63,6.8,8.0,7.29,2025-11-17T05:00:00Z,30.0,7.383,2027-01-15,50000,0.5527,0.4886,0.017,0.1481,-0.0123,0.1697
BTC260320P00055000,8.8,8.8,8.8,1.0,8.8,2025-10-13T04:00:00Z,5.0,8.8,16.239,75,A,14.39,68,E,A,2025-11-19T18:00:36.853526629Z,I,8.8,5.0,2025-10-13T14:09:30.077312454Z,N,8.8,8.8,8.8,1.0,8.8,2025-10-13T14:09:00Z,5.0,8.8,7.2,7.2,7.2,2.0,7.2,2025-10-08T04:00:00Z,2.0,7.2,2026-03-20,55000,0.4396,-0.8693,0.0212,-0.1648,-0.0036,0.0484
BTC260116P00060000,11.5,11.5,11.5,1.0,11.5,2025-08-20T04:00:00Z,3.0,11.5,20.52,34,B,18.47,29,E,A,2025-11-19T18:00:30.193135253Z,I,11.5,3.0,2025-08-20T15:46:10.342113625Z,I,11.5,11.5,11.5,1.0,11.5,2025-08-20T15:46:00Z,3.0,11.5,11.72,11.72,11.72,1.0,11.72,2025-08-19T04:00:00Z,3.0,11.72,2026-01-16,60000,,,,,,
BTC251219P00030000,0.2,0.2,0.2,1.0,0.2,2025-11-19T05:00:00Z,1.0,0.2,2.02,731,X,0.0,0,?, ,2025-11-19T18:00:31.111622468Z,a,0.2,1.0,2025-11-19T16:13:20.502352886Z,X,0.2,0.2,0.2,1.0,0.2,2025-11-19T16:13:00Z,1.0,0.2,1.82,1.82,1.82,1.0,1.82,2025-08-07T04:00:00Z,1.0,1.82,2025-12-19,30000,,,,,,
BTC251219P00041000,3.0,3.1,2.62,3.0,2.62,2025-11-19T05:00:00Z,8.0,2.965,3.24,19,B,2.71,230,A,A,2025-11-19T18:00:34.646973038Z,a,3.0,6.0,2025-11-19T16:58:34.828154757Z,C,3.0,3.0,3.0,1.0,3.0,2025-11-19T16:58:00Z,6.0,3.0,2.27,2.58,2.1,8.0,2.58,2025-11-18T05:00:00Z,40.0,2.3525,2025-12-19,41000,0.495,-0.5612,0.0702,-0.0207,-0.0342,0.0447
BTC260618C00056000,,,,,,,,,3.25,529,A,1.83,212,A,A,2025-11-19T18:00:35.4914215Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,56000,0.5635,0.2927,0.0203,0.0523,-0.0147,0.1035
BTC260618C00070000,2.04,2.04,2.04,1.0,2.04,2025-11-04T05:00:00Z,6.0,2.04,3.08,392,A,0.0,0,?,A,2025-11-19T18:00:32.985136155Z,f,2.04,6.0,2025-11-04T15:29:24.142567483Z,C,2.04,2.04,2.04,1.0,2.04,2025-11-04T15:29:00Z,6.0,2.04,,,,,,,,,2026-06-18,70000,,,,,,
BTC251219C00075000,0.2,0.2,0.2,1.0,0.2,2025-11-13T05:00:00Z,1.0,0.2,0.77,299,A,0.0,0,?,A,2025-11-19T17:41:47.663709715Z,I,0.18,1.0,2025-11-13T18:52:10.333268615Z,P,0.2,0.2,0.2,1.0,0.2,2025-11-13T18:52:00Z,1.0,0.2,0.21,0.21,0.21,1.0,0.21,2025-10-30T04:00:00Z,5.0,0.21,2025-12-19,75000,,,,,,
BTC270115P00066000,,,,,,,,,28.78,20,A,25.74,14,B, ,2025-11-19T18:00:32.545144882Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,66000,0.5464,-0.6944,0.0151,-0.6329,-0.0045,0.1492
BTC260320C00049000,2.97,2.97,2.97,1.0,2.97,2025-11-14T05:00:00Z,10.0,2.97,3.87,720,X,1.02,710,A,A,2025-11-19T18:00:33.33276537Z,a,2.97,10.0,2025-11-14T14:52:55.160381952Z,X,2.97,2.97,2.97,1.0,2.97,2025-11-14T14:52:00Z,10.0,2.97,3.75,4.17,3.75,2.0,4.17,2025-11-13T05:00:00Z,4.0,3.96,2026-03-20,49000,0.5803,0.3323,0.0275,0.0355,-0.021,0.0828
BTC260320P00071000,,,,,,,,,31.95,20,Z,30.01,22,A,A,2025-11-19T17:39:59.555825016Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,71000,0.6282,-0.9192,0.0105,-0.2233,-0.0018,0.0342
BTC260116P00055000,9.55,9.55,9.55,1.0,9.55,2025-11-11T05:00:00Z,1.0,9.55,16.21,35,B,14.32,29,C,A,2025-11-19T18:00:30.19331036Z,g,9.55,1.0,2025-11-11T15:15:08.542991866Z,C,9.55,9.55,9.55,1.0,9.55,2025-11-11T15:15:00Z,1.0,9.55,7.8,8.0,7.8,3.0,8.0,2025-10-31T04:00:00Z,12.0,7.833333,2026-01-16,55000,0.491,-0.9396,0.0155,-0.0834,-0.0024,0.0189
BTC270115P00056000,,,,,,,,,20.38,21,A,16.98,23,B, ,2025-11-19T18:00:32.545158685Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,56000,0.5098,-0.6124,0.0176,-0.4962,-0.0058,0.163
BTC260320C00035000,13.9,13.9,13.9,2.0,13.9,2025-11-03T05:00:00Z,2.0,13.9,9.14,657,X,7.39,176,A, ,2025-11-19T18:00:35.770828139Z,I,13.9,1.0,2025-11-03T16:11:57.138658486Z,W,13.9,13.9,13.9,2.0,13.9,2025-11-03T16:11:00Z,2.0,13.9,14.65,14.65,14.65,1.0,14.65,2025-10-30T04:00:00Z,1.0,14.65,2026-03-20,35000,0.6368,0.7101,0.0236,0.0658,-0.0226,0.078
BTC251121C00057000,0.07,0.07,0.07,1.0,0.07,2025-11-13T05:00:00Z,4.0,0.07,0.93,499,X,0.0,0,?, ,2025-11-19T18:00:31.111015871Z,I,0.07,4.0,2025-11-13T17:51:02.226301501Z,Z,0.07,0.07,0.07,1.0,0.07,2025-11-13T17:51:00Z,4.0,0.07,0.13,0.13,0.13,1.0,0.13,2025-11-11T05:00:00Z,1.0,0.13,2025-11-21,57000,,,,,,
BTC260116P00030000,0.47,0.47,0.47,1.0,0.47,2025-11-18T05:00:00Z,3.0,0.47,0.83,34,B,0.08,1291,A,A,2025-11-19T18:00:36.97622496Z,a,0.47,3.0,2025-11-18T16:19:06.062367598Z,X,0.47,0.47,0.47,1.0,0.47,2025-11-18T16:19:00Z,3.0,0.47,0.44,0.44,0.44,1.0,0.44,2025-11-17T05:00:00Z,1.0,0.44,2026-01-16,30000,0.5932,-0.094,0.0179,-0.0066,-0.0131,0.0265
BTC270115P00072000,,,,,,,,,35.9,13,E,30.6,13,E,A,2025-11-19T18:00:37.089529515Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,72000,0.611,-0.6988,0.0134,-0.7042,-0.0049,0.1482
