symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC251219P00051000,4.3,4.3,4.3,1.0,4.3,2025-10-29T04:00:00Z,1.0,4.3,12.26,26,U,9.99,34,A, ,2025-12-08T14:48:52.908323062Z,I,4.3,1.0,2025-10-29T19:30:37.915597166Z,U,4.3,4.3,4.3,1.0,4.3,2025-10-29T19:30:00Z,1.0,4.3,3.4,3.4,3.4,1.0,3.4,2025-10-27T04:00:00Z,1.0,3.4,2025-12-19,51000,1.1724,-0.8502,0.0283,-0.0137,-0.0823,0.0163
BTC270115P00031000,,,,,,,,,4.62,28,B,1.33,28,A,A,2025-12-08T14:49:28.144228219Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,31000,0.4862,-0.1982,0.0135,-0.1212,-0.0061,0.1182
BTC270115P00039000,7.26,7.26,7.26,1.0,7.26,2025-11-28T05:00:00Z,1.0,7.26,8.94,23,A,5.08,30,A,A,2025-12-08T14:49:28.439382529Z,a,7.26,1.0,2025-11-28T16:42:20.337361035Z,X,7.26,7.26,7.26,1.0,7.26,2025-11-28T16:42:00Z,1.0,7.26,6.13,6.13,5.5,2.0,5.5,2025-11-04T05:00:00Z,2.0,5.815,2027-01-15,39000,0.5182,-0.3421,0.0167,-0.23,-0.0081,0.1559
BTC280121P00034000,,,,,,,,,9.97,4,J,5.69,15,S, ,2025-12-08T14:46:26.840166015Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,34000,0.5762,-0.2394,0.0092,-0.3711,-0.0052,0.1826
BTC260320C00020000,,,,,,,,,22.06,367,C,19.64,105,A,A,2025-12-08T14:48:56.499882983Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,20000,0.8144,0.9694,0.004,0.0512,-0.0078,0.0148
BTC260618P00058000,,,,,,,,,19.46,46,B,17.42,38,A,A,2025-12-08T14:46:26.839977065Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,58000,0.5388,-0.752,0.02,-0.2568,-0.0081,0.0927
BTC260618C00054000,,,,,,,,,3.94,468,A,0.82,460,A,A,2025-12-08T14:48:54.092035266Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,54000,0.5189,0.2974,0.0228,0.0507,-0.0147,0.1015
BTC251219C00066000,0.61,0.61,0.61,1.0,0.61,2025-10-23T04:00:00Z,1.0,0.61,0.73,304,A,0.0,0,?,A,2025-12-08T14:48:52.912041831Z,a,0.61,1.0,2025-10-23T13:54:17.848392176Z,I,0.61,0.61,0.61,1.0,0.61,2025-10-23T13:54:00Z,1.0,0.61,0.77,0.77,0.77,1.0,0.77,2025-10-14T04:00:00Z,1.0,0.77,2025-12-19,66000,,,,,,
BTC260320P00037000,,,,,,,,,2.72,13,Z,0.98,476,A,A,2025-12-08T14:49:12.861160518Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,37000,0.4215,-0.2902,0.038,-0.0379,-0.0137,0.0731
BTC260618C00041000,6.75,6.75,6.75,5.0,6.75,2025-11-28T05:00:00Z,103.0,6.75,6.82,163,A,5.23,171,A,A,2025-12-08T14:48:52.912501081Z,f,6.75,31.0,2025-11-28T15:54:59.564832017Z,D,6.75,6.75,6.75,4.0,6.75,2025-11-28T15:54:00Z,102.0,6.75,5.44,5.6,5.44,2.0,5.6,2025-11-25T05:00:00Z,2.0,5.52,2026-06-18,41000,0.5118,0.5783,0.0261,0.0912,-0.017,0.1146
BTC260320P00072000,,,,,,,,,33.3,23,Z,30.59,20,U,A,2025-12-08T14:48:52.909869845Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,72000,0.8346,-0.8567,0.0127,-0.186,-0.013,0.0483
BTC280121P00035000,7.71,7.71,7.71,2.0,7.71,2025-11-20T05:00:00Z,10.0,7.71,10.28,3,D,6.06,18,S, ,2025-12-08T14:49:19.348062485Z,g,7.71,5.0,2025-11-20T14:49:22.815744992Z,C,7.71,7.71,7.71,2.0,7.71,2025-11-20T14:49:00Z,10.0,7.71,7.6,7.6,7.6,1.0,7.6,2025-11-17T05:00:00Z,50.0,7.6,2028-01-21,35000,0.5665,-0.2511,0.0096,-0.3883,-0.0052,0.1874
BTC270115P00066000,,,,,,,,,28.25,6,B,24.46,12,B, ,2025-12-08T14:37:03.632734928Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,66000,0.5283,-0.7048,0.0154,-0.6054,-0.0044,0.1465
BTC260320C00049000,1.95,1.95,1.95,1.0,1.95,2025-12-01T05:00:00Z,74.0,1.95,3.56,472,A,1.22,21,B,A,2025-12-08T14:49:27.688084565Z,f,1.95,74.0,2025-12-01T15:49:38.346830207Z,E,1.95,1.95,1.95,1.0,1.95,2025-12-01T15:49:00Z,74.0,1.95,1.95,2.0,1.95,3.0,2.0,2025-11-26T05:00:00Z,11.0,1.954545,2026-03-20,49000,0.5927,0.335,0.0288,0.0311,-0.0237,0.0778
BTC251219P00046000,6.85,6.85,6.85,1.0,6.85,2025-12-02T05:00:00Z,3.0,6.85,6.42,43,C,5.05,56,B, ,2025-12-08T14:46:10.282781857Z,g,6.85,3.0,2025-12-02T14:32:35.063557608Z,C,6.85,6.85,6.85,1.0,6.85,2025-12-02T14:32:00Z,3.0,6.85,6.4,6.5,6.4,3.0,6.5,2025-11-26T05:00:00Z,13.0,6.423077,2025-12-19,46000,0.5656,-0.8964,0.0454,-0.0126,-0.0281,0.0126
BTC270115C00029000,15.59,15.59,15.59,1.0,15.59,2025-11-20T05:00:00Z,4.0,15.59,17.61,23,A,14.14,26,A,A,2025-12-08T14:49:25.901084165Z,a,15.59,4.0,2025-11-20T15:54:00.310362229Z,X,15.59,15.59,15.59,1.0,15.59,2025-11-20T15:54:00Z,4.0,15.59,,,,,,,,,2027-01-15,29000,0.5855,0.8181,0.0106,0.1896,-0.0098,0.1121
BTC280121C00047000,15.0,15.0,15.0,1.0,15.0,2025-11-04T05:00:00Z,10.0,15.0,13.98,24,A,10.44,10,S, ,2025-12-08T14:48:52.908539294Z,I,15.0,10.0,2025-11-04T17:10:23.848790048Z,J,15.0,15.0,15.0,1.0,15.0,2025-11-04T17:10:00Z,10.0,15.0,17.0,17.0,17.0,1.0,17.0,2025-11-03T05:00:00Z,10.0,17.0,2028-01-21,47000,0.5838,0.629,0.011,0.28,-0.0096,0.2223
BTC280121P00054000,19.5,20.1,19.5,2.0,20.1,2025-12-02T05:00:00Z,25.0,19.86,21.3,1,B,17.8,15,S, ,2025-12-08T14:33:01.046482778Z,I,19.5,10.0,2025-12-02T19:55:15.490458156Z,I,19.5,19.5,19.5,1.0,19.5,2025-12-02T19:55:00Z,10.0,19.5,16.5,16.6,15.9,6.0,15.9,2025-10-31T04:00:00Z,6.0,16.15,2028-01-21,54000,0.548,-0.4511,0.0123,-0.801,-0.0048,0.2329
BTC260116P00045000,5.12,5.12,5.12,1.0,5.12,2025-12-03T05:00:00Z,1.0,5.12,5.81,82,X,4.77,482,A, ,2025-12-08T14:48:52.90880244Z,a,5.12,1.0,2025-12-03T14:39:09.45284093Z,E,5.12,5.12,5.12,1.0,5.12,2025-12-03T14:39:00Z,1.0,5.12,6.96,6.96,6.96,1.0,6.96,2025-11-26T05:00:00Z,8.0,6.96,2026-01-16,45000,0.4472,-0.7379,0.0552,-0.0375,-0.021,0.043
BTC270115P00040000,8.0,8.0,8.0,1.0,8.0,2025-12-02T05:00:00Z,1.0,8.0,8.76,13,Z,5.63,23,A,A,2025-12-08T14:49:15.490984594Z,g,8.0,1.0,2025-12-02T15:12:01.050056466Z,C,8.0,8.0,8.0,1.0,8.0,2025-12-02T15:12:00Z,1.0,8.0,8.8,8.8,8.8,1.0,8.8,2025-12-01T05:00:00Z,1.0,8.8,2027-01-15,40000,0.4957,-0.3623,0.0178,-0.241,-0.0077,0.1592
BTC270115C00046000,7.5,7.5,7.5,1.0,7.5,2025-12-02T05:00:00Z,4.0,7.5,9.43,162,A,5.86,155,A,A,2025-12-08T14:49:21.610668407Z,I,7.5,4.0,2025-12-02T15:12:56.763814944Z,A,7.5,7.5,7.5,1.0,7.5,2025-12-02T15:12:00Z,4.0,7.5,6.35,6.35,6.35,1.0,6.35,2025-11-21T05:00:00Z,4.0,6.35,2027-01-15,46000,0.5406,0.5487,0.0173,0.1603,-0.0126,0.1681
BTC280121C00039000,13.33,13.35,13.21,10.0,13.35,2025-12-01T05:00:00Z,10.0,13.289,16.52,4,B,12.54,25,A,A,2025-12-08T14:48:52.554153085Z,f,13.33,1.0,2025-12-01T18:57:50.244972986Z,D,13.33,13.33,13.21,5.0,13.21,2025-12-01T18:57:00Z,5.0,13.28,13.05,13.05,13.05,1.0,13.05,2025-11-25T05:00:00Z,1.0,13.05,2028-01-21,39000,0.5732,0.7066,0.0102,0.2972,-0.0088,0.2025
BTC251219P00070000,20.72,20.72,20.72,1.0,20.72,2025-09-03T04:00:00Z,1.0,20.72,30.96,42,B,27.98,42,B, ,2025-12-08T14:47:53.543202375Z,n,20.72,1.0,2025-09-03T13:37:24.955741406Z,C,20.72,20.72,20.72,1.0,20.72,2025-09-03T13:37:00Z,1.0,20.72,,,,,,,,,2025-12-19,70000,,,,,,
BTC251219P00032000,0.15,0.15,0.15,1.0,0.15,2025-11-25T05:00:00Z,1.0,0.15,0.73,335,A,0.0,0,?,A,2025-12-08T14:48:52.911690774Z,I,0.22,1.0,2025-11-25T16:28:59.840439899Z,I,0.15,0.15,0.15,1.0,0.15,2025-11-25T16:28:00Z,1.0,0.15,0.46,0.46,0.46,1.0,0.46,2025-11-24T05:00:00Z,1.0,0.46,2025-12-19,32000,,,,,,
BTC251219C00050000,0.08,0.1,0.05,6.0,0.08,2025-12-05T05:00:00Z,29.0,0.081379,0.13,23,S,0.03,5,U, ,2025-12-08T14:46:26.840882129Z,a,0.08,20.0,2025-12-05T17:21:34.498356348Z,X,0.08,0.08,0.08,1.0,0.08,2025-12-05T17:21:00Z,20.0,0.08,0.05,0.05,0.05,4.0,0.05,2025-12-04T05:00:00Z,4.0,0.05,2025-12-19,50000,0.6859,0.0426,0.0189,0.0005,-0.02,0.0064
BTC260116C00030000,10.0,10.0,10.0,1.0,10.0,2025-12-05T05:00:00Z,1.0,10.0,12.0,372,A,10.02,107,A,A,2025-12-08T14:49:17.95443356Z,I,10.0,1.0,2025-12-05T20:47:32.986888585Z,I,10.0,10.0,10.0,1.0,10.0,2025-12-05T20:47:00Z,1.0,10.0,8.0,9.0,8.0,2.0,9.0,2025-12-01T05:00:00Z,2.0,8.5,2026-01-16,30000,0.7695,0.9074,0.0163,0.0274,-0.0243,0.0219
BTC270115C00042000,9.2,9.55,9.2,2.0,9.55,2025-12-04T05:00:00Z,4.0,9.2875,10.76,30,A,7.55,28,A,A,2025-12-08T14:49:16.459168279Z,I,9.2,3.0,2025-12-04T19:39:43.959101072Z,I,9.2,9.2,9.2,1.0,9.2,2025-12-04T19:39:00Z,3.0,9.2,9.5,9.5,9.5,1.0,9.5,2025-12-03T05:00:00Z,2.0,9.5,2027-01-15,42000,0.5489,0.6129,0.0164,0.1723,-0.0125,0.1625
BTC260320P00071000,,,,,,,,,31.57,20,U,28.73,23,Z, ,2025-12-08T14:48:52.909374965Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,71000,0.6048,-0.9419,0.009,-0.1906,-0.0004,0.0248
BTC260116P00044000,4.9,4.9,4.9,1.0,4.9,2025-12-05T05:00:00Z,1.0,4.9,5.06,256,X,4.04,478,A, ,2025-12-08T14:49:28.948791732Z,f,4.9,1.0,2025-12-05T16:07:35.999088494Z,A,4.9,4.9,4.9,1.0,4.9,2025-12-05T16:07:00Z,1.0,4.9,4.42,4.42,4.42,2.0,4.42,2025-12-03T05:00:00Z,2.0,4.42,2026-01-16,44000,0.4507,-0.6837,0.0598,-0.0344,-0.0238,0.047
BTC270115P00063000,,,,,,,,,25.37,8,U,22.48,5,B,A,2025-12-08T14:38:37.144211443Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,63000,0.5306,-0.6737,0.016,-0.5647,-0.0053,0.153
BTC251219C00054000,0.06,0.09,0.06,2.0,0.09,2025-11-28T05:00:00Z,20.0,0.0615,0.53,299,A,0.0,0,?,A,2025-12-08T14:48:52.91162063Z,a,0.07,19.0,2025-11-28T16:36:24.90235494Z,X,0.06,0.06,0.06,1.0,0.06,2025-11-28T16:36:00Z,19.0,0.06,0.05,0.5,0.05,2.0,0.5,2025-11-24T05:00:00Z,2.0,0.275,2025-12-19,54000,,,,,,
BTC280121P00051000,12.55,12.55,12.55,2.0,12.55,2025-09-22T04:00:00Z,20.0,12.55,18.97,40,A,15.47,29,A,A,2025-12-08T14:49:22.393805561Z,f,12.55,10.0,2025-09-22T19:01:37.008018842Z,M,12.55,12.55,12.55,2.0,12.55,2025-09-22T19:01:00Z,20.0,12.55,11.94,11.94,11.94,1.0,11.94,2025-09-16T04:00:00Z,1.0,11.94,2028-01-21,51000,0.5365,-0.4278,0.0124,-0.7317,-0.0049,0.2309
BTC270115C00044000,11.7,11.7,11.4,6.0,11.4,2025-11-06T05:00:00Z,6.0,11.5,9.9,161,A,6.52,159,A,A,2025-12-08T14:49:19.433130454Z,I,11.7,1.0,2025-11-06T17:27:01.362646893Z,N,11.7,11.7,11.7,1.0,11.7,2025-11-06T17:27:00Z,1.0,11.7,,,,,,,,,2027-01-15,44000,0.535,0.578,0.0172,0.1672,-0.0125,0.1661
BTC260320P00051000,6.7,6.7,6.0,3.0,6.0,2025-10-13T04:00:00Z,13.0,6.646154,12.57,37,B,10.01,36,Z,A,2025-12-08T14:46:26.840026564Z,g,6.7,10.0,2025-10-13T15:57:47.551149567Z,C,6.7,6.7,6.7,1.0,6.7,2025-10-13T15:57:00Z,10.0,6.7,5.5,5.5,5.5,1.0,5.5,2025-10-09T04:00:00Z,13.0,5.5,2026-03-20,51000,0.4839,-0.771,0.0293,-0.1186,-0.011,0.0647
BTC260320C00065000,0.34,0.34,0.34,2.0,0.34,2025-12-03T05:00:00Z,10.0,0.34,0.73,14,P,0.0,0,?, ,2025-12-08T14:49:00.173074203Z,g,0.34,5.0,2025-12-03T20:58:19.748107868Z,C,0.34,0.34,0.34,2.0,0.34,2025-12-03T20:58:00Z,10.0,0.34,0.4,0.4,0.4,1.0,0.4,2025-11-21T05:00:00Z,5.0,0.4,2026-03-20,65000,,,,,,
BTC260116C00060000,0.1,0.1,0.1,2.0,0.1,2025-12-05T05:00:00Z,2.0,0.1,0.27,1,X,0.07,18,A,A,2025-12-08T14:48:52.90890929Z,g,0.1,1.0,2025-12-05T18:40:32.296651856Z,C,0.1,0.1,0.1,1.0,0.1,2025-12-05T18:40:00Z,1.0,0.1,0.15,0.16,0.15,4.0,0.16,2025-12-03T05:00:00Z,147.0,0.153061,2026-01-16,60000,0.6792,0.0493,0.0114,0.0019,-0.0119,0.0135
BTC280121C00025000,24.0,24.0,24.0,1.0,24.0,2025-12-03T05:00:00Z,1.0,24.0,24.44,8,A,19.76,13,E,A,2025-12-08T14:49:08.545732642Z,I,24.0,1.0,2025-12-03T17:18:07.926271724Z,P,24.0,24.0,24.0,1.0,24.0,2025-12-03T17:18:00Z,1.0,24.0,21.74,21.74,21.18,4.0,21.18,2025-12-02T05:00:00Z,6.0,21.36,2028-01-21,25000,0.6685,0.8535,0.0058,0.2626,-0.0069,0.135
BTC280121P00049000,16.14,16.14,16.14,1.0,16.14,2025-11-17T05:00:00Z,50.0,16.14,18.84,22,A,14.39,23,A,A,2025-12-08T14:49:24.038487416Z,a,16.14,50.0,2025-11-17T17:47:36.074625551Z,J,16.14,16.14,16.14,1.0,16.14,2025-11-17T17:47:00Z,50.0,16.14,13.99,13.99,13.99,1.0,13.99,2025-11-11T05:00:00Z,50.0,13.99,2028-01-21,49000,0.5687,-0.3953,0.0115,-0.691,-0.0054,0.2266
BTC270115C00070000,2.9,2.9,2.9,1.0,2.9,2025-12-05T05:00:00Z,1.0,2.9,4.27,135,A,1.13,142,A,A,2025-12-08T14:49:18.741370888Z,I,2.9,1.0,2025-12-05T15:34:33.846143388Z,I,2.9,2.9,2.9,1.0,2.9,2025-12-05T15:34:00Z,1.0,2.9,2.5,2.5,2.5,1.0,2.5,2025-12-01T05:00:00Z,6.0,2.5,2027-01-15,70000,0.5262,0.2582,0.0145,0.0853,-0.0097,0.1372
BTC251219C00048000,0.1,0.1,0.06,3.0,0.06,2025-12-05T05:00:00Z,16.0,0.0975,0.33,52,M,0.07,29,D, ,2025-12-08T14:49:22.222777659Z,a,0.1,10.0,2025-12-05T17:47:51.605838672Z,M,0.1,0.1,0.1,1.0,0.1,2025-12-05T17:47:00Z,10.0,0.1,0.15,0.15,0.15,2.0,0.15,2025-12-02T05:00:00Z,35.0,0.15,2025-12-19,48000,0.707,0.0912,0.0331,0.001,-0.0373,0.0115
BTC270115C00051000,6.7,6.7,6.7,2.0,6.7,2025-11-20T05:00:00Z,2.0,6.7,7.88,32,A,4.23,31,A,A,2025-12-08T14:49:28.998705961Z,g,6.7,1.0,2025-11-20T14:37:46.960768485Z,C,6.7,6.7,6.7,2.0,6.7,2025-11-20T14:37:00Z,2.0,6.7,6.5,6.5,6.5,2.0,6.5,2025-11-19T05:00:00Z,2.0,6.5,2027-01-15,51000,0.5307,0.4717,0.0177,0.1436,-0.0123,0.1689
BTC260618C00035000,10.15,10.15,9.3,3.0,9.3,2025-12-04T05:00:00Z,6.0,9.441667,10.1,163,A,8.45,190,A,A,2025-12-08T14:49:01.378223808Z,a,10.15,1.0,2025-12-04T14:41:17.730063817Z,A,10.15,10.15,9.3,3.0,9.3,2025-12-04T14:41:00Z,6.0,9.441667,9.85,9.85,9.85,1.0,9.85,2025-12-03T05:00:00Z,3.0,9.85,2026-06-18,35000,0.5354,0.7301,0.0211,0.1064,-0.0155,0.0969
BTC260116C00072000,1.24,1.24,1.24,1.0,1.24,2025-10-02T04:00:00Z,3.0,1.24,0.73,320,A,0.0,0,?,A,2025-12-08T14:48:52.909624647Z,I,1.24,3.0,2025-10-02T13:43:46.776168404Z,Z,1.24,1.24,1.24,1.0,1.24,2025-10-02T13:43:00Z,3.0,1.24,,,,,,,,,2026-01-16,72000,,,,,,
BTC260320C00039000,,,,,,,,,5.62,126,B,4.52,223,A,A,2025-12-08T14:48:52.325698755Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,39000,0.4943,0.62,0.0361,0.0558,-0.0217,0.0813
BTC260116C00062000,1.26,1.26,1.26,1.0,1.26,2025-10-20T04:00:00Z,1.0,1.26,0.77,299,A,0.0,0,?,A,2025-12-08T14:48:52.909575399Z,g,1.26,1.0,2025-10-20T18:48:42.523441326Z,C,1.26,1.26,1.26,1.0,1.26,2025-10-20T18:48:00Z,1.0,1.26,1.5,1.5,1.5,1.0,1.5,2025-10-16T04:00:00Z,1.0,1.5,2026-01-16,62000,,,,,,
BTC251219P00031000,0.3,0.3,0.2,2.0,0.2,2025-11-25T05:00:00Z,3.0,0.266667,0.77,278,A,0.0,0,?,A,2025-12-08T14:48:52.912427781Z,I,0.3,2.0,2025-11-25T19:18:22.294135271Z,A,0.3,0.3,0.3,1.0,0.3,2025-11-25T19:18:00Z,2.0,0.3,0.8,0.8,0.8,1.0,0.8,2025-11-21T05:00:00Z,1.0,0.8,2025-12-19,31000,,,,,,
BTC270115P00043000,8.97,8.97,8.97,1.0,8.97,2025-12-03T05:00:00Z,3.0,8.97,10.96,20,A,7.34,22,A,A,2025-12-08T14:49:27.657001441Z,a,8.97,3.0,2025-12-03T16:34:56.712921899Z,J,8.97,8.97,8.97,1.0,8.97,2025-12-03T16:34:00Z,3.0,8.97,10.65,10.65,10.65,1.0,10.65,2025-11-21T05:00:00Z,1.0,10.65,2027-01-15,43000,0.5101,-0.412,0.018,-0.2848,-0.008,0.1652
BTC251219C00028000,,,,,,,,,13.84,432,A,11.5,130,A,A,2025-12-08T14:49:06.03718049Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,28000,,,,,,
BTC280121C00037000,,,,,,,,,18.27,32,A,14.02,9,B, ,2025-12-08T14:48:52.909506702Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,37000,0.6182,0.7342,0.009,0.2866,-0.0089,0.193
BTC260116P00038000,1.5,1.5,1.5,1.0,1.5,2025-12-08T05:00:00Z,2.0,1.5,1.83,57,B,1.12,141,A,A,2025-12-08T14:49:27.479392681Z,I,1.5,2.0,2025-12-08T14:30:01.271450956Z,X,1.5,1.5,1.5,1.0,1.5,2025-12-08T14:30:00Z,2.0,1.5,2.0,2.0,2.0,1.0,2.0,2025-12-05T05:00:00Z,1.0,2.0,2026-01-16,38000,0.5008,-0.3153,0.0537,-0.0152,-0.0287,0.0469
BTC280121C00048000,17.8,17.8,17.8,1.0,17.8,2025-10-14T04:00:00Z,10.0,17.8,13.76,33,A,10.17,19,S,A,2025-12-08T14:49:06.201767959Z,I,17.8,10.0,2025-10-14T13:30:00.390839788Z,I,17.8,17.8,17.8,1.0,17.8,2025-10-14T13:30:00Z,10.0,17.8,18.0,18.0,17.6,9.0,17.6,2025-09-19T04:00:00Z,36.0,17.904167,2028-01-21,48000,0.5852,0.6201,0.0111,0.2775,-0.0096,0.224
BTC270115P00060000,18.89,18.89,18.89,1.0,18.89,2025-11-06T05:00:00Z,1.0,18.89,22.86,13,B,19.78,27,A,A,2025-12-08T14:49:28.209238193Z,g,18.89,1.0,2025-11-06T15:20:15.288428062Z,C,18.89,18.89,18.89,1.0,18.89,2025-11-06T15:20:00Z,1.0,18.89,19.07,19.07,18.82,2.0,18.82,2025-10-17T04:00:00Z,2.0,18.945,2027-01-15,60000,0.5179,-0.6499,0.0169,-0.5253,-0.0056,0.1573
BTC260618C00043000,4.64,4.64,4.64,1.0,4.64,2025-12-02T05:00:00Z,1.0,4.64,5.91,145,A,4.58,24,U,A,2025-12-08T14:49:19.031132183Z,g,4.64,1.0,2025-12-02T14:42:19.852105081Z,C,4.64,4.64,4.64,1.0,4.64,2025-12-02T14:42:00Z,1.0,4.64,5.85,5.85,5.85,1.0,5.85,2025-11-28T05:00:00Z,1.0,5.85,2026-06-18,43000,0.5132,0.5279,0.0265,0.0846,-0.0172,0.1166
