symbol,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price
BTC270115P00037000,0.4965,-0.3082,0.0164,-0.2102,-0.0072,0.1522,6.0,6.0,6.0,1.0,6.0,2025-11-17T05:00:00Z,1.0,6.0,7.28,41,B,4.35,29,A,A,2025-11-20T14:43:02.868674608Z,a,6.0,1.0,2025-11-17T18:45:38.545362401Z,X,6.0,6.0,6.0,1.0,6.0,2025-11-17T18:45:00Z,1.0,6.0,4.84,4.84,4.84,1.0,4.84,2025-11-07T05:00:00Z,1.0,4.84,2027-01-15,37000
BTC251121P00060000,,,,,,,,,,,,,,,20.67,1,X,18.63,1,X, ,2025-11-20T14:30:00.471402906Z,,,,,,,,,,,,,,,,,,,,,,2025-11-21,60000
BTC251219P00052000,,,,,,,10.9,10.9,10.32,2.0,10.32,2025-11-17T05:00:00Z,23.0,10.824348,12.7,37,A,10.38,26,U,A,2025-11-20T14:43:25.177273895Z,I,10.9,20.0,2025-11-17T17:34:34.332135567Z,U,10.9,10.9,10.9,1.0,10.9,2025-11-17T17:34:00Z,20.0,10.9,7.94,7.94,7.94,2.0,7.94,2025-11-07T05:00:00Z,2.0,7.94,2025-12-19,52000
BTC251121P00059000,,,,,,,,,,,,,,,21.28,1,M,16.26,1,M, ,2025-11-20T14:30:00.562750711Z,,,,,,,,,,,,,,,,,,,,,,2025-11-21,59000
BTC260320C00066000,0.5669,0.0937,0.0128,0.0107,-0.0095,0.0386,,,,,,,,,0.88,160,A,0.13,61,A,A,2025-11-20T14:43:45.010309264Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,66000
BTC260320P00042000,0.5199,-0.4798,0.0332,-0.0815,-0.0173,0.092,5.76,5.76,5.64,2.0,5.64,2025-11-19T05:00:00Z,2.0,5.7,6.11,378,X,4.82,589,A,A,2025-11-20T14:43:52.455264477Z,a,5.76,1.0,2025-11-19T15:58:10.882297916Z,B,5.76,5.76,5.76,1.0,5.76,2025-11-19T15:58:00Z,1.0,5.76,5.07,5.07,5.07,1.0,5.07,2025-11-18T05:00:00Z,2.0,5.07,2026-03-20,42000
BTC270115P00047000,0.4956,-0.4794,0.0186,-0.3565,-0.0072,0.1723,,,,,,,,,13.24,18,B,9.96,19,A,A,2025-11-20T14:43:25.981160078Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,47000
BTC260618C00044000,0.5436,0.5175,0.024,0.0883,-0.0173,0.1218,,,,,,,,,6.11,307,A,4.89,147,A,A,2025-11-20T14:43:50.804249642Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,44000
BTC280121C00049000,0.5749,0.6089,0.0113,0.2813,-0.0094,0.2278,17.57,17.57,17.57,1.0,17.57,2025-10-20T04:00:00Z,1.0,17.57,13.17,13,E,9.95,13,E,A,2025-11-20T14:43:49.580110173Z,g,17.57,1.0,2025-10-20T16:11:08.70406933Z,C,17.57,17.57,17.57,1.0,17.57,2025-10-20T16:11:00Z,1.0,17.57,15.4,15.41,15.4,6.0,15.4,2025-10-14T04:00:00Z,8.0,15.40125,2028-01-21,49000
BTC251219C00059000,0.9294,0.0943,0.0159,0.0027,-0.031,0.0191,0.35,0.35,0.35,1.0,0.35,2025-11-19T05:00:00Z,1.0,0.35,0.77,764,A,0.07,30,B, ,2025-11-20T14:43:30.931503532Z,f,0.35,1.0,2025-11-19T20:50:49.153384594Z,X,0.35,0.35,0.35,1.0,0.35,2025-11-19T20:50:00Z,1.0,0.35,0.1,0.15,0.1,2.0,0.15,2025-11-13T05:00:00Z,26.0,0.148077,2025-12-19,59000
BTC270115C00050000,0.5526,0.5,0.0167,0.1531,-0.0126,0.1726,6.57,6.57,6.56,2.0,6.56,2025-11-19T05:00:00Z,2.0,6.565,8.23,138,A,5.49,124,A,A,2025-11-20T14:43:59.862562481Z,g,6.57,1.0,2025-11-19T16:39:36.515955375Z,C,6.57,6.57,6.56,2.0,6.56,2025-11-19T16:39:00Z,2.0,6.565,6.8,7.63,6.8,8.0,7.29,2025-11-17T05:00:00Z,30.0,7.383,2027-01-15,50000
BTC251219C00060000,0.6987,0.0281,0.0081,0.0008,-0.0089,0.0073,0.1,0.1,0.1,2.0,0.1,2025-11-19T05:00:00Z,4.0,0.1,0.13,2,I,0.03,1,P,B,2025-11-20T14:33:21.884474327Z,I,0.1,3.0,2025-11-19T20:49:30.490026922Z,Q,0.1,0.1,0.1,1.0,0.1,2025-11-19T20:49:00Z,3.0,0.1,0.05,0.05,0.05,1.0,0.05,2025-11-18T05:00:00Z,1.0,0.05,2025-12-19,60000
BTC260618P00048000,0.487,-0.5918,0.0261,-0.1963,-0.0103,0.1186,9.32,9.32,9.32,1.0,9.32,2025-11-14T05:00:00Z,5.0,9.32,11.5,309,A,9.07,443,A,A,2025-11-20T14:43:31.231915438Z,g,9.32,5.0,2025-11-14T19:06:10.698141855Z,C,9.32,9.32,9.32,1.0,9.32,2025-11-14T19:06:00Z,5.0,9.32,7.76,7.76,7.76,1.0,7.76,2025-11-12T05:00:00Z,1.0,7.76,2026-06-18,48000
BTC251121P00044000,,,,,,,3.1,3.73,3.1,3.0,3.73,2025-11-19T05:00:00Z,3.0,3.476667,4.18,129,X,3.02,79,N,A,2025-11-20T14:43:32.124707182Z,I,3.22,1.0,2025-11-19T18:25:37.678038322Z,E,3.1,3.1,3.1,1.0,3.1,2025-11-19T18:25:00Z,1.0,3.1,2.78,3.48,2.7,4.0,3.48,2025-11-18T05:00:00Z,4.0,3.1075,2025-11-21,44000
BTC260116P00069000,0.8317,-0.9272,0.0105,-0.1031,-0.009,0.022,,,,,,,,,30.02,18,Z,27.35,20,Z, ,2025-11-20T14:41:32.110278129Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,69000
BTC260618P00042000,0.5129,-0.4436,0.0252,-0.1413,-0.0122,0.1206,7.09,7.09,7.09,1.0,7.09,2025-11-19T05:00:00Z,1.0,7.09,7.52,547,A,5.88,458,A,A,2025-11-20T14:43:54.642989979Z,g,7.09,1.0,2025-11-19T18:14:44.831107005Z,C,7.09,7.09,7.09,1.0,7.09,2025-11-19T18:14:00Z,1.0,7.09,,,,,,,,,2026-06-18,42000
BTC270115P00041000,0.5023,-0.3778,0.0175,-0.2681,-0.0076,0.1644,7.4,7.4,7.4,1.0,7.4,2025-11-14T05:00:00Z,3.0,7.4,9.56,17,P,6.5,26,A,A,2025-11-20T14:43:57.3011023Z,g,7.4,3.0,2025-11-14T20:39:49.167187908Z,C,7.4,7.4,7.4,1.0,7.4,2025-11-14T20:39:00Z,3.0,7.4,6.8,6.8,6.8,1.0,6.8,2025-11-12T05:00:00Z,5.0,6.8,2027-01-15,41000
BTC260116P00040000,0.5109,-0.4345,0.0484,-0.032,-0.0259,0.0626,3.44,3.65,3.2,3.0,3.2,2025-11-19T05:00:00Z,12.0,3.2575,3.55,546,A,2.38,465,A,A,2025-11-20T14:43:59.305480927Z,a,3.44,1.0,2025-11-19T20:41:06.642366456Z,X,3.44,3.44,3.44,1.0,3.44,2025-11-19T20:41:00Z,1.0,3.44,2.6,3.2,2.55,16.0,3.0,2025-11-18T05:00:00Z,69.0,2.765942,2026-01-16,40000
BTC280121P00063000,0.5665,-0.5132,0.0119,-1.0272,-0.0042,0.2365,,,,,,,,,28.35,16,B,24.99,18,A,A,2025-11-20T14:43:37.507080295Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,63000
BTC260116P00050000,0.4576,-0.8581,0.0308,-0.0694,-0.0096,0.0357,9.38,9.46,9.38,2.0,9.46,2025-11-18T05:00:00Z,2.0,9.42,10.69,88,X,9.13,54,X,A,2025-11-20T14:34:02.084782563Z,f,9.38,1.0,2025-11-18T18:01:40.874395653Z,X,9.38,9.46,9.38,2.0,9.46,2025-11-18T18:01:00Z,2.0,9.42,6.92,6.92,6.92,1.0,6.92,2025-11-07T05:00:00Z,10.0,6.92,2026-01-16,50000
BTC260116P00073000,0.7312,-0.9708,0.0057,-0.1117,0.0009,0.0106,,,,,,,,,33.52,20,Z,31.28,20,Z, ,2025-11-20T14:30:33.855475549Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,73000
BTC260116P00075000,,,,,,,22.0,22.0,22.0,1.0,22.0,2025-10-03T04:00:00Z,3.0,22.0,37.34,1,M,32.34,1,M, ,2025-11-20T14:30:00.585770872Z,I,22.0,3.0,2025-10-03T13:31:33.570626847Z,I,22.0,22.0,22.0,1.0,22.0,2025-10-03T13:31:00Z,3.0,22.0,24.95,24.95,24.95,2.0,24.95,2025-09-08T04:00:00Z,3.0,24.95,2026-01-16,75000
BTC260320P00069000,0.6137,-0.9063,0.0118,-0.2134,-0.003,0.0386,,,,,,,,,30.92,2,M,25.88,2,M, ,2025-11-20T14:30:00.588517721Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,69000
BTC260116C00043000,0.4806,0.4138,0.0509,0.0228,-0.0277,0.062,,,,,,,,,3.14,882,A,0.98,716,X,A,2025-11-20T14:43:56.229550986Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,43000
BTC260320C00051000,0.5295,0.2795,0.0275,0.031,-0.0181,0.0777,2.0,2.0,2.0,1.0,2.0,2025-11-17T05:00:00Z,2.0,2.0,2.23,246,X,1.42,53,A,A,2025-11-20T14:43:30.510072986Z,a,2.0,2.0,2025-11-17T19:52:46.344361963Z,X,2.0,2.0,2.0,1.0,2.0,2025-11-17T19:52:00Z,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2025-11-13T05:00:00Z,2.0,3.0,2026-03-20,51000
BTC260618P00059000,0.5616,-0.7366,0.019,-0.2841,-0.0083,0.0997,,,,,,,,,20.74,38,Z,18.69,32,C,A,2025-11-20T14:42:16.856523369Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,59000
BTC270115P00069000,0.5737,-0.6916,0.0142,-0.6635,-0.0049,0.1522,,,,,,,,,31.63,13,E,27.71,13,E,A,2025-11-20T14:43:47.53599806Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,69000
BTC270115C00067000,0.5635,0.3184,0.0146,0.1044,-0.0112,0.1544,,,,,,,,,5.21,51,A,2.33,34,A,A,2025-11-20T14:43:48.242516943Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,67000
BTC270115C00033000,0.5567,0.7579,0.013,0.1976,-0.0106,0.1351,,,,,,,,,15.37,30,A,11.41,35,A,A,2025-11-20T14:43:01.955728604Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,33000
BTC251219P00065000,,,,,,,15.22,15.22,15.22,1.0,15.22,2025-09-23T04:00:00Z,1.0,15.22,27.5,1,M,22.06,1,M, ,2025-11-20T14:30:00.504797531Z,n,15.31,1.0,2025-09-23T13:30:01.650949672Z,C,15.22,15.22,15.22,1.0,15.22,2025-09-23T13:30:00Z,1.0,15.22,,,,,,,,,2025-12-19,65000
BTC260618C00058000,0.499,0.2365,0.0202,0.0446,-0.012,0.0942,,,,,,,,,2.57,125,B,0.98,460,C,A,2025-11-20T14:43:38.751764442Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,58000
BTC260116C00070000,0.8598,0.0751,0.0104,0.0041,-0.0173,0.0225,0.42,0.42,0.42,1.0,0.42,2025-11-19T05:00:00Z,5.0,0.42,0.73,553,A,0.08,2,X, ,2025-11-20T14:42:42.169225817Z,f,0.42,5.0,2025-11-19T18:06:04.652822511Z,W,0.42,0.42,0.42,1.0,0.42,2025-11-19T18:06:00Z,5.0,0.42,0.2,0.2,0.2,1.0,0.2,2025-11-14T05:00:00Z,2.0,0.2,2026-01-16,70000
BTC260618C00060000,0.515,0.2206,0.0189,0.0415,-0.0118,0.0906,1.95,1.95,1.95,1.0,1.95,2025-11-17T05:00:00Z,5.0,1.95,2.32,129,B,1.02,416,A,A,2025-11-20T14:43:58.057082166Z,I,1.95,5.0,2025-11-17T19:52:59.040313371Z,P,1.95,1.95,1.95,1.0,1.95,2025-11-17T19:52:00Z,5.0,1.95,3.21,3.21,3.21,1.0,3.21,2025-11-04T05:00:00Z,4.0,3.21,2026-06-18,60000
BTC251219P00058000,0.8757,-0.9101,0.0163,-0.0434,-0.0219,0.0184,,,,,,,,,19.12,19,Z,16.72,21,Z, ,2025-11-20T14:43:13.015282465Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,58000
BTC280121C00050000,0.5859,0.6041,0.0111,0.2773,-0.0096,0.2286,10.1,10.75,10.1,3.0,10.75,2025-11-19T05:00:00Z,9.0,10.606667,13.24,101,A,9.86,47,A,A,2025-11-20T14:43:53.316505055Z,I,10.43,1.0,2025-11-19T18:26:05.527762628Z,E,10.1,10.1,10.1,1.0,10.1,2025-11-19T18:26:00Z,1.0,10.1,11.39,11.54,11.39,2.0,11.54,2025-11-18T05:00:00Z,8.0,11.5025,2028-01-21,50000
BTC270115C00053000,0.5526,0.4609,0.0166,0.1436,-0.0125,0.1717,6.2,6.2,6.2,1.0,6.2,2025-11-17T05:00:00Z,2.0,6.2,7.58,47,A,4.64,42,A,A,2025-11-20T14:43:53.164793598Z,I,6.2,2.0,2025-11-17T18:02:11.019207416Z,I,6.2,6.2,6.2,1.0,6.2,2025-11-17T18:02:00Z,2.0,6.2,8.79,8.79,8.79,1.0,8.79,2025-11-05T05:00:00Z,1.0,8.79,2027-01-15,53000
BTC260116C00054000,0.554,0.1146,0.022,0.0065,-0.0154,0.0308,0.42,0.42,0.42,2.0,0.42,2025-11-19T05:00:00Z,10.0,0.42,0.82,444,A,0.08,45,B,A,2025-11-20T14:43:49.928766463Z,a,0.42,6.0,2025-11-19T20:35:14.294359008Z,X,0.42,0.42,0.42,1.0,0.42,2025-11-19T20:35:00Z,6.0,0.42,0.5,0.5,0.42,3.0,0.42,2025-11-18T05:00:00Z,4.0,0.46,2026-01-16,54000
BTC260618P00058000,0.5228,-0.7477,0.02,-0.2797,-0.0072,0.0975,,,,,,,,,19.61,36,A,17.38,31,B,A,2025-11-20T14:44:00.38277656Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,58000
BTC260116C00068000,,,,,,,,,,,,,,,0.77,538,A,0.0,0,?,A,2025-11-20T14:36:45.032842742Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,68000
BTC260320C00059000,0.5541,0.1579,0.0189,0.0179,-0.0134,0.0557,3.3,3.3,3.3,1.0,3.3,2025-10-16T04:00:00Z,1.0,3.3,1.32,162,A,0.53,60,A,A,2025-11-20T14:42:07.143981748Z,I,3.3,1.0,2025-10-16T16:00:57.061771548Z,P,3.3,3.3,3.3,1.0,3.3,2025-10-16T16:00:00Z,1.0,3.3,6.75,6.75,6.35,2.0,6.35,2025-10-06T04:00:00Z,3.0,6.483333,2026-03-20,59000
BTC270115P00028000,0.5084,-0.1557,0.0109,-0.0994,-0.0054,0.1034,,,,,,,,,3.97,28,A,0.73,24,A,A,2025-11-20T14:43:29.963676867Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,28000
BTC251219C00070000,,,,,,,0.3,0.3,0.3,1.0,0.3,2025-10-30T04:00:00Z,48.0,0.3,0.77,536,A,0.0,0,?,A,2025-11-20T14:40:53.175015918Z,I,0.3,48.0,2025-10-30T13:30:28.504862548Z,U,0.3,0.3,0.3,1.0,0.3,2025-10-30T13:30:00Z,48.0,0.3,1.06,1.06,1.06,1.0,1.06,2025-10-06T04:00:00Z,3.0,1.06,2025-12-19,70000
BTC260116C00038000,0.5704,0.6546,0.0406,0.0335,-0.0317,0.0587,,,,,,,,,5.56,601,A,4.23,221,X,A,2025-11-20T14:43:43.975695419Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,38000
BTC270115P00062000,0.5363,-0.6522,0.0159,-0.5724,-0.0054,0.1598,,,,,,,,,24.64,13,E,22.08,13,E,A,2025-11-20T14:42:53.41037661Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,62000
BTC251121C00045000,,,,,,,0.03,0.03,0.03,1.0,0.03,2025-11-19T05:00:00Z,1.0,0.03,0.08,10,U,0.0,0,?,O,2025-11-20T14:30:02.303735691Z,g,0.03,1.0,2025-11-19T17:32:55.00669187Z,C,0.03,0.03,0.03,1.0,0.03,2025-11-19T17:32:00Z,1.0,0.03,0.05,0.07,0.05,3.0,0.07,2025-11-18T05:00:00Z,17.0,0.064706,2025-11-21,45000
