symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC260320P00055000,8.8,8.8,8.8,1.0,8.8,2025-10-13T04:00:00Z,5.0,8.8,15.37,56,B,13.01,44,B, ,2025-12-04T14:49:55.85253518Z,I,8.8,5.0,2025-10-13T14:09:30.077312454Z,N,8.8,8.8,8.8,1.0,8.8,2025-10-13T14:09:00Z,5.0,8.8,7.2,7.2,7.2,2.0,7.2,2025-10-08T04:00:00Z,2.0,7.2,2026-03-20,55000,0.4507,-0.8542,0.023,-0.1426,-0.0057,0.0504
BTC260618P00058000,,,,,,,,,19.4,1,Q,16.28,1,Q, ,2025-12-04T14:30:02.461835479Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,58000,0.5102,-0.7568,0.0205,-0.262,-0.0074,0.0938
BTC251219C00065000,0.01,0.04,0.01,6.0,0.01,2025-12-01T05:00:00Z,31.0,0.012903,0.03,1,X,0.0,0,?, ,2025-12-04T14:30:01.941146896Z,a,0.01,3.0,2025-12-01T20:15:45.957379134Z,I,0.01,0.01,0.01,1.0,0.01,2025-12-01T20:15:00Z,3.0,0.01,0.06,0.06,0.06,1.0,0.06,2025-11-24T05:00:00Z,1.0,0.06,2025-12-19,65000,,,,,,
BTC260320C00035000,5.65,6.22,5.65,3.0,6.22,2025-12-01T05:00:00Z,22.0,5.994091,9.13,547,A,7.39,300,A,A,2025-12-04T14:49:55.852775459Z,a,5.65,1.0,2025-12-01T16:14:10.83635665Z,X,5.65,5.65,5.65,1.0,5.65,2025-12-01T16:14:00Z,1.0,5.65,7.38,7.38,7.38,1.0,7.38,2025-11-26T05:00:00Z,1.0,7.38,2026-03-20,35000,0.5504,0.7609,0.0256,0.0664,-0.0201,0.0684
BTC260116P00060000,11.5,11.5,11.5,1.0,11.5,2025-08-20T04:00:00Z,3.0,11.5,21.25,22,Z,17.13,25,X, ,2025-12-04T14:42:00.201561604Z,I,11.5,3.0,2025-08-20T15:46:10.342113625Z,I,11.5,11.5,11.5,1.0,11.5,2025-08-20T15:46:00Z,3.0,11.5,11.72,11.72,11.72,1.0,11.72,2025-08-19T04:00:00Z,3.0,11.72,2026-01-16,60000,0.7289,-0.9177,0.0148,-0.0668,-0.0122,0.0213
BTC280121C00049000,17.57,17.57,17.57,1.0,17.57,2025-10-20T04:00:00Z,1.0,17.57,12.88,28,A,9.49,33,A,A,2025-12-04T14:49:51.22580017Z,g,17.57,1.0,2025-10-20T16:11:08.70406933Z,C,17.57,17.57,17.57,1.0,17.57,2025-10-20T16:11:00Z,1.0,17.57,15.4,15.41,15.4,6.0,15.4,2025-10-14T04:00:00Z,8.0,15.40125,2028-01-21,49000,0.549,0.6028,0.0118,0.287,-0.0093,0.2302
BTC280121C00062000,8.0,8.0,8.0,1.0,8.0,2025-11-25T05:00:00Z,10.0,8.0,9.72,42,A,6.17,41,A,A,2025-12-04T14:50:08.620625683Z,I,8.0,10.0,2025-11-25T14:35:18.669762407Z,T,8.0,8.0,8.0,1.0,8.0,2025-11-25T14:35:00Z,10.0,8.0,,,,,,,,,2028-01-21,62000,0.5377,0.4799,0.0124,0.249,-0.0093,0.2379
BTC260116C00058000,0.4,0.4,0.4,1.0,0.4,2025-11-25T05:00:00Z,5.0,0.4,0.77,339,A,0.0,0,?,A,2025-12-04T14:49:29.790509457Z,I,0.4,5.0,2025-11-25T14:32:09.455893339Z,B,0.4,0.4,0.4,1.0,0.4,2025-11-25T14:32:00Z,5.0,0.4,0.53,0.53,0.53,1.0,0.53,2025-11-20T05:00:00Z,1.0,0.53,2026-01-16,58000,,,,,,
BTC280121C00044000,15.8,15.8,15.8,1.0,15.8,2025-11-06T05:00:00Z,1.0,15.8,14.85,27,A,11.18,34,A,A,2025-12-04T14:49:57.913061952Z,I,15.8,1.0,2025-11-06T19:28:21.699478638Z,I,15.8,15.8,15.8,1.0,15.8,2025-11-06T19:28:00Z,1.0,15.8,15.72,16.2,15.72,2.0,16.2,2025-11-04T05:00:00Z,6.0,16.12,2028-01-21,44000,0.5648,0.6579,0.0109,0.296,-0.0092,0.2193
BTC270115C00075000,3.7,3.7,3.7,1.0,3.7,2025-12-01T05:00:00Z,1.0,3.7,4.04,100,A,1.17,41,A,A,2025-12-04T14:49:57.215648874Z,I,2.97,1.0,2025-12-01T20:11:54.014003403Z,W,3.7,3.7,3.7,1.0,3.7,2025-12-01T20:11:00Z,1.0,3.7,3.0,3.0,3.0,1.0,3.0,2025-11-28T05:00:00Z,30.0,3.0,2027-01-15,75000,0.5457,0.2423,0.0133,0.0814,-0.0097,0.1349
BTC251219C00059000,0.5,0.5,0.5,1.0,0.5,2025-12-03T05:00:00Z,2.0,0.5,0.73,583,A,0.0,0,?,A,2025-12-04T14:49:29.789848033Z,I,0.5,2.0,2025-12-03T14:40:35.768065565Z,D,0.5,0.5,0.5,1.0,0.5,2025-12-03T14:40:00Z,2.0,0.5,0.05,0.05,0.05,2.0,0.05,2025-11-25T05:00:00Z,5.0,0.05,2025-12-19,59000,,,,,,
BTC270115C00043000,10.7,10.7,10.7,1.0,10.7,2025-11-14T05:00:00Z,3.0,10.7,11.44,43,A,7.05,30,A,A,2025-12-04T14:49:33.175476551Z,I,10.7,3.0,2025-11-14T14:30:01.857150227Z,X,10.7,10.7,10.7,1.0,10.7,2025-11-14T14:30:00Z,3.0,10.7,11.8,11.9,11.8,2.0,11.9,2025-11-06T05:00:00Z,2.0,11.85,2027-01-15,43000,0.5559,0.6073,0.016,0.1738,-0.0128,0.166
BTC270115P00080000,32.91,32.91,32.91,1.0,32.91,2025-11-05T05:00:00Z,1.0,32.91,40.5,13,M,37.8,9,S, ,2025-12-04T14:49:55.853375336Z,I,32.91,1.0,2025-11-05T20:59:57.402927973Z,Q,32.91,32.91,32.91,1.0,32.91,2025-11-05T20:59:00Z,1.0,32.91,32.6,32.6,32.6,1.0,32.6,2025-10-20T04:00:00Z,10.0,32.6,2027-01-15,80000,0.6101,-0.7456,0.0122,-0.7765,-0.0039,0.1385
BTC280121C00058000,17.2,17.2,17.2,1.0,17.2,2025-10-03T04:00:00Z,6.0,17.2,11.02,42,A,7.16,51,A,A,2025-12-04T14:49:45.35843869Z,n,17.2,6.0,2025-10-03T16:39:31.795129468Z,I,17.2,17.2,17.2,1.0,17.2,2025-10-03T16:39:00Z,6.0,17.2,13.0,13.0,13.0,1.0,13.0,2025-09-23T04:00:00Z,6.0,13.0,2028-01-21,58000,0.5522,0.5218,0.0121,0.2611,-0.0095,0.2378
BTC260116C00054000,0.32,0.32,0.32,1.0,0.32,2025-11-28T05:00:00Z,1.0,0.32,0.77,218,A,0.0,0,?,A,2025-12-04T14:49:56.26350839Z,a,0.32,1.0,2025-11-28T15:25:15.381355933Z,X,0.32,0.32,0.32,1.0,0.32,2025-11-28T15:25:00Z,1.0,0.32,0.45,0.45,0.45,1.0,0.45,2025-11-20T05:00:00Z,2.0,0.45,2026-01-16,54000,,,,,,
BTC270115C00020000,22.44,22.44,22.44,1.0,22.44,2025-12-02T05:00:00Z,20.0,22.44,23.92,100,A,21.68,78,A,A,2025-12-04T14:49:55.854076924Z,a,22.44,20.0,2025-12-02T20:28:00.451331117Z,A,22.44,22.44,22.44,1.0,22.44,2025-12-02T20:28:00Z,20.0,22.44,21.1,21.1,20.8,3.0,20.9,2025-11-25T05:00:00Z,11.0,20.845455,2027-01-15,20000,0.6313,0.9282,0.005,0.169,-0.006,0.0591
BTC270115C00034000,12.22,12.22,12.22,1.0,12.22,2025-11-26T05:00:00Z,1.0,12.22,15.2,31,A,11.69,25,A,A,2025-12-04T14:50:00.310007734Z,a,12.22,1.0,2025-11-26T20:57:46.523137451Z,E,12.22,12.22,12.22,1.0,12.22,2025-11-26T20:57:00Z,1.0,12.22,11.17,11.17,11.17,1.0,11.17,2025-11-21T05:00:00Z,1.0,11.17,2027-01-15,34000,0.5768,0.7485,0.0128,0.1913,-0.0113,0.1377
BTC280121C00080000,5.66,5.66,5.66,1.0,5.66,2025-12-03T05:00:00Z,1.0,5.66,6.48,68,A,3.76,91,A,A,2025-12-04T14:50:05.240555633Z,a,5.66,1.0,2025-12-03T20:16:53.420384063Z,I,5.66,5.66,5.66,1.0,5.66,2025-12-03T20:16:00Z,1.0,5.66,4.76,4.93,4.55,13.0,4.6,2025-12-01T05:00:00Z,37.0,4.678378,2028-01-21,80000,0.5305,0.348,0.0117,0.1942,-0.0083,0.2207
BTC260116C00030000,8.0,9.0,8.0,2.0,9.0,2025-12-01T05:00:00Z,2.0,8.5,12.8,403,A,10.38,99,A,A,2025-12-04T14:49:55.853597422Z,I,8.0,1.0,2025-12-01T15:42:54.262483314Z,I,8.0,8.0,8.0,1.0,8.0,2025-12-01T15:42:00Z,1.0,8.0,9.35,9.35,9.35,1.0,9.35,2025-11-26T05:00:00Z,1.0,9.35,2026-01-16,30000,0.7863,0.903,0.0155,0.0298,-0.0247,0.0241
BTC251219P00032000,0.15,0.15,0.15,1.0,0.15,2025-11-25T05:00:00Z,1.0,0.15,0.73,363,A,0.0,0,?,A,2025-12-04T14:49:29.794915248Z,I,0.22,1.0,2025-11-25T16:28:59.840439899Z,I,0.15,0.15,0.15,1.0,0.15,2025-11-25T16:28:00Z,1.0,0.15,0.46,0.46,0.46,1.0,0.46,2025-11-24T05:00:00Z,1.0,0.46,2025-12-19,32000,,,,,,
BTC251219P00066000,,,,,,,,,26.59,35,A,22.99,28,U,A,2025-12-04T14:50:02.04156221Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,66000,,,,,,
BTC260116C00059000,0.15,0.17,0.15,2.0,0.17,2025-11-24T05:00:00Z,4.0,0.16,0.77,358,A,0.0,0,?,A,2025-12-04T14:49:29.79390317Z,a,0.15,2.0,2025-11-24T20:15:50.504294291Z,A,0.15,0.15,0.15,1.0,0.15,2025-11-24T20:15:00Z,2.0,0.15,0.24,0.24,0.24,1.0,0.24,2025-11-19T05:00:00Z,1.0,0.24,2026-01-16,59000,,,,,,
BTC251219C00039000,2.9,3.1,2.9,5.0,3.1,2025-12-03T05:00:00Z,17.0,2.973529,3.47,535,A,2.33,330,A,A,2025-12-04T14:50:03.900299757Z,I,2.9,10.0,2025-12-03T19:11:45.728102841Z,I,2.9,2.9,2.9,1.0,2.9,2025-12-03T19:11:00Z,10.0,2.9,2.8,2.8,1.85,20.0,1.85,2025-12-02T05:00:00Z,67.0,2.318209,2025-12-19,39000,0.5438,0.691,0.0782,0.0104,-0.0556,0.0292
BTC251219C00074000,0.6,0.6,0.6,1.0,0.6,2025-10-10T04:00:00Z,2.0,0.6,0.73,350,A,0.0,0,?,A,2025-12-04T14:49:29.789582429Z,I,0.6,2.0,2025-10-10T18:03:06.748964128Z,A,0.6,0.6,0.6,1.0,0.6,2025-10-10T18:03:00Z,2.0,0.6,0.7,0.7,0.7,1.0,0.7,2025-10-02T04:00:00Z,2.0,0.7,2025-12-19,74000,,,,,,
BTC251219C00032000,,,,,,,,,10.06,366,A,8.58,39,X,A,2025-12-04T14:49:58.655151399Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,32000,0.9882,0.9085,0.0201,0.0114,-0.0478,0.0136
BTC260116C00034000,6.0,6.0,6.0,1.0,6.0,2025-11-25T05:00:00Z,3.0,6.0,8.56,361,A,7.19,162,A,A,2025-12-04T14:50:00.22835491Z,I,6.0,3.0,2025-11-25T20:13:38.955449087Z,I,6.0,6.0,6.0,1.0,6.0,2025-11-25T20:13:00Z,3.0,6.0,5.0,5.3,5.0,3.0,5.3,2025-11-21T05:00:00Z,7.0,5.071429,2026-01-16,34000,0.6268,0.838,0.0279,0.0311,-0.0278,0.0344
BTC260116P00032000,0.4,0.4,0.4,1.0,0.4,2025-12-03T05:00:00Z,20.0,0.4,0.77,87,A,0.0,0,?,A,2025-12-04T14:50:02.725480329Z,I,0.4,20.0,2025-12-03T20:56:08.453175033Z,P,0.4,0.4,0.4,1.0,0.4,2025-12-03T20:56:00Z,20.0,0.4,0.6,0.6,0.55,3.0,0.6,2025-12-02T05:00:00Z,3.0,0.583333,2026-01-16,32000,,,,,,
BTC251219P00058000,,,,,,,,,18.37,1,Q,15.57,1,Q, ,2025-12-04T14:30:02.426930313Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,58000,,,,,,
BTC270115P00052000,12.6,12.65,12.58,6.0,12.65,2025-10-21T04:00:00Z,76.0,12.591711,16.3,23,B,12.5,35,A,A,2025-12-04T14:49:29.7889462Z,f,12.6,5.0,2025-10-21T17:18:17.629284228Z,I,12.6,12.6,12.58,4.0,12.6,2025-10-21T17:18:00Z,40.0,12.583,13.73,13.73,13.73,1.0,13.73,2025-10-17T04:00:00Z,5.0,13.73,2027-01-15,52000,0.4808,-0.5576,0.019,-0.4148,-0.0066,0.1705
BTC260618P00052000,,,,,,,,,14.06,334,A,11.43,354,C,A,2025-12-04T14:49:55.853387173Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,52000,0.4866,-0.6705,0.0248,-0.2157,-0.0095,0.1085
BTC260618P00053000,,,,,,,,,14.98,326,A,12.38,362,A,A,2025-12-04T14:49:55.853387173Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,53000,0.5012,-0.6807,0.0238,-0.2229,-0.0096,0.1071
BTC260618C00054000,,,,,,,,,3.16,185,A,2.04,77,A,A,2025-12-04T14:49:47.671320042Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,54000,0.52,0.3127,0.0227,0.0547,-0.0151,0.1061
BTC280121P00065000,,,,,,,,,29.33,12,T,26.13,9,M, ,2025-12-04T14:48:45.534554766Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,65000,0.56,-0.5296,0.0119,-1.0526,-0.0042,0.2375
BTC260320C00057000,0.65,0.65,0.65,1.0,0.65,2025-12-01T05:00:00Z,3.0,0.65,1.13,28,B,0.42,30,U, ,2025-12-04T14:37:41.917268959Z,a,0.65,3.0,2025-12-01T14:41:42.291360064Z,X,0.65,0.65,0.65,1.0,0.65,2025-12-01T14:41:00Z,3.0,0.65,2.6,2.6,2.6,1.0,2.6,2025-11-05T05:00:00Z,2.0,2.6,2026-03-20,57000,0.5084,0.1501,0.0208,0.0156,-0.0129,0.0514
BTC251219P00061000,,,,,,,,,21.43,1,Q,18.34,1,Q, ,2025-12-04T14:30:02.621700202Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,61000,,,,,,
BTC251219P00062000,11.65,11.65,11.65,1.0,11.65,2025-08-14T04:00:00Z,1.0,11.65,21.66,1,X,20.23,1,X, ,2025-12-04T14:30:01.931318973Z,f,11.65,1.0,2025-08-14T14:19:00.805209005Z,M,11.65,11.65,11.65,1.0,11.65,2025-08-14T14:19:00Z,1.0,11.65,,,,,,,,,2025-12-19,62000,,,,,,
BTC270115C00062000,10.25,10.25,10.25,1.0,10.25,2025-10-10T04:00:00Z,3.0,10.25,5.42,90,A,2.56,60,A,A,2025-12-04T14:50:07.800795756Z,a,10.25,3.0,2025-10-10T15:36:45.213356294Z,X,10.25,10.25,10.25,1.0,10.25,2025-10-10T15:36:00Z,3.0,10.25,11.6,11.6,11.6,1.0,11.6,2025-10-06T04:00:00Z,3.0,11.6,2027-01-15,62000,0.5278,0.3445,0.0162,0.1126,-0.0112,0.159
BTC270115P00042000,8.25,8.28,8.21,5.0,8.26,2025-12-03T05:00:00Z,21.0,8.254286,9.73,109,A,6.88,89,A,A,2025-12-04T14:49:55.852414004Z,a,8.25,9.0,2025-12-03T18:17:21.876359527Z,X,8.25,8.25,8.25,1.0,8.25,2025-12-03T18:17:00Z,9.0,8.25,7.2,7.25,7.18,6.0,7.25,2025-10-21T04:00:00Z,76.0,7.191711,2027-01-15,42000,0.5037,-0.3871,0.0176,-0.2691,-0.008,0.1653
BTC260618P00070000,,,,,,,,,30.48,36,C,28.12,33,U,A,2025-12-04T14:49:55.851903585Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,70000,0.6253,-0.8164,0.0142,-0.3366,-0.0065,0.0796
BTC260618C00030000,13.1,13.1,13.1,1.0,13.1,2025-12-02T05:00:00Z,1.0,13.1,14.27,517,A,12.47,552,A,A,2025-12-04T14:50:02.719786656Z,I,13.07,1.0,2025-12-02T20:31:03.831386851Z,B,13.1,13.1,13.1,1.0,13.1,2025-12-02T20:31:00Z,1.0,13.1,11.51,11.51,11.51,1.0,11.51,2025-11-26T05:00:00Z,1.0,11.51,2026-06-18,30000,0.5898,0.8359,0.014,0.1117,-0.0132,0.0741
BTC251219P00033000,0.05,0.23,0.05,2.0,0.23,2025-12-03T05:00:00Z,2.0,0.14,0.72,555,A,0.0,0,?,A,2025-12-04T14:49:29.795150703Z,I,0.07,1.0,2025-12-03T17:34:46.930061661Z,H,0.05,0.05,0.05,1.0,0.05,2025-12-03T17:34:00Z,1.0,0.05,0.17,0.21,0.16,6.0,0.21,2025-12-02T05:00:00Z,6.0,0.181667,2025-12-19,33000,,,,,,
BTC280121P00056000,,,,,,,,,23.36,18,A,18.54,18,S,A,2025-12-04T14:49:47.893548995Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,56000,0.5535,-0.4602,0.012,-0.8477,-0.0049,0.237
BTC260116C00067000,,,,,,,,,0.73,354,A,0.0,0,?,A,2025-12-04T14:49:29.786745482Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,67000,,,,,,
BTC260320P00067000,,,,,,,,,28.15,10,S,24.8,10,S, ,2025-12-04T14:30:03.552137892Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,67000,0.7328,-0.8474,0.0146,-0.1775,-0.0117,0.052
BTC280121C00060000,8.08,8.09,8.08,2.0,8.09,2025-11-21T05:00:00Z,15.0,8.088667,10.49,44,A,6.82,38,A,A,2025-12-04T14:50:08.626159195Z,g,8.08,2.0,2025-11-21T17:05:23.549752678Z,C,8.08,8.09,8.08,2.0,8.09,2025-11-21T17:05:00Z,15.0,8.088667,7.4,7.4,7.4,1.0,7.4,2025-11-19T05:00:00Z,6.0,7.4,2028-01-21,60000,0.5512,0.5045,0.0121,0.2552,-0.0095,0.2381
BTC260116C00056000,0.29,0.29,0.29,1.0,0.29,2025-12-02T05:00:00Z,5.0,0.29,1.02,390,A,0.0,0,?,A,2025-12-04T14:49:29.787453079Z,f,0.29,5.0,2025-12-02T20:22:10.439742118Z,M,0.29,0.29,0.29,1.0,0.29,2025-12-02T20:22:00Z,5.0,0.29,0.24,0.24,0.24,1.0,0.24,2025-11-24T05:00:00Z,1.0,0.24,2026-01-16,56000,,,,,,
BTC260116C00025000,12.6,12.69,12.6,2.0,12.69,2025-11-21T05:00:00Z,5.0,12.654,17.37,397,A,15.48,95,A,A,2025-12-04T14:50:09.720596523Z,I,12.6,2.0,2025-11-21T20:29:06.575635856Z,U,12.6,12.6,12.6,1.0,12.6,2025-11-21T20:29:00Z,2.0,12.6,21.0,21.0,21.0,1.0,21.0,2025-11-11T05:00:00Z,14.0,21.0,2026-01-16,25000,,,,,,
BTC280121P00070000,,,,,,,,,33.02,12,T,30.42,1,B, ,2025-12-04T14:38:09.015665374Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,70000,0.5658,-0.5615,0.0117,-1.1655,-0.0037,0.2353
BTC280121P00053000,14.0,14.0,14.0,1.0,14.0,2025-10-10T04:00:00Z,5.0,14.0,21.6,26,S,16.48,28,A,A,2025-12-04T14:49:46.970207098Z,g,14.0,5.0,2025-10-10T19:50:02.579381288Z,C,14.0,14.0,14.0,1.0,14.0,2025-10-10T19:50:00Z,5.0,14.0,13.68,13.68,13.68,1.0,13.68,2025-09-19T04:00:00Z,1.0,13.68,2028-01-21,53000,0.5617,-0.4296,0.0117,-0.7803,-0.0052,0.2344
BTC260116C00020000,17.5,17.5,17.5,1.0,17.5,2025-12-01T05:00:00Z,2.0,17.5,23.3,310,X,20.17,76,A,A,2025-12-04T14:50:10.305623901Z,I,17.5,2.0,2025-12-01T17:00:43.323827208Z,P,17.5,17.5,17.5,1.0,17.5,2025-12-01T17:00:00Z,2.0,17.5,18.55,20.0,18.55,2.0,20.0,2025-11-20T05:00:00Z,3.0,19.033333,2026-01-16,20000,,,,,,
BTC251219C00037000,4.8,4.8,4.5,2.0,4.5,2025-12-03T05:00:00Z,12.0,4.55,5.06,491,A,3.84,213,A,A,2025-12-04T14:50:09.065817256Z,I,4.8,2.0,2025-12-03T18:12:13.10413808Z,A,4.8,4.8,4.8,1.0,4.8,2025-12-03T18:12:00Z,2.0,4.8,4.1,4.1,3.2,9.0,3.2,2025-12-02T05:00:00Z,41.0,3.777317,2025-12-19,37000,0.5854,0.8199,0.0541,0.0119,-0.0455,0.0218
BTC251219P00070000,20.72,20.72,20.72,1.0,20.72,2025-09-03T04:00:00Z,1.0,20.72,29.9,36,B,28.1,36,B, ,2025-12-04T14:30:39.857864477Z,n,20.72,1.0,2025-09-03T13:37:24.955741406Z,C,20.72,20.72,20.72,1.0,20.72,2025-09-03T13:37:00Z,1.0,20.72,,,,,,,,,2025-12-19,70000,,,,,,
BTC270115C00054000,5.8,5.91,5.8,2.0,5.91,2025-11-19T05:00:00Z,2.0,5.855,7.08,71,A,4.08,59,A,A,2025-12-04T14:50:09.737594316Z,g,5.8,1.0,2025-11-19T20:21:49.282732672Z,C,5.8,5.8,5.8,1.0,5.8,2025-11-19T20:21:00Z,1.0,5.8,11.6,11.6,11.6,1.0,11.6,2025-10-13T04:00:00Z,1.0,11.6,2027-01-15,54000,0.5298,0.4405,0.0172,0.1386,-0.0122,0.1703
BTC260618C00045000,4.7,4.7,4.7,1.0,4.7,2025-12-03T05:00:00Z,3.0,4.7,5.45,256,A,4.15,138,A,A,2025-12-04T14:49:55.854028501Z,I,4.7,3.0,2025-12-03T15:52:31.566355323Z,E,4.7,4.7,4.7,1.0,4.7,2025-12-03T15:52:00Z,3.0,4.7,3.6,3.7,3.6,2.0,3.7,2025-12-01T05:00:00Z,3.0,3.633333,2026-06-18,45000,0.5092,0.4928,0.0261,0.0824,-0.0171,0.1195
