symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC280121P00052000,13.55,13.55,13.55,1.0,13.55,2025-10-13T04:00:00Z,2.0,13.55,19.73,13,U,15.84,28,A,A,2025-12-04T14:49:51.140997981Z,f,13.55,2.0,2025-10-13T13:30:02.567099916Z,J,13.55,13.55,13.55,1.0,13.55,2025-10-13T13:30:00Z,2.0,13.55,13.0,13.2,12.98,9.0,13.07,2025-10-10T04:00:00Z,19.0,13.027368,2028-01-21,52000,0.5374,-0.4312,0.0122,-0.7549,-0.005,0.2346
BTC260618P00035000,3.41,3.41,2.7,2.0,2.7,2025-12-02T05:00:00Z,2.0,3.055,3.48,86,A,2.91,8,N,A,2025-12-04T14:50:07.705467666Z,g,3.41,1.0,2025-12-02T18:22:07.80246137Z,A,3.41,3.41,3.41,1.0,3.41,2025-12-02T18:22:00Z,1.0,3.41,3.9,3.9,3.6,3.0,3.7,2025-12-01T05:00:00Z,7.0,3.828571,2026-06-18,35000,0.5421,-0.2614,0.02,-0.0745,-0.0121,0.0975
BTC251219C00080000,0.04,0.04,0.04,1.0,0.04,2025-11-26T05:00:00Z,200.0,0.04,0.07,5,I,0.0,0,?,A,2025-12-04T14:31:19.151450062Z,a,0.04,200.0,2025-11-26T19:19:00.132373458Z,X,0.04,0.04,0.04,1.0,0.04,2025-11-26T19:19:00Z,200.0,0.04,0.55,0.55,0.55,14.0,0.55,2025-11-03T05:00:00Z,14.0,0.55,2025-12-19,80000,,,,,,
BTC260116C00064000,1.77,1.77,1.65,2.0,1.65,2025-10-13T04:00:00Z,2.0,1.71,0.73,364,A,0.0,0,?,A,2025-12-04T14:49:29.785903524Z,f,1.77,1.0,2025-10-13T18:37:55.117590789Z,I,1.77,1.77,1.77,1.0,1.77,2025-10-13T18:37:00Z,1.0,1.77,3.01,3.01,3.01,1.0,3.01,2025-10-06T04:00:00Z,1.0,3.01,2026-01-16,64000,,,,,,
BTC280121C00056000,10.15,10.15,10.1,2.0,10.1,2025-11-17T05:00:00Z,3.0,10.133333,11.14,35,A,7.58,41,A,A,2025-12-04T14:49:44.881175487Z,I,10.15,2.0,2025-11-17T18:02:11.01919209Z,Q,10.15,10.15,10.15,1.0,10.15,2025-11-17T18:02:00Z,2.0,10.15,,,,,,,,,2028-01-21,56000,0.5453,0.5356,0.0122,0.2673,-0.0094,0.2372
BTC251219P00056000,5.3,5.3,5.3,1.0,5.3,2025-10-09T04:00:00Z,3.0,5.3,15.84,1,I,13.66,1,I, ,2025-12-04T14:30:20.9216992Z,I,5.32,3.0,2025-10-09T16:30:11.021162115Z,E,5.3,5.3,5.3,1.0,5.3,2025-10-09T16:30:00Z,3.0,5.3,4.7,4.7,4.7,1.0,4.7,2025-10-06T04:00:00Z,3.0,4.7,2025-12-19,56000,,,,,,
BTC270115P00038000,7.17,7.17,7.17,1.0,7.17,2025-11-19T05:00:00Z,1.0,7.17,7.82,20,S,4.74,20,S,A,2025-12-04T14:49:27.401509005Z,f,7.17,1.0,2025-11-19T16:46:12.497450274Z,I,7.17,7.17,7.17,1.0,7.17,2025-11-19T16:46:00Z,1.0,7.17,,,,,,,,,2027-01-15,38000,0.5124,-0.317,0.0161,-0.2146,-0.0079,0.1538
BTC270115C00031000,12.5,12.5,12.5,1.0,12.5,2025-11-21T05:00:00Z,2.0,12.5,17.41,86,A,13.13,46,A,A,2025-12-04T14:50:07.664159995Z,I,12.5,2.0,2025-11-21T19:14:59.940740469Z,U,12.5,12.5,12.5,1.0,12.5,2025-11-21T19:14:00Z,2.0,12.5,,,,,,,,,2027-01-15,31000,0.5951,0.7925,0.0111,0.1911,-0.0106,0.1236
BTC280121P00080000,,,,,,,,,41.97,12,T,38.07,1,B, ,2025-12-04T14:43:54.997550682Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,80000,0.5793,-0.6139,0.0111,-1.3881,-0.0028,0.2284
BTC260116P00056000,6.06,6.06,6.06,2.0,6.06,2025-10-08T04:00:00Z,5.0,6.06,16.05,1,J,14.07,1,J, ,2025-12-04T14:30:31.851699533Z,a,6.06,2.0,2025-10-08T14:07:01.632388376Z,B,6.06,6.06,6.06,2.0,6.06,2025-10-08T14:07:00Z,5.0,6.06,6.06,6.06,6.06,1.0,6.06,2025-10-07T04:00:00Z,3.0,6.06,2026-01-16,56000,0.5566,-0.9366,0.0159,-0.0629,-0.0057,0.0174
BTC280121C00063000,11.73,11.9,11.73,2.0,11.9,2025-09-22T04:00:00Z,39.0,11.834615,9.82,45,A,5.99,44,A,A,2025-12-04T14:49:47.842998364Z,g,11.73,15.0,2025-09-22T19:22:10.185000133Z,C,11.73,11.73,11.73,1.0,11.73,2025-09-22T19:22:00Z,15.0,11.73,,,,,,,,,2028-01-21,63000,0.5438,0.4757,0.0123,0.2461,-0.0093,0.2377
BTC251219C00031000,7.19,7.19,7.19,1.0,7.19,2025-11-21T05:00:00Z,1.0,7.19,11.08,357,A,9.59,37,X,A,2025-12-04T14:49:57.94069787Z,k,7.19,1.0,2025-11-21T17:01:09.549480074Z,C,7.19,7.19,7.19,1.0,7.19,2025-11-21T17:01:00Z,1.0,7.19,,,,,,,,,2025-12-19,31000,1.0964,0.9137,0.0173,0.0111,-0.0505,0.013
BTC251219C00060000,0.05,0.05,0.05,1.0,0.05,2025-12-02T05:00:00Z,1.0,0.05,2.13,15,B,0.0,0,?, ,2025-12-04T14:30:02.319033687Z,f,0.05,1.0,2025-12-02T18:48:55.409310633Z,M,0.05,0.05,0.05,1.0,0.05,2025-12-02T18:48:00Z,1.0,0.05,0.04,0.04,0.01,3.0,0.01,2025-11-26T05:00:00Z,102.0,0.039412,2025-12-19,60000,,,,,,
BTC280121C00045000,15.18,15.92,15.18,2.0,15.92,2025-11-13T05:00:00Z,3.0,15.426667,14.59,20,A,11.04,28,A,A,2025-12-04T14:50:08.055167437Z,a,15.18,2.0,2025-11-13T17:57:23.505355445Z,X,15.18,15.18,15.18,1.0,15.18,2025-11-13T17:57:00Z,2.0,15.18,15.8,16.2,15.8,2.0,16.2,2025-11-06T05:00:00Z,20.0,16.0,2028-01-21,45000,0.5698,0.6493,0.0109,0.2927,-0.0093,0.2213
BTC260116P00034000,1.1,1.1,1.1,1.0,1.1,2025-11-26T05:00:00Z,1.0,1.1,0.92,56,B,0.17,419,A,A,2025-12-04T14:50:08.74061301Z,g,1.1,1.0,2025-11-26T19:40:17.696179868Z,C,1.1,1.1,1.1,1.0,1.1,2025-11-26T19:40:00Z,1.0,1.1,1.27,1.27,1.27,1.0,1.27,2025-11-25T05:00:00Z,5.0,1.27,2026-01-16,34000,0.5378,-0.1322,0.0283,-0.007,-0.0182,0.03
BTC270115P00032000,,,,,,,,,5.42,25,S,2.13,37,A,A,2025-12-04T14:49:29.794158317Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,32000,0.5266,-0.2157,0.0129,-0.1404,-0.007,0.1264
BTC260116P00042000,3.8,4.21,3.8,3.0,4.21,2025-12-02T05:00:00Z,20.0,3.9025,3.62,161,N,2.37,366,A,A,2025-12-04T14:49:55.853572351Z,I,3.8,15.0,2025-12-02T20:02:43.969454041Z,U,3.8,3.8,3.8,1.0,3.8,2025-12-02T20:02:00Z,15.0,3.8,4.7,4.7,4.7,1.0,4.7,2025-11-26T05:00:00Z,2.0,4.7,2026-01-16,42000,0.4432,-0.5281,0.064,-0.029,-0.0262,0.0559
BTC260320C00075000,0.38,0.38,0.38,1.0,0.38,2025-12-03T05:00:00Z,6.0,0.38,0.77,486,A,0.0,0,?,A,2025-12-04T14:49:29.785903524Z,f,0.38,6.0,2025-12-03T20:55:50.116354516Z,C,0.38,0.38,0.38,1.0,0.38,2025-12-03T20:55:00Z,6.0,0.38,0.23,0.23,0.23,1.0,0.23,2025-11-25T05:00:00Z,1.0,0.23,2026-03-20,75000,,,,,,
BTC280121P00051000,12.55,12.55,12.55,2.0,12.55,2025-09-22T04:00:00Z,20.0,12.55,18.96,15,A,15.08,28,S,A,2025-12-04T14:49:26.458002791Z,f,12.55,10.0,2025-09-22T19:01:37.008018842Z,M,12.55,12.55,12.55,2.0,12.55,2025-09-22T19:01:00Z,20.0,12.55,11.94,11.94,11.94,1.0,11.94,2025-09-16T04:00:00Z,1.0,11.94,2028-01-21,51000,0.5336,-0.4231,0.0123,-0.7315,-0.005,0.2337
BTC260618C00051000,3.0,3.17,2.96,5.0,2.96,2025-12-02T05:00:00Z,19.0,3.081053,3.64,163,A,2.48,86,A,A,2025-12-04T14:50:02.651234288Z,a,3.0,1.0,2025-12-02T18:55:28.877212328Z,J,3.0,3.0,3.0,1.0,3.0,2025-12-02T18:55:00Z,1.0,3.0,8.4,8.4,8.4,1.0,8.4,2025-10-29T04:00:00Z,7.0,8.4,2026-06-18,51000,0.5051,0.3597,0.0247,0.0625,-0.0156,0.1121
BTC270115P00070000,20.97,20.97,20.97,1.0,20.97,2025-10-06T04:00:00Z,1.0,20.97,32.52,22,B,27.4,11,B, ,2025-12-04T14:49:05.272758434Z,g,20.97,1.0,2025-10-06T16:43:07.871746488Z,C,20.97,20.97,20.97,1.0,20.97,2025-10-06T16:43:00Z,1.0,20.97,22.1,22.1,22.1,1.0,22.1,2025-08-14T04:00:00Z,1.0,22.1,2027-01-15,70000,0.5664,-0.7042,0.0141,-0.6551,-0.0049,0.1492
BTC270115C00047000,6.98,6.98,6.98,1.0,6.98,2025-11-24T05:00:00Z,10.0,6.98,10.15,63,A,5.99,30,A,A,2025-12-04T14:49:35.741560893Z,a,6.98,10.0,2025-11-24T18:41:40.347367714Z,X,6.98,6.98,6.98,1.0,6.98,2025-11-24T18:41:00Z,10.0,6.98,9.1,9.1,9.1,1.0,9.1,2025-11-14T05:00:00Z,2.0,9.1,2027-01-15,47000,0.5655,0.5512,0.0162,0.1614,-0.0132,0.1708
BTC251219C00042000,1.33,1.5,0.95,23.0,0.95,2025-12-03T05:00:00Z,104.0,1.288558,1.48,219,A,0.78,69,P,A,2025-12-04T14:49:55.852739921Z,a,1.33,1.0,2025-12-03T20:54:05.32036256Z,X,1.33,1.33,1.33,1.0,1.33,2025-12-03T20:54:00Z,1.0,1.33,1.2,1.25,0.65,27.0,0.72,2025-12-02T05:00:00Z,78.0,0.901923,2025-12-19,42000,0.4773,0.416,0.0986,0.0065,-0.0531,0.0323
BTC270115P00035000,5.44,5.8,5.44,2.0,5.8,2025-11-24T05:00:00Z,2.0,5.62,7.34,35,A,3.15,34,A,A,2025-12-04T14:50:01.477441767Z,g,5.44,1.0,2025-11-24T15:30:45.959479606Z,C,5.44,5.44,5.44,1.0,5.44,2025-11-24T15:30:00Z,1.0,5.44,4.9,4.9,4.9,1.0,4.9,2025-11-18T05:00:00Z,1.0,4.9,2027-01-15,35000,0.5405,-0.2662,0.0141,-0.1799,-0.0079,0.1418
BTC270115P00029000,,,,,,,,,4.34,79,A,1.17,91,A,A,2025-12-04T14:50:07.423646479Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,29000,0.5326,-0.1687,0.0109,-0.1076,-0.0062,0.1087
BTC280121P00043000,10.75,10.75,10.75,1.0,10.75,2025-11-04T05:00:00Z,1.0,10.75,13.8,7,Z,9.96,22,A,A,2025-12-04T14:50:04.985748105Z,f,10.75,1.0,2025-11-04T19:04:30.563671391Z,I,10.75,10.75,10.75,1.0,10.75,2025-11-04T19:04:00Z,1.0,10.75,,,,,,,,,2028-01-21,43000,0.5321,-0.3402,0.0115,-0.5497,-0.0052,0.2188
BTC260116C00038000,3.6,3.6,3.6,1.0,3.6,2025-12-02T05:00:00Z,1.0,3.6,5.11,304,A,4.059,195,A,A,2025-12-04T14:50:06.588448124Z,a,3.6,1.0,2025-12-02T14:32:33.494367729Z,X,3.6,3.6,3.6,1.0,3.6,2025-12-02T14:32:00Z,1.0,3.6,2.77,2.81,2.59,7.0,2.66,2025-12-01T05:00:00Z,45.0,2.738,2026-01-16,38000,0.519,0.7005,0.0477,0.0283,-0.0319,0.0488
BTC270115C00026000,17.5,17.5,17.5,2.0,17.5,2025-11-19T05:00:00Z,24.0,17.5,19.86,78,A,16.58,58,A,A,2025-12-04T14:50:08.423049661Z,I,17.5,12.0,2025-11-19T20:20:52.085173645Z,N,17.5,17.5,17.5,2.0,17.5,2025-11-19T20:20:00Z,24.0,17.5,24.66,24.66,24.66,1.0,24.66,2025-10-30T04:00:00Z,5.0,24.66,2027-01-15,26000,0.5882,0.8644,0.0086,0.191,-0.0084,0.094
BTC260116P00036000,0.89,1.0,0.89,2.0,1.0,2025-12-03T05:00:00Z,2.0,0.945,1.18,73,X,0.43,275,A,A,2025-12-04T14:49:39.112515869Z,a,0.89,1.0,2025-12-03T18:16:36.180321748Z,B,0.89,0.89,0.89,1.0,0.89,2025-12-03T18:16:00Z,1.0,0.89,1.21,1.25,1.1,8.0,1.25,2025-12-02T05:00:00Z,38.0,1.205,2026-01-16,36000,0.4927,-0.1938,0.0397,-0.0103,-0.0212,0.0385
BTC270115P00041000,8.5,8.5,8.5,1.0,8.5,2025-12-03T05:00:00Z,6.0,8.5,9.14,127,A,6.19,92,A,A,2025-12-04T14:49:58.871873562Z,I,8.5,6.0,2025-12-03T19:57:34.88747025Z,I,8.5,8.5,8.5,1.0,8.5,2025-12-03T19:57:00Z,6.0,8.5,7.4,7.4,7.4,1.0,7.4,2025-11-14T05:00:00Z,3.0,7.4,2027-01-15,41000,0.4992,-0.3706,0.0175,-0.2544,-0.0079,0.1631
BTC270115P00059000,,,,,,,,,22.48,34,P,18.18,42,A,A,2025-12-04T14:49:54.195166017Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,59000,0.5218,-0.626,0.0168,-0.5121,-0.0062,0.1636
BTC260320C00056000,0.75,0.75,0.75,1.0,0.75,2025-11-24T05:00:00Z,3.0,0.75,1.23,33,B,0.48,30,U, ,2025-12-04T14:36:40.987907892Z,I,0.75,3.0,2025-11-24T14:43:14.683554667Z,X,0.75,0.75,0.75,1.0,0.75,2025-11-24T14:43:00Z,3.0,0.75,0.75,0.75,0.75,1.0,0.75,2025-11-21T05:00:00Z,1.0,0.75,2026-03-20,56000,0.5048,0.1635,0.0222,0.0169,-0.0135,0.0544
BTC251219C00040000,2.3,2.45,2.17,9.0,2.45,2025-12-03T05:00:00Z,65.0,2.238,2.62,285,X,1.87,89,A,A,2025-12-04T14:50:08.331401407Z,I,2.3,3.0,2025-12-03T16:40:02.894513414Z,W,2.3,2.3,2.3,1.0,2.3,2025-12-03T16:40:00Z,3.0,2.3,1.95,2.25,1.35,37.0,1.4,2025-12-02T05:00:00Z,225.0,1.84,2025-12-19,40000,0.5285,0.6079,0.0877,0.0093,-0.0585,0.0319
BTC260618P00065000,,,,,,,,,25.87,35,A,23.2,32,B,A,2025-12-04T14:49:55.853572351Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,65000,0.5851,-0.7942,0.0162,-0.3061,-0.0071,0.0853
BTC251219P00028000,0.29,0.29,0.29,1.0,0.29,2025-12-01T05:00:00Z,30.0,0.29,0.28,46,B,0.0,0,?,A,2025-12-04T14:31:19.143060015Z,f,0.29,30.0,2025-12-01T14:37:27.935799723Z,W,0.29,0.29,0.29,1.0,0.29,2025-12-01T14:37:00Z,30.0,0.29,0.03,0.03,0.03,1.0,0.03,2025-11-28T05:00:00Z,1.0,0.03,2025-12-19,28000,,,,,,
BTC280121C00053000,15.58,15.58,15.5,2.0,15.5,2025-09-19T04:00:00Z,2.0,15.54,11.93,27,A,8.45,34,A,A,2025-12-04T14:49:51.990769313Z,f,15.58,1.0,2025-09-19T15:14:15.981484279Z,N,15.58,15.58,15.58,1.0,15.58,2025-09-19T15:14:00Z,1.0,15.58,,,,,,,,,2028-01-21,53000,0.5507,0.5654,0.012,0.2756,-0.0095,0.2349
BTC270115C00040000,10.3,10.3,10.3,1.0,10.3,2025-12-03T05:00:00Z,10.0,10.3,10.55,18,D,8.37,109,A,O,2025-12-04T14:49:45.797044511Z,I,10.3,10.0,2025-12-03T14:44:05.44346393Z,U,10.3,10.3,10.3,1.0,10.3,2025-12-03T14:44:00Z,10.0,10.3,8.25,8.3,8.25,3.0,8.3,2025-12-01T05:00:00Z,4.0,8.275,2027-01-15,40000,0.4971,0.6467,0.0173,0.1894,-0.0114,0.1605
BTC260116C00039000,4.0,4.0,4.0,1.0,4.0,2025-12-03T05:00:00Z,1.0,4.0,4.43,468,A,3.28,363,A,A,2025-12-04T14:49:55.853096533Z,I,4.0,1.0,2025-12-03T15:30:54.707992396Z,U,4.0,4.0,4.0,1.0,4.0,2025-12-03T15:30:00Z,1.0,4.0,3.0,3.0,3.0,1.0,3.0,2025-12-02T05:00:00Z,2.0,3.0,2026-01-16,39000,0.4951,0.6517,0.0532,0.0269,-0.0322,0.0519
BTC260320P00061000,,,,,,,,,20.8,33,U,19.06,33,U,A,2025-12-04T14:47:25.629834596Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,61000,0.509,-0.9,0.0156,-0.1648,-0.0035,0.0387
BTC251219C00062000,0.1,0.1,0.1,1.0,0.1,2025-11-19T05:00:00Z,7.0,0.1,0.77,345,A,0.0,0,?,A,2025-12-04T14:49:29.789853074Z,a,0.1,7.0,2025-11-19T18:57:45.031213143Z,J,0.1,0.1,0.1,1.0,0.1,2025-11-19T18:57:00Z,7.0,0.1,0.72,0.72,0.72,1.0,0.72,2025-10-28T04:00:00Z,1.0,0.72,2025-12-19,62000,,,,,,
BTC251219P00029000,0.21,0.21,0.21,1.0,0.21,2025-12-02T05:00:00Z,5.0,0.21,0.77,311,A,0.0,0,?,A,2025-12-04T14:49:29.79254024Z,f,0.21,5.0,2025-12-02T14:47:43.760186784Z,M,0.21,0.21,0.21,1.0,0.21,2025-12-02T14:47:00Z,5.0,0.21,0.35,0.35,0.31,2.0,0.31,2025-11-21T05:00:00Z,3.0,0.323333,2025-12-19,29000,,,,,,
BTC260320C00053000,1.0,1.0,1.0,2.0,1.0,2025-11-24T05:00:00Z,5.0,1.0,3.28,434,A,0.78,40,B,A,2025-12-04T14:50:05.010917087Z,I,1.0,1.0,2025-11-24T15:30:19.216180647Z,I,1.0,1.0,1.0,1.0,1.0,2025-11-24T15:30:00Z,1.0,1.0,0.98,0.98,0.98,3.0,0.98,2025-11-21T05:00:00Z,5.0,0.98,2026-03-20,53000,0.6195,0.2817,0.0247,0.0276,-0.0227,0.0744
BTC280121P00055000,,,,,,,,,22.54,18,B,18.18,25,A,A,2025-12-04T14:49:46.088479666Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,55000,0.5585,-0.449,0.0119,-0.8253,-0.0051,0.2362
BTC280121P00054000,19.5,20.1,19.5,2.0,20.1,2025-12-02T05:00:00Z,25.0,19.86,21.17,19,A,17.25,31,A,A,2025-12-04T14:50:04.425953773Z,I,19.5,10.0,2025-12-02T19:55:15.490458156Z,I,19.5,19.5,19.5,1.0,19.5,2025-12-02T19:55:00Z,10.0,19.5,16.5,16.6,15.9,6.0,15.9,2025-10-31T04:00:00Z,6.0,16.15,2028-01-21,54000,0.5394,-0.4491,0.0123,-0.8009,-0.0049,0.2362
BTC260320P00064000,,,,,,,,,24.26,31,B,21.88,33,U, ,2025-12-04T14:36:43.593024869Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,64000,0.5964,-0.8848,0.0148,-0.1721,-0.006,0.0428
BTC251219C00067000,,,,,,,,,0.73,346,A,0.0,0,?,A,2025-12-04T14:49:29.794915248Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,67000,,,,,,
BTC260116C00032000,7.4,7.4,7.4,2.0,7.4,2025-11-21T05:00:00Z,20.0,7.4,10.22,363,A,9.01,132,A,A,2025-12-04T14:50:08.800274542Z,I,7.28,12.0,2025-11-21T19:11:07.661554145Z,N,7.4,7.4,7.4,2.0,7.4,2025-11-21T19:11:00Z,20.0,7.4,,,,,,,,,2026-01-16,32000,0.6694,0.8852,0.0206,0.0313,-0.0239,0.0272
BTC260320P00058000,,,,,,,,,18.64,1,X,16.41,1,X, ,2025-12-04T14:30:01.760626516Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,58000,0.5756,-0.8256,0.0203,-0.1489,-0.0102,0.0567
BTC260116P00031000,0.56,0.56,0.56,1.0,0.56,2025-12-01T05:00:00Z,1.0,0.56,0.77,153,A,0.0,0,?,A,2025-12-04T14:49:49.099876779Z,f,0.56,1.0,2025-12-01T17:24:53.96074298Z,Z,0.56,0.56,0.56,1.0,0.56,2025-12-01T17:24:00Z,1.0,0.56,,,,,,,,,2026-01-16,31000,,,,,,
BTC260320P00072000,,,,,,,,,32.34,1,J,29.01,1,J, ,2025-12-04T14:30:02.903759846Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,72000,0.6132,-0.935,0.0094,-0.2001,-0.0011,0.0279
BTC260618C00059000,1.9,1.9,1.9,1.0,1.9,2025-11-26T05:00:00Z,10.0,1.9,3.72,482,A,0.37,464,A,A,2025-12-04T14:50:09.437110853Z,I,1.9,10.0,2025-11-26T18:14:24.341241261Z,U,1.9,1.9,1.9,1.0,1.9,2025-11-26T18:14:00Z,10.0,1.9,4.4,4.4,4.4,1.0,4.4,2025-11-04T05:00:00Z,2.0,4.4,2026-06-18,59000,0.5457,0.252,0.0195,0.0443,-0.0141,0.0956
BTC270115C00049000,6.0,6.0,5.7,2.0,5.7,2025-11-21T05:00:00Z,4.0,5.85,8.21,32,A,5.22,39,A,A,2025-12-04T14:50:05.332394644Z,I,6.0,2.0,2025-11-21T17:25:03.822920547Z,I,6.0,6.0,6.0,1.0,6.0,2025-11-21T17:25:00Z,2.0,6.0,8.0,8.0,8.0,1.0,8.0,2025-11-14T05:00:00Z,2.0,8.0,2027-01-15,49000,0.5212,0.5061,0.0177,0.1559,-0.0123,0.1722
BTC260618P00042000,7.09,7.09,7.09,1.0,7.09,2025-11-19T05:00:00Z,1.0,7.09,7.21,586,A,5.49,93,A,A,2025-12-04T14:49:55.853762883Z,g,7.09,1.0,2025-11-19T18:14:44.831107005Z,C,7.09,7.09,7.09,1.0,7.09,2025-11-19T18:14:00Z,1.0,7.09,,,,,,,,,2026-06-18,42000,0.5198,-0.432,0.0252,-0.129,-0.0132,0.1178
BTC260320C00045000,2.9,3.0,2.5,3.0,3.0,2025-12-03T05:00:00Z,52.0,2.961538,3.44,234,X,2.33,296,A,A,2025-12-04T14:49:55.85391824Z,I,2.9,10.0,2025-12-03T19:40:31.923148539Z,I,2.9,2.9,2.9,1.0,2.9,2025-12-03T19:40:00Z,10.0,2.9,2.85,2.9,2.7,6.0,2.7,2025-12-02T05:00:00Z,12.0,2.85,2026-03-20,45000,0.4881,0.4241,0.0364,0.042,-0.0213,0.0863
BTC270115C00055000,5.3,5.3,5.3,1.0,5.3,2025-12-03T05:00:00Z,1.0,5.3,6.88,150,A,3.87,117,A,A,2025-12-04T14:50:01.776765642Z,f,5.3,1.0,2025-12-03T17:53:50.160629898Z,M,5.3,5.3,5.3,1.0,5.3,2025-12-03T17:53:00Z,1.0,5.3,5.15,5.2,4.9,3.0,4.9,2025-12-02T05:00:00Z,8.0,4.96875,2027-01-15,55000,0.531,0.4283,0.0171,0.1353,-0.0122,0.1695
BTC260116P00043000,4.5,4.9,4.5,2.0,4.9,2025-12-02T05:00:00Z,2.0,4.7,4.05,148,N,2.92,331,A,A,2025-12-04T14:50:09.077023461Z,I,4.5,1.0,2025-12-02T16:43:06.321964251Z,P,4.5,4.5,4.5,1.0,4.5,2025-12-02T16:43:00Z,1.0,4.5,,,,,,,,,2026-01-16,43000,0.4202,-0.597,0.0656,-0.0329,-0.0236,0.0543
BTC260320C00041000,4.84,4.84,4.0,2.0,4.0,2025-12-03T05:00:00Z,6.0,4.14,5.19,243,X,3.88,280,A,A,2025-12-04T14:50:09.764846206Z,a,4.84,1.0,2025-12-03T18:18:04.191398557Z,A,4.84,4.84,4.0,2.0,4.0,2025-12-03T18:18:00Z,6.0,4.14,4.4,4.4,4.0,2.0,4.0,2025-12-02T05:00:00Z,15.0,4.266667,2026-03-20,41000,0.5004,0.5655,0.0357,0.054,-0.0224,0.0867
BTC260320C00058000,0.7,0.7,0.7,1.0,0.7,2025-11-25T05:00:00Z,12.0,0.7,1.08,33,B,0.37,30,U, ,2025-12-04T14:35:39.256029595Z,I,0.7,12.0,2025-11-25T14:42:54.109857007Z,U,0.7,0.7,0.7,1.0,0.7,2025-11-25T14:42:00Z,12.0,0.7,0.9,0.9,0.9,1.0,0.9,2025-11-24T05:00:00Z,12.0,0.9,2026-03-20,58000,0.5164,0.1405,0.0196,0.0146,-0.0125,0.0492
BTC260116P00073000,,,,,,,,,33.46,23,Z,29.6,20,B, ,2025-12-04T14:42:00.202628746Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,73000,,,,,,
BTC260116C00071000,0.8,0.8,0.8,1.0,0.8,2025-09-29T04:00:00Z,1.0,0.8,0.77,369,A,0.0,0,?,A,2025-12-04T14:49:29.792860113Z,a,0.8,1.0,2025-09-29T13:56:54.004365838Z,X,0.8,0.8,0.8,1.0,0.8,2025-09-29T13:56:00Z,1.0,0.8,0.9,0.9,0.9,1.0,0.9,2025-09-15T04:00:00Z,1.0,0.9,2026-01-16,71000,,,,,,
BTC270115P00046000,12.95,13.0,12.95,2.0,13.0,2025-11-21T05:00:00Z,5.0,12.96,12.62,32,B,8.43,45,A,A,2025-12-04T14:50:08.264737144Z,a,12.95,4.0,2025-11-21T17:07:28.520362236Z,X,12.95,13.0,12.95,2.0,13.0,2025-11-21T17:07:00Z,5.0,12.96,10.9,10.9,10.9,1.0,10.9,2025-11-18T05:00:00Z,1.0,10.9,2027-01-15,46000,0.4917,-0.4579,0.0187,-0.3261,-0.0076,0.1713
BTC280121C00035000,14.5,14.5,14.3,2.0,14.3,2025-12-01T05:00:00Z,2.0,14.4,18.2,25,A,14.73,32,A,A,2025-12-04T14:50:10.226540328Z,I,14.5,1.0,2025-12-01T19:06:39.987746445Z,I,14.5,14.5,14.5,1.0,14.5,2025-12-01T19:06:00Z,1.0,14.5,16.6,16.6,16.4,2.0,16.4,2025-11-28T05:00:00Z,2.0,16.5,2028-01-21,35000,0.5747,0.7539,0.0092,0.3061,-0.0082,0.1881
BTC260320P00068000,,,,,,,,,29.2,23,Z,25.06,19,Z, ,2025-12-04T14:46:58.160131579Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,68000,0.6774,-0.8812,0.0133,-0.1834,-0.0075,0.0438
BTC280121P00063000,,,,,,,,,27.43,13,M,24.66,7,U, ,2025-12-04T14:49:45.772135103Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,63000,0.5526,-0.5188,0.0121,-1.0074,-0.0043,0.2379
