symbol,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price
BTC280121C00043000,0.6048,0.6536,0.0108,0.2692,-0.0091,0.208,14.8,15.2,14.8,3.0,15.06,2025-11-14T05:00:00Z,3.0,15.02,14.53,22,A,10.68,6,U,A,2025-11-20T19:50:29.2104676Z,I,14.8,1.0,2025-11-14T17:31:20.491397179Z,U,14.8,15.2,14.8,2.0,15.2,2025-11-14T17:31:00Z,2.0,15.0,18.2,18.2,18.2,1.0,18.2,2025-10-17T04:00:00Z,3.0,18.2,2028-01-21,43000
BTC251121P00048000,,,,,,,7.2,7.2,7.2,1.0,7.2,2025-11-19T05:00:00Z,2.0,7.2,10.02,16,P,8.24,38,B, ,2025-11-20T19:45:48.206157262Z,I,7.2,2.0,2025-11-19T15:10:04.447119726Z,I,7.2,7.2,7.2,1.0,7.2,2025-11-19T15:10:00Z,2.0,7.2,7.14,7.14,7.14,2.0,7.14,2025-11-18T05:00:00Z,3.0,7.14,2025-11-21,48000
BTC270115P00068000,0.5706,-0.7143,0.0145,-0.6636,-0.004,0.1397,,,,,,,,,32.299,13,E,28.09,12,U,A,2025-11-20T19:45:48.206472921Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,68000
BTC280121P00054000,0.5471,-0.4743,0.0129,-0.8407,-0.0042,0.2244,16.5,16.6,15.9,6.0,15.9,2025-10-31T04:00:00Z,6.0,16.15,22.59,11,E,18.6,12,U,A,2025-11-20T19:49:27.811440872Z,I,16.5,1.0,2025-10-31T14:46:58.343014302Z,I,16.5,16.6,15.9,6.0,15.9,2025-10-31T14:46:00Z,6.0,16.15,14.55,14.55,14.55,1.0,14.55,2025-10-10T04:00:00Z,5.0,14.55,2028-01-21,54000
BTC251219P00065000,,,,,,,15.22,15.22,15.22,1.0,15.22,2025-09-23T04:00:00Z,1.0,15.22,28.12,20,E,25.71,20,E,A,2025-11-20T19:50:15.411083542Z,n,15.31,1.0,2025-09-23T13:30:01.650949672Z,C,15.22,15.22,15.22,1.0,15.22,2025-09-23T13:30:00Z,1.0,15.22,,,,,,,,,2025-12-19,65000
BTC270115C00044000,0.5729,0.5581,0.0168,0.1558,-0.0123,0.1622,11.7,11.7,11.4,6.0,11.4,2025-11-06T05:00:00Z,6.0,11.5,8.79,74,A,6.92,34,A,A,2025-11-20T19:50:14.139643192Z,I,11.7,1.0,2025-11-06T17:27:01.362646893Z,N,11.7,11.7,11.7,1.0,11.7,2025-11-06T17:27:00Z,1.0,11.7,,,,,,,,,2027-01-15,44000
BTC260320C00040000,0.5532,0.5236,0.0328,0.0517,-0.0218,0.0874,4.2,5.5,4.19,8.0,5.5,2025-11-20T05:00:00Z,21.0,4.684762,4.57,85,A,4.05,64,A,A,2025-11-20T19:49:46.360967785Z,I,4.2,1.0,2025-11-20T19:12:07.311805091Z,B,4.2,4.2,4.2,1.0,4.2,2025-11-20T19:12:00Z,1.0,4.2,5.28,5.5,4.77,7.0,5.5,2025-11-19T05:00:00Z,57.0,4.907719,2026-03-20,40000
BTC280121P00042000,0.5563,-0.3506,0.0118,-0.5672,-0.005,0.2089,10.2,10.2,10.2,1.0,10.2,2025-10-17T04:00:00Z,1.0,10.2,14.81,9,S,10.63,12,E,A,2025-11-20T19:45:48.206532391Z,I,10.2,1.0,2025-10-17T14:21:48.381538414Z,P,10.2,10.2,10.2,1.0,10.2,2025-10-17T14:21:00Z,1.0,10.2,8.2,8.2,8.2,1.0,8.2,2025-10-14T04:00:00Z,1.0,8.2,2028-01-21,42000
BTC280121C00047000,0.6159,0.6202,0.011,0.26,-0.0094,0.2146,15.0,15.0,15.0,1.0,15.0,2025-11-04T05:00:00Z,10.0,15.0,12.95,61,A,10.56,18,E,A,2025-11-20T19:50:43.419537877Z,I,15.0,10.0,2025-11-04T17:10:23.848790048Z,J,15.0,15.0,15.0,1.0,15.0,2025-11-04T17:10:00Z,10.0,15.0,17.0,17.0,17.0,1.0,17.0,2025-11-03T05:00:00Z,10.0,17.0,2028-01-21,47000
BTC260618P00056000,0.4706,-0.7961,0.0207,-0.2781,-0.0043,0.0822,,,,,,,,,18.97,13,E,16.77,47,B,A,2025-11-20T19:50:19.577386117Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,56000
BTC260116P00044000,0.4166,-0.7667,0.0486,-0.0556,-0.0131,0.0463,,,,,,,,,7.06,61,X,5.45,68,A,A,2025-11-20T19:50:39.263436933Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,44000
BTC251121P00051000,,,,,,,5.8,6.1,5.8,3.0,6.1,2025-11-07T05:00:00Z,7.0,5.842857,12.76,19,U,11.25,43,B, ,2025-11-20T19:45:48.206177963Z,I,5.8,1.0,2025-11-07T19:05:20.251610382Z,A,5.8,5.8,5.8,1.0,5.8,2025-11-07T19:05:00Z,1.0,5.8,6.9,6.9,5.49,2.0,5.49,2025-11-04T05:00:00Z,2.0,6.195,2025-11-21,51000
BTC270115C00070000,0.6206,0.3042,0.0137,0.0925,-0.0114,0.1438,3.05,3.34,3.05,3.0,3.34,2025-11-19T05:00:00Z,6.0,3.291667,4.52,100,A,2.73,1,U,A,2025-11-20T19:50:39.234042773Z,I,3.05,1.0,2025-11-19T17:31:23.296629147Z,Z,3.05,3.05,3.05,1.0,3.05,2025-11-19T17:31:00Z,1.0,3.05,3.24,3.24,2.89,3.0,2.89,2025-11-17T05:00:00Z,6.0,3.161667,2027-01-15,70000
BTC260618C00055000,0.586,0.2928,0.0202,0.0499,-0.0148,0.0998,2.71,2.72,2.71,2.0,2.72,2025-11-19T05:00:00Z,3.0,2.716667,3.24,714,X,1.82,28,B, ,2025-11-20T19:49:54.27908762Z,f,2.71,1.0,2025-11-19T17:52:10.601146468Z,M,2.71,2.72,2.71,2.0,2.72,2025-11-19T17:52:00Z,3.0,2.716667,2.61,2.61,2.61,1.0,2.61,2025-11-17T05:00:00Z,3.0,2.61,2026-06-18,55000
BTC270115C00055000,0.5898,0.4238,0.0162,0.1246,-0.0123,0.161,5.5,5.9,5.5,3.0,5.7,2025-11-19T05:00:00Z,3.0,5.7,6.6,98,A,4.23,70,A,A,2025-11-20T19:50:30.847068261Z,g,5.5,1.0,2025-11-19T20:21:49.282732672Z,C,5.5,5.5,5.5,1.0,5.5,2025-11-19T20:21:00Z,1.0,5.5,5.93,5.93,5.68,2.0,5.68,2025-11-18T05:00:00Z,2.0,5.805,2027-01-15,55000
BTC270115C00030000,0.5536,0.7807,0.013,0.1899,-0.0096,0.1215,13.5,13.7,13.4,3.0,13.7,2025-11-20T05:00:00Z,4.0,13.5,14.62,66,A,12.2,73,A,A,2025-11-20T19:50:38.471134062Z,I,13.5,1.0,2025-11-20T17:25:03.932485636Z,A,13.5,13.5,13.5,1.0,13.5,2025-11-20T17:25:00Z,1.0,13.5,14.7,15.0,14.7,2.0,15.0,2025-11-19T05:00:00Z,5.0,14.94,2027-01-15,30000
BTC251121C00053000,,,,,,,0.12,0.13,0.12,2.0,0.13,2025-11-18T05:00:00Z,4.0,0.1275,0.17,58,P,0.0,0,?,A,2025-11-20T19:45:50.992055299Z,g,0.12,1.0,2025-11-18T18:22:51.453380838Z,C,0.12,0.12,0.12,1.0,0.12,2025-11-18T18:22:00Z,1.0,0.12,0.25,0.25,0.13,2.0,0.13,2025-11-17T05:00:00Z,2.0,0.19,2025-11-21,53000
BTC260618P00048000,0.495,-0.6399,0.026,-0.2077,-0.0091,0.1086,9.32,9.32,9.32,1.0,9.32,2025-11-14T05:00:00Z,5.0,9.32,12.52,10,P,10.7,423,A,A,2025-11-20T19:50:38.673118914Z,g,9.32,5.0,2025-11-14T19:06:10.698141855Z,C,9.32,9.32,9.32,1.0,9.32,2025-11-14T19:06:00Z,5.0,9.32,7.76,7.76,7.76,1.0,7.76,2025-11-12T05:00:00Z,1.0,7.76,2026-06-18,48000
BTC260116P00038000,0.4877,-0.4345,0.0534,-0.0301,-0.0234,0.0595,3.19,3.19,2.06,2.0,2.06,2025-11-20T05:00:00Z,2.0,2.625,3.34,77,A,2.009,808,X,A,2025-11-20T19:50:01.316941587Z,f,3.08,1.0,2025-11-20T17:37:20.182014401Z,W,3.19,3.19,3.19,1.0,3.19,2025-11-20T17:37:00Z,1.0,3.19,,,,,,,,,2026-01-16,38000
BTC260320C00069000,0.6231,0.0755,0.0104,0.0082,-0.0084,0.0312,3.12,3.25,3.12,2.0,3.25,2025-10-03T04:00:00Z,5.0,3.172,0.78,273,A,0.03,31,P,A,2025-11-20T19:50:40.93361747Z,g,3.12,3.0,2025-10-03T17:52:31.474796422Z,C,3.12,3.12,3.12,1.0,3.12,2025-10-03T17:52:00Z,3.0,3.12,,,,,,,,,2026-03-20,69000
BTC260116C00066000,,,,,,,,,,,,,,,0.77,476,A,0.0,0,?,A,2025-11-20T19:45:48.226833989Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,66000
BTC270115C00060000,0.5889,0.3703,0.0156,0.1114,-0.0118,0.1552,4.82,4.82,4.82,1.0,4.82,2025-11-19T05:00:00Z,1.0,4.82,5.58,96,A,3.44,64,A,A,2025-11-20T19:50:20.937334477Z,f,4.82,1.0,2025-11-19T20:50:49.153384594Z,X,4.82,4.82,4.82,1.0,4.82,2025-11-19T20:50:00Z,1.0,4.82,5.1,5.1,5.05,2.0,5.05,2025-11-18T05:00:00Z,2.0,5.075,2027-01-15,60000
BTC251219C00035000,0.7654,0.7042,0.0418,0.0173,-0.0515,0.0373,18.8,18.8,18.8,1.0,18.8,2025-07-18T04:00:00Z,5.0,18.8,5.97,853,X,4.26,67,P, ,2025-11-20T19:47:27.560002504Z,a,18.67,5.0,2025-07-18T15:10:29.096368059Z,X,18.8,18.8,18.8,1.0,18.8,2025-07-18T15:10:00Z,5.0,18.8,19.7,20.2,19.7,2.0,20.2,2025-07-14T04:00:00Z,9.0,19.866667,2025-12-19,35000
BTC260320P00073000,0.6565,-0.9324,0.0091,-0.2297,-0.0005,0.0287,,,,,,,,,35.02,20,E,33.35,20,E,A,2025-11-20T19:50:39.804838936Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,73000
BTC270115P00028000,0.4883,-0.175,0.0128,-0.1057,-0.0053,0.1059,,,,,,,,,3.96,49,A,0.98,45,A,A,2025-11-20T19:50:15.947196556Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,28000
BTC280121C00053000,0.5789,0.5511,0.0121,0.251,-0.0092,0.223,15.58,15.58,15.5,2.0,15.5,2025-09-19T04:00:00Z,2.0,15.54,11.42,25,A,7.63,6,U,A,2025-11-20T19:50:37.698858447Z,f,15.58,1.0,2025-09-19T15:14:15.981484279Z,N,15.58,15.58,15.58,1.0,15.58,2025-09-19T15:14:00Z,1.0,15.58,,,,,,,,,2028-01-21,53000
BTC251219C00053000,,,,,,,0.22,0.22,0.22,1.0,0.22,2025-11-17T05:00:00Z,1.0,0.22,0.73,450,A,0.0,0,?,A,2025-11-20T19:45:48.220409385Z,g,0.22,1.0,2025-11-17T14:42:43.57139089Z,C,0.22,0.22,0.22,1.0,0.22,2025-11-17T14:42:00Z,1.0,0.22,0.6,0.6,0.6,1.0,0.6,2025-11-13T05:00:00Z,10.0,0.6,2025-12-19,53000
BTC280121C00070000,0.6007,0.4368,0.0116,0.2096,-0.0093,0.2221,6.94,6.94,6.94,1.0,6.94,2025-11-17T05:00:00Z,1.0,6.94,8.65,28,A,5.46,12,E,A,2025-11-20T19:50:25.05608121Z,g,6.94,1.0,2025-11-17T16:00:48.185448237Z,A,6.94,6.94,6.94,1.0,6.94,2025-11-17T16:00:00Z,1.0,6.94,8.72,8.72,8.72,1.0,8.72,2025-11-04T05:00:00Z,3.0,8.72,2028-01-21,70000
BTC270115C00073000,0.6221,0.2836,0.0132,0.0869,-0.011,0.1392,,,,,,,,,5.02,40,A,1.62,13,E,A,2025-11-20T19:50:32.655558442Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,73000
BTC251219P00037000,0.5576,-0.377,0.0632,-0.0128,-0.0376,0.041,1.4,1.45,1.4,3.0,1.45,2025-11-19T05:00:00Z,21.0,1.402381,1.82,159,C,1.63,36,P,A,2025-11-20T19:50:31.696958912Z,I,1.4,10.0,2025-11-19T19:52:04.629892359Z,A,1.4,1.4,1.4,1.0,1.4,2025-11-19T19:52:00Z,10.0,1.4,1.0,1.0,1.0,1.0,1.0,2025-11-18T05:00:00Z,1.0,1.0,2025-12-19,37000
BTC270115C00071000,0.6105,0.29,0.0136,0.0891,-0.0109,0.1407,6.7,6.7,6.7,1.0,6.7,2025-10-14T04:00:00Z,1.0,6.7,4.97,42,A,1.77,13,U,A,2025-11-20T19:50:27.561547627Z,I,6.7,1.0,2025-10-14T13:30:16.322621923Z,C,6.7,6.7,6.7,1.0,6.7,2025-10-14T13:30:00Z,1.0,6.7,,,,,,,,,2027-01-15,71000
BTC260320P00070000,0.6229,-0.9301,0.0098,-0.2197,-0.0006,0.0294,27.1,27.1,27.1,1.0,27.1,2025-11-14T05:00:00Z,5.0,27.1,32.52,20,E,29.92,20,E, ,2025-11-20T19:46:10.667122215Z,a,27.1,5.0,2025-11-14T17:15:27.150361791Z,X,27.1,27.1,27.1,1.0,27.1,2025-11-14T17:15:00Z,5.0,27.1,22.85,22.85,22.85,1.0,22.85,2025-10-30T04:00:00Z,5.0,22.85,2026-03-20,70000
BTC260320P00065000,0.5464,-0.9324,0.0109,-0.2035,0.0,0.0287,,,,,,,,,26.72,23,C,25.74,31,B, ,2025-11-20T19:50:01.306908943Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,65000
BTC260320C00067000,0.6206,0.0868,0.0116,0.0094,-0.0093,0.0347,,,,,,,,,0.83,160,A,0.12,14,U,A,2025-11-20T19:50:24.927923656Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,67000
BTC251219P00027000,,,,,,,,,,,,,,,0.48,13,E,0.0,0,?, ,2025-11-20T19:45:48.206466353Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,27000
BTC260618P00070000,0.6674,-0.8152,0.0138,-0.3625,-0.0058,0.0774,,,,,,,,,33.34,34,X,30.29,31,B,A,2025-11-20T19:48:00.754202703Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,70000
BTC280121P00043000,0.556,-0.3614,0.012,-0.5896,-0.005,0.2112,10.75,10.75,10.75,1.0,10.75,2025-11-04T05:00:00Z,1.0,10.75,15.54,4,A,11.14,13,S, ,2025-11-20T19:50:27.77837942Z,f,10.75,1.0,2025-11-04T19:04:30.563671391Z,I,10.75,10.75,10.75,1.0,10.75,2025-11-04T19:04:00Z,1.0,10.75,,,,,,,,,2028-01-21,43000
BTC251219C00032000,0.8686,0.8068,0.0293,0.0186,-0.0468,0.0296,,,,,,,,,8.27,811,X,6.73,52,A,A,2025-11-20T19:50:35.052836897Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,32000
BTC260320P00069000,0.5761,-0.9431,0.009,-0.2177,0.001,0.0251,,,,,,,,,31.04,31,X,29.23,20,B,A,2025-11-20T19:49:35.993217662Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,69000
BTC260320P00056000,0.438,-0.9099,0.0169,-0.1717,-0.001,0.0357,10.2,10.2,10.2,1.0,10.2,2025-08-05T04:00:00Z,1.0,10.2,18.13,40,C,16.65,71,X,A,2025-11-20T19:50:40.920325676Z,I,10.28,1.0,2025-08-05T14:42:23.458168002Z,X,10.2,10.2,10.2,1.0,10.2,2025-08-05T14:42:00Z,1.0,10.2,,,,,,,,,2026-03-20,56000
BTC260116P00030000,0.5676,-0.1103,0.022,-0.0074,-0.0137,0.0285,0.8,0.8,0.66,3.0,0.66,2025-11-19T05:00:00Z,5.0,0.744,0.88,114,B,0.13,869,X, ,2025-11-20T19:45:48.20609436Z,I,0.73,3.0,2025-11-19T19:36:21.145003201Z,I,0.8,0.8,0.8,1.0,0.8,2025-11-19T19:36:00Z,3.0,0.8,0.47,0.47,0.47,1.0,0.47,2025-11-18T05:00:00Z,3.0,0.47,2026-01-16,30000
BTC260320C00051000,0.5816,0.2558,0.0252,0.0267,-0.018,0.0706,1.73,1.73,1.73,1.0,1.73,2025-11-20T05:00:00Z,2.0,1.73,2.12,552,A,1.23,31,P,A,2025-11-20T19:50:20.766800333Z,a,1.73,2.0,2025-11-20T14:49:14.561376704Z,X,1.73,1.73,1.73,1.0,1.73,2025-11-20T14:49:00Z,2.0,1.73,2.0,2.0,2.0,1.0,2.0,2025-11-17T05:00:00Z,2.0,2.0,2026-03-20,51000
BTC260320P00080000,0.9461,-0.8565,0.0109,-0.2457,-0.0117,0.0497,,,,,,,,,43.08,20,B,40.82,20,B,A,2025-11-20T19:50:34.57464326Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,80000
BTC280121P00025000,0.526,-0.1517,0.0079,-0.2018,-0.0036,0.1324,3.58,3.58,3.58,2.0,3.58,2025-11-20T05:00:00Z,5.0,3.58,4.96,20,U,2.029,27,P, ,2025-11-20T19:37:04.342199535Z,g,3.58,3.0,2025-11-20T18:17:42.554245911Z,C,3.58,3.58,3.58,2.0,3.58,2025-11-20T18:17:00Z,5.0,3.58,4.0,4.0,3.62,2.0,3.62,2025-11-19T05:00:00Z,2.0,3.81,2028-01-21,25000
BTC251219C00051000,0.5657,0.0444,0.0154,0.0013,-0.01,0.0101,0.2,0.25,0.2,4.0,0.25,2025-11-18T05:00:00Z,14.0,0.205714,0.18,32,P,0.03,44,E, ,2025-11-20T19:37:04.342410311Z,I,0.2,3.0,2025-11-18T15:34:25.478595968Z,S,0.2,0.2,0.2,1.0,0.2,2025-11-18T15:34:00Z,3.0,0.2,0.25,0.35,0.25,5.0,0.35,2025-11-17T05:00:00Z,8.0,0.29375,2025-12-19,51000
BTC260320P00057000,0.4623,-0.907,0.0164,-0.1746,-0.0014,0.0365,,,,,,,,,19.46,16,E,17.36,31,B,A,2025-11-20T19:50:08.141216768Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,57000
BTC251121C00035000,,,,,,,4.33,4.41,4.33,2.0,4.41,2025-11-19T05:00:00Z,2.0,4.37,4.77,379,C,3.07,39,N,A,2025-11-20T19:50:43.219962252Z,a,4.33,1.0,2025-11-19T20:16:20.096328393Z,B,4.33,4.33,4.33,1.0,4.33,2025-11-19T20:16:00Z,1.0,4.33,6.33,6.33,5.5,8.0,5.5,2025-11-18T05:00:00Z,21.0,5.809524,2025-11-21,35000
BTC260116P00062000,0.6799,-0.9493,0.0101,-0.0935,-0.003,0.0158,,,,,,,,,24.54,22,Z,22.56,20,B,A,2025-11-20T19:45:48.206400031Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,62000
BTC270115C00034000,0.5777,0.7142,0.0143,0.1801,-0.0111,0.1397,24.9,24.9,24.9,1.0,24.9,2025-10-03T04:00:00Z,1.0,24.9,12.86,13,S,10.57,12,E,A,2025-11-20T19:45:48.206913835Z,I,24.9,1.0,2025-10-03T17:19:30.58047415Z,Z,24.9,24.9,24.9,1.0,24.9,2025-10-03T17:19:00Z,1.0,24.9,24.5,24.5,24.5,1.0,24.5,2025-10-02T04:00:00Z,1.0,24.5,2027-01-15,34000
BTC270115P00042000,0.521,-0.4264,0.0183,-0.3005,-0.0075,0.1612,7.2,7.25,7.18,6.0,7.25,2025-10-21T04:00:00Z,76.0,7.191711,11.82,13,E,7.65,13,A,A,2025-11-20T19:50:34.705514034Z,f,7.2,5.0,2025-10-21T17:18:17.629279339Z,I,7.2,7.2,7.18,4.0,7.2,2025-10-21T17:18:00Z,40.0,7.183,8.23,8.23,8.23,1.0,8.23,2025-10-17T04:00:00Z,5.0,8.23,2027-01-15,42000
BTC270115P00052000,0.4964,-0.5921,0.019,-0.4484,-0.0057,0.1596,12.6,12.65,12.58,6.0,12.65,2025-10-21T04:00:00Z,76.0,12.591711,18.13,34,C,14.29,31,A,A,2025-11-20T19:50:12.979031915Z,f,12.6,5.0,2025-10-21T17:18:17.629284228Z,I,12.6,12.6,12.58,4.0,12.6,2025-10-21T17:18:00Z,40.0,12.583,13.73,13.73,13.73,1.0,13.73,2025-10-17T04:00:00Z,5.0,13.73,2027-01-15,52000
BTC260618C00042000,0.5946,0.5267,0.0231,0.0829,-0.0178,0.1155,7.6,7.6,7.6,1.0,7.6,2025-11-14T05:00:00Z,2.0,7.6,6.76,699,X,4.74,55,N,A,2025-11-20T19:50:40.194504124Z,I,7.6,2.0,2025-11-14T16:23:05.644598633Z,I,7.6,7.6,7.6,1.0,7.6,2025-11-14T16:23:00Z,2.0,7.6,,,,,,,,,2026-06-18,42000
BTC251219C00028000,1.1771,0.868,0.0168,0.0174,-0.0492,0.0231,,,,,,,,,12.24,443,A,10.44,12,U,A,2025-11-20T19:49:57.265540882Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,28000
BTC260320C00080000,,,,,,,0.45,0.45,0.45,1.0,0.45,2025-11-12T05:00:00Z,1.0,0.45,0.77,334,A,0.0,0,?,A,2025-11-20T19:45:48.222649122Z,I,0.45,1.0,2025-11-12T19:33:01.304964037Z,I,0.45,0.45,0.45,1.0,0.45,2025-11-12T19:33:00Z,1.0,0.45,0.6,0.6,0.6,1.0,0.6,2025-11-05T05:00:00Z,30.0,0.6,2026-03-20,80000
BTC260116P00045000,0.4979,-0.7561,0.0416,-0.0568,-0.0168,0.0474,5.8,5.8,5.8,1.0,5.8,2025-11-20T05:00:00Z,1.0,5.8,8.02,76,X,6.87,442,A,A,2025-11-20T19:50:43.365114833Z,a,5.8,1.0,2025-11-20T14:30:00.678978407Z,M,5.8,5.8,5.8,1.0,5.8,2025-11-20T14:30:00Z,1.0,5.8,6.57,6.57,6.0,2.0,6.0,2025-11-19T05:00:00Z,7.0,6.407143,2026-01-16,45000
