symbol,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price
BTC280121C00058000,0.5501,0.504,0.0126,0.2469,-0.0091,0.2302,17.2,17.2,17.2,1.0,17.2,2025-10-03T04:00:00Z,6.0,17.2,10.66,27,A,6.02,56,A,A,2025-12-02T14:50:49.827251378Z,n,17.2,6.0,2025-10-03T16:39:31.795129468Z,I,17.2,17.2,17.2,1.0,17.2,2025-10-03T16:39:00Z,6.0,17.2,13.0,13.0,13.0,1.0,13.0,2025-09-23T04:00:00Z,6.0,13.0,2028-01-21,58000
BTC270115P00080000,0.6684,-0.7225,0.012,-0.7787,-0.0049,0.14,32.91,32.91,32.91,1.0,32.91,2025-11-05T05:00:00Z,1.0,32.91,43.05,14,A,38.91,12,T, ,2025-12-02T14:45:41.065646067Z,I,32.91,1.0,2025-11-05T20:59:57.402927973Z,Q,32.91,32.91,32.91,1.0,32.91,2025-11-05T20:59:00Z,1.0,32.91,32.6,32.6,32.6,1.0,32.6,2025-10-20T04:00:00Z,10.0,32.6,2027-01-15,80000
BTC280121C00048000,0.5606,0.6011,0.0119,0.2741,-0.0092,0.2227,17.8,17.8,17.8,1.0,17.8,2025-10-14T04:00:00Z,10.0,17.8,12.42,22,A,9.37,12,T,A,2025-12-02T14:50:59.595951594Z,I,17.8,10.0,2025-10-14T13:30:00.390839788Z,I,17.8,17.8,17.8,1.0,17.8,2025-10-14T13:30:00Z,10.0,17.8,18.0,18.0,17.6,9.0,17.6,2025-09-19T04:00:00Z,36.0,17.904167,2028-01-21,48000
BTC270115P00028000,0.5445,-0.1709,0.0112,-0.1069,-0.0062,0.1061,,,,,,,,,4.32,28,A,1.27,26,A,A,2025-12-02T14:49:55.980529441Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,28000
BTC260320P00064000,0.7187,-0.8444,0.0155,-0.1723,-0.0111,0.0513,,,,,,,,,26.74,28,B,23.04,28,B,A,2025-12-02T14:35:06.6201395Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,64000
BTC251219P00025000,,,,,,,0.05,0.05,0.05,1.0,0.05,2025-11-17T05:00:00Z,1.0,0.05,0.73,356,A,0.0,0,?,A,2025-12-02T14:48:02.586541845Z,a,0.05,1.0,2025-11-17T20:30:17.394379037Z,X,0.05,0.05,0.05,1.0,0.05,2025-11-17T20:30:00Z,1.0,0.05,0.49,0.49,0.49,1.0,0.49,2025-06-10T04:00:00Z,10.0,0.49,2025-12-19,25000
BTC251219P00035000,0.5667,-0.145,0.0472,-0.0028,-0.0317,0.0194,0.41,0.41,0.41,1.0,0.41,2025-12-02T05:00:00Z,5.0,0.41,0.63,66,X,0.13,156,A,A,2025-12-02T14:50:58.117595884Z,I,0.85,2.0,2025-12-01T20:27:00.271443729Z,Z,0.41,0.41,0.41,1.0,0.41,2025-12-02T14:36:00Z,5.0,0.41,0.85,1.0,0.8,12.0,0.85,2025-12-01T05:00:00Z,18.0,0.871667,2025-12-19,35000
BTC260618P00047000,0.4819,-0.6021,0.0275,-0.1825,-0.0103,0.1122,8.98,8.98,8.98,1.0,8.98,2025-11-14T05:00:00Z,5.0,8.98,11.12,316,A,8.65,402,A,A,2025-12-02T14:50:53.478795567Z,g,8.98,5.0,2025-11-14T19:06:10.698141855Z,C,8.98,8.98,8.98,1.0,8.98,2025-11-14T19:06:00Z,5.0,8.98,,,,,,,,,2026-06-18,47000
BTC280121P00070000,0.5564,-0.5839,0.0122,-1.1822,-0.0031,0.2251,,,,,,,,,33.72,9,U,30.83,8,U, ,2025-12-02T14:35:06.629080888Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,70000
BTC260618P00046000,0.474,-0.5821,0.0283,-0.1739,-0.0104,0.1135,,,,,,,,,10.38,317,A,7.8,453,A,A,2025-12-02T14:51:02.483542067Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,46000
BTC260116P00055000,0.6896,-0.8906,0.0196,-0.0627,-0.0145,0.0259,9.55,9.55,9.55,1.0,9.55,2025-11-11T05:00:00Z,1.0,9.55,16.7,36,C,14.76,38,A,A,2025-12-02T14:45:41.065394074Z,g,9.55,1.0,2025-11-11T15:15:08.542991866Z,C,9.55,9.55,9.55,1.0,9.55,2025-11-11T15:15:00Z,1.0,9.55,7.8,8.0,7.8,3.0,8.0,2025-10-31T04:00:00Z,12.0,7.833333,2026-01-16,55000
BTC260320C00040000,0.4919,0.5498,0.0375,0.0519,-0.0212,0.085,3.52,5.0,3.3,18.0,5.0,2025-12-01T05:00:00Z,55.0,3.500182,4.48,11,P,3.84,314,A,A,2025-12-02T14:50:50.620440168Z,a,3.52,3.0,2025-12-01T20:16:47.691886875Z,A,3.52,3.52,3.52,1.0,3.52,2025-12-01T20:16:00Z,3.0,3.52,4.8,5.4,4.8,22.0,5.4,2025-11-28T05:00:00Z,125.0,5.09848,2026-03-20,40000
BTC260618C00044000,0.4747,0.4684,0.0288,0.0782,-0.0153,0.1156,4.94,4.99,4.9,4.0,4.99,2025-11-26T05:00:00Z,12.0,4.954167,5.13,574,A,3.03,826,A,A,2025-12-02T14:51:08.026375225Z,a,4.94,5.0,2025-11-26T18:18:14.134177665Z,J,4.94,4.94,4.94,1.0,4.94,2025-11-26T18:18:00Z,5.0,4.94,4.8,4.8,4.7,4.0,4.8,2025-11-24T05:00:00Z,5.0,4.78,2026-06-18,44000
BTC280121C00062000,0.5417,0.4656,0.0127,0.2347,-0.0089,0.2293,8.0,8.0,8.0,1.0,8.0,2025-11-25T05:00:00Z,10.0,8.0,9.04,26,A,5.75,29,A,A,2025-12-02T14:50:50.810561114Z,I,8.0,10.0,2025-11-25T14:35:18.669762407Z,T,8.0,8.0,8.0,1.0,8.0,2025-11-25T14:35:00Z,10.0,8.0,,,,,,,,,2028-01-21,62000
BTC251219C00080000,,,,,,,0.04,0.04,0.04,1.0,0.04,2025-11-26T05:00:00Z,200.0,0.04,0.07,5,U,0.0,0,?, ,2025-12-02T14:32:51.850864746Z,a,0.04,200.0,2025-11-26T19:19:00.132373458Z,X,0.04,0.04,0.04,1.0,0.04,2025-11-26T19:19:00Z,200.0,0.04,0.55,0.55,0.55,14.0,0.55,2025-11-03T05:00:00Z,14.0,0.55,2025-12-19,80000
BTC270115P00033000,0.5393,-0.2526,0.0142,-0.1644,-0.0074,0.1335,4.14,4.14,4.14,1.0,4.14,2025-11-28T05:00:00Z,1.0,4.14,6.28,79,A,3.12,31,A,A,2025-12-02T14:50:31.069319798Z,f,4.14,1.0,2025-11-28T14:30:01.677166618Z,C,4.14,4.14,4.14,1.0,4.14,2025-11-28T14:30:00Z,1.0,4.14,,,,,,,,,2027-01-15,33000
BTC260618P00060000,0.627,-0.7367,0.0179,-0.2754,-0.0099,0.0949,22.15,22.15,22.15,2.0,22.15,2025-12-01T05:00:00Z,2.0,22.15,23.09,61,C,20.31,70,C,A,2025-12-02T14:51:07.270199565Z,n,22.15,1.0,2025-12-01T14:40:58.104070203Z,C,22.15,22.15,22.15,2.0,22.15,2025-12-01T14:40:00Z,2.0,22.15,21.3,21.3,21.3,1.0,21.3,2025-11-19T05:00:00Z,2.0,21.3,2026-06-18,60000
BTC251219C00043000,0.5,0.2347,0.0721,0.0041,-0.0394,0.0262,0.35,0.35,0.25,9.0,0.28,2025-12-01T05:00:00Z,38.0,0.295,0.68,165,X,0.43,20,P, ,2025-12-02T14:49:49.588686988Z,I,0.35,2.0,2025-12-01T20:46:27.624463785Z,A,0.35,0.35,0.35,1.0,0.35,2025-12-01T20:46:00Z,2.0,0.35,0.73,1.0,0.73,12.0,0.95,2025-11-28T05:00:00Z,71.0,0.856338,2025-12-19,43000
BTC260116C00069000,,,,,,,0.2,0.2,0.2,1.0,0.2,2025-11-21T05:00:00Z,6.0,0.2,0.73,627,A,0.0,0,?,A,2025-12-02T14:48:02.58578274Z,I,0.2,6.0,2025-11-21T14:58:59.139068478Z,D,0.2,0.2,0.2,1.0,0.2,2025-11-21T14:58:00Z,6.0,0.2,1.0,1.0,1.0,1.0,1.0,2025-09-29T04:00:00Z,6.0,1.0,2026-01-16,69000
BTC270115P00039000,0.5238,-0.3563,0.017,-0.2413,-0.0079,0.1557,7.26,7.26,7.26,1.0,7.26,2025-11-28T05:00:00Z,1.0,7.26,9.07,28,A,5.87,37,A,A,2025-12-02T14:50:34.078530794Z,a,7.26,1.0,2025-11-28T16:42:20.337361035Z,X,7.26,7.26,7.26,1.0,7.26,2025-11-28T16:42:00Z,1.0,7.26,6.13,6.13,5.5,2.0,5.5,2025-11-04T05:00:00Z,2.0,5.815,2027-01-15,39000
BTC260116C00038000,0.4894,0.6308,0.0556,0.0263,-0.0307,0.0523,3.6,3.6,3.6,1.0,3.6,2025-12-02T05:00:00Z,1.0,3.6,4.15,575,A,2.95,617,A,A,2025-12-02T14:50:57.482183187Z,a,3.6,1.0,2025-12-02T14:32:33.494367729Z,X,3.6,3.6,3.6,1.0,3.6,2025-12-02T14:32:00Z,1.0,3.6,2.77,2.81,2.59,7.0,2.66,2025-12-01T05:00:00Z,45.0,2.738,2026-01-16,38000
BTC251219P00065000,,,,,,,15.22,15.22,15.22,1.0,15.22,2025-09-23T04:00:00Z,1.0,15.22,27.28,35,Z,24.28,39,U, ,2025-12-02T14:48:10.35389446Z,n,15.31,1.0,2025-09-23T13:30:01.650949672Z,C,15.22,15.22,15.22,1.0,15.22,2025-09-23T13:30:00Z,1.0,15.22,,,,,,,,,2025-12-19,65000
BTC260618P00052000,0.525,-0.6802,0.0234,-0.2223,-0.0097,0.1039,,,,,,,,,15.34,72,X,12.91,425,C,A,2025-12-02T14:50:19.236906013Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,52000
BTC260320P00072000,0.8014,-0.8719,0.0122,-0.1985,-0.0098,0.0449,,,,,,,,,34.44,23,Z,30.88,22,Z, ,2025-12-02T14:49:53.362906822Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,72000
BTC270115C00054000,0.5264,0.415,0.0177,0.1281,-0.0116,0.1629,5.8,5.91,5.8,2.0,5.91,2025-11-19T05:00:00Z,2.0,5.855,6.33,197,A,3.56,119,A,A,2025-12-02T14:50:56.272055083Z,g,5.8,1.0,2025-11-19T20:21:49.282732672Z,C,5.8,5.8,5.8,1.0,5.8,2025-11-19T20:21:00Z,1.0,5.8,11.6,11.6,11.6,1.0,11.6,2025-10-13T04:00:00Z,1.0,11.6,2027-01-15,54000
BTC270115C00059000,0.5315,0.3576,0.0168,0.1125,-0.0111,0.1559,,,,,,,,,5.52,123,A,2.63,52,A,A,2025-12-02T14:50:11.922159993Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,59000
BTC260116P00052000,0.5846,-0.8884,0.0235,-0.0589,-0.0121,0.0263,4.2,4.2,4.16,2.0,4.16,2025-10-10T04:00:00Z,4.0,4.18,13.91,34,U,11.47,36,U,A,2025-12-02T14:40:24.205439846Z,f,4.2,2.0,2025-10-10T15:00:28.90419854Z,I,4.2,4.2,4.16,2.0,4.16,2025-10-10T15:00:00Z,4.0,4.18,4.3,4.3,4.3,4.0,4.3,2025-10-09T04:00:00Z,6.0,4.3,2026-01-16,52000
BTC270115C00020000,0.705,0.9092,0.0056,0.1557,-0.0072,0.0683,21.1,21.1,20.8,3.0,20.9,2025-11-25T05:00:00Z,11.0,20.845455,23.81,39,A,20.16,9,P,A,2025-12-02T14:50:24.896945929Z,I,21.1,1.0,2025-11-25T20:24:49.952409784Z,H,21.1,21.1,21.1,1.0,21.1,2025-11-25T20:24:00Z,1.0,21.1,20.2,20.4,20.2,13.0,20.2,2025-11-21T05:00:00Z,30.0,20.276667,2027-01-15,20000
BTC270115C00062000,0.5383,0.33,0.0161,0.1045,-0.0108,0.1513,10.25,10.25,10.25,1.0,10.25,2025-10-10T04:00:00Z,3.0,10.25,5.19,96,A,2.21,55,A,A,2025-12-02T14:50:59.940814098Z,a,10.25,3.0,2025-10-10T15:36:45.213356294Z,X,10.25,10.25,10.25,1.0,10.25,2025-10-10T15:36:00Z,3.0,10.25,11.6,11.6,11.6,1.0,11.6,2025-10-06T04:00:00Z,3.0,11.6,2027-01-15,62000
BTC280121C00054000,0.5499,0.5393,0.0125,0.2587,-0.0092,0.2291,14.0,14.0,14.0,1.0,14.0,2025-10-16T04:00:00Z,8.0,14.0,10.98,27,A,7.38,28,A,A,2025-12-02T14:51:07.815833077Z,e,14.0,8.0,2025-10-16T19:54:12.418494959Z,B,14.0,14.0,14.0,1.0,14.0,2025-10-16T19:54:00Z,8.0,14.0,18.9,18.9,18.9,2.0,18.9,2025-10-09T04:00:00Z,10.0,18.9,2028-01-21,54000
BTC251219C00071000,,,,,,,0.5,0.5,0.5,1.0,0.5,2025-09-10T04:00:00Z,1.0,0.5,0.77,404,A,0.0,0,?,A,2025-12-02T14:48:02.586838029Z,a,0.5,1.0,2025-09-10T15:17:47.267368906Z,X,0.5,0.5,0.5,1.0,0.5,2025-09-10T15:17:00Z,1.0,0.5,,,,,,,,,2025-12-19,71000
BTC260116C00063000,,,,,,,0.48,0.48,0.48,1.0,0.48,2025-11-20T05:00:00Z,1.0,0.48,0.73,424,A,0.0,0,?,A,2025-12-02T14:48:02.58486052Z,f,0.48,1.0,2025-11-20T16:05:49.455703118Z,I,0.48,0.48,0.48,1.0,0.48,2025-11-20T16:05:00Z,1.0,0.48,0.64,0.64,0.64,1.0,0.64,2025-11-05T05:00:00Z,1.0,0.64,2026-01-16,63000
BTC270115C00069000,0.5462,0.2708,0.0145,0.0873,-0.01,0.1383,,,,,,,,,4.37,135,A,1.43,65,A,A,2025-12-02T14:51:07.709850444Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,69000
BTC251219C00027000,,,,,,,,,,,,,,,13.58,417,A,11.17,137,A,A,2025-12-02T14:51:07.837008561Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,27000
BTC270115P00037000,0.5314,-0.3211,0.0161,-0.215,-0.0079,0.1496,6.93,6.93,6.93,1.0,6.93,2025-11-21T05:00:00Z,1.0,6.93,8.2,23,A,4.83,31,A,A,2025-12-02T14:50:45.156302605Z,g,6.93,1.0,2025-11-21T16:24:53.941256689Z,A,6.93,6.93,6.93,1.0,6.93,2025-11-21T16:24:00Z,1.0,6.93,6.0,6.0,6.0,1.0,6.0,2025-11-17T05:00:00Z,1.0,6.0,2027-01-15,37000
BTC270115P00055000,0.5196,-0.6019,0.0178,-0.4688,-0.0063,0.1612,19.0,19.0,19.0,1.0,19.0,2025-12-01T05:00:00Z,2.0,19.0,19.74,25,A,16.42,57,A,A,2025-12-02T14:50:48.212445562Z,I,19.09,2.0,2025-12-01T15:04:53.416889236Z,P,19.0,19.0,19.0,1.0,19.0,2025-12-01T15:04:00Z,2.0,19.0,18.5,18.5,18.5,2.0,18.5,2025-11-26T05:00:00Z,2.0,18.5,2027-01-15,55000
BTC260116P00067000,,,,,,,,,,,,,,,29.01,10,N,26.4,20,Z,A,2025-12-02T14:48:52.294986047Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,67000
BTC280121P00065000,0.5622,-0.5443,0.0122,-1.0682,-0.0038,0.2288,,,,,,,,,30.12,12,T,26.89,8,S,A,2025-12-02T14:49:17.88326979Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,65000
BTC270115C00071000,0.5497,0.2572,0.014,0.0832,-0.0098,0.1348,6.7,6.7,6.7,1.0,6.7,2025-10-14T04:00:00Z,1.0,6.7,4.18,115,A,1.28,65,A,A,2025-12-02T14:50:50.545709554Z,I,6.7,1.0,2025-10-14T13:30:16.322621923Z,C,6.7,6.7,6.7,1.0,6.7,2025-10-14T13:30:00Z,1.0,6.7,,,,,,,,,2027-01-15,71000
BTC260116P00065000,0.932,-0.9109,0.0125,-0.076,-0.0167,0.0223,15.0,15.0,15.0,1.0,15.0,2025-07-11T04:00:00Z,9.0,15.0,27.75,23,Z,23.64,20,B, ,2025-12-02T14:50:17.843603328Z,I,15.0,9.0,2025-07-11T14:59:07.066672086Z,I,15.0,15.0,15.0,1.0,15.0,2025-07-11T14:59:00Z,9.0,15.0,17.98,17.98,17.93,4.0,17.93,2025-07-07T04:00:00Z,9.0,17.974444,2026-01-16,65000
BTC260116C00061000,,,,,,,0.15,0.15,0.15,1.0,0.15,2025-11-19T05:00:00Z,5.0,0.15,0.73,423,A,0.0,0,?,A,2025-12-02T14:48:02.584915438Z,I,0.15,5.0,2025-11-19T14:49:37.005168862Z,U,0.15,0.15,0.15,1.0,0.15,2025-11-19T14:49:00Z,5.0,0.15,0.57,0.57,0.57,2.0,0.57,2025-11-12T05:00:00Z,91.0,0.57,2026-01-16,61000
BTC270115C00043000,0.5409,0.5808,0.0173,0.1651,-0.0122,0.1632,10.7,10.7,10.7,1.0,10.7,2025-11-14T05:00:00Z,3.0,10.7,9.79,38,A,6.58,42,A,A,2025-12-02T14:50:12.237486962Z,I,10.7,3.0,2025-11-14T14:30:01.857150227Z,X,10.7,10.7,10.7,1.0,10.7,2025-11-14T14:30:00Z,3.0,10.7,11.8,11.9,11.8,2.0,11.9,2025-11-06T05:00:00Z,2.0,11.85,2027-01-15,43000
BTC251219P00048000,0.6785,-0.8945,0.0316,-0.0205,-0.0263,0.0155,7.5,7.5,7.5,1.0,7.5,2025-11-28T05:00:00Z,1.0,7.5,9.33,94,X,8.109,76,C,A,2025-12-02T14:49:49.415939981Z,a,7.5,1.0,2025-11-28T16:47:02.63985249Z,A,7.5,7.5,7.5,1.0,7.5,2025-11-28T16:47:00Z,1.0,7.5,10.0,10.0,10.0,1.0,10.0,2025-11-24T05:00:00Z,1.0,10.0,2025-12-19,48000
BTC260320P00053000,0.5645,-0.7794,0.0245,-0.1333,-0.012,0.0637,12.23,12.23,12.23,1.0,12.23,2025-11-17T05:00:00Z,1.0,12.23,15.29,41,B,13.27,41,B, ,2025-12-02T14:35:06.618591304Z,a,12.25,1.0,2025-11-17T14:56:09.52129998Z,J,12.23,12.23,12.23,1.0,12.23,2025-11-17T14:56:00Z,1.0,12.23,,,,,,,,,2026-03-20,53000
BTC270115P00035000,0.5352,-0.2866,0.0152,-0.1892,-0.0077,0.1422,5.44,5.8,5.44,2.0,5.8,2025-11-24T05:00:00Z,2.0,5.62,7.19,30,A,3.95,25,A,A,2025-12-02T14:50:35.952343925Z,g,5.44,1.0,2025-11-24T15:30:45.959479606Z,C,5.44,5.44,5.44,1.0,5.44,2025-11-24T15:30:00Z,1.0,5.44,4.9,4.9,4.9,1.0,4.9,2025-11-18T05:00:00Z,1.0,4.9,2027-01-15,35000
BTC260320C00046000,0.4942,0.3468,0.0348,0.0342,-0.0193,0.0793,1.95,2.52,1.95,2.0,2.52,2025-12-01T05:00:00Z,2.0,2.235,2.51,122,A,1.78,295,A,A,2025-12-02T14:50:40.62700348Z,g,1.95,1.0,2025-12-01T14:39:33.276496686Z,A,1.95,1.95,1.95,1.0,1.95,2025-12-01T14:39:00Z,1.0,1.95,2.2,2.2,2.1,3.0,2.1,2025-11-24T05:00:00Z,3.0,2.133333,2026-03-20,46000
BTC260116C00056000,,,,,,,0.24,0.24,0.24,1.0,0.24,2025-11-24T05:00:00Z,1.0,0.24,0.77,688,A,0.0,0,?,A,2025-12-02T14:50:43.592384645Z,a,0.23,1.0,2025-11-24T15:33:51.144281535Z,J,0.24,0.24,0.24,1.0,0.24,2025-11-24T15:33:00Z,1.0,0.24,0.75,0.75,0.75,1.0,0.75,2025-11-21T05:00:00Z,5.0,0.75,2026-01-16,56000
BTC260116P00030000,0.6619,-0.094,0.0183,-0.0051,-0.0166,0.0232,0.6,0.65,0.6,3.0,0.65,2025-12-01T05:00:00Z,7.0,0.642857,0.82,269,A,0.07,136,A,A,2025-12-02T14:50:35.87398134Z,a,0.6,1.0,2025-12-01T19:47:18.614369784Z,X,0.6,0.6,0.6,1.0,0.6,2025-12-01T19:47:00Z,1.0,0.6,0.45,0.59,0.45,2.0,0.59,2025-11-24T05:00:00Z,11.0,0.577273,2026-01-16,30000
BTC251219C00059000,,,,,,,0.05,0.05,0.05,2.0,0.05,2025-11-25T05:00:00Z,5.0,0.05,0.77,403,A,0.0,0,?,A,2025-12-02T14:48:02.586527246Z,a,0.05,4.0,2025-11-25T20:41:52.841790698Z,C,0.05,0.05,0.05,2.0,0.05,2025-11-25T20:41:00Z,5.0,0.05,0.35,0.35,0.35,1.0,0.35,2025-11-19T05:00:00Z,1.0,0.35,2025-12-19,59000
BTC260618C00060000,0.5289,0.2034,0.0184,0.0356,-0.0116,0.0822,1.74,1.74,1.74,1.0,1.74,2025-11-25T05:00:00Z,1.0,1.74,1.83,76,A,1.12,274,A,A,2025-12-02T14:51:00.222944419Z,g,1.74,1.0,2025-11-25T14:42:18.974191003Z,C,1.74,1.74,1.74,1.0,1.74,2025-11-25T14:42:00Z,1.0,1.74,1.22,1.55,1.22,8.0,1.55,2025-11-24T05:00:00Z,52.0,1.235962,2026-06-18,60000
BTC251219C00066000,,,,,,,0.61,0.61,0.61,1.0,0.61,2025-10-23T04:00:00Z,1.0,0.61,0.73,410,A,0.0,0,?,A,2025-12-02T14:48:02.586838029Z,a,0.61,1.0,2025-10-23T13:54:17.848392176Z,I,0.61,0.61,0.61,1.0,0.61,2025-10-23T13:54:00Z,1.0,0.61,0.77,0.77,0.77,1.0,0.77,2025-10-14T04:00:00Z,1.0,0.77,2025-12-19,66000
BTC280121P00046000,0.5382,-0.3869,0.0123,-0.6337,-0.005,0.2209,,,,,,,,,16.19,5,C,12.58,21,A,A,2025-12-02T14:50:50.360533112Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,46000
BTC280121P00061000,0.5949,-0.4943,0.0116,-0.9772,-0.0047,0.2302,,,,,,,,,28.54,8,P,23.9,13,M, ,2025-12-02T14:49:17.66681886Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,61000
BTC270115P00032000,0.5342,-0.2352,0.0138,-0.1511,-0.0071,0.1285,,,,,,,,,5.74,34,A,2.66,27,A,A,2025-12-02T14:51:04.709661152Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,32000
BTC260618C00057000,0.5494,0.2556,0.0201,0.0437,-0.0138,0.0935,4.2,4.2,4.2,1.0,4.2,2025-11-05T05:00:00Z,2.0,4.2,3.54,506,A,0.52,561,A,A,2025-12-02T14:50:56.067088657Z,f,4.2,2.0,2025-11-05T16:00:11.00441389Z,J,4.2,4.2,4.2,1.0,4.2,2025-11-05T16:00:00Z,2.0,4.2,,,,,,,,,2026-06-18,57000
BTC280121P00052000,0.5745,-0.4307,0.0119,-0.7742,-0.0051,0.2267,13.55,13.55,13.55,1.0,13.55,2025-10-13T04:00:00Z,2.0,13.55,21.66,15,A,16.8,23,A,A,2025-12-02T14:50:54.455127354Z,f,13.55,2.0,2025-10-13T13:30:02.567099916Z,J,13.55,13.55,13.55,1.0,13.55,2025-10-13T13:30:00Z,2.0,13.55,13.0,13.2,12.98,9.0,13.07,2025-10-10T04:00:00Z,19.0,13.027368,2028-01-21,52000
BTC260116C00031000,0.5493,0.9151,0.0204,0.0335,-0.016,0.0215,8.3,8.3,8.3,1.0,8.3,2025-12-01T05:00:00Z,1.0,8.3,9.59,480,A,8.28,169,A,A,2025-12-02T14:51:04.864646811Z,I,8.24,1.0,2025-12-01T16:36:31.562640894Z,P,8.3,8.3,8.3,1.0,8.3,2025-12-01T16:36:00Z,1.0,8.3,9.6,9.6,9.6,1.0,9.6,2025-11-26T05:00:00Z,1.0,9.6,2026-01-16,31000
BTC260320C00067000,,,,,,,,,,,,,,,0.77,143,A,0.0,0,?,A,2025-12-02T14:50:55.986501765Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,67000
BTC280121C00055000,0.5527,0.5317,0.0125,0.2556,-0.0092,0.2294,13.6,13.6,13.6,1.0,13.6,2025-11-10T05:00:00Z,1.0,13.6,10.74,25,A,7.31,41,A,A,2025-12-02T14:50:43.95864158Z,a,13.6,1.0,2025-11-10T20:46:23.733356984Z,X,13.6,13.6,13.6,1.0,13.6,2025-11-10T20:46:00Z,1.0,13.6,12.0,12.0,12.0,1.0,12.0,2025-11-04T05:00:00Z,1.0,12.0,2028-01-21,55000
BTC260618P00050000,0.5395,-0.6355,0.024,-0.2052,-0.0111,0.1092,14.0,14.0,13.6,2.0,13.6,2025-12-01T05:00:00Z,2.0,13.8,14.15,651,X,11.32,664,X, ,2025-12-02T14:35:06.617484114Z,I,13.75,1.0,2025-12-01T20:12:55.358175613Z,T,14.0,14.0,14.0,1.0,14.0,2025-12-01T20:12:00Z,1.0,14.0,8.32,8.32,8.32,1.0,8.32,2025-11-03T05:00:00Z,1.0,8.32,2026-06-18,50000
BTC270115C00042000,0.5501,0.5989,0.0168,0.1676,-0.0123,0.1615,8.9,8.95,8.9,2.0,8.95,2025-11-19T05:00:00Z,2.0,8.925,10.29,37,A,7.08,40,A,A,2025-12-02T14:50:42.431529734Z,I,8.9,1.0,2025-11-19T20:46:17.725752909Z,P,8.9,8.9,8.9,1.0,8.9,2025-11-19T20:46:00Z,1.0,8.9,10.2,10.2,9.84,2.0,9.84,2025-11-18T05:00:00Z,3.0,10.08,2027-01-15,42000
BTC260116C00068000,,,,,,,,,,,,,,,0.73,425,A,0.0,0,?,A,2025-12-02T14:48:02.585727048Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,68000
BTC260116P00043000,0.5141,-0.64,0.0525,-0.0372,-0.0265,0.0518,,,,,,,,,5.57,489,A,4.26,259,X,A,2025-12-02T14:50:58.732134506Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,43000
BTC251219P00058000,,,,,,,,,,,,,,,19.76,32,Z,17.35,35,U,A,2025-12-02T14:48:02.584172932Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,58000
BTC251219C00058000,,,,,,,0.21,0.21,0.21,1.0,0.21,2025-11-21T05:00:00Z,1.0,0.21,0.08,2,X,0.0,0,?, ,2025-12-02T14:30:01.531635518Z,g,0.21,1.0,2025-11-21T15:40:50.275591073Z,C,0.21,0.21,0.21,1.0,0.21,2025-11-21T15:40:00Z,1.0,0.21,0.12,0.12,0.12,1.0,0.12,2025-11-14T05:00:00Z,1.0,0.12,2025-12-19,58000
BTC260116C00065000,0.7982,0.0523,0.0097,0.0023,-0.0133,0.0148,0.13,0.13,0.13,1.0,0.13,2025-11-25T05:00:00Z,1.0,0.13,0.37,9,S,0.07,29,U,O,2025-12-02T14:41:22.50858193Z,a,0.13,1.0,2025-11-25T16:07:50.644355507Z,X,0.13,0.13,0.13,1.0,0.13,2025-11-25T16:07:00Z,1.0,0.13,0.17,0.17,0.17,2.0,0.17,2025-11-24T05:00:00Z,74.0,0.17,2026-01-16,65000
BTC251219P00074000,,,,,,,,,,,,,,,36.14,28,U,32.91,36,A,A,2025-12-02T14:50:50.911877797Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,74000
