symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC270115P00041000,7.4,7.4,7.4,1.0,7.4,2025-11-14T05:00:00Z,3.0,7.4,9.38,13,E,7.06,16,A,A,2025-11-20T20:00:37.986626093Z,g,7.4,3.0,2025-11-14T20:39:49.167187908Z,C,7.4,7.4,7.4,1.0,7.4,2025-11-14T20:39:00Z,3.0,7.4,6.8,6.8,6.8,1.0,6.8,2025-11-12T05:00:00Z,5.0,6.8,2027-01-15,41000,0.4673,-0.4211,0.0203,-0.2812,-0.0066,0.1612
BTC260116C00062000,1.26,1.26,1.26,1.0,1.26,2025-10-20T04:00:00Z,1.0,1.26,0.77,721,A,0.0,0,?,A,2025-11-20T19:45:48.226974721Z,g,1.26,1.0,2025-10-20T18:48:42.523441326Z,C,1.26,1.26,1.26,1.0,1.26,2025-10-20T18:48:00Z,1.0,1.26,1.5,1.5,1.5,1.0,1.5,2025-10-16T04:00:00Z,1.0,1.5,2026-01-16,62000,,,,,,
BTC280121P00046000,,,,,,,,,16.05,26,P,13.18,18,A, ,2025-11-20T19:37:04.343238217Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,46000,0.5274,-0.4024,0.013,-0.6521,-0.0046,0.2187
BTC260116C00040000,2.65,4.0,2.65,9.0,3.7,2025-11-20T05:00:00Z,74.0,3.267568,3.15,336,X,2.42,54,A,A,2025-11-20T20:00:28.816094104Z,I,2.65,5.0,2025-11-20T18:33:14.667531966Z,I,2.65,2.65,2.65,1.0,2.65,2025-11-20T18:33:00Z,5.0,2.65,3.5,4.3,3.1,24.0,4.3,2025-11-19T05:00:00Z,99.0,3.282121,2026-01-16,40000,0.5587,0.4799,0.047,0.0244,-0.0313,0.0604
BTC260320P00057000,,,,,,,,,19.28,15,E,17.63,31,B,A,2025-11-20T20:00:27.875960683Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,57000,0.4964,-0.8857,0.0177,-0.1724,-0.0033,0.0425
BTC251219P00037000,1.4,1.45,1.4,3.0,1.45,2025-11-19T05:00:00Z,21.0,1.402381,1.87,159,C,1.63,24,C,A,2025-11-20T20:00:35.487610211Z,I,1.4,10.0,2025-11-19T19:52:04.629892359Z,A,1.4,1.4,1.4,1.0,1.4,2025-11-19T19:52:00Z,10.0,1.4,1.0,1.0,1.0,1.0,1.0,2025-11-18T05:00:00Z,1.0,1.0,2025-12-19,37000,0.5728,-0.3724,0.0611,-0.0127,-0.0387,0.0409
BTC251121C00065000,0.28,0.42,0.25,5.0,0.27,2025-10-21T04:00:00Z,8.0,0.30125,0.73,512,X,0.0,0,?, ,2025-11-20T19:45:48.206215759Z,a,0.28,4.0,2025-10-21T18:32:01.216032851Z,M,0.28,0.28,0.28,1.0,0.28,2025-10-21T18:32:00Z,4.0,0.28,0.25,0.25,0.25,1.0,0.25,2025-10-16T04:00:00Z,5.0,0.25,2025-11-21,65000,,,,,,
BTC251121P00049000,7.1,7.1,7.1,1.0,7.1,2025-11-17T05:00:00Z,1.0,7.1,10.91,58,B,9.34,40,C,A,2025-11-20T20:00:34.694540218Z,j,7.1,1.0,2025-11-17T14:48:04.303575986Z,J,7.1,7.1,7.1,1.0,7.1,2025-11-17T14:48:00Z,1.0,7.1,6.65,6.65,6.65,1.0,6.65,2025-11-14T05:00:00Z,1.0,6.65,2025-11-21,49000,,,,,,
BTC260116P00058000,9.72,9.72,9.72,2.0,9.72,2025-09-08T04:00:00Z,3.0,9.72,20.05,39,C,17.94,26,C,A,2025-11-20T19:50:00.843476825Z,g,9.72,2.0,2025-09-08T15:06:24.005804194Z,C,9.72,9.72,9.72,2.0,9.72,2025-09-08T15:06:00Z,3.0,9.72,10.68,10.68,10.68,1.0,10.68,2025-09-04T04:00:00Z,3.0,10.68,2026-01-16,58000,,,,,,
BTC251219C00042000,1.05,1.35,1.05,9.0,1.05,2025-11-20T05:00:00Z,244.0,1.200041,1.08,149,C,1.02,154,P,A,2025-11-20T20:00:34.71320442Z,g,1.05,1.0,2025-11-20T19:37:09.09686652Z,C,1.05,1.05,1.05,1.0,1.05,2025-11-20T19:37:00Z,1.0,1.05,1.47,1.75,1.4,9.0,1.75,2025-11-19T05:00:00Z,28.0,1.499643,2025-12-19,42000,0.534,0.307,0.0608,0.0085,-0.0361,0.038
BTC251121C00050000,0.02,0.03,0.02,2.0,0.03,2025-11-20T05:00:00Z,15.0,0.023333,0.03,3,U,0.0,0,?,O,2025-11-20T17:22:54.788512155Z,a,0.02,10.0,2025-11-20T16:47:29.387107452Z,E,0.02,0.02,0.02,1.0,0.02,2025-11-20T16:47:00Z,10.0,0.02,0.05,0.05,0.05,1.0,0.05,2025-11-19T05:00:00Z,1.0,0.05,2025-11-21,50000,,,,,,
BTC251219C00028000,,,,,,,,,12.03,443,A,10.42,44,X,A,2025-11-20T19:58:59.80464218Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,28000,1.0856,0.8835,0.0167,0.018,-0.0421,0.0212
BTC280121P00054000,16.5,16.6,15.9,6.0,15.9,2025-10-31T04:00:00Z,6.0,16.15,23.18,11,E,18.28,14,S,A,2025-11-20T19:59:38.517679601Z,I,16.5,1.0,2025-10-31T14:46:58.343014302Z,I,16.5,16.6,15.9,6.0,15.9,2025-10-31T14:46:00Z,6.0,16.15,14.55,14.55,14.55,1.0,14.55,2025-10-10T04:00:00Z,5.0,14.55,2028-01-21,54000,0.5552,-0.4686,0.0127,-0.84,-0.0044,0.2248
BTC260116C00073000,,,,,,,,,0.77,499,A,0.0,0,?, ,2025-11-20T19:45:48.206330622Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,73000,,,,,,
BTC251121P00051000,5.8,6.1,5.8,3.0,6.1,2025-11-07T05:00:00Z,7.0,5.842857,13.25,68,B,11.54,48,S, ,2025-11-20T20:00:34.800161612Z,I,5.8,1.0,2025-11-07T19:05:20.251610382Z,A,5.8,5.8,5.8,1.0,5.8,2025-11-07T19:05:00Z,1.0,5.8,6.9,6.9,5.49,2.0,5.49,2025-11-04T05:00:00Z,2.0,6.195,2025-11-21,51000,,,,,,
BTC260618P00040000,5.8,6.04,5.8,2.0,6.04,2025-11-19T05:00:00Z,11.0,5.821818,6.89,69,N,5.06,707,X,A,2025-11-20T20:00:07.762364851Z,I,5.8,10.0,2025-11-19T18:41:18.756856963Z,T,5.8,5.8,5.8,1.0,5.8,2025-11-19T18:41:00Z,10.0,5.8,5.15,5.15,5.12,2.0,5.12,2025-11-17T05:00:00Z,6.0,5.145,2026-06-18,40000,0.4781,-0.4499,0.0284,-0.1337,-0.0107,0.1152
BTC260618C00025000,16.5,16.5,16.5,2.0,16.5,2025-11-19T05:00:00Z,2.0,16.5,16.73,658,X,14.66,414,A,A,2025-11-20T20:00:36.888767343Z,I,16.5,1.0,2025-11-19T20:21:26.042065388Z,W,16.5,16.5,16.5,2.0,16.5,2025-11-19T20:21:00Z,2.0,16.5,,,,,,,,,2026-06-18,25000,0.7052,0.8662,0.0105,0.1009,-0.0123,0.0628
BTC251219C00025000,17.8,17.8,17.8,1.0,17.8,2025-11-14T05:00:00Z,3.0,17.8,15.03,440,A,12.88,61,A,A,2025-11-20T20:00:23.311800667Z,I,17.66,3.0,2025-11-14T18:10:40.748103503Z,U,17.8,17.8,17.8,1.0,17.8,2025-11-14T18:10:00Z,3.0,17.8,28.21,28.21,28.21,1.0,28.21,2025-07-30T04:00:00Z,1.0,28.21,2025-12-19,25000,,,,,,
BTC270115P00047000,,,,,,,,,13.97,14,E,10.85,13,E,A,2025-11-20T20:00:03.727278476Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,47000,0.4872,-0.5196,0.0198,-0.3731,-0.0064,0.1642
BTC251219C00075000,0.2,0.2,0.2,1.0,0.2,2025-11-13T05:00:00Z,1.0,0.2,0.73,450,A,0.0,0,?,A,2025-11-20T19:45:48.221583525Z,I,0.18,1.0,2025-11-13T18:52:10.333268615Z,P,0.2,0.2,0.2,1.0,0.2,2025-11-13T18:52:00Z,1.0,0.2,0.21,0.21,0.21,1.0,0.21,2025-10-30T04:00:00Z,5.0,0.21,2025-12-19,75000,,,,,,
BTC260320P00074000,,,,,,,,,36.74,21,C,34.82,14,Z,A,2025-11-20T19:59:58.397733518Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,74000,0.8462,-0.861,0.0119,-0.2263,-0.0099,0.0487
BTC280121C00059000,,,,,,,,,9.84,65,A,7.49,24,P,A,2025-11-20T20:00:34.719499544Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,59000,0.5919,0.5098,0.0119,0.2365,-0.0094,0.2254
BTC260618C00053000,3.64,3.64,3.64,1.0,3.64,2025-11-14T05:00:00Z,5.0,3.64,3.62,374,A,1.84,129,A,A,2025-11-20T20:00:05.884173162Z,g,3.64,5.0,2025-11-14T19:06:10.698141855Z,C,3.64,3.64,3.64,1.0,3.64,2025-11-14T19:06:00Z,5.0,3.64,,,,,,,,,2026-06-18,53000,0.5698,0.3151,0.0214,0.0539,-0.015,0.1034
BTC260116P00057000,11.0,11.0,10.9,2.0,10.9,2025-11-03T05:00:00Z,2.0,10.95,19.08,32,A,17.03,35,B,A,2025-11-20T19:56:49.102333037Z,I,11.0,1.0,2025-11-03T16:14:13.447833335Z,N,11.0,11.0,10.9,2.0,10.9,2025-11-03T16:14:00Z,2.0,10.95,,,,,,,,,2026-01-16,57000,,,,,,
BTC270115C00027000,,,,,,,,,18.18,36,A,14.52,12,E,A,2025-11-20T20:00:14.86312968Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,27000,0.6578,0.818,0.0097,0.1734,-0.0099,0.1089
BTC260116P00040000,3.5,3.5,3.5,1.0,3.5,2025-11-20T05:00:00Z,10.0,3.5,4.25,110,X,2.98,852,X, ,2025-11-20T20:00:07.726895802Z,I,3.5,10.0,2025-11-20T16:30:09.184546714Z,I,3.5,3.5,3.5,1.0,3.5,2025-11-20T16:30:00Z,10.0,3.5,3.44,3.65,3.2,3.0,3.2,2025-11-19T05:00:00Z,12.0,3.2575,2026-01-16,40000,0.4665,-0.5399,0.0561,-0.038,-0.022,0.0602
BTC260618C00055000,2.71,2.72,2.71,2.0,2.72,2025-11-19T05:00:00Z,3.0,2.716667,3.24,714,X,1.78,37,N,A,2025-11-20T20:00:42.980008156Z,f,2.71,1.0,2025-11-19T17:52:10.601146468Z,M,2.71,2.72,2.71,2.0,2.72,2025-11-19T17:52:00Z,3.0,2.716667,2.61,2.61,2.61,1.0,2.61,2025-11-17T05:00:00Z,3.0,2.61,2026-06-18,55000,0.581,0.2919,0.0203,0.05,-0.0147,0.0999
BTC260116P00052000,4.2,4.2,4.16,2.0,4.16,2025-10-10T04:00:00Z,4.0,4.18,14.44,34,X,12.3,35,B, ,2025-11-20T19:56:59.266301857Z,f,4.2,2.0,2025-10-10T15:00:28.90419854Z,I,4.2,4.2,4.16,2.0,4.16,2025-10-10T15:00:00Z,4.0,4.18,4.3,4.3,4.3,4.0,4.3,2025-10-09T04:00:00Z,6.0,4.3,2026-01-16,52000,0.3778,-0.9726,0.011,-0.0792,0.0023,0.0096
