symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC251219P00057000,,,,,,,,,17.09,35,A,14.71,41,S,A,2025-12-03T14:50:11.13930482Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,57000,0.9413,-0.9381,0.015,-0.0239,-0.0252,0.0105
BTC260320C00072000,,,,,,,,,0.73,301,A,0.0,0,?, ,2025-12-03T14:50:06.119435165Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,72000,,,,,,
BTC270115P00070000,20.97,20.97,20.97,1.0,20.97,2025-10-06T04:00:00Z,1.0,20.97,32.09,12,M,28.02,12,T, ,2025-12-03T14:50:06.144369256Z,g,20.97,1.0,2025-10-06T16:43:07.871746488Z,C,20.97,20.97,20.97,1.0,20.97,2025-10-06T16:43:00Z,1.0,20.97,22.1,22.1,22.1,1.0,22.1,2025-08-14T04:00:00Z,1.0,22.1,2027-01-15,70000,0.5876,-0.6847,0.0139,-0.6513,-0.0057,0.1548
BTC251219C00073000,0.35,0.35,0.34,2.0,0.34,2025-11-17T05:00:00Z,2.0,0.345,0.73,343,A,0.0,0,?, ,2025-12-03T14:50:06.119174035Z,f,0.35,1.0,2025-11-17T14:55:05.343820309Z,W,0.35,0.35,0.34,2.0,0.34,2025-11-17T14:55:00Z,2.0,0.345,0.3,0.3,0.3,1.0,0.3,2025-10-17T04:00:00Z,1.0,0.3,2025-12-19,73000,,,,,,
BTC280121P00025000,3.44,3.44,3.44,1.0,3.44,2025-12-02T05:00:00Z,1.0,3.44,5.06,29,A,1.93,53,A,A,2025-12-03T14:50:06.125207781Z,g,3.44,1.0,2025-12-02T18:22:07.802462684Z,A,3.44,3.44,3.44,1.0,3.44,2025-12-02T18:22:00Z,1.0,3.44,3.81,3.81,3.81,1.0,3.81,2025-12-01T05:00:00Z,1.0,3.81,2028-01-21,25000,0.5608,-0.1348,0.0064,-0.1931,-0.0039,0.1306
BTC260320C00052000,1.35,1.35,1.25,4.0,1.3,2025-12-02T05:00:00Z,15.0,1.267333,1.72,17,A,1.22,16,B,A,2025-12-03T14:50:13.78900173Z,I,1.35,1.0,2025-12-02T20:36:11.483272757Z,I,1.35,1.35,1.35,1.0,1.35,2025-12-02T20:36:00Z,1.0,1.35,0.95,1.12,0.95,5.0,1.12,2025-12-01T05:00:00Z,11.0,1.028182,2026-03-20,52000,0.5042,0.2496,0.0282,0.0258,-0.0176,0.0708
BTC251219C00080000,0.04,0.04,0.04,1.0,0.04,2025-11-26T05:00:00Z,200.0,0.04,0.07,5,U,0.0,0,?, ,2025-12-03T14:36:17.743505422Z,a,0.04,200.0,2025-11-26T19:19:00.132373458Z,X,0.04,0.04,0.04,1.0,0.04,2025-11-26T19:19:00Z,200.0,0.04,0.55,0.55,0.55,14.0,0.55,2025-11-03T05:00:00Z,14.0,0.55,2025-12-19,80000,,,,,,
BTC260618C00025000,14.9,14.9,14.7,5.0,14.7,2025-11-21T05:00:00Z,6.0,14.85,18.81,307,A,16.26,424,A,A,2025-12-03T14:50:13.73845641Z,I,14.88,1.0,2025-11-21T17:17:31.584736499Z,I,14.9,14.9,14.7,5.0,14.7,2025-11-21T17:17:00Z,6.0,14.85,16.5,16.5,16.5,2.0,16.5,2025-11-19T05:00:00Z,2.0,16.5,2026-06-18,25000,0.6075,0.9172,0.0083,0.1093,-0.0091,0.0462
BTC260618C00060000,1.47,1.47,1.47,1.0,1.47,2025-12-02T05:00:00Z,1.0,1.47,2.98,719,A,0.28,718,A, ,2025-12-03T14:50:06.12931426Z,g,1.47,1.0,2025-12-02T14:42:19.852105081Z,C,1.47,1.47,1.47,1.0,1.47,2025-12-02T14:42:00Z,1.0,1.47,1.74,1.74,1.74,1.0,1.74,2025-11-25T05:00:00Z,1.0,1.74,2026-06-18,60000,0.5056,0.2198,0.0193,0.0401,-0.0122,0.0896
BTC270115P00049000,11.95,11.95,11.95,1.0,11.95,2025-10-17T04:00:00Z,1.0,11.95,14.49,33,A,10.44,28,A,A,2025-12-03T14:50:13.545172062Z,f,11.95,1.0,2025-10-17T16:01:15.887134704Z,I,11.95,11.95,11.95,1.0,11.95,2025-10-17T16:01:00Z,1.0,11.95,,,,,,,,,2027-01-15,49000,0.499,-0.4969,0.0184,-0.3682,-0.0075,0.1738
BTC260116C00054000,0.32,0.32,0.32,1.0,0.32,2025-11-28T05:00:00Z,1.0,0.32,0.77,225,A,0.0,0,?, ,2025-12-03T14:50:06.119244682Z,a,0.32,1.0,2025-11-28T15:25:15.381355933Z,X,0.32,0.32,0.32,1.0,0.32,2025-11-28T15:25:00Z,1.0,0.32,0.45,0.45,0.45,1.0,0.45,2025-11-20T05:00:00Z,2.0,0.45,2026-01-16,54000,,,,,,
BTC251219C00029000,,,,,,,,,13.15,359,A,10.97,90,A,A,2025-12-03T14:50:06.240472541Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,29000,,,,,,
BTC260116C00059000,0.15,0.17,0.15,2.0,0.17,2025-11-24T05:00:00Z,4.0,0.16,0.77,336,A,0.0,0,?, ,2025-12-03T14:50:06.119269819Z,a,0.15,2.0,2025-11-24T20:15:50.504294291Z,A,0.15,0.15,0.15,1.0,0.15,2025-11-24T20:15:00Z,2.0,0.15,0.24,0.24,0.24,1.0,0.24,2025-11-19T05:00:00Z,1.0,0.24,2026-01-16,59000,,,,,,
BTC270115P00063000,,,,,,,,,25.59,28,A,21.84,28,A,A,2025-12-03T14:49:51.197228621Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,63000,0.5484,-0.6467,0.0156,-0.563,-0.0062,0.1619
BTC251219P00038000,0.8,1.2,0.78,9.0,1.2,2025-12-02T05:00:00Z,17.0,0.989412,0.82,42,C,0.48,32,P, ,2025-12-03T14:50:06.119098406Z,I,0.8,2.0,2025-12-02T20:16:29.225558809Z,J,0.8,0.8,0.8,1.0,0.8,2025-12-02T20:16:00Z,2.0,0.8,1.55,2.07,1.5,33.0,1.55,2025-12-01T05:00:00Z,915.0,1.926186,2025-12-19,38000,0.5577,-0.2217,0.0618,-0.0043,-0.0437,0.0257
BTC251219P00073000,,,,,,,,,32.95,29,B,30.91,48,S, ,2025-12-03T14:45:03.693578152Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,73000,,,,,,
BTC260618C00041000,6.75,6.75,6.75,5.0,6.75,2025-11-28T05:00:00Z,103.0,6.75,7.36,345,A,5.82,394,A,A,2025-12-03T14:50:13.7329534Z,f,6.75,31.0,2025-11-28T15:54:59.564832017Z,D,6.75,6.75,6.75,4.0,6.75,2025-11-28T15:54:00Z,102.0,6.75,5.44,5.6,5.44,2.0,5.6,2025-11-25T05:00:00Z,2.0,5.52,2026-06-18,41000,0.5123,0.6001,0.0249,0.0979,-0.017,0.1169
BTC260618C00048000,3.4,3.4,3.4,1.0,3.4,2025-12-02T05:00:00Z,1.0,3.4,4.57,268,X,3.36,629,A,A,2025-12-03T14:50:06.125785244Z,a,3.4,1.0,2025-12-02T15:36:50.928373523Z,I,3.4,3.4,3.4,1.0,3.4,2025-12-02T15:36:00Z,1.0,3.4,3.7,3.7,3.7,1.0,3.7,2025-11-26T05:00:00Z,1.0,3.7,2026-06-18,48000,0.5044,0.4311,0.0257,0.0745,-0.0166,0.119
BTC280121C00046000,12.2,12.2,12.2,1.0,12.2,2025-12-02T05:00:00Z,1.0,12.2,13.79,39,A,10.61,62,A,A,2025-12-03T14:50:06.126861792Z,a,12.2,1.0,2025-12-02T20:47:10.318214788Z,A,12.2,12.2,12.2,1.0,12.2,2025-12-02T20:47:00Z,1.0,12.2,11.0,11.72,11.0,2.0,11.72,2025-11-20T05:00:00Z,4.0,11.18,2028-01-21,46000,0.5462,0.636,0.0114,0.2989,-0.0092,0.2261
BTC251219P00025000,0.05,0.05,0.05,1.0,0.05,2025-11-17T05:00:00Z,1.0,0.05,0.73,320,A,0.0,0,?, ,2025-12-03T14:50:06.119078119Z,a,0.05,1.0,2025-11-17T20:30:17.394379037Z,X,0.05,0.05,0.05,1.0,0.05,2025-11-17T20:30:00Z,1.0,0.05,0.49,0.49,0.49,1.0,0.49,2025-06-10T04:00:00Z,10.0,0.49,2025-12-19,25000,,,,,,
BTC280121P00056000,,,,,,,,,23.61,36,A,18.97,20,A,A,2025-12-03T14:49:58.401854239Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,56000,0.5745,-0.4457,0.0114,-0.8463,-0.0052,0.2379
BTC260116C00051000,0.74,0.74,0.74,1.0,0.74,2025-11-18T05:00:00Z,5.0,0.74,0.78,105,A,0.03,1417,A,A,2025-12-03T14:50:09.063058919Z,a,0.74,5.0,2025-11-18T20:14:52.099362304Z,X,0.74,0.74,0.74,1.0,0.74,2025-11-18T20:14:00Z,5.0,0.74,2.4,2.4,2.4,1.0,2.4,2025-11-11T05:00:00Z,10.0,2.4,2026-01-16,51000,0.4875,0.1255,0.0296,0.0057,-0.0169,0.0295
BTC260320C00065000,0.4,0.4,0.4,1.0,0.4,2025-11-21T05:00:00Z,5.0,0.4,0.83,136,A,0.12,17,S,A,2025-12-03T14:50:06.119670705Z,I,0.4,5.0,2025-11-21T14:39:23.250080549Z,I,0.4,0.4,0.4,1.0,0.4,2025-11-21T14:39:00Z,5.0,0.4,0.45,0.7,0.45,8.0,0.69,2025-11-20T05:00:00Z,11.0,0.67,2026-03-20,65000,0.5564,0.0924,0.0133,0.0098,-0.0099,0.0369
BTC280121C00044000,15.8,15.8,15.8,1.0,15.8,2025-11-06T05:00:00Z,1.0,15.8,14.56,23,A,11.36,41,A,A,2025-12-03T14:50:09.762336128Z,I,15.8,1.0,2025-11-06T19:28:21.699478638Z,I,15.8,15.8,15.8,1.0,15.8,2025-11-06T19:28:00Z,1.0,15.8,15.72,16.2,15.72,2.0,16.2,2025-11-04T05:00:00Z,6.0,16.12,2028-01-21,44000,0.5521,0.6583,0.011,0.3023,-0.0091,0.221
BTC251219C00058000,0.21,0.21,0.21,1.0,0.21,2025-11-21T05:00:00Z,1.0,0.21,0.12,2,X,0.0,0,?, ,2025-12-03T14:30:01.421736964Z,g,0.21,1.0,2025-11-21T15:40:50.275591073Z,C,0.21,0.21,0.21,1.0,0.21,2025-11-21T15:40:00Z,1.0,0.21,0.12,0.12,0.12,1.0,0.12,2025-11-14T05:00:00Z,1.0,0.12,2025-12-19,58000,,,,,,
BTC260320C00053000,1.0,1.0,1.0,2.0,1.0,2025-11-24T05:00:00Z,5.0,1.0,1.87,142,A,0.88,155,A,A,2025-12-03T14:50:06.127785005Z,I,1.0,1.0,2025-11-24T15:30:19.216180647Z,I,1.0,1.0,1.0,1.0,1.0,2025-11-24T15:30:00Z,1.0,1.0,0.98,0.98,0.98,3.0,0.98,2025-11-21T05:00:00Z,5.0,0.98,2026-03-20,53000,0.5139,0.2338,0.0267,0.0242,-0.0173,0.0684
BTC270115P00055000,18.1,18.1,17.8,2.0,17.8,2025-12-02T05:00:00Z,4.0,17.95,19.08,50,A,16.05,36,A,A,2025-12-03T14:50:11.138728457Z,a,18.1,2.0,2025-12-02T19:54:35.07836244Z,X,18.1,18.1,18.1,1.0,18.1,2025-12-02T19:54:00Z,2.0,18.1,19.0,19.0,19.0,1.0,19.0,2025-12-01T05:00:00Z,2.0,19.0,2027-01-15,55000,0.5488,-0.5564,0.0165,-0.4526,-0.0078,0.1721
BTC260320P00065000,,,,,,,,,25.15,36,A,22.98,38,S, ,2025-12-03T14:50:06.145537299Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,65000,0.6694,-0.8523,0.0155,-0.1735,-0.01,0.0515
BTC260116P00041000,4.4,4.4,4.4,1.0,4.4,2025-12-01T05:00:00Z,8.0,4.4,3.35,494,A,2.06,319,A,A,2025-12-03T14:50:12.4492573Z,f,4.4,8.0,2025-12-01T16:36:01.508267802Z,J,4.4,4.4,4.4,1.0,4.4,2025-12-01T16:36:00Z,8.0,4.4,4.2,4.2,4.2,1.0,4.2,2025-11-26T05:00:00Z,2.0,4.2,2026-01-16,41000,0.5107,-0.4433,0.054,-0.0253,-0.0306,0.0565
BTC251219P00049000,9.75,9.75,9.75,1.0,9.75,2025-12-02T05:00:00Z,1.0,9.75,8.9,44,C,7.44,37,A, ,2025-12-03T14:50:06.145265491Z,g,9.75,1.0,2025-12-02T14:32:15.323849771Z,A,9.75,9.75,9.75,1.0,9.75,2025-12-02T14:32:00Z,1.0,9.75,8.08,8.08,8.08,1.0,8.08,2025-11-28T05:00:00Z,4.0,8.08,2025-12-19,49000,0.7345,-0.8505,0.0367,-0.0189,-0.0415,0.0201
BTC260320P00053000,12.23,12.23,12.23,1.0,12.23,2025-11-17T05:00:00Z,1.0,12.23,13.72,43,N,11.87,313,A,A,2025-12-03T14:50:06.124853097Z,a,12.25,1.0,2025-11-17T14:56:09.52129998Z,J,12.23,12.23,12.23,1.0,12.23,2025-11-17T14:56:00Z,1.0,12.23,,,,,,,,,2026-03-20,53000,0.5429,-0.7493,0.0263,-0.128,-0.0135,0.071
BTC251219C00069000,0.2,0.2,0.2,1.0,0.2,2025-11-03T05:00:00Z,1.0,0.2,0.47,342,A,0.0,0,?, ,2025-12-03T14:50:06.119153367Z,I,0.2,1.0,2025-11-03T16:00:44.248273262Z,C,0.2,0.2,0.2,1.0,0.2,2025-11-03T16:00:00Z,1.0,0.2,1.15,1.15,1.15,1.0,1.15,2025-10-09T04:00:00Z,1.0,1.15,2025-12-19,69000,,,,,,
BTC260618C00054000,,,,,,,,,3.14,170,A,1.96,376,A,A,2025-12-03T14:50:10.498166124Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,54000,0.5046,0.3117,0.0232,0.0556,-0.0147,0.1071
BTC260320C00047000,1.83,1.85,1.83,2.0,1.85,2025-12-01T05:00:00Z,2.0,1.84,3.24,370,A,1.98,170,A,A,2025-12-03T14:50:14.01198276Z,g,1.83,1.0,2025-12-01T14:40:07.289896497Z,A,1.83,1.83,1.83,1.0,1.83,2025-12-01T14:40:00Z,1.0,1.83,1.84,1.84,1.84,1.0,1.84,2025-11-24T05:00:00Z,4.0,1.84,2026-03-20,47000,0.5086,0.3819,0.0336,0.0385,-0.0216,0.0851
BTC260116P00038000,2.09,2.09,2.09,1.0,2.09,2025-12-02T05:00:00Z,1.0,2.09,1.86,286,X,1.27,57,B,A,2025-12-03T14:50:06.126386673Z,g,2.09,1.0,2025-12-02T14:33:06.731794963Z,M,2.09,2.09,2.09,1.0,2.09,2025-12-02T14:33:00Z,1.0,2.09,2.68,2.9,2.46,4.0,2.46,2025-12-01T05:00:00Z,11.0,2.641818,2026-01-16,38000,0.5405,-0.2912,0.0444,-0.0164,-0.0287,0.0491
BTC270115P00028000,,,,,,,,,4.13,30,A,0.87,31,A,A,2025-12-03T14:49:19.91300436Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,28000,0.5434,-0.1524,0.01,-0.0981,-0.006,0.1027
BTC270115P00046000,12.95,13.0,12.95,2.0,13.0,2025-11-21T05:00:00Z,5.0,12.96,12.34,28,A,8.54,34,A,A,2025-12-03T14:50:06.125157573Z,a,12.95,4.0,2025-11-21T17:07:28.520362236Z,X,12.95,13.0,12.95,2.0,13.0,2025-11-21T17:07:00Z,5.0,12.96,10.9,10.9,10.9,1.0,10.9,2025-11-18T05:00:00Z,1.0,10.9,2027-01-15,46000,0.495,-0.4505,0.0184,-0.3242,-0.0077,0.1725
BTC251219C00035000,18.8,18.8,18.8,1.0,18.8,2025-07-18T04:00:00Z,5.0,18.8,6.94,140,A,5.48,83,A,A,2025-12-03T14:50:06.902937255Z,a,18.67,5.0,2025-07-18T15:10:29.096368059Z,X,18.8,18.8,18.8,1.0,18.8,2025-07-18T15:10:00Z,5.0,18.8,19.7,20.2,19.7,2.0,20.2,2025-07-14T04:00:00Z,9.0,19.866667,2025-12-19,35000,,,,,,
BTC260320P00064000,,,,,,,,,24.58,40,A,21.66,38,S, ,2025-12-03T14:50:06.14541217Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,64000,0.6623,-0.8457,0.0161,-0.1699,-0.0105,0.053
BTC251219C00072000,0.4,0.4,0.4,1.0,0.4,2025-10-20T04:00:00Z,1.0,0.4,0.73,343,A,0.0,0,?, ,2025-12-03T14:50:06.119174035Z,I,0.4,1.0,2025-10-20T19:07:24.986788101Z,I,0.4,0.4,0.4,1.0,0.4,2025-10-20T19:07:00Z,1.0,0.4,0.56,0.56,0.56,1.0,0.56,2025-10-14T04:00:00Z,1.0,0.56,2025-12-19,72000,,,,,,
BTC260320C00030000,10.21,10.21,10.21,1.0,10.21,2025-12-01T05:00:00Z,1.0,10.21,13.32,617,A,10.8,129,A, ,2025-12-03T14:50:06.129283763Z,g,10.21,1.0,2025-12-01T14:33:50.381437739Z,C,10.21,10.21,10.21,1.0,10.21,2025-12-01T14:33:00Z,1.0,10.21,12.4,12.4,12.4,1.0,12.4,2025-11-28T05:00:00Z,10.0,12.4,2026-03-20,30000,0.5039,0.9098,0.0145,0.0745,-0.0111,0.0363
BTC270115P00041000,7.4,7.4,7.4,1.0,7.4,2025-11-14T05:00:00Z,3.0,7.4,9.2,74,A,6.32,82,A,A,2025-12-03T14:50:06.127337729Z,g,7.4,3.0,2025-11-14T20:39:49.167187908Z,C,7.4,7.4,7.4,1.0,7.4,2025-11-14T20:39:00Z,3.0,7.4,6.8,6.8,6.8,1.0,6.8,2025-11-12T05:00:00Z,5.0,6.8,2027-01-15,41000,0.5119,-0.363,0.0168,-0.2539,-0.0081,0.1634
BTC260618C00057000,4.2,4.2,4.2,1.0,4.2,2025-11-05T05:00:00Z,2.0,4.2,2.53,24,U,1.02,468,A,A,2025-12-03T14:50:06.125399547Z,f,4.2,2.0,2025-11-05T16:00:11.00441389Z,J,4.2,4.2,4.2,1.0,4.2,2025-11-05T16:00:00Z,2.0,4.2,,,,,,,,,2026-06-18,57000,0.4778,0.2442,0.0217,0.0447,-0.0123,0.095
BTC270115C00046000,7.5,7.5,7.5,1.0,7.5,2025-12-02T05:00:00Z,4.0,7.5,10.02,134,A,6.09,123,A,A,2025-12-03T14:50:06.127317692Z,I,7.5,4.0,2025-12-02T15:12:56.763814944Z,A,7.5,7.5,7.5,1.0,7.5,2025-12-02T15:12:00Z,4.0,7.5,6.35,6.35,6.35,1.0,6.35,2025-11-21T05:00:00Z,4.0,6.35,2027-01-15,46000,0.5349,0.5618,0.0169,0.1687,-0.0127,0.1717
BTC270115P00025000,1.55,1.55,1.55,1.0,1.55,2025-12-02T05:00:00Z,1.0,1.55,3.02,118,A,0.27,103,A,A,2025-12-03T14:50:06.233405694Z,g,1.55,1.0,2025-12-02T18:26:18.303375068Z,A,1.55,1.55,1.55,1.0,1.55,2025-12-02T18:26:00Z,1.0,1.55,1.7,1.7,1.7,1.0,1.7,2025-11-26T05:00:00Z,1.0,1.7,2027-01-15,25000,0.542,-0.1103,0.008,-0.0692,-0.0049,0.0821
BTC251219C00040000,2.45,2.45,2.45,1.0,2.45,2025-12-03T05:00:00Z,1.0,2.45,2.66,36,P,2.18,62,A,A,2025-12-03T14:50:06.124415764Z,I,2.45,1.0,2025-12-03T14:30:02.301129093Z,I,2.45,2.45,2.45,1.0,2.45,2025-12-03T14:30:00Z,1.0,2.45,1.95,2.25,1.35,37.0,1.4,2025-12-02T05:00:00Z,225.0,1.84,2025-12-19,40000,0.5045,0.6368,0.0862,0.0104,-0.0536,0.0324
BTC260116C00057000,0.27,0.27,0.27,1.0,0.27,2025-11-24T05:00:00Z,5.0,0.27,0.77,237,A,0.0,0,?,A,2025-12-03T14:50:06.12786071Z,f,0.27,5.0,2025-11-24T15:09:10.149723459Z,M,0.27,0.27,0.27,1.0,0.27,2025-11-24T15:09:00Z,5.0,0.27,0.88,0.88,0.88,1.0,0.88,2025-11-11T05:00:00Z,3.0,0.88,2026-01-16,57000,,,,,,
BTC270115P00056000,19.7,19.7,19.3,2.0,19.3,2025-11-19T05:00:00Z,2.0,19.5,20.69,34,A,15.7,31,A,A,2025-12-03T14:49:27.542182818Z,I,19.37,1.0,2025-11-19T20:16:02.16161956Z,N,19.7,19.7,19.7,1.0,19.7,2025-11-19T20:16:00Z,1.0,19.7,,,,,,,,,2027-01-15,56000,0.5423,-0.5721,0.0166,-0.4669,-0.0075,0.1709
BTC260116C00031000,8.3,8.3,8.3,1.0,8.3,2025-12-01T05:00:00Z,1.0,8.3,11.33,130,A,9.61,95,A,A,2025-12-03T14:50:13.542299331Z,I,8.24,1.0,2025-12-01T16:36:31.562640894Z,P,8.3,8.3,8.3,1.0,8.3,2025-12-01T16:36:00Z,1.0,8.3,9.6,9.6,9.6,1.0,9.6,2025-11-26T05:00:00Z,1.0,9.6,2026-01-16,31000,0.5001,0.9601,0.012,0.0351,-0.01,0.0123
BTC251219C00064000,0.35,0.35,0.35,1.0,0.35,2025-11-11T05:00:00Z,10.0,0.35,0.77,356,A,0.0,0,?, ,2025-12-03T14:50:06.119153367Z,e,0.35,10.0,2025-11-11T19:41:57.883399685Z,B,0.35,0.35,0.35,1.0,0.35,2025-11-11T19:41:00Z,10.0,0.35,0.25,0.25,0.25,1.0,0.25,2025-10-30T04:00:00Z,2.0,0.25,2025-12-19,64000,,,,,,
BTC251219P00055000,17.45,17.45,17.45,1.0,17.45,2025-12-01T05:00:00Z,1.0,17.45,15.49,38,Z,12.78,41,S, ,2025-12-03T14:50:06.129213273Z,a,17.45,1.0,2025-12-01T17:23:24.61435522Z,X,17.45,17.45,17.45,1.0,17.45,2025-12-01T17:23:00Z,1.0,17.45,12.23,12.23,12.23,1.0,12.23,2025-11-14T05:00:00Z,1.0,12.23,2025-12-19,55000,1.0291,-0.8896,0.0212,-0.0223,-0.0469,0.0163
BTC280121C00058000,17.2,17.2,17.2,1.0,17.2,2025-10-03T04:00:00Z,6.0,17.2,10.68,51,A,6.86,57,A,A,2025-12-03T14:50:06.127167337Z,n,17.2,6.0,2025-10-03T16:39:31.795129468Z,I,17.2,17.2,17.2,1.0,17.2,2025-10-03T16:39:00Z,6.0,17.2,13.0,13.0,13.0,1.0,13.0,2025-09-23T04:00:00Z,6.0,13.0,2028-01-21,58000,0.5314,0.5147,0.0125,0.2655,-0.0093,0.24
BTC270115C00026000,17.5,17.5,17.5,2.0,17.5,2025-11-19T05:00:00Z,24.0,17.5,19.66,25,A,16.44,38,A,A,2025-12-03T14:50:14.281338027Z,I,17.5,12.0,2025-11-19T20:20:52.085173645Z,N,17.5,17.5,17.5,2.0,17.5,2025-11-19T20:20:00Z,24.0,17.5,24.66,24.66,24.66,1.0,24.66,2025-10-30T04:00:00Z,5.0,24.66,2027-01-15,26000,0.5383,0.8771,0.0087,0.2022,-0.0075,0.0886
