symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,expires,price,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC270115C00051000,6.5,6.5,6.5,2.0,6.5,2025-11-19T05:00:00Z,2.0,6.5,8.1,36,A,4.92,29,A,A,2025-11-19T19:11:12.188018233Z,g,6.5,1.0,2025-11-19T16:39:36.515955375Z,C,6.5,6.5,6.5,2.0,6.5,2025-11-19T16:39:00Z,2.0,6.5,2027-01-15,51000,9.45,9.45,9.45,1.0,9.45,2025-11-05T05:00:00Z,1.0,9.45,0.5704,0.4812,0.0165,0.1442,-0.0126,0.169
BTC280121C00060000,9.0,9.0,9.0,1.0,9.0,2025-11-18T05:00:00Z,10.0,9.0,11.03,17,S,6.47,27,E,A,2025-11-19T19:11:13.708247194Z,I,9.0,10.0,2025-11-18T15:01:55.866609776Z,U,9.0,9.0,9.0,1.0,9.0,2025-11-18T15:01:00Z,10.0,9.0,2028-01-21,60000,10.01,10.01,10.01,1.0,10.01,2025-11-14T05:00:00Z,1.0,10.01,0.5798,0.5079,0.0118,0.2451,-0.0095,0.2319
BTC251219P00075000,24.7,25.0,24.68,8.0,25.0,2025-08-19T04:00:00Z,70.0,24.738,36.38,13,Z,33.65,20,B,A,2025-11-19T19:10:49.204341211Z,f,24.7,14.0,2025-08-19T14:55:28.79362542Z,W,24.7,25.0,24.68,8.0,25.0,2025-08-19T14:55:00Z,70.0,24.738,2025-12-19,75000,21.4,21.4,21.4,1.0,21.4,2025-08-13T04:00:00Z,10.0,21.4,,,,,,
BTC260618C00041000,,,,,,,,,7.28,623,X,5.7,17,E,A,2025-11-19T19:11:06.850022109Z,,,,,,,,,,,,,,2026-06-18,41000,,,,,,,,,0.5703,0.5702,0.023,0.0925,-0.0175,0.1178
BTC270115C00057000,7.4,7.4,7.4,1.0,7.4,2025-11-07T05:00:00Z,28.0,7.4,7.29,12,A,2.72,11,A,A,2025-11-19T19:10:49.513873909Z,I,7.4,28.0,2025-11-07T15:53:02.955632036Z,U,7.4,7.4,7.4,1.0,7.4,2025-11-07T15:53:00Z,28.0,7.4,2027-01-15,57000,,,,,,,,,0.5581,0.4025,0.0163,0.1257,-0.0119,0.1641
BTC270115C00049000,8.0,8.0,8.0,1.0,8.0,2025-11-14T05:00:00Z,2.0,8.0,8.45,30,A,4.58,29,A,A,2025-11-19T19:11:13.708763197Z,I,8.0,2.0,2025-11-14T14:30:01.410966861Z,I,8.0,8.0,8.0,1.0,8.0,2025-11-14T14:30:00Z,2.0,8.0,2027-01-15,49000,9.0,9.0,9.0,1.0,9.0,2025-11-13T05:00:00Z,1.0,9.0,0.5406,0.4945,0.0174,0.1502,-0.0121,0.1692
BTC251219P00020000,0.05,0.05,0.05,1.0,0.05,2025-09-23T04:00:00Z,1.0,0.05,0.53,273,A,0.0,0,?,A,2025-11-19T19:09:05.396932445Z,I,0.05,1.0,2025-09-23T13:33:19.41161011Z,I,0.05,0.05,0.05,1.0,0.05,2025-09-23T13:33:00Z,1.0,0.05,2025-12-19,20000,0.07,0.07,0.07,1.0,0.07,2025-09-22T04:00:00Z,1.0,0.07,,,,,,
BTC270115C00039000,21.84,21.84,21.84,1.0,21.84,2025-10-03T04:00:00Z,5.0,21.84,12.48,37,A,8.96,25,A,A,2025-11-19T19:11:13.707710681Z,a,21.84,5.0,2025-10-03T19:52:09.0333835Z,X,21.84,21.84,21.84,1.0,21.84,2025-10-03T19:52:00Z,5.0,21.84,2027-01-15,39000,18.59,18.59,18.59,1.0,18.59,2025-09-17T04:00:00Z,5.0,18.59,0.5984,0.656,0.0145,0.1752,-0.0125,0.1561
BTC260116C00047000,1.49,1.49,1.49,1.0,1.49,2025-11-18T05:00:00Z,1.0,1.49,1.62,264,A,0.83,20,U,A,2025-11-19T19:11:17.959808649Z,a,1.47,1.0,2025-11-18T16:34:06.344811068Z,E,1.49,1.49,1.49,1.0,1.49,2025-11-18T16:34:00Z,1.0,1.49,2026-01-16,47000,1.7,1.9,1.7,5.0,1.9,2025-11-14T05:00:00Z,22.0,1.835,0.558,0.258,0.0368,0.0142,-0.0254,0.0508
BTC251121C00059000,0.25,0.25,0.25,1.0,0.25,2025-11-19T05:00:00Z,1.0,0.25,0.28,23,U,0.0,0,?,A,2025-11-19T19:01:42.974743563Z,g,0.25,1.0,2025-11-19T18:41:52.504118725Z,M,0.25,0.25,0.25,1.0,0.25,2025-11-19T18:41:00Z,1.0,0.25,2025-11-21,59000,0.07,0.08,0.07,3.0,0.08,2025-11-10T05:00:00Z,58.0,0.07931,,,,,,
BTC270115P00032000,,,,,,,,,5.46,30,A,2.56,21,U,A,2025-11-19T19:11:13.708848368Z,,,,,,,,,,,,,,2027-01-15,32000,,,,,,,,,0.5124,-0.2334,0.0141,-0.1528,-0.0066,0.1298
BTC260116P00061000,,,,,,,,,23.01,21,E,19.92,20,B,A,2025-11-19T19:11:13.703737053Z,,,,,,,,,,,,,,2026-01-16,61000,,,,,,,,,0.6638,-0.9322,0.0126,-0.0925,-0.0056,0.0206
BTC251219P00046000,5.93,5.93,5.93,1.0,5.93,2025-11-18T05:00:00Z,3.0,5.93,7.07,18,E,6.04,42,B,A,2025-11-19T19:10:52.203865071Z,g,5.93,3.0,2025-11-18T15:09:23.922037121Z,A,5.93,5.93,5.93,1.0,5.93,2025-11-18T15:09:00Z,3.0,5.93,2025-12-19,46000,5.82,5.82,5.82,1.0,5.82,2025-11-17T05:00:00Z,1.0,5.82,0.3618,-0.9192,0.0366,-0.0352,-0.0056,0.0169
BTC270115P00020000,1.5,1.5,1.0,2.0,1.0,2025-10-15T04:00:00Z,2.0,1.25,1.97,26,A,0.17,18,U,A,2025-11-19T19:11:13.709776062Z,I,1.5,1.0,2025-10-15T19:13:07.735548541Z,A,1.5,1.5,1.5,1.0,1.5,2025-10-15T19:13:00Z,1.0,1.5,2027-01-15,20000,,,,,,,,,0.5876,-0.073,0.0056,-0.0456,-0.0037,0.0588
BTC270115P00027000,,,,,,,,,5.06,13,E,0.52,18,A, ,2025-11-19T19:00:27.015590737Z,,,,,,,,,,,,,,2027-01-15,27000,,,,,,,,,0.5686,-0.1608,0.0101,-0.1056,-0.0061,0.1035
BTC270115P00028000,,,,,,,,,4.12,13,E,0.68,13,E,A,2025-11-19T19:11:13.707925764Z,,,,,,,,,,,,,,2027-01-15,28000,,,,,,,,,0.4997,-0.1633,0.0116,-0.1022,-0.0054,0.1046
BTC260618C00055000,2.71,2.72,2.71,2.0,2.72,2025-11-19T05:00:00Z,3.0,2.716667,3.24,524,A,1.82,246,X,A,2025-11-19T19:11:13.978186995Z,f,2.71,1.0,2025-11-19T17:52:10.601146468Z,M,2.71,2.72,2.71,2.0,2.72,2025-11-19T17:52:00Z,3.0,2.716667,2026-06-18,55000,2.61,2.61,2.61,1.0,2.61,2025-11-17T05:00:00Z,3.0,2.61,0.5507,0.2968,0.021,0.0531,-0.0145,0.1038
BTC251219P00059000,,,,,,,,,21.59,19,Z,17.72,19,Z, ,2025-11-19T19:00:00.256445703Z,,,,,,,,,,,,,,2025-12-19,59000,,,,,,,,,0.8763,-0.9285,0.0138,-0.0463,-0.0165,0.0154
BTC270115P00046000,10.9,10.9,10.9,1.0,10.9,2025-11-18T05:00:00Z,1.0,10.9,13.16,28,M,9.46,30,A,A,2025-11-19T19:11:17.717146233Z,a,10.9,1.0,2025-11-18T17:48:02.665491592Z,J,10.9,10.9,10.9,1.0,10.9,2025-11-18T17:48:00Z,1.0,10.9,2027-01-15,46000,10.72,10.72,10.72,1.0,10.72,2025-11-17T05:00:00Z,1.0,10.72,0.4929,-0.4799,0.0191,-0.3496,-0.007,0.169
BTC280121P00065000,,,,,,,,,31.03,12,E,27.03,13,E,A,2025-11-19T19:11:17.63348634Z,,,,,,,,,,,,,,2028-01-21,65000,,,,,,,,,0.583,-0.5274,0.0117,-1.0826,-0.004,0.2314
BTC260116P00050000,9.38,9.46,9.38,2.0,9.46,2025-11-18T05:00:00Z,2.0,9.42,11.42,76,C,9.45,51,B,A,2025-11-19T19:11:01.498478748Z,f,9.38,1.0,2025-11-18T18:01:40.874395653Z,X,9.38,9.46,9.38,2.0,9.46,2025-11-18T18:01:00Z,2.0,9.42,2026-01-16,50000,6.92,6.92,6.92,1.0,6.92,2025-11-07T05:00:00Z,10.0,6.92,0.3794,-0.9267,0.0233,-0.0747,-0.0021,0.0219
BTC280121C00070000,6.94,6.94,6.94,1.0,6.94,2025-11-17T05:00:00Z,1.0,6.94,8.88,20,A,5.4,8,E,A,2025-11-19T19:11:01.45135951Z,g,6.94,1.0,2025-11-17T16:00:48.185448237Z,A,6.94,6.94,6.94,1.0,6.94,2025-11-17T16:00:00Z,1.0,6.94,2028-01-21,70000,8.72,8.72,8.72,1.0,8.72,2025-11-04T05:00:00Z,3.0,8.72,0.5815,0.4374,0.0117,0.2197,-0.0093,0.2291
BTC270115C00035000,13.4,13.4,13.4,1.0,13.4,2025-11-17T05:00:00Z,3.0,13.4,14.22,12,E,11.11,11,E,A,2025-11-19T19:11:00.368864642Z,I,13.4,3.0,2025-11-17T16:01:27.499487413Z,I,13.4,13.4,13.4,1.0,13.4,2025-11-17T16:01:00Z,3.0,13.4,2027-01-15,35000,14.25,14.25,14.25,1.0,14.25,2025-11-14T05:00:00Z,2.0,14.25,0.617,0.7164,0.0129,0.1802,-0.012,0.1436
BTC251219C00031000,,,,,,,,,10.02,386,A,8.42,48,X, ,2025-11-19T19:11:13.707224359Z,,,,,,,,,,,,,,2025-12-19,31000,,,,,,,,,0.84,0.8716,0.0221,0.0207,-0.0359,0.0237
BTC251219C00049000,0.4,0.4,0.05,3.0,0.05,2025-11-19T05:00:00Z,4.0,0.2125,0.42,22,C,0.0,0,?,A,2025-11-19T19:11:11.436411914Z,f,0.4,1.0,2025-11-19T15:47:10.574394921Z,X,0.4,0.4,0.4,1.0,0.4,2025-11-19T15:47:00Z,1.0,0.4,2025-12-19,49000,0.35,0.41,0.35,2.0,0.41,2025-11-18T05:00:00Z,2.0,0.38,,,,,,
BTC251219P00052000,10.9,10.9,10.32,2.0,10.32,2025-11-17T05:00:00Z,23.0,10.824348,13.93,35,A,11.1,27,E, ,2025-11-19T19:00:27.013376375Z,I,10.9,20.0,2025-11-17T17:34:34.332135567Z,U,10.9,10.9,10.9,1.0,10.9,2025-11-17T17:34:00Z,20.0,10.9,2025-12-19,52000,7.94,7.94,7.94,2.0,7.94,2025-11-07T05:00:00Z,2.0,7.94,0.5529,-0.9499,0.0165,-0.0411,-0.0054,0.0117
BTC251121P00048000,7.2,7.2,7.2,1.0,7.2,2025-11-19T05:00:00Z,2.0,7.2,8.94,25,C,6.9,52,S,A,2025-11-19T19:11:19.572467566Z,I,7.2,2.0,2025-11-19T15:10:04.447119726Z,I,7.2,7.2,7.2,1.0,7.2,2025-11-19T15:10:00Z,2.0,7.2,2025-11-21,48000,7.14,7.14,7.14,2.0,7.14,2025-11-18T05:00:00Z,3.0,7.14,,,,,,
BTC251219P00054000,11.65,11.65,11.54,2.0,11.54,2025-11-14T05:00:00Z,11.0,11.64,15.19,13,S,12.86,35,B,A,2025-11-19T19:07:28.355273434Z,f,11.65,10.0,2025-11-14T16:40:33.544455445Z,W,11.65,11.65,11.65,1.0,11.65,2025-11-14T16:40:00Z,10.0,11.65,2025-12-19,54000,8.0,8.0,8.0,1.0,8.0,2025-11-03T05:00:00Z,1.0,8.0,,,,,,
BTC260320P00049000,5.95,5.95,5.95,1.0,5.95,2025-11-03T05:00:00Z,1.0,5.95,11.29,14,U,9.28,64,E,A,2025-11-19T19:10:40.102800921Z,g,5.95,1.0,2025-11-03T15:58:01.079681813Z,C,5.95,5.95,5.95,1.0,5.95,2025-11-03T15:58:00Z,1.0,5.95,2026-03-20,49000,4.5,4.5,4.5,1.0,4.5,2025-10-07T04:00:00Z,1.0,4.5,0.4448,-0.7486,0.0316,-0.132,-0.0091,0.0724
BTC251219P00067000,,,,,,,,,28.24,14,Z,25.45,20,E,A,2025-11-19T19:11:13.707434755Z,,,,,,,,,,,,,,2025-12-19,67000,,,,,,,,,,,,,,
BTC251219C00055000,0.09,0.34,0.09,3.0,0.34,2025-11-19T05:00:00Z,9.0,0.256667,0.37,19,E,0.03,66,I, ,2025-11-19T19:09:05.657247759Z,a,0.09,3.0,2025-11-19T17:05:57.940366189Z,X,0.09,0.09,0.09,1.0,0.09,2025-11-19T17:05:00Z,3.0,0.09,2025-12-19,55000,0.11,0.15,0.11,3.0,0.15,2025-11-18T05:00:00Z,9.0,0.114444,0.7028,0.0626,0.0155,0.0019,-0.0165,0.0139
BTC270115P00034000,4.72,4.72,4.72,1.0,4.72,2025-11-18T05:00:00Z,2.0,4.72,6.18,21,U,3.45,24,A,A,2025-11-19T19:11:13.708242908Z,a,4.72,2.0,2025-11-18T14:34:08.368363369Z,X,4.72,4.72,4.72,1.0,4.72,2025-11-18T14:34:00Z,2.0,4.72,2027-01-15,34000,3.27,3.27,3.27,1.0,3.27,2025-10-30T04:00:00Z,1.0,3.27,0.5079,-0.2682,0.0153,-0.178,-0.0069,0.1398
BTC251121C00061000,0.25,0.25,0.25,2.0,0.25,2025-10-24T04:00:00Z,3.0,0.25,0.77,531,A,0.0,0,?,A,2025-11-19T19:09:05.439283286Z,I,0.25,2.0,2025-10-24T18:35:05.64313733Z,C,0.25,0.25,0.25,1.0,0.25,2025-10-24T18:35:00Z,2.0,0.25,2025-11-21,61000,0.33,0.33,0.33,1.0,0.33,2025-10-23T04:00:00Z,10.0,0.33,,,,,,
BTC270115C00054000,5.91,5.91,5.91,1.0,5.91,2025-11-19T05:00:00Z,1.0,5.91,8.15,23,A,5.3,17,E,A,2025-11-19T19:11:13.707404371Z,g,5.91,1.0,2025-11-19T16:40:28.788672165Z,C,5.91,5.91,5.91,1.0,5.91,2025-11-19T16:40:00Z,1.0,5.91,2027-01-15,54000,11.6,11.6,11.6,1.0,11.6,2025-10-13T04:00:00Z,1.0,11.6,0.6242,0.471,0.015,0.137,-0.0136,0.1687
BTC260320P00046000,7.95,7.95,7.95,1.0,7.95,2025-11-19T05:00:00Z,1.0,7.95,8.99,24,U,7.41,708,X, ,2025-11-19T19:03:33.259073204Z,I,7.95,1.0,2025-11-19T15:23:19.045064582Z,Z,7.95,7.95,7.95,1.0,7.95,2025-11-19T15:23:00Z,1.0,7.95,2026-03-20,46000,7.0,7.0,7.0,1.0,7.0,2025-11-14T05:00:00Z,3.0,7.0,0.4748,-0.6479,0.0344,-0.1119,-0.013,0.0843
BTC260116P00067000,,,,,,,,,28.52,13,Z,25.75,20,B, ,2025-11-19T19:00:05.195797141Z,,,,,,,,,,,,,,2026-01-16,67000,,,,,,,,,,,,,,
BTC260320C00071000,0.45,0.45,0.45,1.0,0.45,2025-11-14T05:00:00Z,1.0,0.45,0.73,212,A,0.0,0,?,A,2025-11-19T19:11:11.788010586Z,I,0.45,1.0,2025-11-14T18:43:15.600302704Z,C,0.45,0.45,0.45,1.0,0.45,2025-11-14T18:43:00Z,1.0,0.45,2026-03-20,71000,,,,,,,,,,,,,,
BTC270115C00026000,24.66,24.66,24.66,1.0,24.66,2025-10-30T04:00:00Z,5.0,24.66,18.32,12,U,15.81,22,E,A,2025-11-19T19:10:18.559931732Z,a,24.66,5.0,2025-10-30T17:27:44.437364125Z,X,24.66,24.66,24.66,1.0,24.66,2025-10-30T17:27:00Z,5.0,24.66,2027-01-15,26000,,,,,,,,,0.583,0.8513,0.0094,0.1909,-0.0084,0.0983
BTC260116C00067000,,,,,,,,,0.73,304,A,0.0,0,?,A,2025-11-19T19:09:05.430122664Z,,,,,,,,,,,,,,2026-01-16,67000,,,,,,,,,,,,,,
BTC260116C00058000,1.62,1.9,1.62,2.0,1.9,2025-10-31T04:00:00Z,6.0,1.666667,0.77,164,B,0.03,21,B, ,2025-11-19T19:10:33.916468744Z,f,1.62,5.0,2025-10-31T18:41:55.400744824Z,M,1.62,1.62,1.62,1.0,1.62,2025-10-31T18:41:00Z,5.0,1.62,2026-01-16,58000,4.7,4.7,4.7,1.0,4.7,2025-10-08T04:00:00Z,11.0,4.7,0.6539,0.0925,0.0161,0.0052,-0.015,0.0261
BTC260618C00043000,7.16,7.16,7.16,1.0,7.16,2025-11-14T05:00:00Z,5.0,7.16,6.61,625,X,3.35,616,X,A,2025-11-19T19:11:13.709471073Z,a,7.16,5.0,2025-11-14T16:24:18.204368419Z,X,7.16,7.16,7.16,1.0,7.16,2025-11-14T16:24:00Z,5.0,7.16,2026-06-18,43000,,,,,,,,,0.5058,0.5094,0.0263,0.0873,-0.0159,0.1196
BTC270115C00033000,,,,,,,,,15.75,20,A,11.02,15,A,A,2025-11-19T19:00:27.19239132Z,,,,,,,,,,,,,,2027-01-15,33000,,,,,,,,,0.602,0.7457,0.0126,0.1853,-0.0112,0.136
BTC260618C00048000,5.19,5.19,5.19,1.0,5.19,2025-11-14T05:00:00Z,1.0,5.19,4.72,315,A,3.26,130,B, ,2025-11-19T19:11:13.707932471Z,g,5.19,1.0,2025-11-14T18:44:13.208029792Z,E,5.19,5.19,5.19,1.0,5.19,2025-11-14T18:44:00Z,1.0,5.19,2026-06-18,48000,6.4,6.4,6.4,1.0,6.4,2025-11-06T05:00:00Z,40.0,6.4,0.5497,0.417,0.0237,0.072,-0.0165,0.117
BTC251219P00053000,5.95,5.95,5.95,1.0,5.95,2025-10-15T04:00:00Z,1.0,5.95,15.38,35,B,11.72,35,B,A,2025-11-19T19:00:35.476946205Z,g,5.95,1.0,2025-10-15T14:11:29.571421213Z,A,5.95,5.95,5.95,1.0,5.95,2025-10-15T14:11:00Z,1.0,5.95,2025-12-19,53000,4.8,4.8,4.8,1.0,4.8,2025-10-10T04:00:00Z,1.0,4.8,0.6143,-0.942,0.0167,-0.0417,-0.008,0.0131
BTC260320C00042000,4.4,4.5,4.4,2.0,4.5,2025-11-19T05:00:00Z,11.0,4.409091,4.46,180,A,2.67,740,X,A,2025-11-19T19:11:13.711320526Z,I,4.38,10.0,2025-11-19T18:00:49.122093605Z,I,4.4,4.4,4.4,1.0,4.4,2025-11-19T18:00:00Z,10.0,4.4,2026-03-20,42000,4.5,4.5,4.5,1.0,4.5,2025-11-18T05:00:00Z,5.0,4.5,0.4868,0.4845,0.0361,0.0515,-0.0198,0.0905
BTC251121P00050000,9.3,9.3,9.3,1.0,9.3,2025-11-18T05:00:00Z,3.0,9.3,10.84,19,U,9.02,65,S, ,2025-11-19T19:06:06.508834377Z,I,9.15,3.0,2025-11-18T17:07:49.150365607Z,N,9.3,9.3,9.3,1.0,9.3,2025-11-18T17:07:00Z,3.0,9.3,2025-11-21,50000,8.25,8.25,8.25,1.0,8.25,2025-11-17T05:00:00Z,2.0,8.25,,,,,,
BTC260618P00065000,,,,,,,,,26.04,71,E,23.44,67,A,A,2025-11-19T19:11:13.29145838Z,,,,,,,,,,,,,,2026-06-18,65000,,,,,,,,,0.4385,-0.8975,0.0136,-0.3476,0.0006,0.0536
BTC260116P00068000,,,,,,,,,29.95,10,I,26.46,20,B, ,2025-11-19T18:57:26.599778774Z,,,,,,,,,,,,,,2026-01-16,68000,,,,,,,,,0.619,-0.9803,0.0049,-0.1063,0.0031,0.0075
BTC260320C00045000,3.0,3.0,3.0,1.0,3.0,2025-11-19T05:00:00Z,1.0,3.0,3.47,200,A,2.83,13,E,O,2025-11-19T19:11:18.615938891Z,I,3.0,1.0,2025-11-19T17:36:08.960513908Z,U,3.0,3.0,3.0,1.0,3.0,2025-11-19T17:36:00Z,1.0,3.0,2026-03-20,45000,3.8,3.9,3.5,6.0,3.5,2025-11-18T05:00:00Z,21.0,3.691429,0.5505,0.4139,0.0312,0.0437,-0.0215,0.0885
BTC251121P00060000,,,,,,,,,20.92,90,B,18.63,45,X, ,2025-11-19T19:02:36.730434468Z,,,,,,,,,,,,,,2025-11-21,60000,,,,,,,,,,,,,,
BTC260320P00050000,7.35,7.35,7.35,1.0,7.35,2025-11-12T05:00:00Z,2.0,7.35,12.38,84,A,10.38,47,E,A,2025-11-19T19:11:14.549715705Z,g,7.35,2.0,2025-11-12T18:13:46.487345604Z,C,7.35,7.35,7.35,1.0,7.35,2025-11-12T18:13:00Z,2.0,7.35,2026-03-20,50000,7.01,7.01,7.01,1.0,7.01,2025-11-10T05:00:00Z,2.0,7.01,0.4834,-0.7478,0.0291,-0.1355,-0.0102,0.0725
BTC260116P00055000,9.55,9.55,9.55,1.0,9.55,2025-11-11T05:00:00Z,1.0,9.55,16.27,18,M,14.45,35,B, ,2025-11-19T19:11:13.707683415Z,g,9.55,1.0,2025-11-11T15:15:08.542991866Z,C,9.55,9.55,9.55,1.0,9.55,2025-11-11T15:15:00Z,1.0,9.55,2026-01-16,55000,7.8,8.0,7.8,3.0,8.0,2025-10-31T04:00:00Z,12.0,7.833333,0.4679,-0.9512,0.0138,-0.084,-0.0008,0.0159
BTC251219C00054000,0.15,0.15,0.15,1.0,0.15,2025-11-18T05:00:00Z,4.0,0.15,0.77,523,A,0.0,0,?,A,2025-11-19T19:11:13.043141196Z,I,0.15,4.0,2025-11-18T15:15:38.790224172Z,U,0.15,0.15,0.15,1.0,0.15,2025-11-18T15:15:00Z,4.0,0.15,2025-12-19,54000,0.13,0.22,0.13,2.0,0.22,2025-11-17T05:00:00Z,2.0,0.175,,,,,,
BTC260116C00075000,0.55,0.55,0.55,1.0,0.55,2025-11-13T05:00:00Z,1.0,0.55,0.77,316,A,0.03,37,U,A,2025-11-19T19:11:12.93104832Z,I,0.55,1.0,2025-11-13T18:52:44.758002008Z,B,0.55,0.55,0.55,1.0,0.55,2025-11-13T18:52:00Z,1.0,0.55,2026-01-16,75000,0.37,0.37,0.37,1.0,0.37,2025-11-07T05:00:00Z,10.0,0.37,,,,,,
BTC270115C00029000,,,,,,,,,18.22,25,A,13.98,22,E,A,2025-11-19T19:11:19.493559525Z,,,,,,,,,,,,,,2027-01-15,29000,,,,,,,,,0.655,0.8011,0.01,0.1792,-0.0107,0.1183
BTC260116C00057000,0.88,0.88,0.88,1.0,0.88,2025-11-11T05:00:00Z,3.0,0.88,0.77,152,A,0.0,0,?, ,2025-11-19T19:00:27.01332025Z,a,0.88,3.0,2025-11-11T17:35:41.324368322Z,X,0.88,0.88,0.88,1.0,0.88,2025-11-11T17:35:00Z,3.0,0.88,2026-01-16,57000,1.45,1.45,1.45,1.0,1.45,2025-10-30T04:00:00Z,165.0,1.45,,,,,,
BTC280121C00080000,5.7,5.71,5.7,3.0,5.71,2025-11-19T05:00:00Z,9.0,5.701111,6.88,29,A,3.22,8,P,A,2025-11-19T19:11:16.324632071Z,I,5.7,1.0,2025-11-19T16:47:37.03631252Z,Q,5.7,5.7,5.7,2.0,5.7,2025-11-19T16:47:00Z,8.0,5.7,2028-01-21,80000,5.4,6.5,5.4,2.0,6.5,2025-11-17T05:00:00Z,31.0,6.145161,0.5442,0.3477,0.0117,0.1882,-0.0081,0.2148
BTC280121C00050000,10.1,10.75,10.1,3.0,10.75,2025-11-19T05:00:00Z,9.0,10.606667,12.88,16,A,10.12,14,E,A,2025-11-19T19:11:07.628005212Z,I,10.43,1.0,2025-11-19T18:26:05.527762628Z,E,10.1,10.1,10.1,1.0,10.1,2025-11-19T18:26:00Z,1.0,10.1,2028-01-21,50000,11.39,11.54,11.39,2.0,11.54,2025-11-18T05:00:00Z,8.0,11.5025,0.6057,0.6028,0.011,0.2667,-0.0097,0.2242
BTC251219P00029000,1.7,1.7,1.7,1.0,1.7,2025-08-07T04:00:00Z,1.0,1.7,0.73,353,X,0.0,0,?,A,2025-11-19T19:11:15.418387276Z,g,1.67,1.0,2025-08-07T16:21:23.795156776Z,A,1.7,1.7,1.7,1.0,1.7,2025-08-07T16:21:00Z,1.0,1.7,2025-12-19,29000,,,,,,,,,,,,,,
BTC280121C00048000,17.8,17.8,17.8,1.0,17.8,2025-10-14T04:00:00Z,10.0,17.8,13.39,6,B,8.92,11,E,A,2025-11-19T19:10:41.998938887Z,I,17.8,10.0,2025-10-14T13:30:00.390839788Z,I,17.8,17.8,17.8,1.0,17.8,2025-10-14T13:30:00Z,10.0,17.8,2028-01-21,48000,18.0,18.0,17.6,9.0,17.6,2025-09-19T04:00:00Z,36.0,17.904167,0.5675,0.6059,0.0117,0.2768,-0.0092,0.2237
BTC260618C00058000,,,,,,,,,2.94,320,A,1.52,131,B,A,2025-11-19T19:10:52.450481159Z,,,,,,,,,,,,,,2026-06-18,58000,,,,,,,,,0.5667,0.2644,0.0193,0.0474,-0.014,0.0981
BTC251219P00042000,3.2,3.2,2.96,3.0,3.1,2025-11-19T05:00:00Z,4.0,3.115,4.38,486,A,2.66,730,X,A,2025-11-19T19:11:13.707710681Z,I,3.2,2.0,2025-11-19T15:28:04.722916117Z,A,3.2,3.2,3.2,1.0,3.2,2025-11-19T15:28:00Z,2.0,3.2,2025-12-19,42000,3.1,3.1,2.89,2.0,2.89,2025-11-18T05:00:00Z,3.0,3.03,0.4495,-0.6548,0.0725,-0.0241,-0.028,0.0417
BTC260116C00059000,2.05,2.05,2.05,1.0,2.05,2025-10-23T04:00:00Z,1.0,2.05,0.52,23,U,0.0,0,?, ,2025-11-19T19:08:16.204521328Z,a,2.05,1.0,2025-10-23T18:38:24.880703802Z,M,2.05,2.05,2.05,1.0,2.05,2025-10-23T18:38:00Z,1.0,2.05,2026-01-16,59000,4.6,4.6,4.45,3.0,4.45,2025-10-06T04:00:00Z,3.0,4.516667,,,,,,
BTC260116C00046000,1.35,1.35,1.35,1.0,1.35,2025-11-19T05:00:00Z,1.0,1.35,1.33,24,B,1.02,14,E,A,2025-11-19T19:11:14.300039926Z,a,1.35,1.0,2025-11-19T17:23:13.843375539Z,X,1.35,1.35,1.35,1.0,1.35,2025-11-19T17:23:00Z,1.0,1.35,2026-01-16,46000,1.65,1.65,1.54,3.0,1.54,2025-11-18T05:00:00Z,4.0,1.6225,0.5098,0.266,0.0409,0.0148,-0.0237,0.0516
BTC260320C00061000,3.0,3.0,3.0,1.0,3.0,2025-10-23T04:00:00Z,1.0,3.0,1.17,244,A,0.42,16,E,A,2025-11-19T19:11:13.707847214Z,I,3.02,1.0,2025-10-23T16:40:53.182666268Z,P,3.0,3.0,3.0,1.0,3.0,2025-10-23T16:40:00Z,1.0,3.0,2026-03-20,61000,4.95,4.95,4.95,1.0,4.95,2025-10-09T04:00:00Z,1.0,4.95,0.5819,0.1365,0.0166,0.0152,-0.0124,0.0497
BTC260116P00062000,,,,,,,,,23.08,25,C,21.21,21,E, ,2025-11-19T19:11:13.707862209Z,,,,,,,,,,,,,,2026-01-16,62000,,,,,,,,,,,,,,
BTC251219P00044000,4.81,4.81,4.62,3.0,4.62,2025-11-19T05:00:00Z,3.0,4.693333,5.46,24,U,4.05,66,E,A,2025-11-19T19:11:17.934408559Z,g,4.81,1.0,2025-11-19T17:42:17.233303393Z,C,4.81,4.81,4.81,1.0,4.81,2025-11-19T17:42:00Z,1.0,4.81,2025-12-19,44000,3.9,4.45,3.9,2.0,4.45,2025-11-18T05:00:00Z,2.0,4.175,0.3597,-0.8359,0.0608,-0.031,-0.0127,0.028
