symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC280121C00044000,15.8,15.8,15.8,1.0,15.8,2025-11-06T05:00:00Z,1.0,15.8,14.65,7,B,10.02,10,B,A,2025-11-26T20:56:40.860675111Z,I,15.8,1.0,2025-11-06T19:28:21.699478638Z,I,15.8,15.8,15.8,1.0,15.8,2025-11-06T19:28:00Z,1.0,15.8,15.72,16.2,15.72,2.0,16.2,2025-11-04T05:00:00Z,6.0,16.12,2028-01-21,44000,0.5628,0.6463,0.0113,0.2882,-0.009,0.2171
BTC270115C00054000,5.8,5.91,5.8,2.0,5.91,2025-11-19T05:00:00Z,2.0,5.855,6.57,121,A,3.98,145,A,A,2025-11-26T20:59:49.392457962Z,g,5.8,1.0,2025-11-19T20:21:49.282732672Z,C,5.8,5.8,5.8,1.0,5.8,2025-11-19T20:21:00Z,1.0,5.8,11.6,11.6,11.6,1.0,11.6,2025-10-13T04:00:00Z,1.0,11.6,2027-01-15,54000,0.5342,0.4274,0.0173,0.1332,-0.0118,0.1664
BTC251219P00020000,0.4,0.4,0.4,1.0,0.4,2025-11-21T05:00:00Z,1.0,0.4,0.77,353,A,0.0,0,?,A,2025-11-26T20:59:49.3945278Z,I,0.28,1.0,2025-11-21T20:36:46.539176393Z,E,0.4,0.4,0.4,1.0,0.4,2025-11-21T20:36:00Z,1.0,0.4,0.05,0.05,0.05,1.0,0.05,2025-09-23T04:00:00Z,1.0,0.05,2025-12-19,20000,,,,,,
BTC260116P00055000,9.55,9.55,9.55,1.0,9.55,2025-11-11T05:00:00Z,1.0,9.55,17.3,35,B,13.78,35,A, ,2025-11-26T20:59:49.389684693Z,g,9.55,1.0,2025-11-11T15:15:08.542991866Z,C,9.55,9.55,9.55,1.0,9.55,2025-11-11T15:15:00Z,1.0,9.55,7.8,8.0,7.8,3.0,8.0,2025-10-31T04:00:00Z,12.0,7.833333,2026-01-16,55000,0.7031,-0.8623,0.0212,-0.0683,-0.0175,0.0324
BTC270115C00029000,15.59,15.59,15.59,1.0,15.59,2025-11-20T05:00:00Z,4.0,15.59,17.27,52,A,13.63,142,A,A,2025-11-26T20:59:49.392066896Z,a,15.59,4.0,2025-11-20T15:54:00.310362229Z,X,15.59,15.59,15.59,1.0,15.59,2025-11-20T15:54:00Z,4.0,15.59,,,,,,,,,2027-01-15,29000,0.5808,0.8118,0.011,0.1914,-0.0096,0.1144
BTC251219P00045000,5.6,5.6,5.6,1.0,5.6,2025-11-26T05:00:00Z,3.0,5.6,7.35,84,X,4.04,52,E, ,2025-11-26T20:59:54.984062767Z,I,5.6,3.0,2025-11-26T19:09:23.480840514Z,P,5.6,5.6,5.6,1.0,5.6,2025-11-26T19:09:00Z,3.0,5.6,6.68,6.68,6.68,1.0,6.68,2025-11-25T05:00:00Z,1.0,6.68,2025-12-19,45000,0.5632,-0.7876,0.0527,-0.0223,-0.0323,0.0284
BTC260320P00065000,,,,,,,,,26.4,47,B,23.68,47,B, ,2025-11-26T20:55:03.037374937Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,65000,0.6109,-0.892,0.0137,-0.1875,-0.0049,0.0411
BTC251219C00059000,0.05,0.05,0.05,2.0,0.05,2025-11-25T05:00:00Z,5.0,0.05,0.77,612,A,0.0,0,?,A,2025-11-26T20:59:49.393234614Z,a,0.05,4.0,2025-11-25T20:41:52.841790698Z,C,0.05,0.05,0.05,2.0,0.05,2025-11-25T20:41:00Z,5.0,0.05,0.35,0.35,0.35,1.0,0.35,2025-11-19T05:00:00Z,1.0,0.35,2025-12-19,59000,,,,,,
BTC251219C00070000,0.3,0.3,0.3,1.0,0.3,2025-10-30T04:00:00Z,48.0,0.3,0.77,437,A,0.0,0,?,A,2025-11-26T20:59:49.393486197Z,I,0.3,48.0,2025-10-30T13:30:28.504862548Z,U,0.3,0.3,0.3,1.0,0.3,2025-10-30T13:30:00Z,48.0,0.3,1.06,1.06,1.06,1.0,1.06,2025-10-06T04:00:00Z,3.0,1.06,2025-12-19,70000,,,,,,
BTC260116C00038000,3.6,3.6,3.6,1.0,3.6,2025-11-26T05:00:00Z,5.0,3.6,4.32,21,U,3.36,573,A,A,2025-11-26T20:59:55.470648078Z,I,3.6,5.0,2025-11-26T17:14:06.541750496Z,P,3.6,3.6,3.6,1.0,3.6,2025-11-26T17:14:00Z,5.0,3.6,3.8,3.8,3.6,7.0,3.6,2025-11-25T05:00:00Z,31.0,3.76129,2026-01-16,38000,0.4738,0.6497,0.0531,0.0302,-0.0282,0.0546
BTC260116C00033000,,,,,,,,,8.26,209,X,6.01,196,A,A,2025-11-26T20:59:49.394143531Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,33000,0.3509,0.9397,0.0231,0.0415,-0.0094,0.0176
BTC260320C00025000,13.32,13.32,13.32,1.0,13.32,2025-11-21T05:00:00Z,3.0,13.32,16.079,125,A,13.69,112,A,A,2025-11-26T20:59:58.303124715Z,g,13.32,3.0,2025-11-21T19:30:24.550140443Z,C,13.32,13.32,13.32,1.0,13.32,2025-11-21T19:30:00Z,3.0,13.32,,,,,,,,,2026-03-20,25000,,,,,,
BTC270115P00034000,4.72,4.72,4.72,1.0,4.72,2025-11-18T05:00:00Z,2.0,4.72,6.23,69,A,3.72,74,A,A,2025-11-26T20:59:49.39142559Z,a,4.72,2.0,2025-11-18T14:34:08.368363369Z,X,4.72,4.72,4.72,1.0,4.72,2025-11-18T14:34:00Z,2.0,4.72,3.27,3.27,3.27,1.0,3.27,2025-10-30T04:00:00Z,1.0,3.27,2027-01-15,34000,0.5301,-0.2641,0.0145,-0.1757,-0.0074,0.1387
BTC251219P00067000,,,,,,,,,28.96,35,B,26.66,35,B, ,2025-11-26T20:59:49.389597663Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,67000,,,,,,
BTC270115C00028000,,,,,,,,,18.2,24,A,14.12,5,A,A,2025-11-26T20:59:49.389846912Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,28000,0.5916,0.8252,0.0103,0.1894,-0.0094,0.1092
BTC260618C00044000,4.94,4.99,4.9,4.0,4.99,2025-11-26T05:00:00Z,12.0,4.954167,5.0,5,Z,3.78,575,A,A,2025-11-26T20:59:55.439558937Z,a,4.94,5.0,2025-11-26T18:18:14.134177665Z,J,4.94,4.94,4.94,1.0,4.94,2025-11-26T18:18:00Z,5.0,4.94,4.8,4.8,4.7,4.0,4.8,2025-11-24T05:00:00Z,5.0,4.78,2026-06-18,44000,0.4803,0.4829,0.0279,0.0825,-0.0155,0.1184
BTC270115C00032000,,,,,,,,,15.46,29,A,11.55,31,A,A,2025-11-26T20:59:51.10566885Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,32000,0.5584,0.7673,0.0129,0.1934,-0.0103,0.1296
BTC260116P00038000,2.0,2.0,2.0,1.0,2.0,2025-11-26T05:00:00Z,1.0,2.0,2.74,531,A,1.32,532,A,A,2025-11-26T20:59:55.378147622Z,I,2.07,1.0,2025-11-26T14:42:05.493035107Z,E,2.0,2.0,2.0,1.0,2.0,2025-11-26T14:42:00Z,1.0,2.0,2.83,3.1,2.83,2.0,3.1,2025-11-25T05:00:00Z,2.0,2.965,2026-01-16,38000,0.5121,-0.3559,0.0494,-0.0222,-0.0264,0.0549
BTC270115P00040000,7.38,7.38,7.38,1.0,7.38,2025-11-17T05:00:00Z,1.0,7.38,9.34,56,A,6.2,92,A,A,2025-11-26T20:59:48.549537773Z,f,7.38,1.0,2025-11-17T17:03:17.032475353Z,M,7.38,7.38,7.38,1.0,7.38,2025-11-17T17:03:00Z,1.0,7.38,6.25,6.25,6.25,1.0,6.25,2025-11-04T05:00:00Z,1.0,6.25,2027-01-15,40000,0.5127,-0.3686,0.0173,-0.2546,-0.0078,0.1599
BTC251219C00073000,0.35,0.35,0.34,2.0,0.34,2025-11-17T05:00:00Z,2.0,0.345,0.73,437,A,0.0,0,?,A,2025-11-26T20:59:49.393486197Z,f,0.35,1.0,2025-11-17T14:55:05.343820309Z,W,0.35,0.35,0.34,2.0,0.34,2025-11-17T14:55:00Z,2.0,0.345,0.3,0.3,0.3,1.0,0.3,2025-10-17T04:00:00Z,1.0,0.3,2025-12-19,73000,,,,,,
BTC270115P00060000,18.89,18.89,18.89,1.0,18.89,2025-11-06T05:00:00Z,1.0,18.89,24.05,11,B,20.63,13,E,A,2025-11-26T20:56:40.860304334Z,g,18.89,1.0,2025-11-06T15:20:15.288428062Z,C,18.89,18.89,18.89,1.0,18.89,2025-11-06T15:20:00Z,1.0,18.89,19.07,19.07,18.82,2.0,18.82,2025-10-17T04:00:00Z,2.0,18.945,2027-01-15,60000,0.5537,-0.6311,0.0161,-0.5384,-0.0063,0.16
BTC280121C00041000,20.0,20.0,20.0,1.0,20.0,2025-10-14T04:00:00Z,1.0,20.0,15.55,3,C,11.19,5,P,A,2025-11-26T20:59:49.390002481Z,I,20.0,1.0,2025-10-14T13:30:13.058081091Z,A,20.0,20.0,20.0,1.0,20.0,2025-10-14T13:30:00Z,1.0,20.0,,,,,,,,,2028-01-21,41000,0.5666,0.6785,0.0108,0.2935,-0.0088,0.2093
BTC251219P00025000,0.05,0.05,0.05,1.0,0.05,2025-11-17T05:00:00Z,1.0,0.05,0.73,351,A,0.0,0,?,A,2025-11-26T20:59:49.394522722Z,a,0.05,1.0,2025-11-17T20:30:17.394379037Z,X,0.05,0.05,0.05,1.0,0.05,2025-11-17T20:30:00Z,1.0,0.05,0.49,0.49,0.49,1.0,0.49,2025-06-10T04:00:00Z,10.0,0.49,2025-12-19,25000,,,,,,
BTC260320P00060000,12.6,12.6,12.6,1.0,12.6,2025-09-25T04:00:00Z,1.0,12.6,22.43,34,X,20.21,34,Z,A,2025-11-26T20:55:02.841483142Z,I,12.64,1.0,2025-09-25T13:30:00.72274144Z,X,12.6,12.6,12.6,1.0,12.6,2025-09-25T13:30:00Z,1.0,12.6,12.23,12.23,12.23,2.0,12.23,2025-09-22T04:00:00Z,34.0,12.23,2026-03-20,60000,0.7529,-0.7707,0.0182,-0.161,-0.017,0.0672
BTC260618C00030000,11.51,11.51,11.51,1.0,11.51,2025-11-26T05:00:00Z,1.0,11.51,13.84,564,X,10.86,550,A,A,2025-11-26T20:59:55.358562184Z,a,11.51,1.0,2025-11-26T17:10:35.302291315Z,E,11.51,11.51,11.51,1.0,11.51,2025-11-26T17:10:00Z,1.0,11.51,20.32,20.32,20.32,1.0,20.32,2025-10-30T04:00:00Z,1.0,20.32,2026-06-18,30000,0.5599,0.8253,0.0155,0.1141,-0.0126,0.0765
BTC270115P00065000,18.53,18.53,18.53,1.0,18.53,2025-10-10T04:00:00Z,1.0,18.53,28.96,10,E,25.26,10,E,A,2025-11-26T20:55:02.465405132Z,f,18.53,1.0,2025-10-10T15:31:47.560211828Z,W,18.53,18.53,18.53,1.0,18.53,2025-10-10T15:31:00Z,1.0,18.53,21.8,22.1,21.8,8.0,22.03,2025-07-07T04:00:00Z,150.0,21.925733,2027-01-15,65000,0.6011,-0.6498,0.0145,-0.601,-0.0065,0.1571
BTC260618P00058000,,,,,,,,,20.96,86,X,18.64,233,X, ,2025-11-26T20:59:49.389652882Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,58000,0.6241,-0.7025,0.0187,-0.2657,-0.011,0.1029
BTC260116P00074000,,,,,,,,,35.98,20,B,33.77,24,Z,A,2025-11-26T20:56:40.861580656Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,74000,,,,,,
BTC251219C00047000,0.26,0.26,0.21,2.0,0.21,2025-11-26T05:00:00Z,6.0,0.218333,0.33,86,C,0.07,103,A,A,2025-11-26T20:59:55.36087137Z,a,0.26,1.0,2025-11-26T18:00:20.34835172Z,X,0.26,0.26,0.26,1.0,0.26,2025-11-26T18:00:00Z,1.0,0.26,0.1,0.45,0.1,3.0,0.45,2025-11-25T05:00:00Z,17.0,0.126471,2025-12-19,47000,0.4848,0.0946,0.0355,0.0021,-0.0185,0.0165
BTC260320C00052000,1.2,1.2,1.2,1.0,1.2,2025-11-25T05:00:00Z,3.0,1.2,3.23,838,X,0.87,268,X, ,2025-11-26T20:56:40.862322552Z,a,1.2,3.0,2025-11-25T14:31:00.32924867Z,E,1.2,1.2,1.2,1.0,1.2,2025-11-25T14:31:00Z,3.0,1.2,1.31,1.31,1.15,6.0,1.25,2025-11-24T05:00:00Z,17.0,1.219412,2026-03-20,52000,0.6179,0.2842,0.0248,0.0287,-0.0215,0.0751
BTC280121P00052000,13.55,13.55,13.55,1.0,13.55,2025-10-13T04:00:00Z,2.0,13.55,21.11,33,A,16.43,10,Z,A,2025-11-26T20:59:54.757367515Z,f,13.55,2.0,2025-10-13T13:30:02.567099916Z,J,13.55,13.55,13.55,1.0,13.55,2025-10-13T13:30:00Z,2.0,13.55,13.0,13.2,12.98,9.0,13.07,2025-10-10T04:00:00Z,19.0,13.027368,2028-01-21,52000,0.5581,-0.4335,0.0121,-0.7749,-0.005,0.2297
BTC280121C00039000,13.05,13.05,13.05,1.0,13.05,2025-11-25T05:00:00Z,1.0,13.05,16.129,32,A,12.7,13,B,A,2025-11-26T20:59:49.393866178Z,a,13.05,1.0,2025-11-25T19:17:15.509320072Z,B,13.05,13.05,13.05,1.0,13.05,2025-11-25T19:17:00Z,1.0,13.05,19.9,19.9,19.5,6.0,19.9,2025-11-03T05:00:00Z,6.0,19.666667,2028-01-21,39000,0.5842,0.7031,0.0101,0.2921,-0.0087,0.2021
BTC280121P00059000,,,,,,,,,26.84,13,E,22.12,13,E, ,2025-11-26T20:56:40.860545773Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,59000,0.5881,-0.4779,0.0116,-0.9358,-0.0049,0.2326
BTC260116C00080000,0.18,0.2,0.18,3.0,0.2,2025-11-04T05:00:00Z,35.0,0.185714,0.42,23,Z,0.0,0,?,A,2025-11-26T20:56:03.491687457Z,a,0.18,25.0,2025-11-04T19:46:20.039370915Z,X,0.18,0.18,0.18,1.0,0.18,2025-11-04T19:46:00Z,25.0,0.18,0.3,0.35,0.3,2.0,0.35,2025-11-03T05:00:00Z,15.0,0.333333,2026-01-16,80000,,,,,,
