symbol,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price
BTC260320C00073000,,,,,,,1.26,1.26,1.26,1.0,1.26,2025-10-30T04:00:00Z,1.0,1.26,0.73,338,A,0.0,0,?,A,2025-11-21T14:45:03.420158688Z,I,1.26,1.0,2025-10-30T13:41:32.433245351Z,Z,1.26,1.26,1.26,1.0,1.26,2025-10-30T13:41:00Z,1.0,1.26,,,,,,,,,2026-03-20,73000
BTC251121C00051000,,,,,,,0.03,0.03,0.03,2.0,0.03,2025-11-18T05:00:00Z,4.0,0.03,0.23,892,X,0.0,0,?, ,2025-11-21T14:45:04.68771639Z,a,0.03,2.0,2025-11-18T17:44:19.021360232Z,X,0.03,0.03,0.03,1.0,0.03,2025-11-18T17:44:00Z,2.0,0.03,0.13,0.13,0.05,3.0,0.05,2025-11-17T05:00:00Z,10.0,0.058,2025-11-21,51000
BTC260320C00055000,0.5633,0.162,0.0203,0.0169,-0.013,0.0526,1.34,1.35,1.34,7.0,1.34,2025-11-20T05:00:00Z,10.0,1.342,1.17,76,A,0.63,70,A,A,2025-11-21T14:45:09.885506281Z,f,1.34,2.0,2025-11-20T16:08:59.424683533Z,W,1.34,1.35,1.34,7.0,1.34,2025-11-20T16:08:00Z,10.0,1.342,1.3,1.65,1.3,9.0,1.65,2025-11-19T05:00:00Z,100.0,1.5065,2026-03-20,55000
BTC260320C00075000,,,,,,,0.35,0.35,0.35,1.0,0.35,2025-11-14T05:00:00Z,1.0,0.35,0.58,335,A,0.0,0,?,A,2025-11-21T14:45:03.420955012Z,a,0.35,1.0,2025-11-14T18:12:42.905371449Z,X,0.35,0.35,0.35,1.0,0.35,2025-11-14T18:12:00Z,1.0,0.35,1.6,1.6,1.6,1.0,1.6,2025-10-21T04:00:00Z,1.0,1.6,2026-03-20,75000
BTC251121P00053000,,,,,,,12.2,12.2,12.2,1.0,12.2,2025-11-18T05:00:00Z,5.0,12.2,17.42,427,A,14.42,60,X,A,2025-11-21T14:45:06.7643602Z,e,12.2,5.0,2025-11-18T15:46:39.936811097Z,B,12.2,12.2,12.2,1.0,12.2,2025-11-18T15:46:00Z,5.0,12.2,7.5,7.5,7.5,1.0,7.5,2025-11-12T05:00:00Z,2.0,7.5,2025-11-21,53000
BTC260116C00057000,,,,,,,0.88,0.88,0.88,1.0,0.88,2025-11-11T05:00:00Z,3.0,0.88,0.73,584,A,0.0,0,?,A,2025-11-21T14:44:37.282767751Z,a,0.88,3.0,2025-11-11T17:35:41.324368322Z,X,0.88,0.88,0.88,1.0,0.88,2025-11-11T17:35:00Z,3.0,0.88,1.45,1.45,1.45,1.0,1.45,2025-10-30T04:00:00Z,165.0,1.45,2026-01-16,57000
BTC260116C00072000,,,,,,,1.24,1.24,1.24,1.0,1.24,2025-10-02T04:00:00Z,3.0,1.24,0.77,592,A,0.0,0,?,A,2025-11-21T14:39:49.492941905Z,I,1.24,3.0,2025-10-02T13:43:46.776168404Z,Z,1.24,1.24,1.24,1.0,1.24,2025-10-02T13:43:00Z,3.0,1.24,,,,,,,,,2026-01-16,72000
BTC251121C00043000,,,,,,,0.04,0.07,0.04,3.0,0.07,2025-11-19T05:00:00Z,10.0,0.067,0.07,3,J,0.0,0,?, ,2025-11-21T14:44:17.036639722Z,f,0.04,1.0,2025-11-19T19:51:28.438834045Z,W,0.04,0.04,0.04,1.0,0.04,2025-11-19T19:51:00Z,1.0,0.04,0.27,0.44,0.18,12.0,0.18,2025-11-18T05:00:00Z,48.0,0.255208,2025-11-21,43000
BTC251219C00050000,0.6331,0.0634,0.0189,0.0017,-0.0149,0.0129,0.15,0.15,0.15,1.0,0.15,2025-11-21T05:00:00Z,5.0,0.15,0.22,7,S,0.12,20,B, ,2025-11-21T14:45:00.070542174Z,a,0.12,1.0,2025-11-20T20:42:01.335330507Z,B,0.15,0.15,0.15,1.0,0.15,2025-11-21T14:30:00Z,5.0,0.15,0.12,0.3,0.11,11.0,0.25,2025-11-20T05:00:00Z,277.0,0.202383,2025-12-19,50000
BTC260116P00057000,0.8321,-0.864,0.0178,-0.0802,-0.0183,0.0321,11.0,11.0,10.9,2.0,10.9,2025-11-03T05:00:00Z,2.0,10.95,21.37,1,Q,18.3,1,Q, ,2025-11-21T14:30:02.225706456Z,I,11.0,1.0,2025-11-03T16:14:13.447833335Z,N,11.0,11.0,10.9,2.0,10.9,2025-11-03T16:14:00Z,2.0,10.95,,,,,,,,,2026-01-16,57000
BTC270115P00034000,0.5275,-0.2983,0.0163,-0.1935,-0.0072,0.1397,4.72,4.72,4.72,1.0,4.72,2025-11-18T05:00:00Z,2.0,4.72,7.06,17,S,4.16,22,S,A,2025-11-21T14:34:51.16076998Z,a,4.72,2.0,2025-11-18T14:34:08.368363369Z,X,4.72,4.72,4.72,1.0,4.72,2025-11-18T14:34:00Z,2.0,4.72,3.27,3.27,3.27,1.0,3.27,2025-10-30T04:00:00Z,1.0,3.27,2027-01-15,34000
BTC270115C00043000,0.5321,0.547,0.0185,0.1547,-0.0114,0.1596,10.7,10.7,10.7,1.0,10.7,2025-11-14T05:00:00Z,3.0,10.7,8.44,7,U,5.76,30,A,A,2025-11-21T14:45:06.664341787Z,I,10.7,3.0,2025-11-14T14:30:01.857150227Z,X,10.7,10.7,10.7,1.0,10.7,2025-11-14T14:30:00Z,3.0,10.7,11.8,11.9,11.8,2.0,11.9,2025-11-06T05:00:00Z,2.0,11.85,2027-01-15,43000
BTC280121C00075000,0.5558,0.3633,0.0122,0.1839,-0.008,0.2075,6.64,6.64,6.64,1.0,6.64,2025-11-17T05:00:00Z,1.0,6.64,6.87,45,A,3.45,26,B,A,2025-11-21T14:45:06.800782503Z,a,6.64,1.0,2025-11-17T15:19:02.728366159Z,X,6.64,6.64,6.64,1.0,6.64,2025-11-17T15:19:00Z,1.0,6.64,8.45,8.45,8.45,1.0,8.45,2025-11-12T05:00:00Z,3.0,8.45,2028-01-21,75000
BTC251219C00053000,,,,,,,0.22,0.22,0.22,1.0,0.22,2025-11-17T05:00:00Z,1.0,0.22,0.73,574,A,0.0,0,?,A,2025-11-21T14:39:49.121748734Z,g,0.22,1.0,2025-11-17T14:42:43.57139089Z,C,0.22,0.22,0.22,1.0,0.22,2025-11-17T14:42:00Z,1.0,0.22,0.6,0.6,0.6,1.0,0.6,2025-11-13T05:00:00Z,10.0,0.6,2025-12-19,53000
BTC260116P00073000,,,,,,,,,,,,,,,36.52,19,Z,34.34,30,S, ,2025-11-21T14:45:10.455079278Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,73000
BTC260116P00062000,0.922,-0.8831,0.0145,-0.0888,-0.0176,0.0289,,,,,,,,,26.4,20,Z,23.08,24,Z, ,2025-11-21T14:44:02.104079831Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,62000
BTC260116C00062000,,,,,,,1.26,1.26,1.26,1.0,1.26,2025-10-20T04:00:00Z,1.0,1.26,0.77,552,A,0.0,0,?,A,2025-11-21T14:39:49.312791986Z,g,1.26,1.0,2025-10-20T18:48:42.523441326Z,C,1.26,1.26,1.26,1.0,1.26,2025-10-20T18:48:00Z,1.0,1.26,1.5,1.5,1.5,1.0,1.5,2025-10-16T04:00:00Z,1.0,1.5,2026-01-16,62000
BTC270115P00032000,0.5236,-0.2621,0.0154,-0.1663,-0.0068,0.1312,,,,,,,,,6.07,25,A,3.15,24,S,A,2025-11-21T14:44:51.01233853Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,32000
BTC251219C00031000,0.5734,0.9044,0.0285,0.0207,-0.021,0.0177,,,,,,,,,7.73,123,A,6.15,148,A,A,2025-11-21T14:45:09.731837595Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,31000
BTC270115P00052000,0.5422,-0.5793,0.0179,-0.4501,-0.0065,0.1575,12.6,12.65,12.58,6.0,12.65,2025-10-21T04:00:00Z,76.0,12.591711,18.8,17,U,15.92,18,U,A,2025-11-21T14:33:54.099681627Z,f,12.6,5.0,2025-10-21T17:18:17.629284228Z,I,12.6,12.6,12.58,4.0,12.6,2025-10-21T17:18:00Z,40.0,12.583,13.73,13.73,13.73,1.0,13.73,2025-10-17T04:00:00Z,5.0,13.73,2027-01-15,52000
BTC251219P00039000,0.5717,-0.5554,0.0664,-0.0184,-0.0394,0.0411,2.65,2.71,1.78,5.0,1.78,2025-11-20T05:00:00Z,7.0,2.465714,3.44,87,A,2.82,243,X,A,2025-11-21T14:45:09.731837595Z,g,2.65,1.0,2025-11-20T20:30:02.880402947Z,X,2.65,2.65,2.65,1.0,2.65,2025-11-20T20:30:00Z,1.0,2.65,2.05,2.17,2.05,3.0,2.05,2025-11-19T05:00:00Z,3.0,2.09,2025-12-19,39000
BTC280121P00055000,0.5634,-0.484,0.0128,-0.8718,-0.0043,0.2204,,,,,,,,,23.88,9,U,20.22,8,S,A,2025-11-21T14:38:04.281844387Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,55000
BTC251219C00057000,,,,,,,0.18,0.18,0.18,1.0,0.18,2025-11-13T05:00:00Z,1.0,0.18,0.57,567,A,0.0,0,?,A,2025-11-21T14:39:49.184052178Z,a,0.18,1.0,2025-11-13T18:56:01.875362194Z,X,0.18,0.18,0.18,1.0,0.18,2025-11-13T18:56:00Z,1.0,0.18,0.38,0.38,0.38,1.0,0.38,2025-11-11T05:00:00Z,4.0,0.38,2025-12-19,57000
BTC260618P00030000,0.5147,-0.2043,0.0194,-0.0557,-0.0089,0.0806,1.7,1.7,1.7,1.0,1.7,2025-11-10T05:00:00Z,1.0,1.7,3.18,286,X,0.92,721,X, ,2025-11-21T14:45:04.181304222Z,I,1.67,1.0,2025-11-10T19:41:01.556538611Z,E,1.7,1.7,1.7,1.0,1.7,2025-11-10T19:41:00Z,1.0,1.7,,,,,,,,,2026-06-18,30000
BTC260320P00057000,0.6695,-0.8071,0.0191,-0.1641,-0.0112,0.0587,,,,,,,,,20.92,33,A,19.13,34,C,A,2025-11-21T14:45:05.603647948Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,57000
BTC280121P00052000,0.5669,-0.4553,0.0126,-0.8032,-0.0045,0.2192,13.55,13.55,13.55,1.0,13.55,2025-10-13T04:00:00Z,2.0,13.55,21.61,7,U,18.31,12,U,A,2025-11-21T14:40:14.459771501Z,f,13.55,2.0,2025-10-13T13:30:02.567099916Z,J,13.55,13.55,13.55,1.0,13.55,2025-10-13T13:30:00Z,2.0,13.55,13.0,13.2,12.98,9.0,13.07,2025-10-10T04:00:00Z,19.0,13.027368,2028-01-21,52000
BTC260116P00053000,0.776,-0.8318,0.022,-0.0725,-0.0206,0.037,5.55,5.55,4.9,3.0,4.9,2025-10-27T04:00:00Z,6.0,5.341667,17.15,36,A,14.89,33,A,A,2025-11-21T14:45:03.41320224Z,a,5.55,1.0,2025-10-27T14:25:37.495680773Z,A,5.55,5.55,5.55,1.0,5.55,2025-10-27T14:25:00Z,1.0,5.55,6.95,6.95,6.95,1.0,6.95,2025-10-20T04:00:00Z,5.0,6.95,2026-01-16,53000
BTC280121P00047000,0.5389,-0.4195,0.0131,-0.6856,-0.0045,0.2161,14.38,14.38,14.38,2.0,14.38,2025-11-17T05:00:00Z,2.0,14.38,17.64,14,U,14.12,15,U,A,2025-11-21T14:38:19.020710888Z,a,14.38,1.0,2025-11-17T14:53:33.480833356Z,E,14.38,14.38,14.38,2.0,14.38,2025-11-17T14:53:00Z,2.0,14.38,10.85,10.85,10.85,1.0,10.85,2025-10-13T04:00:00Z,2.0,10.85,2028-01-21,47000
BTC260116C00055000,,,,,,,0.4,0.4,0.35,3.0,0.35,2025-11-20T05:00:00Z,32.0,0.398438,0.47,96,A,0.0,0,?,A,2025-11-21T14:45:10.253641289Z,f,0.4,1.0,2025-11-20T16:05:49.455703118Z,I,0.4,0.4,0.4,1.0,0.4,2025-11-20T16:05:00Z,1.0,0.4,0.4,0.4,0.35,20.0,0.4,2025-11-19T05:00:00Z,26.0,0.39,2026-01-16,55000
BTC251121P00038000,,,,,,,0.6,0.6,0.3,9.0,0.6,2025-11-20T05:00:00Z,13.0,0.494615,1.47,575,X,0.57,25,B, ,2025-11-21T14:45:04.081786996Z,I,0.53,1.0,2025-11-20T20:25:03.799438051Z,T,0.6,0.6,0.6,1.0,0.6,2025-11-20T20:25:00Z,1.0,0.6,0.35,1.0,0.35,4.0,1.0,2025-11-19T05:00:00Z,4.0,0.5675,2025-11-21,38000
BTC251219P00034000,0.6183,-0.2467,0.0491,-0.0079,-0.0351,0.0328,0.84,0.84,0.6,4.0,0.6,2025-11-20T05:00:00Z,23.0,0.811304,1.28,36,N,0.78,33,X, ,2025-11-21T14:45:05.35920133Z,g,0.84,20.0,2025-11-20T20:58:16.131346649Z,C,0.84,0.84,0.84,1.0,0.84,2025-11-20T20:58:00Z,20.0,0.84,0.6,0.6,0.48,2.0,0.48,2025-11-19T05:00:00Z,3.0,0.56,2025-12-19,34000
BTC270115P00057000,0.5518,-0.6337,0.0169,-0.5198,-0.0057,0.1516,,,,,,,,,22.88,17,B,19.87,11,B, ,2025-11-21T14:44:59.866204963Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,57000
BTC251219C00040000,0.5562,0.3776,0.0657,0.0098,-0.0407,0.0395,1.7,2.15,1.7,7.0,2.15,2025-11-20T05:00:00Z,56.0,1.811786,1.57,41,A,1.22,52,S,A,2025-11-21T14:45:07.527103049Z,I,1.7,16.0,2025-11-20T19:55:29.704415532Z,P,1.7,1.7,1.7,1.0,1.7,2025-11-20T19:55:00Z,16.0,1.7,2.2,3.1,2.12,10.0,2.6,2025-11-19T05:00:00Z,23.0,2.386957,2025-12-19,40000
BTC260618P00025000,0.7436,-0.1486,0.011,-0.0442,-0.0109,0.0658,1.05,1.05,1.05,1.0,1.05,2025-11-19T05:00:00Z,1.0,1.05,3.32,392,A,0.97,128,B, ,2025-11-21T14:45:03.145612539Z,I,1.07,1.0,2025-11-19T19:50:35.849553788Z,I,1.05,1.05,1.05,1.0,1.05,2025-11-19T19:50:00Z,1.0,1.05,,,,,,,,,2026-06-18,25000
BTC260320C00054000,0.546,0.1664,0.0213,0.0174,-0.0128,0.0535,1.75,1.75,1.75,1.0,1.75,2025-11-18T05:00:00Z,10.0,1.75,1.23,26,P,0.58,140,A,A,2025-11-21T14:45:06.840224366Z,e,1.75,10.0,2025-11-18T19:41:48.853714877Z,B,1.75,1.75,1.75,1.0,1.75,2025-11-18T19:41:00Z,10.0,1.75,1.8,1.85,1.8,3.0,1.85,2025-11-14T05:00:00Z,3.0,1.816667,2026-03-20,54000
