symbol,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price
BTC260618C00060000,0.6097,0.2807,0.0182,0.049,-0.0163,0.1022,1.74,1.74,1.74,1.0,1.74,2025-11-25T05:00:00Z,1.0,1.74,3.76,423,A,1.43,31,U, ,2025-11-28T14:44:52.539585858Z,g,1.74,1.0,2025-11-25T14:42:18.974191003Z,C,1.74,1.74,1.74,1.0,1.74,2025-11-25T14:42:00Z,1.0,1.74,1.22,1.55,1.22,8.0,1.55,2025-11-24T05:00:00Z,52.0,1.235962,2026-06-18,60000
BTC270115P00049000,0.5084,-0.4994,0.0181,-0.3762,-0.0076,0.173,11.95,11.95,11.95,1.0,11.95,2025-10-17T04:00:00Z,1.0,11.95,14.52,60,A,11.26,66,A,A,2025-11-28T14:44:46.880967276Z,f,11.95,1.0,2025-10-17T16:01:15.887134704Z,I,11.95,11.95,11.95,1.0,11.95,2025-10-17T16:01:00Z,1.0,11.95,,,,,,,,,2027-01-15,49000
BTC280121C00058000,0.579,0.5358,0.0115,0.2606,-0.0098,0.2374,17.2,17.2,17.2,1.0,17.2,2025-10-03T04:00:00Z,6.0,17.2,11.41,68,A,8.02,41,A,A,2025-11-28T14:44:41.538070181Z,n,17.2,6.0,2025-10-03T16:39:31.795129468Z,I,17.2,17.2,17.2,1.0,17.2,2025-10-03T16:39:00Z,6.0,17.2,13.0,13.0,13.0,1.0,13.0,2025-09-23T04:00:00Z,6.0,13.0,2028-01-21,58000
BTC260116P00074000,,,,,,,,,,,,,,,34.34,1,H,30.79,1,H, ,2025-11-28T14:30:21.451646305Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,74000
BTC280121C00063000,0.569,0.4911,0.0117,0.2475,-0.0097,0.2383,11.73,11.9,11.73,2.0,11.9,2025-09-22T04:00:00Z,39.0,11.834615,10.23,88,A,6.77,40,A,A,2025-11-28T14:44:47.517459673Z,g,11.73,15.0,2025-09-22T19:22:10.185000133Z,C,11.73,11.73,11.73,1.0,11.73,2025-09-22T19:22:00Z,15.0,11.73,,,,,,,,,2028-01-21,63000
BTC251219P00056000,,,,,,,5.3,5.3,5.3,1.0,5.3,2025-10-09T04:00:00Z,3.0,5.3,15.83,1,H,13.47,1,H, ,2025-11-28T14:30:21.452566408Z,I,5.32,3.0,2025-10-09T16:30:11.021162115Z,E,5.3,5.3,5.3,1.0,5.3,2025-10-09T16:30:00Z,3.0,5.3,4.7,4.7,4.7,1.0,4.7,2025-10-06T04:00:00Z,3.0,4.7,2025-12-19,56000
BTC270115P00058000,0.5235,-0.6124,0.0169,-0.5054,-0.0064,0.1661,,,,,,,,,21.67,13,E,17.72,23,A,A,2025-11-28T14:44:55.500892594Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,58000
BTC260618C00059000,0.6062,0.2914,0.0187,0.0507,-0.0165,0.104,1.9,1.9,1.9,1.0,1.9,2025-11-26T05:00:00Z,10.0,1.9,3.84,699,X,1.58,110,X,A,2025-11-28T14:43:44.731106275Z,I,1.9,10.0,2025-11-26T18:14:24.341241261Z,U,1.9,1.9,1.9,1.0,1.9,2025-11-26T18:14:00Z,10.0,1.9,4.4,4.4,4.4,1.0,4.4,2025-11-04T05:00:00Z,2.0,4.4,2026-06-18,59000
BTC270115C00054000,0.5444,0.4485,0.0168,0.1407,-0.0125,0.1716,5.8,5.91,5.8,2.0,5.91,2025-11-19T05:00:00Z,2.0,5.855,7.32,96,A,4.38,95,A,A,2025-11-28T14:44:12.03781561Z,g,5.8,1.0,2025-11-19T20:21:49.282732672Z,C,5.8,5.8,5.8,1.0,5.8,2025-11-19T20:21:00Z,1.0,5.8,11.6,11.6,11.6,1.0,11.6,2025-10-13T04:00:00Z,1.0,11.6,2027-01-15,54000
BTC270115C00032000,0.5955,0.7763,0.0116,0.1917,-0.0109,0.1296,,,,,,,,,16.88,195,A,12.53,205,A,A,2025-11-28T14:44:54.646088936Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,32000
BTC260618C00056000,0.5494,0.3005,0.0209,0.0534,-0.0153,0.1055,,,,,,,,,3.24,366,A,1.97,24,U, ,2025-11-28T14:44:52.539585858Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,56000
BTC260116C00055000,,,,,,,0.26,0.26,0.26,1.0,0.26,2025-11-26T05:00:00Z,6.0,0.26,0.77,600,A,0.0,0,?,A,2025-11-28T14:44:47.581813751Z,a,0.26,6.0,2025-11-26T16:44:43.33173352Z,J,0.26,0.26,0.26,1.0,0.26,2025-11-26T16:44:00Z,6.0,0.26,0.25,0.25,0.21,3.0,0.21,2025-11-24T05:00:00Z,33.0,0.237879,2026-01-16,55000
BTC251219C00080000,,,,,,,0.04,0.04,0.04,1.0,0.04,2025-11-26T05:00:00Z,200.0,0.04,2.62,1,C,0.0,0,?,A,2025-11-28T14:30:01.670370647Z,a,0.04,200.0,2025-11-26T19:19:00.132373458Z,X,0.04,0.04,0.04,1.0,0.04,2025-11-26T19:19:00Z,200.0,0.04,0.55,0.55,0.55,14.0,0.55,2025-11-03T05:00:00Z,14.0,0.55,2025-12-19,80000
BTC270115P00037000,0.5094,-0.3012,0.0158,-0.2048,-0.0076,0.1511,6.93,6.93,6.93,1.0,6.93,2025-11-21T05:00:00Z,1.0,6.93,7.28,39,B,4.36,39,A,A,2025-11-28T14:44:32.199710968Z,g,6.93,1.0,2025-11-21T16:24:53.941256689Z,A,6.93,6.93,6.93,1.0,6.93,2025-11-21T16:24:00Z,1.0,6.93,6.0,6.0,6.0,1.0,6.0,2025-11-17T05:00:00Z,1.0,6.0,2027-01-15,37000
BTC251219P00061000,0.7885,-0.9785,0.0067,-0.0345,-0.0032,0.005,,,,,,,,,21.37,34,A,18.94,32,B,A,2025-11-28T14:44:33.56835986Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,61000
BTC260320C00073000,,,,,,,1.26,1.26,1.26,1.0,1.26,2025-10-30T04:00:00Z,1.0,1.26,0.73,340,A,0.0,0,?,A,2025-11-28T14:44:55.210732966Z,I,1.26,1.0,2025-10-30T13:41:32.433245351Z,Z,1.26,1.26,1.26,1.0,1.26,2025-10-30T13:41:00Z,1.0,1.26,,,,,,,,,2026-03-20,73000
BTC270115P00057000,0.5467,-0.5868,0.0164,-0.4893,-0.0072,0.1689,,,,,,,,,20.94,23,B,17.7,13,E,A,2025-11-28T14:44:02.80819577Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,57000
BTC260618C00057000,0.5909,0.3097,0.0197,0.054,-0.0166,0.107,4.2,4.2,4.2,1.0,4.2,2025-11-05T05:00:00Z,2.0,4.2,3.88,443,A,1.87,31,S,A,2025-11-28T14:44:42.014197299Z,f,4.2,2.0,2025-11-05T16:00:11.00441389Z,J,4.2,4.2,4.2,1.0,4.2,2025-11-05T16:00:00Z,2.0,4.2,,,,,,,,,2026-06-18,57000
BTC260116C00047000,0.4999,0.2558,0.0431,0.0126,-0.0255,0.048,0.72,0.72,0.72,1.0,0.72,2025-11-26T05:00:00Z,1.0,0.72,1.37,318,A,0.73,99,A,A,2025-11-28T14:44:32.526512822Z,g,0.72,1.0,2025-11-26T19:40:17.696179868Z,C,0.72,0.72,0.72,1.0,0.72,2025-11-26T19:40:00Z,1.0,0.72,0.79,0.79,0.6,6.0,0.6,2025-11-24T05:00:00Z,21.0,0.650952,2026-01-16,47000
BTC260116P00058000,0.5742,-0.9389,0.0141,-0.0744,-0.0047,0.018,9.72,9.72,9.72,2.0,9.72,2025-09-08T04:00:00Z,3.0,9.72,18.51,33,B,15.77,35,A, ,2025-11-28T14:44:52.538493556Z,g,9.72,2.0,2025-09-08T15:06:24.005804194Z,C,9.72,9.72,9.72,2.0,9.72,2025-09-08T15:06:00Z,3.0,9.72,10.68,10.68,10.68,1.0,10.68,2025-09-04T04:00:00Z,3.0,10.68,2026-01-16,58000
BTC260320C00048000,0.5456,0.3627,0.0304,0.0374,-0.0219,0.0847,1.81,1.81,1.81,1.0,1.81,2025-11-25T05:00:00Z,8.0,1.81,3.25,520,A,1.96,28,U,A,2025-11-28T14:44:53.584987687Z,a,1.81,8.0,2025-11-25T17:11:36.967365445Z,X,1.81,1.81,1.81,1.0,1.81,2025-11-25T17:11:00Z,8.0,1.81,1.95,1.95,1.85,3.0,1.85,2025-11-24T05:00:00Z,5.0,1.89,2026-03-20,48000
BTC260618P00042000,0.4989,-0.4365,0.026,-0.133,-0.0124,0.1195,7.09,7.09,7.09,1.0,7.09,2025-11-19T05:00:00Z,1.0,7.09,6.94,329,A,5.52,352,A,A,2025-11-28T14:43:46.381004164Z,g,7.09,1.0,2025-11-19T18:14:44.831107005Z,C,7.09,7.09,7.09,1.0,7.09,2025-11-19T18:14:00Z,1.0,7.09,,,,,,,,,2026-06-18,42000
BTC260320C00056000,0.655,0.254,0.0217,0.026,-0.022,0.0724,0.75,0.75,0.75,1.0,0.75,2025-11-24T05:00:00Z,3.0,0.75,3.12,529,A,0.68,15,M, ,2025-11-28T14:44:15.225769115Z,I,0.75,3.0,2025-11-24T14:43:14.683554667Z,X,0.75,0.75,0.75,1.0,0.75,2025-11-24T14:43:00Z,3.0,0.75,0.75,0.75,0.75,1.0,0.75,2025-11-21T05:00:00Z,1.0,0.75,2026-03-20,56000
BTC251219C00034000,0.7319,0.8717,0.0293,0.0162,-0.0386,0.0205,5.12,5.12,5.12,1.0,5.12,2025-11-24T05:00:00Z,1.0,5.12,8.05,412,A,6.63,102,A,A,2025-11-28T14:44:50.21156396Z,g,5.12,1.0,2025-11-24T14:33:03.933704668Z,A,5.12,5.12,5.12,1.0,5.12,2025-11-24T14:33:00Z,1.0,5.12,4.68,4.68,4.68,1.0,4.68,2025-11-21T05:00:00Z,1.0,4.68,2025-12-19,34000
BTC260618C00048000,0.5241,0.4317,0.0247,0.0747,-0.0168,0.1192,3.7,3.7,3.7,1.0,3.7,2025-11-26T05:00:00Z,1.0,3.7,4.75,546,A,3.44,357,X,A,2025-11-28T14:44:44.773279169Z,I,3.7,1.0,2025-11-26T18:09:11.252621208Z,P,3.7,3.7,3.7,1.0,3.7,2025-11-26T18:09:00Z,1.0,3.7,5.19,5.19,5.19,1.0,5.19,2025-11-14T05:00:00Z,1.0,5.19,2026-06-18,48000
BTC270115P00080000,0.6586,-0.7112,0.012,-0.7802,-0.0054,0.1482,32.91,32.91,32.91,1.0,32.91,2025-11-05T05:00:00Z,1.0,32.91,41.77,16,B,38.15,13,E,A,2025-11-28T14:42:59.687130431Z,I,32.91,1.0,2025-11-05T20:59:57.402927973Z,Q,32.91,32.91,32.91,1.0,32.91,2025-11-05T20:59:00Z,1.0,32.91,32.6,32.6,32.6,1.0,32.6,2025-10-20T04:00:00Z,10.0,32.6,2027-01-15,80000
BTC251219P00031000,,,,,,,0.3,0.3,0.2,2.0,0.2,2025-11-25T05:00:00Z,3.0,0.266667,0.77,434,A,0.0,0,?,A,2025-11-28T14:43:46.6175458Z,I,0.3,2.0,2025-11-25T19:18:22.294135271Z,A,0.3,0.3,0.3,1.0,0.3,2025-11-25T19:18:00Z,2.0,0.3,0.8,0.8,0.8,1.0,0.8,2025-11-21T05:00:00Z,1.0,0.8,2025-12-19,31000
BTC251219P00074000,,,,,,,,,,,,,,,33.81,34,A,31.99,34,A, ,2025-11-28T14:44:52.538849009Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,74000
BTC270115C00033000,0.5578,0.7636,0.0127,0.1975,-0.0107,0.1337,,,,,,,,,15.09,199,A,12.27,214,A,A,2025-11-28T14:44:34.089502706Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,33000
BTC260320C00062000,0.6551,0.1731,0.0173,0.018,-0.0175,0.0578,0.6,0.64,0.6,3.0,0.63,2025-11-26T05:00:00Z,9.0,0.623333,2.07,802,X,0.28,225,N,A,2025-11-28T14:44:46.835389559Z,g,0.6,3.0,2025-11-26T14:40:43.074129043Z,C,0.6,0.6,0.6,1.0,0.6,2025-11-26T14:40:00Z,3.0,0.6,0.46,0.85,0.44,8.0,0.48,2025-11-24T05:00:00Z,39.0,0.519231,2026-03-20,62000
BTC270115C00049000,0.5447,0.5154,0.0169,0.157,-0.0127,0.1729,6.0,6.0,5.7,2.0,5.7,2025-11-21T05:00:00Z,4.0,5.85,8.83,79,A,5.44,70,A,A,2025-11-28T14:44:34.7097067Z,I,6.0,2.0,2025-11-21T17:25:03.822920547Z,I,6.0,6.0,6.0,1.0,6.0,2025-11-21T17:25:00Z,2.0,6.0,8.0,8.0,8.0,1.0,8.0,2025-11-14T05:00:00Z,2.0,8.0,2027-01-15,49000
BTC251219P00050000,,,,,,,13.2,13.2,12.0,2.0,12.0,2025-11-24T05:00:00Z,3.0,12.4,9.67,37,A,8.41,36,C, ,2025-11-28T14:44:52.538984289Z,I,12.85,1.0,2025-11-24T15:25:26.175065549Z,J,13.2,13.2,13.2,1.0,13.2,2025-11-24T15:25:00Z,1.0,13.2,13.4,13.4,12.89,2.0,12.89,2025-11-21T05:00:00Z,6.0,12.975,2025-12-19,50000
BTC260116P00050000,0.3893,-0.9071,0.0286,-0.062,-0.005,0.0248,12.2,12.2,12.2,1.0,12.2,2025-11-24T05:00:00Z,2.0,12.2,9.94,38,Z,8.48,43,X,A,2025-11-28T14:43:44.734450234Z,g,12.2,2.0,2025-11-24T14:35:01.679890911Z,C,12.2,12.2,12.2,1.0,12.2,2025-11-24T14:35:00Z,2.0,12.2,13.67,13.67,13.67,3.0,13.67,2025-11-21T05:00:00Z,13.0,13.67,2026-01-16,50000
BTC251219P00041000,0.472,-0.4896,0.0864,-0.0126,-0.0416,0.039,2.68,3.33,2.68,3.0,3.23,2025-11-26T05:00:00Z,3.0,3.08,2.06,39,N,1.77,58,N,A,2025-11-28T14:44:52.532062797Z,g,2.68,1.0,2025-11-26T19:39:45.591334432Z,C,2.68,2.68,2.68,1.0,2.68,2025-11-26T19:39:00Z,1.0,2.68,3.08,3.93,3.08,5.0,3.93,2025-11-24T05:00:00Z,23.0,3.471739,2025-12-19,41000
BTC260116C00066000,,,,,,,,,,,,,,,0.73,566,A,0.0,0,?,A,2025-11-28T14:43:46.484776488Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,66000
BTC260116C00053000,0.543,0.1164,0.0241,0.0058,-0.0167,0.0292,0.29,0.32,0.29,3.0,0.32,2025-11-24T05:00:00Z,53.0,0.319434,0.73,314,A,0.12,16,S,A,2025-11-28T14:44:38.608870334Z,a,0.29,1.0,2025-11-24T17:47:20.700363439Z,X,0.29,0.29,0.29,1.0,0.29,2025-11-24T17:47:00Z,1.0,0.29,0.65,0.65,0.65,2.0,0.65,2025-11-17T05:00:00Z,14.0,0.65,2026-01-16,53000
BTC251219P00048000,,,,,,,10.0,10.0,10.0,1.0,10.0,2025-11-24T05:00:00Z,1.0,10.0,7.74,87,A,6.33,78,X,A,2025-11-28T14:44:50.883265781Z,g,10.0,1.0,2025-11-24T16:52:06.237411057Z,C,10.0,10.0,10.0,1.0,10.0,2025-11-24T16:52:00Z,1.0,10.0,11.08,11.08,11.08,1.0,11.08,2025-11-21T05:00:00Z,1.0,11.08,2025-12-19,48000
BTC260116C00048000,0.4612,0.1974,0.0403,0.0099,-0.0203,0.0415,0.8,0.8,0.8,1.0,0.8,2025-11-26T05:00:00Z,2.0,0.8,0.83,14,B,0.57,160,A, ,2025-11-28T14:44:35.965805713Z,I,0.78,2.0,2025-11-26T17:38:40.16189013Z,U,0.8,0.8,0.8,1.0,0.8,2025-11-26T17:38:00Z,2.0,0.8,0.25,0.25,0.25,1.0,0.25,2025-11-25T05:00:00Z,1.0,0.25,2026-01-16,48000
BTC260116P00037000,0.5034,-0.259,0.043,-0.0159,-0.0236,0.0484,2.37,2.42,2.37,2.0,2.42,2025-11-25T05:00:00Z,6.0,2.411667,1.67,13,M,0.92,254,N,A,2025-11-28T14:44:28.376704054Z,g,2.37,1.0,2025-11-25T15:20:01.805858675Z,C,2.37,2.37,2.37,1.0,2.37,2025-11-25T15:20:00Z,1.0,2.37,2.75,2.75,2.6,2.0,2.6,2025-11-24T05:00:00Z,6.0,2.625,2026-01-16,37000
BTC270115C00034000,0.5513,0.7481,0.0133,0.1972,-0.0109,0.1384,12.22,12.22,12.22,1.0,12.22,2025-11-26T05:00:00Z,1.0,12.22,14.42,226,A,11.72,221,A,A,2025-11-28T14:44:28.770803966Z,a,12.22,1.0,2025-11-26T20:57:46.523137451Z,E,12.22,12.22,12.22,1.0,12.22,2025-11-26T20:57:00Z,1.0,12.22,11.17,11.17,11.17,1.0,11.17,2025-11-21T05:00:00Z,1.0,11.17,2027-01-15,34000
BTC260116C00045000,0.4817,0.3293,0.0503,0.0161,-0.0278,0.0541,1.42,1.42,1.02,7.0,1.02,2025-11-26T05:00:00Z,19.0,1.175789,1.72,162,A,1.12,131,A,A,2025-11-28T14:44:49.386500246Z,g,1.42,2.0,2025-11-26T20:58:53.72468063Z,C,1.42,1.42,1.42,1.0,1.42,2025-11-26T20:58:00Z,2.0,1.42,1.07,1.07,0.97,11.0,1.0,2025-11-25T05:00:00Z,29.0,1.00069,2026-01-16,45000
BTC260618C00047000,0.5324,0.4561,0.0246,0.0781,-0.0173,0.1203,3.6,3.6,3.6,1.0,3.6,2025-11-24T05:00:00Z,1.0,3.6,5.1,348,A,3.87,140,B,A,2025-11-28T14:44:50.295592516Z,g,3.6,1.0,2025-11-24T19:00:39.910804271Z,A,3.6,3.6,3.6,1.0,3.6,2025-11-24T19:00:00Z,1.0,3.6,5.69,5.69,5.69,1.0,5.69,2025-11-14T05:00:00Z,2.0,5.69,2026-06-18,47000
BTC260320P00044000,0.4837,-0.543,0.0363,-0.0863,-0.0165,0.0896,7.55,7.55,7.55,4.0,7.55,2025-11-24T05:00:00Z,7.0,7.55,6.84,584,A,5.13,804,X,A,2025-11-28T14:44:42.883895668Z,g,7.55,3.0,2025-11-24T16:17:37.451340107Z,C,7.55,7.55,7.55,4.0,7.55,2025-11-24T16:17:00Z,7.0,7.55,7.5,7.5,7.5,1.0,7.5,2025-11-20T05:00:00Z,5.0,7.5,2026-03-20,44000
BTC260116C00061000,,,,,,,0.15,0.15,0.15,1.0,0.15,2025-11-19T05:00:00Z,5.0,0.15,0.77,565,A,0.0,0,?,A,2025-11-28T14:43:46.616435943Z,I,0.15,5.0,2025-11-19T14:49:37.005168862Z,U,0.15,0.15,0.15,1.0,0.15,2025-11-19T14:49:00Z,5.0,0.15,0.57,0.57,0.57,2.0,0.57,2025-11-12T05:00:00Z,91.0,0.57,2026-01-16,61000
BTC280121C00052000,0.604,0.597,0.0107,0.2723,-0.01,0.2313,16.1,18.2,15.9,6.0,18.2,2025-09-19T04:00:00Z,7.0,16.357143,13.73,44,A,9.59,12,E,A,2025-11-28T14:44:50.10587192Z,I,16.1,2.0,2025-09-19T15:03:50.612103074Z,I,16.1,18.2,15.9,6.0,18.2,2025-09-19T15:03:00Z,7.0,16.357143,,,,,,,,,2028-01-21,52000
BTC280121C00060000,0.5786,0.5197,0.0115,0.2554,-0.0098,0.2381,8.08,8.09,8.08,2.0,8.09,2025-11-21T05:00:00Z,15.0,8.088667,11.06,63,A,7.54,13,B,A,2025-11-28T14:44:13.873362915Z,g,8.08,2.0,2025-11-21T17:05:23.549752678Z,C,8.08,8.09,8.08,2.0,8.09,2025-11-21T17:05:00Z,15.0,8.088667,7.4,7.4,7.4,1.0,7.4,2025-11-19T05:00:00Z,6.0,7.4,2028-01-21,60000
BTC270115C00068000,0.5675,0.3149,0.0144,0.1028,-0.0114,0.154,,,,,,,,,5.29,99,A,2.22,64,A,A,2025-11-28T14:44:54.929304431Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,68000
BTC260116P00031000,,,,,,,,,,,,,,,0.73,19,B,0.0,0,?,A,2025-11-28T14:32:21.777937993Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,31000
BTC280121P00062000,0.5549,-0.5097,0.012,-0.9931,-0.0044,0.2383,,,,,,,,,27.32,21,S,23.59,13,S,A,2025-11-28T14:30:46.253197614Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,62000
BTC251219C00039000,0.4875,0.6761,0.0754,0.0142,-0.0433,0.0352,2.49,2.5,1.7,15.0,1.75,2025-11-26T05:00:00Z,59.0,2.194237,3.28,90,A,2.58,310,A,A,2025-11-28T14:44:43.195276915Z,a,2.49,1.0,2025-11-26T19:27:10.624355954Z,B,2.49,2.49,2.49,1.0,2.49,2025-11-26T19:27:00Z,1.0,2.49,1.9,2.0,1.7,11.0,2.0,2025-11-25T05:00:00Z,22.0,1.815909,2025-12-19,39000
BTC251219P00033000,0.79,-0.1109,0.0245,-0.0029,-0.0343,0.0185,0.3,0.45,0.3,16.0,0.45,2025-11-26T05:00:00Z,378.0,0.392963,0.73,672,A,0.17,22,U,B,2025-11-28T14:44:52.539911872Z,I,0.3,1.0,2025-11-26T17:57:51.820693452Z,J,0.3,0.3,0.3,1.0,0.3,2025-11-26T17:57:00Z,1.0,0.3,0.47,0.55,0.47,2.0,0.55,2025-11-25T05:00:00Z,3.0,0.496667,2025-12-19,33000
BTC270115P00044000,0.5029,-0.422,0.0179,-0.303,-0.0078,0.1697,6.4,6.4,6.4,1.0,6.4,2025-09-30T04:00:00Z,2.0,6.4,11.08,25,B,8.06,57,A,A,2025-11-28T14:44:29.258511976Z,I,6.57,2.0,2025-09-30T17:40:27.219148544Z,I,6.4,6.4,6.4,1.0,6.4,2025-09-30T17:40:00Z,2.0,6.4,,,,,,,,,2027-01-15,44000
BTC270115C00043000,0.5752,0.6109,0.0154,0.1735,-0.013,0.1663,10.7,10.7,10.7,1.0,10.7,2025-11-14T05:00:00Z,3.0,10.7,11.7,53,A,7.44,39,A,A,2025-11-28T14:44:36.51773829Z,I,10.7,3.0,2025-11-14T14:30:01.857150227Z,X,10.7,10.7,10.7,1.0,10.7,2025-11-14T14:30:00Z,3.0,10.7,11.8,11.9,11.8,2.0,11.9,2025-11-06T05:00:00Z,2.0,11.85,2027-01-15,43000
