symbol,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price
BTC270115P00050000,0.5706,-0.5411,0.0173,-0.4208,-0.0074,0.1592,14.5,14.5,14.5,1.0,14.5,2025-11-21T05:00:00Z,2.0,14.5,18.83,74,A,13.97,33,A,A,2025-11-21T20:59:56.033966968Z,I,14.67,2.0,2025-11-21T18:51:48.766962334Z,E,14.5,14.5,14.5,1.0,14.5,2025-11-21T18:51:00Z,2.0,14.5,11.84,11.84,11.84,1.0,11.84,2025-11-06T05:00:00Z,1.0,11.84,2027-01-15,50000
BTC260618C00057000,0.6096,0.2619,0.0189,0.0433,-0.0143,0.092,4.2,4.2,4.2,1.0,4.2,2025-11-05T05:00:00Z,2.0,4.2,3.43,405,A,0.98,328,A,A,2025-11-21T20:59:43.672495684Z,f,4.2,2.0,2025-11-05T16:00:11.00441389Z,J,4.2,4.2,4.2,1.0,4.2,2025-11-05T16:00:00Z,2.0,4.2,,,,,,,,,2026-06-18,57000
BTC280121P00052000,0.5658,-0.4581,0.0127,-0.8045,-0.0045,0.2185,13.55,13.55,13.55,1.0,13.55,2025-10-13T04:00:00Z,2.0,13.55,22.24,17,A,17.8,10,U,A,2025-11-21T20:57:22.09007261Z,f,13.55,2.0,2025-10-13T13:30:02.567099916Z,J,13.55,13.55,13.55,1.0,13.55,2025-10-13T13:30:00Z,2.0,13.55,13.0,13.2,12.98,9.0,13.07,2025-10-10T04:00:00Z,19.0,13.027368,2028-01-21,52000
BTC251219C00060000,0.8408,0.0265,0.0072,0.0007,-0.0098,0.0062,0.05,0.05,0.05,4.0,0.05,2025-11-21T05:00:00Z,6.0,0.05,0.13,2,I,0.03,1,A,B,2025-11-21T20:59:38.673642272Z,a,0.05,1.0,2025-11-21T20:16:14.443642608Z,E,0.05,0.05,0.05,4.0,0.05,2025-11-21T20:16:00Z,6.0,0.05,0.11,0.11,0.06,3.0,0.06,2025-11-20T05:00:00Z,9.0,0.104444,2025-12-19,60000
BTC260116P00049000,0.6642,-0.8138,0.0278,-0.0642,-0.019,0.039,8.53,8.59,8.53,2.0,8.59,2025-11-18T05:00:00Z,2.0,8.56,13.32,78,A,10.98,82,X, ,2025-11-21T20:59:38.734157566Z,f,8.53,1.0,2025-11-18T18:03:58.524181861Z,N,8.53,8.59,8.53,2.0,8.59,2025-11-18T18:03:00Z,2.0,8.56,7.18,7.18,7.18,1.0,7.18,2025-11-14T05:00:00Z,1.0,7.18,2026-01-16,49000
BTC270115P00033000,0.5144,-0.2824,0.0164,-0.1785,-0.0069,0.1356,,,,,,,,,6.38,30,P,3.58,80,A,A,2025-11-21T20:59:48.129733852Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,33000
BTC270115C00072000,0.5657,0.2385,0.0137,0.0746,-0.009,0.1243,7.08,7.08,7.08,1.0,7.08,2025-10-02T04:00:00Z,1.0,7.08,3.88,29,A,0.98,26,A,A,2025-11-21T20:59:48.456126767Z,f,7.08,1.0,2025-10-02T13:38:04.241593885Z,I,7.08,7.08,7.08,1.0,7.08,2025-10-02T13:38:00Z,1.0,7.08,,,,,,,,,2027-01-15,72000
BTC280121C00050000,0.5697,0.5624,0.0126,0.2502,-0.0088,0.217,10.3,10.3,10.1,3.0,10.1,2025-11-20T05:00:00Z,4.0,10.15,11.81,81,A,7.18,59,A,A,2025-11-21T20:59:49.303260618Z,I,10.3,1.0,2025-11-20T17:58:37.51878286Z,U,10.3,10.3,10.3,1.0,10.3,2025-11-20T17:58:00Z,1.0,10.3,10.1,10.75,10.1,3.0,10.75,2025-11-19T05:00:00Z,9.0,10.606667,2028-01-21,50000
BTC270115C00042000,0.5391,0.5627,0.0182,0.1564,-0.0114,0.1581,8.9,8.95,8.9,2.0,8.95,2025-11-19T05:00:00Z,2.0,8.925,9.92,134,A,4.97,128,A,A,2025-11-21T20:59:45.975760366Z,I,8.9,1.0,2025-11-19T20:46:17.725752909Z,P,8.9,8.9,8.9,1.0,8.9,2025-11-19T20:46:00Z,1.0,8.9,10.2,10.2,9.84,2.0,9.84,2025-11-18T05:00:00Z,3.0,10.08,2027-01-15,42000
BTC251219P00041000,0.601,-0.6758,0.0587,-0.0221,-0.0375,0.0366,4.5,4.81,4.5,2.0,4.81,2025-11-21T05:00:00Z,2.0,4.655,5.08,245,X,4.18,116,X, ,2025-11-21T20:59:38.734137291Z,f,4.5,1.0,2025-11-21T20:09:14.412615154Z,W,4.5,4.5,4.5,1.0,4.5,2025-11-21T20:09:00Z,1.0,4.5,3.75,3.75,3.47,2.0,3.47,2025-11-20T05:00:00Z,11.0,3.724545,2025-12-19,41000
BTC280121C00056000,0.5674,0.5074,0.0128,0.2342,-0.0088,0.2197,10.15,10.15,10.1,2.0,10.1,2025-11-17T05:00:00Z,3.0,10.133333,10.53,40,A,5.82,32,A,A,2025-11-21T20:59:49.454445914Z,I,10.15,2.0,2025-11-17T18:02:11.01919209Z,Q,10.15,10.15,10.15,1.0,10.15,2025-11-17T18:02:00Z,2.0,10.15,,,,,,,,,2028-01-21,56000
BTC270115C00026000,0.6112,0.8275,0.0104,0.1762,-0.0089,0.1025,17.5,17.5,17.5,2.0,17.5,2025-11-19T05:00:00Z,24.0,17.5,17.58,53,A,13.69,35,A,A,2025-11-21T20:59:47.454725087Z,I,17.5,12.0,2025-11-19T20:20:52.085173645Z,N,17.5,17.5,17.5,2.0,17.5,2025-11-19T20:20:00Z,24.0,17.5,24.66,24.66,24.66,1.0,24.66,2025-10-30T04:00:00Z,5.0,24.66,2027-01-15,26000
BTC280121C00055000,0.5846,0.5255,0.0124,0.2365,-0.0091,0.2193,13.6,13.6,13.6,1.0,13.6,2025-11-10T05:00:00Z,1.0,13.6,10.98,36,A,6.52,11,E,A,2025-11-21T20:59:49.440332319Z,a,13.6,1.0,2025-11-10T20:46:23.733356984Z,X,13.6,13.6,13.6,1.0,13.6,2025-11-10T20:46:00Z,1.0,13.6,12.0,12.0,12.0,1.0,12.0,2025-11-04T05:00:00Z,1.0,12.0,2028-01-21,55000
BTC260618P00040000,0.5361,-0.4638,0.0262,-0.1391,-0.012,0.1123,5.8,6.04,5.8,2.0,6.04,2025-11-19T05:00:00Z,11.0,5.821818,7.78,441,A,6.31,466,A,A,2025-11-21T20:59:38.736526657Z,I,5.8,10.0,2025-11-19T18:41:18.756856963Z,T,5.8,5.8,5.8,1.0,5.8,2025-11-19T18:41:00Z,10.0,5.8,5.15,5.15,5.12,2.0,5.12,2025-11-17T05:00:00Z,6.0,5.145,2026-06-18,40000
BTC270115C00036000,0.547,0.6653,0.0166,0.1736,-0.011,0.1461,,,,,,,,,12.06,44,A,7.52,38,A,A,2025-11-21T20:59:45.557554383Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,36000
BTC260116P00053000,0.7307,-0.8561,0.0214,-0.0723,-0.0168,0.033,5.55,5.55,4.9,3.0,4.9,2025-10-27T04:00:00Z,6.0,5.341667,16.91,35,B,14.98,35,B,A,2025-11-21T20:57:22.09052359Z,a,5.55,1.0,2025-10-27T14:25:37.495680773Z,A,5.55,5.55,5.55,1.0,5.55,2025-10-27T14:25:00Z,1.0,5.55,6.95,6.95,6.95,1.0,6.95,2025-10-20T04:00:00Z,5.0,6.95,2026-01-16,53000
BTC280121P00059000,0.5721,-0.5146,0.0127,-0.9648,-0.004,0.2196,,,,,,,,,27.99,24,P,22.63,30,S,A,2025-11-21T20:57:22.093815937Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,59000
BTC260618C00056000,0.5692,0.2504,0.0198,0.0422,-0.013,0.0899,,,,,,,,,3.52,409,A,0.42,485,A,A,2025-11-21T20:59:43.454013641Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,56000
BTC260116C00051000,,,,,,,0.74,0.74,0.74,1.0,0.74,2025-11-18T05:00:00Z,5.0,0.74,0.77,326,A,0.0,0,?,A,2025-11-21T20:59:44.80734302Z,a,0.74,5.0,2025-11-18T20:14:52.099362304Z,X,0.74,0.74,0.74,1.0,0.74,2025-11-18T20:14:00Z,5.0,0.74,2.4,2.4,2.4,1.0,2.4,2025-11-11T05:00:00Z,10.0,2.4,2026-01-16,51000
BTC260618P00046000,0.5651,-0.5871,0.0244,-0.1902,-0.0116,0.1101,,,,,,,,,12.6,445,X,10.2,451,X, ,2025-11-21T20:55:03.355605009Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,46000
BTC251219C00074000,,,,,,,0.6,0.6,0.6,1.0,0.6,2025-10-10T04:00:00Z,2.0,0.6,0.73,460,A,0.0,0,?,A,2025-11-21T20:59:42.358679644Z,I,0.6,2.0,2025-10-10T18:03:06.748964128Z,A,0.6,0.6,0.6,1.0,0.6,2025-10-10T18:03:00Z,2.0,0.6,0.7,0.7,0.7,1.0,0.7,2025-10-02T04:00:00Z,2.0,0.7,2025-12-19,74000
BTC270115C00068000,0.5548,0.2609,0.0146,0.0814,-0.0093,0.1303,,,,,,,,,4.18,11,S,1.18,30,A,A,2025-11-21T20:59:48.308875782Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,68000
BTC270115C00049000,0.5393,0.4567,0.0183,0.1331,-0.0113,0.1591,6.0,6.0,5.7,2.0,5.7,2025-11-21T05:00:00Z,4.0,5.85,6.06,28,P,4.94,61,A,A,2025-11-21T20:59:56.032719029Z,I,6.0,2.0,2025-11-21T17:25:03.822920547Z,I,6.0,6.0,6.0,1.0,6.0,2025-11-21T17:25:00Z,2.0,6.0,8.0,8.0,8.0,1.0,8.0,2025-11-14T05:00:00Z,2.0,8.0,2027-01-15,49000
BTC270115P00051000,0.5289,-0.5765,0.0185,-0.4369,-0.0063,0.1571,13.05,13.05,12.35,2.0,12.35,2025-11-04T05:00:00Z,5.0,12.77,18.74,67,A,14.22,85,A,A,2025-11-21T20:59:47.730101484Z,f,13.05,3.0,2025-11-04T17:09:33.616329661Z,J,13.05,13.05,12.35,2.0,12.35,2025-11-04T17:09:00Z,5.0,12.77,11.94,11.94,11.94,1.0,11.94,2025-11-03T05:00:00Z,2.0,11.94,2027-01-15,51000
BTC260320P00073000,0.8988,-0.8478,0.0123,-0.2187,-0.012,0.0501,,,,,,,,,37.33,24,Z,34.46,30,S,A,2025-11-21T20:59:31.015940068Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,73000
BTC260116C00067000,,,,,,,,,,,,,,,0.73,502,A,0.0,0,?,A,2025-11-21T20:59:41.419087732Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,67000
BTC251219C00050000,0.6509,0.0631,0.0187,0.0016,-0.0154,0.0126,0.15,0.16,0.13,11.0,0.15,2025-11-21T05:00:00Z,25.0,0.1496,0.22,1,J,0.12,66,P, ,2025-11-21T20:59:55.803838564Z,a,0.15,10.0,2025-11-21T20:57:51.522367941Z,X,0.15,0.15,0.15,1.0,0.15,2025-11-21T20:57:00Z,10.0,0.15,0.12,0.3,0.11,11.0,0.25,2025-11-20T05:00:00Z,277.0,0.202383,2025-12-19,50000
BTC260618P00050000,0.5696,-0.6587,0.0228,-0.223,-0.0103,0.1037,8.32,8.32,8.32,1.0,8.32,2025-11-03T05:00:00Z,1.0,8.32,15.77,676,X,13.17,673,X, ,2025-11-21T20:55:03.817958164Z,g,8.32,1.0,2025-11-03T15:56:57.37451759Z,A,8.32,8.32,8.32,1.0,8.32,2025-11-03T15:56:00Z,1.0,8.32,8.86,8.86,8.86,1.0,8.86,2025-10-23T04:00:00Z,1.0,8.86,2026-06-18,50000
BTC260320P00048000,0.5888,-0.7047,0.0275,-0.1239,-0.0143,0.0735,6.35,6.35,6.35,1.0,6.35,2025-11-04T05:00:00Z,3.0,6.35,13.08,104,X,10.83,563,A,A,2025-11-21T20:59:39.877113346Z,g,6.35,3.0,2025-11-04T17:36:47.000441825Z,C,6.35,6.35,6.35,1.0,6.35,2025-11-04T17:36:00Z,3.0,6.35,6.2,6.2,6.2,1.0,6.2,2025-10-16T04:00:00Z,1.0,6.2,2026-03-20,48000
BTC251219P00053000,0.9556,-0.8842,0.0201,-0.0362,-0.0298,0.0199,5.95,5.95,5.95,1.0,5.95,2025-10-15T04:00:00Z,1.0,5.95,17.08,35,B,14.72,38,A,A,2025-11-21T20:59:12.267332897Z,g,5.95,1.0,2025-10-15T14:11:29.571421213Z,A,5.95,5.95,5.95,1.0,5.95,2025-10-15T14:11:00Z,1.0,5.95,4.8,4.8,4.8,1.0,4.8,2025-10-10T04:00:00Z,1.0,4.8,2025-12-19,53000
BTC251219P00027000,,,,,,,,,,,,,,,0.73,315,A,0.0,0,?,A,2025-11-21T20:59:38.739930221Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,27000
BTC260320P00047000,0.5849,-0.6846,0.0285,-0.1189,-0.0149,0.0757,7.82,7.82,7.82,1.0,7.82,2025-11-17T05:00:00Z,5.0,7.82,12.42,118,X,9.85,739,X, ,2025-11-21T20:59:52.187809296Z,g,7.82,5.0,2025-11-17T15:47:43.895670218Z,C,7.82,7.82,7.82,1.0,7.82,2025-11-17T15:47:00Z,5.0,7.82,5.7,5.7,5.7,1.0,5.7,2025-11-10T05:00:00Z,1.0,5.7,2026-03-20,47000
BTC251219P00056000,,,,,,,5.3,5.3,5.3,1.0,5.3,2025-10-09T04:00:00Z,3.0,5.3,20.12,35,B,17.6,35,B, ,2025-11-21T20:59:02.65121956Z,I,5.32,3.0,2025-10-09T16:30:11.021162115Z,E,5.3,5.3,5.3,1.0,5.3,2025-10-09T16:30:00Z,3.0,5.3,4.7,4.7,4.7,1.0,4.7,2025-10-06T04:00:00Z,3.0,4.7,2025-12-19,56000
BTC280121P00061000,0.5896,-0.5194,0.0123,-1.0099,-0.0041,0.2195,,,,,,,,,29.98,23,P,24.45,25,A,A,2025-11-21T20:59:49.413508417Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,61000
BTC251219C00067000,,,,,,,,,,,,,,,0.77,453,A,0.0,0,?,A,2025-11-21T20:59:40.563842227Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,67000
BTC270115C00041000,0.5472,0.5813,0.0178,0.1591,-0.0115,0.1567,9.77,9.77,9.77,1.0,9.77,2025-11-18T05:00:00Z,1.0,9.77,9.35,45,A,6.46,122,A,A,2025-11-21T20:59:45.828895413Z,a,9.77,1.0,2025-11-18T14:58:44.522367684Z,X,9.77,9.77,9.77,1.0,9.77,2025-11-18T14:58:00Z,1.0,9.77,15.55,15.55,15.55,1.0,15.55,2025-10-17T04:00:00Z,2.0,15.55,2027-01-15,41000
BTC270115P00064000,0.5773,-0.6893,0.0152,-0.6125,-0.0048,0.1416,,,,,,,,,29.48,11,B,25.61,12,B,A,2025-11-21T20:57:22.089736898Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,64000
BTC270115P00070000,0.6641,-0.6803,0.0134,-0.6807,-0.0058,0.1434,20.97,20.97,20.97,1.0,20.97,2025-10-06T04:00:00Z,1.0,20.97,35.36,11,S,32.29,21,C,A,2025-11-21T20:59:38.755768363Z,g,20.97,1.0,2025-10-06T16:43:07.871746488Z,C,20.97,20.97,20.97,1.0,20.97,2025-10-06T16:43:00Z,1.0,20.97,22.1,22.1,22.1,1.0,22.1,2025-08-14T04:00:00Z,1.0,22.1,2027-01-15,70000
BTC260320P00075000,0.9831,-0.8267,0.0122,-0.2235,-0.0155,0.0545,28.2,28.2,28.2,1.0,28.2,2025-11-03T05:00:00Z,2.0,28.2,39.81,25,Z,36.56,28,S, ,2025-11-21T20:59:40.285703322Z,I,28.19,2.0,2025-11-03T16:20:49.488647639Z,I,28.2,28.2,28.2,1.0,28.2,2025-11-03T16:20:00Z,2.0,28.2,28.58,28.58,28.58,1.0,28.58,2025-10-17T04:00:00Z,3.0,28.58,2026-03-20,75000
BTC251219P00074000,,,,,,,,,,,,,,,37.59,41,Z,35.29,35,B, ,2025-11-21T20:57:22.089428774Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,74000
BTC251219C00030000,0.6716,0.9066,0.0244,0.0193,-0.024,0.017,18.5,18.5,18.5,1.0,18.5,2025-10-22T04:00:00Z,25.0,18.5,8.6,292,A,7.1,108,X,A,2025-11-21T20:59:38.555365309Z,a,18.5,25.0,2025-10-22T16:39:49.939369358Z,X,18.5,18.5,18.5,1.0,18.5,2025-10-22T16:39:00Z,25.0,18.5,18.21,18.21,18.21,1.0,18.21,2025-06-02T04:00:00Z,1.0,18.21,2025-12-19,30000
BTC260116P00058000,0.8351,-0.879,0.0166,-0.081,-0.0165,0.0292,9.72,9.72,9.72,2.0,9.72,2025-09-08T04:00:00Z,3.0,9.72,22.55,35,B,19.16,35,B,A,2025-11-21T20:55:07.554910497Z,g,9.72,2.0,2025-09-08T15:06:24.005804194Z,C,9.72,9.72,9.72,2.0,9.72,2025-09-08T15:06:00Z,3.0,9.72,10.68,10.68,10.68,1.0,10.68,2025-09-04T04:00:00Z,3.0,10.68,2026-01-16,58000
BTC270115P00063000,0.6121,-0.6575,0.015,-0.5951,-0.0059,0.1474,,,,,,,,,29.03,13,E,25.41,6,U,A,2025-11-21T20:57:22.089736898Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,63000
BTC270115C00070000,0.6093,0.2836,0.0139,0.0852,-0.0106,0.1359,2.97,3.0,2.55,6.0,2.6,2025-11-21T05:00:00Z,30.0,2.798333,4.019,80,A,2.37,10,E,A,2025-11-21T20:59:56.585616738Z,g,2.97,2.0,2025-11-21T17:05:23.549757689Z,C,2.97,2.97,2.97,2.0,2.97,2025-11-21T17:05:00Z,15.0,2.97,3.05,3.34,3.05,3.0,3.34,2025-11-19T05:00:00Z,6.0,3.291667,2027-01-15,70000
BTC260618P00044000,0.5492,-0.5523,0.0255,-0.1737,-0.0117,0.1118,7.82,7.82,7.82,1.0,7.82,2025-11-18T05:00:00Z,1.0,7.82,10.45,434,A,9.16,437,A, ,2025-11-21T20:59:48.186583462Z,g,7.82,1.0,2025-11-18T15:01:13.453261957Z,A,7.82,7.82,7.82,1.0,7.82,2025-11-18T15:01:00Z,1.0,7.82,6.25,6.25,6.25,1.0,6.25,2025-11-07T05:00:00Z,2.0,6.25,2026-06-18,44000
BTC251219P00040000,0.5763,-0.6274,0.0645,-0.0202,-0.0382,0.0385,4.0,4.24,3.5,14.0,4.0,2025-11-21T05:00:00Z,132.0,3.660076,4.18,19,B,3.48,81,X, ,2025-11-21T20:59:55.081512238Z,I,4.0,1.0,2025-11-21T20:38:38.926417332Z,I,4.0,4.0,4.0,1.0,4.0,2025-11-21T20:38:00Z,1.0,4.0,3.8,3.8,2.0,42.0,2.05,2025-11-20T05:00:00Z,144.0,2.652569,2025-12-19,40000
BTC280121C00060000,0.5803,0.4825,0.0125,0.2237,-0.009,0.2195,8.08,8.09,8.08,2.0,8.09,2025-11-21T05:00:00Z,15.0,8.088667,8.91,32,A,6.55,27,S,A,2025-11-21T20:59:48.830178227Z,g,8.08,2.0,2025-11-21T17:05:23.549752678Z,C,8.08,8.09,8.08,2.0,8.09,2025-11-21T17:05:00Z,15.0,8.088667,7.4,7.4,7.4,1.0,7.4,2025-11-19T05:00:00Z,6.0,7.4,2028-01-21,60000
BTC270115P00067000,0.6166,-0.6883,0.0143,-0.6473,-0.0052,0.1419,,,,,,,,,32.64,13,E,28.59,13,E, ,2025-11-21T20:57:22.089537179Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,67000
BTC251219C00062000,,,,,,,0.1,0.1,0.1,1.0,0.1,2025-11-19T05:00:00Z,7.0,0.1,0.98,475,A,0.0,0,?,A,2025-11-21T20:59:39.178279906Z,a,0.1,7.0,2025-11-19T18:57:45.031213143Z,J,0.1,0.1,0.1,1.0,0.1,2025-11-19T18:57:00Z,7.0,0.1,0.72,0.72,0.72,1.0,0.72,2025-10-28T04:00:00Z,1.0,0.72,2025-12-19,62000
BTC251219P00037000,0.6356,-0.4318,0.0607,-0.0137,-0.0451,0.04,2.24,2.6,2.05,30.0,2.15,2025-11-21T05:00:00Z,180.0,2.2975,2.57,87,A,2.02,34,P,O,2025-11-21T20:59:56.049574141Z,a,2.24,1.0,2025-11-21T20:58:11.731597441Z,B,2.24,2.24,2.24,1.0,2.24,2025-11-21T20:58:00Z,1.0,2.24,1.71,1.71,1.71,1.0,1.71,2025-11-20T05:00:00Z,1.0,1.71,2025-12-19,37000
BTC260320P00053000,0.6427,-0.7688,0.0223,-0.1463,-0.0129,0.0648,12.23,12.23,12.23,1.0,12.23,2025-11-17T05:00:00Z,1.0,12.23,17.6,72,A,15.34,74,A, ,2025-11-21T20:59:38.73396155Z,a,12.25,1.0,2025-11-17T14:56:09.52129998Z,J,12.23,12.23,12.23,1.0,12.23,2025-11-17T14:56:00Z,1.0,12.23,,,,,,,,,2026-03-20,53000
BTC251219P00025000,,,,,,,0.05,0.05,0.05,1.0,0.05,2025-11-17T05:00:00Z,1.0,0.05,0.73,538,A,0.0,0,?,A,2025-11-21T20:59:38.739930221Z,a,0.05,1.0,2025-11-17T20:30:17.394379037Z,X,0.05,0.05,0.05,1.0,0.05,2025-11-17T20:30:00Z,1.0,0.05,0.49,0.49,0.49,1.0,0.49,2025-06-10T04:00:00Z,10.0,0.49,2025-12-19,25000
BTC251219P00061000,,,,,,,,,,,,,,,25.13,24,A,23.03,24,A,A,2025-11-21T20:55:00.647019454Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,61000
BTC251219P00054000,1.0132,-0.8811,0.0193,-0.0369,-0.0325,0.0202,11.65,11.65,11.54,2.0,11.54,2025-11-14T05:00:00Z,11.0,11.64,18.35,35,B,15.53,38,A,A,2025-11-21T20:57:22.090498034Z,f,11.65,10.0,2025-11-14T16:40:33.544455445Z,W,11.65,11.65,11.65,1.0,11.65,2025-11-14T16:40:00Z,10.0,11.65,8.0,8.0,8.0,1.0,8.0,2025-11-03T05:00:00Z,1.0,8.0,2025-12-19,54000
