symbol,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price
BTC260116C00066000,,,,,,,,,,,,,,,0.73,290,A,0.0,0,?,A,2025-12-01T14:49:15.767160762Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,66000
BTC260116C00053000,0.6655,0.1028,0.0199,0.0044,-0.0179,0.0242,0.29,0.32,0.29,3.0,0.32,2025-11-24T05:00:00Z,53.0,0.319434,0.72,292,A,0.08,83,S,A,2025-12-01T14:50:05.252566544Z,a,0.29,1.0,2025-11-24T17:47:20.700363439Z,X,0.29,0.29,0.29,1.0,0.29,2025-11-24T17:47:00Z,1.0,0.29,0.65,0.65,0.65,2.0,0.65,2025-11-17T05:00:00Z,14.0,0.65,2026-01-16,53000
BTC270115P00037000,0.5222,-0.3461,0.0175,-0.225,-0.0076,0.1487,6.93,6.93,6.93,1.0,6.93,2025-11-21T05:00:00Z,1.0,6.93,8.25,20,A,5.49,21,A,A,2025-12-01T14:49:31.873390442Z,g,6.93,1.0,2025-11-21T16:24:53.941256689Z,A,6.93,6.93,6.93,1.0,6.93,2025-11-21T16:24:00Z,1.0,6.93,6.0,6.0,6.0,1.0,6.0,2025-11-17T05:00:00Z,1.0,6.0,2027-01-15,37000
BTC270115C00047000,0.5529,0.4989,0.0179,0.1413,-0.012,0.1608,6.98,6.98,6.98,1.0,6.98,2025-11-24T05:00:00Z,10.0,6.98,7.83,35,A,4.97,36,A,A,2025-12-01T14:50:06.637552184Z,a,6.98,10.0,2025-11-24T18:41:40.347367714Z,X,6.98,6.98,6.98,1.0,6.98,2025-11-24T18:41:00Z,10.0,6.98,9.1,9.1,9.1,1.0,9.1,2025-11-14T05:00:00Z,2.0,9.1,2027-01-15,47000
BTC270115C00074000,0.5717,0.232,0.0132,0.0723,-0.0092,0.123,2.95,2.95,2.95,1.0,2.95,2025-11-21T05:00:00Z,2.0,2.95,3.84,50,A,0.93,76,A,A,2025-12-01T14:50:00.329755276Z,I,2.95,2.0,2025-11-21T19:15:42.75239303Z,N,2.95,2.95,2.95,1.0,2.95,2025-11-21T19:15:00Z,2.0,2.95,3.01,3.01,3.01,1.0,3.01,2025-11-17T05:00:00Z,2.0,3.01,2027-01-15,74000
BTC260320P00054000,0.5541,-0.8337,0.0217,-0.1432,-0.0082,0.0519,6.45,6.45,6.45,1.0,6.45,2025-10-07T04:00:00Z,1.0,6.45,17.37,49,B,15.14,53,B, ,2025-12-01T14:49:07.439211369Z,g,6.45,1.0,2025-10-07T15:03:54.627876335Z,C,6.45,6.45,6.45,1.0,6.45,2025-10-07T15:03:00Z,1.0,6.45,,,,,,,,,2026-03-20,54000
BTC251219C00052000,,,,,,,0.13,0.13,0.08,2.0,0.08,2025-11-28T05:00:00Z,2.0,0.105,0.97,627,X,0.0,0,?, ,2025-12-01T14:49:14.761669701Z,a,0.13,1.0,2025-11-28T16:19:22.915355038Z,X,0.13,0.13,0.13,1.0,0.13,2025-11-28T16:19:00Z,1.0,0.13,0.09,0.09,0.09,1.0,0.09,2025-11-24T05:00:00Z,1.0,0.09,2025-12-19,52000
BTC280121C00035000,0.6058,0.7306,0.0098,0.2747,-0.0083,0.1837,16.6,16.6,16.4,2.0,16.4,2025-11-28T05:00:00Z,2.0,16.5,16.309,39,A,13.59,61,A,A,2025-12-01T14:49:55.903048812Z,I,16.6,1.0,2025-11-28T16:33:17.65901405Z,N,16.6,16.6,16.4,2.0,16.4,2025-11-28T16:33:00Z,2.0,16.5,16.1,16.3,15.9,4.0,16.3,2025-11-26T05:00:00Z,5.0,16.06,2028-01-21,35000
BTC260320C00020000,0.8484,0.9498,0.0059,0.052,-0.0102,0.0215,,,,,,,,,19.74,367,A,17.67,79,A,A,2025-12-01T14:50:06.479307203Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,20000
BTC280121P00054000,0.5555,-0.4761,0.0129,-0.8349,-0.0044,0.2216,16.5,16.6,15.9,6.0,15.9,2025-10-31T04:00:00Z,6.0,16.15,22.61,19,A,19.21,25,B,A,2025-12-01T14:50:22.125831759Z,I,16.5,1.0,2025-10-31T14:46:58.343014302Z,I,16.5,16.6,15.9,6.0,15.9,2025-10-31T14:46:00Z,6.0,16.15,14.55,14.55,14.55,1.0,14.55,2025-10-10T04:00:00Z,5.0,14.55,2028-01-21,54000
BTC270115C00069000,0.5674,0.2657,0.0143,0.0819,-0.0098,0.1322,,,,,,,,,4.15,48,A,1.47,43,A,A,2025-12-01T14:50:23.049098398Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,69000
BTC251219P00073000,,,,,,,,,,,,,,,37.02,27,B,33.36,31,A,A,2025-12-01T14:49:47.454857345Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,73000
BTC270115C00073000,0.5718,0.239,0.0135,0.0743,-0.0093,0.125,,,,,,,,,3.88,47,A,1.07,41,A,A,2025-12-01T14:49:56.392475875Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,73000
BTC260116C00054000,,,,,,,0.32,0.32,0.32,1.0,0.32,2025-11-28T05:00:00Z,1.0,0.32,0.77,597,A,0.0,0,?,A,2025-12-01T14:49:53.16122542Z,a,0.32,1.0,2025-11-28T15:25:15.381355933Z,X,0.32,0.32,0.32,1.0,0.32,2025-11-28T15:25:00Z,1.0,0.32,0.45,0.45,0.45,1.0,0.45,2025-11-20T05:00:00Z,2.0,0.45,2026-01-16,54000
BTC251219C00039000,0.5746,0.4533,0.0816,0.0077,-0.0551,0.0335,2.4,2.4,2.4,1.0,2.4,2025-12-01T05:00:00Z,3.0,2.4,1.77,258,X,1.32,22,C,A,2025-12-01T14:50:16.400368376Z,I,1.73,3.0,2025-12-01T14:30:02.671885236Z,P,2.4,2.4,2.4,1.0,2.4,2025-12-01T14:30:00Z,3.0,2.4,2.52,3.14,2.52,5.0,3.14,2025-11-28T05:00:00Z,11.0,2.757273,2025-12-19,39000
BTC260320P00053000,0.5681,-0.8099,0.023,-0.1381,-0.0099,0.0564,12.23,12.23,12.23,1.0,12.23,2025-11-17T05:00:00Z,1.0,12.23,16.72,80,X,14.18,90,X, ,2025-12-01T14:49:14.754664806Z,a,12.25,1.0,2025-11-17T14:56:09.52129998Z,J,12.23,12.23,12.23,1.0,12.23,2025-11-17T14:56:00Z,1.0,12.23,,,,,,,,,2026-03-20,53000
BTC270115P00032000,0.517,-0.2549,0.0154,-0.1576,-0.0068,0.1294,,,,,,,,,5.8,35,A,2.88,33,A,A,2025-12-01T14:50:18.299121311Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,32000
BTC260618C00044000,0.5201,0.4461,0.0271,0.071,-0.0158,0.111,4.94,4.99,4.9,4.0,4.99,2025-11-26T05:00:00Z,12.0,4.954167,4.56,294,X,3.35,436,X,A,2025-12-01T14:50:07.868770869Z,a,4.94,5.0,2025-11-26T18:18:14.134177665Z,J,4.94,4.94,4.94,1.0,4.94,2025-11-26T18:18:00Z,5.0,4.94,4.8,4.8,4.7,4.0,4.8,2025-11-24T05:00:00Z,5.0,4.78,2026-06-18,44000
BTC270115C00026000,0.6219,0.8327,0.01,0.1743,-0.0091,0.101,17.5,17.5,17.5,2.0,17.5,2025-11-19T05:00:00Z,24.0,17.5,17.52,27,A,14.79,13,S,A,2025-12-01T14:49:40.440194523Z,I,17.5,12.0,2025-11-19T20:20:52.085173645Z,N,17.5,17.5,17.5,2.0,17.5,2025-11-19T20:20:00Z,24.0,17.5,24.66,24.66,24.66,1.0,24.66,2025-10-30T04:00:00Z,5.0,24.66,2027-01-15,26000
BTC260618C00054000,0.6048,0.3026,0.0206,0.0484,-0.0158,0.098,,,,,,,,,3.74,440,A,1.53,79,A,A,2025-12-01T14:50:03.787152253Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,54000
BTC280121P00039000,0.5668,-0.3201,0.0113,-0.4994,-0.0052,0.199,9.6,9.6,9.6,1.0,9.6,2025-11-18T05:00:00Z,1.0,9.6,13.31,19,A,9.02,21,A,A,2025-12-01T14:50:22.931543091Z,I,9.6,1.0,2025-11-18T20:33:07.357531869Z,P,9.6,9.6,9.6,1.0,9.6,2025-11-18T20:33:00Z,1.0,9.6,10.1,10.1,10.1,1.0,10.1,2025-11-17T05:00:00Z,1.0,10.1,2028-01-21,39000
BTC260618P00051000,0.5187,-0.6993,0.0239,-0.2228,-0.0086,0.0978,,,,,,,,,15.45,166,U,13.08,370,C,A,2025-12-01T14:50:17.78669188Z,,,,,,,,,,,,,,,,,,,,,,2026-06-18,51000
BTC260320C00046000,0.5337,0.32,0.0322,0.0304,-0.0192,0.0743,2.52,2.52,2.52,1.0,2.52,2025-12-01T05:00:00Z,1.0,2.52,2.6,597,A,1.38,323,X,A,2025-12-01T14:49:51.536937713Z,g,2.52,1.0,2025-12-01T14:33:38.909129842Z,C,2.52,2.52,2.52,1.0,2.52,2025-12-01T14:33:00Z,1.0,2.52,2.2,2.2,2.1,3.0,2.1,2025-11-24T05:00:00Z,3.0,2.133333,2026-03-20,46000
BTC251219P00040000,0.4902,-0.6519,0.0893,-0.0136,-0.0395,0.0312,1.7,1.7,1.2,14.0,1.64,2025-11-28T05:00:00Z,56.0,1.553571,2.93,89,U,2.67,75,X, ,2025-12-01T14:50:22.870061482Z,I,1.68,25.0,2025-11-28T17:51:38.987264141Z,W,1.7,1.7,1.7,1.0,1.7,2025-11-28T17:51:00Z,25.0,1.7,2.03,2.7,1.95,14.0,2.1,2025-11-26T05:00:00Z,30.0,2.108667,2025-12-19,40000
BTC260618P00025000,0.5942,-0.111,0.0113,-0.029,-0.0074,0.0531,1.49,1.49,1.49,1.0,1.49,2025-11-21T05:00:00Z,2.0,1.49,1.47,88,A,0.72,243,X,A,2025-12-01T14:49:26.126111919Z,a,1.49,2.0,2025-11-21T19:50:22.450228854Z,J,1.49,1.49,1.49,1.0,1.49,2025-11-21T19:50:00Z,2.0,1.49,1.05,1.05,1.05,1.0,1.05,2025-11-19T05:00:00Z,1.0,1.05,2026-06-18,25000
BTC260116C00080000,,,,,,,0.18,0.2,0.18,3.0,0.2,2025-11-04T05:00:00Z,35.0,0.185714,0.38,23,S,0.0,0,?,A,2025-12-01T14:32:43.279019311Z,a,0.18,25.0,2025-11-04T19:46:20.039370915Z,X,0.18,0.18,0.18,1.0,0.18,2025-11-04T19:46:00Z,25.0,0.18,0.3,0.35,0.3,2.0,0.35,2025-11-03T05:00:00Z,15.0,0.333333,2026-01-16,80000
BTC260116C00041000,0.6126,0.4152,0.0471,0.0171,-0.0365,0.0526,2.4,3.2,2.4,4.0,2.92,2025-11-28T05:00:00Z,8.0,2.765,3.23,873,X,1.18,280,A,A,2025-12-01T14:50:14.222640335Z,a,2.4,2.0,2025-11-28T17:56:38.995358594Z,X,2.4,2.4,2.4,1.0,2.4,2025-11-28T17:56:00Z,2.0,2.4,2.25,2.25,2.0,2.0,2.0,2025-11-26T05:00:00Z,10.0,2.125,2026-01-16,41000
BTC251219C00059000,,,,,,,0.05,0.05,0.05,2.0,0.05,2025-11-25T05:00:00Z,5.0,0.05,0.57,153,N,0.0,0,?,A,2025-12-01T14:49:07.299288813Z,a,0.05,4.0,2025-11-25T20:41:52.841790698Z,C,0.05,0.05,0.05,2.0,0.05,2025-11-25T20:41:00Z,5.0,0.05,0.35,0.35,0.35,1.0,0.35,2025-11-19T05:00:00Z,1.0,0.35,2025-12-19,59000
BTC270115P00040000,0.5135,-0.4013,0.0187,-0.2663,-0.0075,0.1559,7.38,7.38,7.38,1.0,7.38,2025-11-17T05:00:00Z,1.0,7.38,9.81,22,A,7.07,29,A,A,2025-12-01T14:50:14.433242553Z,f,7.38,1.0,2025-11-17T17:03:17.032475353Z,M,7.38,7.38,7.38,1.0,7.38,2025-11-17T17:03:00Z,1.0,7.38,6.25,6.25,6.25,1.0,6.25,2025-11-04T05:00:00Z,1.0,6.25,2027-01-15,40000
BTC251219P00033000,0.6515,-0.1429,0.041,-0.0029,-0.0339,0.0191,0.3,0.45,0.3,16.0,0.45,2025-11-26T05:00:00Z,378.0,0.392963,0.68,84,S,0.18,101,A,A,2025-12-01T14:50:18.671514683Z,I,0.3,1.0,2025-11-26T17:57:51.820693452Z,J,0.3,0.3,0.3,1.0,0.3,2025-11-26T17:57:00Z,1.0,0.3,0.47,0.55,0.47,2.0,0.55,2025-11-25T05:00:00Z,3.0,0.496667,2025-12-19,33000
BTC260320C00070000,0.634,0.06,0.009,0.0059,-0.0074,0.0248,0.34,0.34,0.3,4.0,0.33,2025-11-26T05:00:00Z,5.0,0.326,0.42,32,U,0.18,1,I, ,2025-12-01T14:49:35.390842154Z,a,0.34,2.0,2025-11-26T18:05:34.599360796Z,X,0.34,0.34,0.34,1.0,0.34,2025-11-26T18:05:00Z,2.0,0.34,0.27,0.27,0.27,1.0,0.27,2025-11-24T05:00:00Z,1.0,0.27,2026-03-20,70000
BTC260618P00047000,0.5312,-0.6151,0.0256,-0.1892,-0.0108,0.1073,8.98,8.98,8.98,1.0,8.98,2025-11-14T05:00:00Z,5.0,8.98,12.51,398,C,10.11,420,B,A,2025-12-01T14:50:14.300856449Z,g,8.98,5.0,2025-11-14T19:06:10.698141855Z,C,8.98,8.98,8.98,1.0,8.98,2025-11-14T19:06:00Z,5.0,8.98,,,,,,,,,2026-06-18,47000
BTC280121P00070000,0.5816,-0.5834,0.0121,-1.1963,-0.0031,0.2171,,,,,,,,,35.23,1,B,32.21,12,T, ,2025-12-01T14:30:56.083128353Z,,,,,,,,,,,,,,,,,,,,,,2028-01-21,70000
BTC260320P00063000,0.5598,-0.9278,0.0118,-0.1788,-0.0012,0.0286,,,,,,,,,25.91,35,A,23.28,41,S,A,2025-12-01T14:50:13.914661999Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,63000
BTC280121P00041000,0.5586,-0.3442,0.0118,-0.5415,-0.0051,0.2048,8.97,8.97,8.97,1.0,8.97,2025-11-04T05:00:00Z,1.0,8.97,14.29,19,A,10.14,25,B,A,2025-12-01T14:49:32.55154762Z,g,8.97,1.0,2025-11-04T14:39:41.379171968Z,A,8.97,8.97,8.97,1.0,8.97,2025-11-04T14:39:00Z,1.0,8.97,8.84,8.84,8.84,1.0,8.84,2025-10-27T04:00:00Z,1.0,8.84,2028-01-21,41000
BTC260320C00048000,0.5461,0.2766,0.0295,0.0264,-0.0183,0.0696,1.81,1.81,1.81,1.0,1.81,2025-11-25T05:00:00Z,8.0,1.81,2.32,732,A,1.03,308,X,A,2025-12-01T14:50:15.449757029Z,a,1.81,8.0,2025-11-25T17:11:36.967365445Z,X,1.81,1.81,1.81,1.0,1.81,2025-11-25T17:11:00Z,8.0,1.81,1.95,1.95,1.85,3.0,1.85,2025-11-24T05:00:00Z,5.0,1.89,2026-03-20,48000
BTC270115C00068000,0.5653,0.2722,0.0146,0.0838,-0.0099,0.1338,,,,,,,,,4.26,47,A,1.52,50,A,A,2025-12-01T14:50:22.502640315Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,68000
BTC260116C00037000,0.5342,0.6048,0.0534,0.0246,-0.0322,0.052,4.15,4.15,4.1,3.0,4.1,2025-11-26T05:00:00Z,14.0,4.110714,4.03,475,A,2.92,400,X,A,2025-12-01T14:49:52.836712532Z,g,4.15,3.0,2025-11-26T17:13:29.5762112Z,C,4.15,4.15,4.15,1.0,4.15,2025-11-26T17:13:00Z,3.0,4.15,4.0,4.0,4.0,1.0,4.0,2025-11-25T05:00:00Z,1.0,4.0,2026-01-16,37000
BTC280121P00044000,0.5581,-0.3767,0.0122,-0.6083,-0.005,0.2113,11.25,11.25,11.25,1.0,11.25,2025-11-04T05:00:00Z,1.0,11.25,16.52,19,A,11.68,27,S,A,2025-12-01T14:50:07.102602001Z,f,11.25,1.0,2025-11-04T19:04:30.563671391Z,I,11.25,11.25,11.25,1.0,11.25,2025-11-04T19:04:00Z,1.0,11.25,,,,,,,,,2028-01-21,44000
BTC260116P00020000,,,,,,,0.16,0.16,0.16,1.0,0.16,2025-11-21T05:00:00Z,2.0,0.16,0.73,296,A,0.0,0,?,A,2025-12-01T14:49:30.170622108Z,a,0.16,2.0,2025-11-21T20:17:47.500224653Z,J,0.16,0.16,0.16,1.0,0.16,2025-11-21T20:17:00Z,2.0,0.16,0.16,0.16,0.15,3.0,0.15,2025-11-20T05:00:00Z,4.0,0.155,2026-01-16,20000
BTC270115C00080000,0.6093,0.2209,0.0121,0.0679,-0.0095,0.1196,2.0,2.0,2.0,1.0,2.0,2025-11-26T05:00:00Z,1.0,2.0,3.73,64,A,0.98,82,A,A,2025-12-01T14:50:23.023121525Z,I,2.0,1.0,2025-11-26T16:37:07.567976365Z,Z,2.0,2.0,2.0,1.0,2.0,2025-11-26T16:37:00Z,1.0,2.0,2.55,2.55,2.4,2.0,2.4,2025-11-18T05:00:00Z,30.0,2.53,2027-01-15,80000
BTC260116C00040000,0.5186,0.4383,0.0563,0.0184,-0.0315,0.0532,2.84,3.5,2.84,15.0,3.1,2025-11-28T05:00:00Z,116.0,3.199914,2.38,276,X,1.73,99,A,A,2025-12-01T14:50:22.379228426Z,a,2.84,4.0,2025-11-28T17:42:45.97236219Z,X,2.84,2.84,2.84,1.0,2.84,2025-11-28T17:42:00Z,4.0,2.84,2.95,3.1,2.41,15.0,2.79,2025-11-26T05:00:00Z,57.0,2.853684,2026-01-16,40000
BTC260116P00059000,0.6301,-0.9663,0.0088,-0.0725,-0.0009,0.0101,,,,,,,,,22.57,13,J,19.0,10,J, ,2025-12-01T14:49:07.319967795Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,59000
BTC260116C00063000,,,,,,,0.48,0.48,0.48,1.0,0.48,2025-11-20T05:00:00Z,1.0,0.48,0.73,318,A,0.0,0,?,A,2025-12-01T14:49:18.276957432Z,f,0.48,1.0,2025-11-20T16:05:49.455703118Z,I,0.48,0.48,0.48,1.0,0.48,2025-11-20T16:05:00Z,1.0,0.48,0.64,0.64,0.64,1.0,0.64,2025-11-05T05:00:00Z,1.0,0.64,2026-01-16,63000
BTC260320C00041000,0.5035,0.4624,0.0379,0.0431,-0.0206,0.0826,5.5,5.5,4.9,7.0,4.9,2025-11-28T05:00:00Z,12.0,5.4,3.74,507,A,2.58,549,A,A,2025-12-01T14:50:18.588480832Z,I,5.38,1.0,2025-11-28T16:21:52.255073742Z,D,5.5,5.5,5.5,6.0,5.5,2025-11-28T16:21:00Z,10.0,5.5,4.4,4.4,4.4,1.0,4.4,2025-11-25T05:00:00Z,3.0,4.4,2026-03-20,41000
BTC280121C00061000,0.5565,0.4647,0.0128,0.2234,-0.0088,0.2211,9.25,9.25,9.25,1.0,9.25,2025-11-14T05:00:00Z,3.0,9.25,8.81,32,A,5.66,28,A,A,2025-12-01T14:50:10.304341262Z,a,9.25,3.0,2025-11-14T20:59:34.356361944Z,X,9.25,9.25,9.25,1.0,9.25,2025-11-14T20:59:00Z,3.0,9.25,,,,,,,,,2028-01-21,61000
BTC260618C00050000,0.5299,0.3254,0.0242,0.0533,-0.0144,0.1011,3.6,3.6,3.6,4.0,3.6,2025-11-28T05:00:00Z,102.0,3.6,3.23,573,A,1.98,301,A,A,2025-12-01T14:50:22.483635633Z,f,3.6,31.0,2025-11-28T15:54:59.564832017Z,D,3.6,3.6,3.6,4.0,3.6,2025-11-28T15:54:00Z,102.0,3.6,3.0,3.03,3.0,8.0,3.02,2025-11-24T05:00:00Z,53.0,3.022453,2026-06-18,50000
BTC260320C00055000,0.715,0.2358,0.0207,0.0217,-0.0217,0.064,1.16,1.16,1.16,1.0,1.16,2025-11-26T05:00:00Z,1.0,1.16,2.8,433,A,0.63,50,B,A,2025-12-01T14:50:18.531935991Z,a,1.16,1.0,2025-11-26T20:40:17.74238082Z,I,1.16,1.16,1.16,1.0,1.16,2025-11-26T20:40:00Z,1.0,1.16,1.07,1.07,0.82,3.0,0.82,2025-11-24T05:00:00Z,12.0,0.990833,2026-03-20,55000
BTC260116C00056000,,,,,,,0.24,0.24,0.24,1.0,0.24,2025-11-24T05:00:00Z,1.0,0.24,0.77,303,A,0.0,0,?,A,2025-12-01T14:49:15.766253532Z,a,0.23,1.0,2025-11-24T15:33:51.144281535Z,J,0.24,0.24,0.24,1.0,0.24,2025-11-24T15:33:00Z,1.0,0.24,0.75,0.75,0.75,1.0,0.75,2025-11-21T05:00:00Z,5.0,0.75,2026-01-16,56000
BTC260320C00040000,0.5761,0.5132,0.0333,0.046,-0.0235,0.0829,4.8,5.4,4.8,22.0,5.4,2025-11-28T05:00:00Z,125.0,5.09848,5.04,800,X,3.22,222,A,A,2025-12-01T14:50:23.27196266Z,I,4.8,9.0,2025-11-28T17:31:00.927320947Z,U,4.8,4.8,4.8,2.0,4.8,2025-11-28T17:31:00Z,10.0,4.8,4.65,4.68,3.99,4.0,3.99,2025-11-26T05:00:00Z,15.0,4.5,2026-03-20,40000
BTC260320P00049000,0.5064,-0.7693,0.0289,-0.1222,-0.0105,0.0632,5.95,5.95,5.95,1.0,5.95,2025-11-03T05:00:00Z,1.0,5.95,13.04,111,X,10.28,106,B, ,2025-12-01T14:49:12.604595793Z,g,5.95,1.0,2025-11-03T15:58:01.079681813Z,C,5.95,5.95,5.95,1.0,5.95,2025-11-03T15:58:00Z,1.0,5.95,4.5,4.5,4.5,1.0,4.5,2025-10-07T04:00:00Z,1.0,4.5,2026-03-20,49000
