symbol,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,expires,price,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw
BTC251219C00036000,0.7296,0.7123,0.0413,0.0188,-0.0494,0.0386,19.16,19.16,19.16,1.0,19.16,2025-08-13T04:00:00Z,3.0,19.16,5.95,663,X,4.55,26,U, ,2025-11-19T18:58:00.016607795Z,a,19.16,3.0,2025-08-13T17:27:52.895386662Z,I,19.16,19.16,19.16,1.0,19.16,2025-08-13T17:27:00Z,3.0,19.16,2025-12-19,36000,12.85,12.85,12.85,1.0,12.85,2025-05-08T04:00:00Z,2.0,12.85
BTC270115P00060000,0.5628,-0.6267,0.0159,-0.5487,-0.0062,0.1607,18.89,18.89,18.89,1.0,18.89,2025-11-06T05:00:00Z,1.0,18.89,24.77,15,A,20.68,15,A,A,2025-11-19T18:58:29.661946301Z,g,18.89,1.0,2025-11-06T15:20:15.288428062Z,C,18.89,18.89,18.89,1.0,18.89,2025-11-06T15:20:00Z,1.0,18.89,2027-01-15,60000,19.07,19.07,18.82,2.0,18.82,2025-10-17T04:00:00Z,2.0,18.945
BTC270115P00036000,0.4893,-0.3036,0.0168,-0.2018,-0.0069,0.1483,,,,,,,,,6.97,15,A,3.98,15,A,A,2025-11-19T18:58:26.858364574Z,,,,,,,,,,,,,,2027-01-15,36000,,,,,,,,
BTC270115P00051000,0.4941,-0.5561,0.0188,-0.4245,-0.0063,0.1676,13.05,13.05,12.35,2.0,12.35,2025-11-04T05:00:00Z,5.0,12.77,16.58,22,U,12.95,40,A,A,2025-11-19T18:58:21.598263263Z,f,13.05,3.0,2025-11-04T17:09:33.616329661Z,J,13.05,13.05,12.35,2.0,12.35,2025-11-04T17:09:00Z,5.0,12.77,2027-01-15,51000,11.94,11.94,11.94,1.0,11.94,2025-11-03T05:00:00Z,2.0,11.94
BTC260116C00060000,0.7045,0.0919,0.0149,0.0051,-0.0161,0.026,0.42,0.42,0.42,1.0,0.42,2025-11-19T05:00:00Z,10.0,0.42,0.77,543,A,0.08,74,B,A,2025-11-19T18:58:06.845891659Z,f,0.42,10.0,2025-11-19T18:06:04.652822511Z,W,0.42,0.42,0.42,1.0,0.42,2025-11-19T18:06:00Z,10.0,0.42,2026-01-16,60000,0.3,0.5,0.24,4.0,0.24,2025-11-18T05:00:00Z,11.0,0.361818
BTC260320P00053000,0.4707,-0.8173,0.0248,-0.1527,-0.0069,0.0602,12.23,12.23,12.23,1.0,12.23,2025-11-17T05:00:00Z,1.0,12.23,14.96,51,X,12.65,56,A,A,2025-11-19T18:58:06.910485817Z,a,12.25,1.0,2025-11-17T14:56:09.52129998Z,J,12.23,12.23,12.23,1.0,12.23,2025-11-17T14:56:00Z,1.0,12.23,2026-03-20,53000,,,,,,,,
BTC270115C00060000,0.576,0.3814,0.0156,0.1189,-0.012,0.1618,5.1,5.1,5.05,2.0,5.05,2025-11-18T05:00:00Z,2.0,5.075,6.06,35,A,3.47,36,A,A,2025-11-19T18:58:00.396112275Z,a,5.1,1.0,2025-11-18T16:44:11.742369211Z,X,5.1,5.1,5.05,2.0,5.05,2025-11-18T16:44:00Z,2.0,5.075,2027-01-15,60000,5.13,5.4,5.05,3.0,5.4,2025-11-14T05:00:00Z,3.0,5.193333
BTC251219C00054000,,,,,,,0.15,0.15,0.15,1.0,0.15,2025-11-18T05:00:00Z,4.0,0.15,0.77,583,A,0.0,0,?,A,2025-11-19T18:53:08.695042206Z,I,0.15,4.0,2025-11-18T15:15:38.790224172Z,U,0.15,0.15,0.15,1.0,0.15,2025-11-18T15:15:00Z,4.0,0.15,2025-12-19,54000,0.13,0.22,0.13,2.0,0.22,2025-11-17T05:00:00Z,2.0,0.175
BTC270115C00032000,0.5786,0.762,0.0126,0.1906,-0.0106,0.1313,,,,,,,,,15.15,25,E,12.04,38,A,A,2025-11-19T18:58:15.483119303Z,,,,,,,,,,,,,,2027-01-15,32000,,,,,,,,
BTC251219C00044000,0.5202,0.2636,0.0555,0.0078,-0.0331,0.037,0.81,0.9,0.81,2.0,0.9,2025-11-19T05:00:00Z,2.0,0.855,0.97,25,M,0.78,32,S,A,2025-11-19T18:52:53.695219988Z,g,0.81,1.0,2025-11-19T18:32:24.403201034Z,C,0.81,0.81,0.81,1.0,0.81,2025-11-19T18:32:00Z,1.0,0.81,2025-12-19,44000,1.42,1.42,1.2,10.0,1.2,2025-11-18T05:00:00Z,22.0,1.369091
BTC260116C00066000,,,,,,,,,,,,,,,0.73,311,A,0.0,0,?,A,2025-11-19T18:53:08.698862758Z,,,,,,,,,,,,,,2026-01-16,66000,,,,,,,,
BTC270115P00030000,0.5017,-0.1969,0.013,-0.1257,-0.006,0.1177,3.4,3.4,3.18,3.0,3.18,2025-11-17T05:00:00Z,3.0,3.3,4.03,31,S,2.16,36,A,A,2025-11-19T18:58:31.367235673Z,a,3.4,1.0,2025-11-17T19:29:01.728381139Z,X,3.4,3.4,3.4,1.0,3.4,2025-11-17T19:29:00Z,1.0,3.4,2027-01-15,30000,3.2,3.2,3.2,2.0,3.2,2025-11-14T05:00:00Z,6.0,3.2
BTC260320C00060000,0.5765,0.1451,0.0174,0.0162,-0.0129,0.0518,0.8,0.89,0.8,2.0,0.89,2025-11-19T05:00:00Z,105.0,0.885714,0.98,31,S,0.72,1,U,B,2025-11-19T18:58:22.4858879Z,I,0.8,5.0,2025-11-19T16:27:45.972750175Z,U,0.8,0.8,0.8,1.0,0.8,2025-11-19T16:27:00Z,5.0,0.8,2026-03-20,60000,1.04,1.06,0.9,6.0,0.98,2025-11-17T05:00:00Z,6.0,0.986667
BTC251219P00065000,,,,,,,15.22,15.22,15.22,1.0,15.22,2025-09-23T04:00:00Z,1.0,15.22,25.8,13,Z,24.15,20,B,A,2025-11-19T18:53:17.768647267Z,n,15.31,1.0,2025-09-23T13:30:01.650949672Z,C,15.22,15.22,15.22,1.0,15.22,2025-09-23T13:30:00Z,1.0,15.22,2025-12-19,65000,,,,,,,,
BTC251219P00075000,,,,,,,24.7,25.0,24.68,8.0,25.0,2025-08-19T04:00:00Z,70.0,24.738,35.95,20,B,34.02,20,B, ,2025-11-19T18:53:35.38564432Z,f,24.7,14.0,2025-08-19T14:55:28.79362542Z,W,24.7,25.0,24.68,8.0,25.0,2025-08-19T14:55:00Z,70.0,24.738,2025-12-19,75000,21.4,21.4,21.4,1.0,21.4,2025-08-13T04:00:00Z,10.0,21.4
BTC260618C00050000,0.5048,0.3564,0.0246,0.0639,-0.0145,0.1119,3.75,3.85,3.75,2.0,3.85,2025-11-17T05:00:00Z,9.0,3.805556,4.03,305,A,1.98,447,A,A,2025-11-19T18:58:09.519311213Z,a,3.75,4.0,2025-11-17T19:52:38.512352807Z,X,3.75,3.75,3.75,1.0,3.75,2025-11-17T19:52:00Z,4.0,3.75,2026-06-18,50000,6.0,6.0,6.0,1.0,6.0,2025-11-13T05:00:00Z,1.0,6.0
BTC260320C00041000,0.6027,0.54,0.029,0.054,-0.0242,0.0902,4.8,4.8,4.8,1.0,4.8,2025-11-19T05:00:00Z,2.0,4.8,5.77,689,A,4.26,14,Z,A,2025-11-19T18:58:06.315380785Z,I,4.8,2.0,2025-11-19T14:33:11.525947718Z,U,4.8,4.8,4.8,1.0,4.8,2025-11-19T14:33:00Z,2.0,4.8,2026-03-20,41000,5.35,5.4,4.94,5.0,4.94,2025-11-18T05:00:00Z,6.0,5.221667
BTC270115C00027000,0.6001,0.8348,0.0098,0.1885,-0.009,0.1054,,,,,,,,,19.08,14,M,14.21,16,A,A,2025-11-19T18:58:26.867451264Z,,,,,,,,,,,,,,2027-01-15,27000,,,,,,,,
BTC251121C00060000,,,,,,,0.05,0.05,0.05,1.0,0.05,2025-11-19T05:00:00Z,1.0,0.05,0.03,2,J,0.0,0,?, ,2025-11-19T16:23:24.024180862Z,g,0.03,1.0,2025-11-19T18:41:52.504118725Z,M,0.05,0.05,0.05,1.0,0.05,2025-11-19T18:41:00Z,1.0,0.05,2025-11-21,60000,0.01,0.05,0.01,2.0,0.05,2025-11-18T05:00:00Z,7.0,0.015714
BTC260116P00020000,,,,,,,0.75,0.75,0.75,1.0,0.75,2025-11-07T05:00:00Z,1.0,0.75,0.63,524,A,0.0,0,?,A,2025-11-19T18:53:08.696092223Z,I,0.73,1.0,2025-11-07T16:24:56.240892888Z,E,0.75,0.75,0.75,1.0,0.75,2025-11-07T16:24:00Z,1.0,0.75,2026-01-16,20000,0.15,0.15,0.15,1.0,0.15,2025-10-21T04:00:00Z,1.0,0.15
BTC270115C00058000,0.5372,0.379,0.0167,0.121,-0.0113,0.1615,,,,,,,,,6.53,16,A,2.45,19,A,A,2025-11-19T18:57:53.983268447Z,,,,,,,,,,,,,,2027-01-15,58000,,,,,,,,
BTC260116C00064000,,,,,,,1.77,1.77,1.65,2.0,1.65,2025-10-13T04:00:00Z,2.0,1.71,0.77,307,A,0.0,0,?,A,2025-11-19T18:53:08.696221412Z,f,1.77,1.0,2025-10-13T18:37:55.117590789Z,I,1.77,1.77,1.77,1.0,1.77,2025-10-13T18:37:00Z,1.0,1.77,2026-01-16,64000,3.01,3.01,3.01,1.0,3.01,2025-10-06T04:00:00Z,1.0,3.01
BTC270115C00051000,0.5683,0.4808,0.0165,0.1444,-0.0126,0.1691,6.5,6.5,6.5,2.0,6.5,2025-11-19T05:00:00Z,2.0,6.5,7.94,33,A,5.04,38,A,A,2025-11-19T18:58:31.128391443Z,g,6.5,1.0,2025-11-19T16:39:36.515955375Z,C,6.5,6.5,6.5,2.0,6.5,2025-11-19T16:39:00Z,2.0,6.5,2027-01-15,51000,9.45,9.45,9.45,1.0,9.45,2025-11-05T05:00:00Z,1.0,9.45
BTC270115P00039000,0.5124,-0.3557,0.0171,-0.2477,-0.0076,0.1581,6.13,6.13,5.5,2.0,5.5,2025-11-04T05:00:00Z,2.0,5.815,8.68,22,S,6.09,40,A,A,2025-11-19T18:57:54.398148134Z,a,6.13,1.0,2025-11-04T17:13:44.553372565Z,X,6.13,6.13,6.13,1.0,6.13,2025-11-04T17:13:00Z,1.0,6.13,2027-01-15,39000,6.9,6.9,6.9,1.0,6.9,2025-10-17T04:00:00Z,1.0,6.9
BTC251219P00039000,0.5905,-0.4307,0.0588,-0.0159,-0.0417,0.0445,2.05,2.05,2.05,1.0,2.05,2025-11-19T05:00:00Z,1.0,2.05,2.78,478,A,1.93,39,A,A,2025-11-19T18:58:16.685690408Z,I,2.05,1.0,2025-11-19T16:35:05.17200062Z,A,2.05,2.05,2.05,1.0,2.05,2025-11-19T16:35:00Z,1.0,2.05,2025-12-19,39000,1.53,1.75,1.5,5.0,1.75,2025-11-18T05:00:00Z,19.0,1.537368
BTC260320P00063000,0.4999,-0.9246,0.0125,-0.1975,-0.0004,0.0323,,,,,,,,,24.55,34,C,21.61,37,Z,A,2025-11-19T18:52:53.694107631Z,,,,,,,,,,,,,,2026-03-20,63000,,,,,,,,
BTC251219C00066000,,,,,,,0.61,0.61,0.61,1.0,0.61,2025-10-23T04:00:00Z,1.0,0.61,0.73,298,A,0.0,0,?,A,2025-11-19T18:53:08.697618351Z,a,0.61,1.0,2025-10-23T13:54:17.848392176Z,I,0.61,0.61,0.61,1.0,0.61,2025-10-23T13:54:00Z,1.0,0.61,2025-12-19,66000,0.77,0.77,0.77,1.0,0.77,2025-10-14T04:00:00Z,1.0,0.77
BTC251219P00046000,0.4026,-0.8927,0.0406,-0.0344,-0.0095,0.0209,5.93,5.93,5.93,1.0,5.93,2025-11-18T05:00:00Z,3.0,5.93,7.28,20,C,5.93,51,B,A,2025-11-19T18:52:53.695068042Z,g,5.93,3.0,2025-11-18T15:09:23.922037121Z,A,5.93,5.93,5.93,1.0,5.93,2025-11-18T15:09:00Z,3.0,5.93,2025-12-19,46000,5.82,5.82,5.82,1.0,5.82,2025-11-17T05:00:00Z,1.0,5.82
BTC270115C00038000,0.5951,0.6707,0.0143,0.1779,-0.0123,0.1536,,,,,,,,,13.1,45,A,9.07,24,B,A,2025-11-19T18:57:49.570997669Z,,,,,,,,,,,,,,2027-01-15,38000,,,,,,,,
BTC251121C00056000,,,,,,,0.02,0.02,0.02,1.0,0.02,2025-11-17T05:00:00Z,8.0,0.02,0.77,496,A,0.0,0,?,A,2025-11-19T18:53:08.69949262Z,a,0.02,8.0,2025-11-17T20:03:36.027364382Z,X,0.02,0.02,0.02,1.0,0.02,2025-11-17T20:03:00Z,8.0,0.02,2025-11-21,56000,0.19,0.35,0.15,3.0,0.35,2025-11-03T05:00:00Z,3.0,0.23
BTC251219P00058000,0.7338,-0.9563,0.0112,-0.0462,-0.0067,0.0105,,,,,,,,,20.4,17,Z,16.56,20,Z,A,2025-11-19T18:43:25.771542822Z,,,,,,,,,,,,,,2025-12-19,58000,,,,,,,,
BTC260618P00058000,0.4867,-0.7873,0.0199,-0.2883,-0.005,0.0871,,,,,,,,,20.06,30,B,17.52,32,B, ,2025-11-19T18:50:03.546271Z,,,,,,,,,,,,,,2026-06-18,58000,,,,,,,,
BTC280121C00080000,0.5617,0.362,0.0115,0.1922,-0.0085,0.2181,5.7,5.71,5.7,3.0,5.71,2025-11-19T05:00:00Z,9.0,5.701111,6.82,36,A,4.059,15,S,A,2025-11-19T18:57:35.768467313Z,I,5.7,1.0,2025-11-19T16:47:37.03631252Z,Q,5.7,5.7,5.7,2.0,5.7,2025-11-19T16:47:00Z,8.0,5.7,2028-01-21,80000,5.4,6.5,5.4,2.0,6.5,2025-11-17T05:00:00Z,31.0,6.145161
BTC260618C00045000,0.5553,0.4806,0.0239,0.0812,-0.0172,0.1196,5.58,5.58,5.58,1.0,5.58,2025-11-17T05:00:00Z,20.0,5.58,5.67,364,X,4.18,120,A,A,2025-11-19T18:57:54.399165614Z,a,5.58,20.0,2025-11-17T20:16:12.679384936Z,I,5.58,5.58,5.58,1.0,5.58,2025-11-17T20:16:00Z,20.0,5.58,2026-06-18,45000,7.16,7.16,7.16,1.0,7.16,2025-11-13T05:00:00Z,1.0,7.16
BTC260320P00060000,0.4799,-0.9085,0.0151,-0.1858,-0.0015,0.0374,12.6,12.6,12.6,1.0,12.6,2025-09-25T04:00:00Z,1.0,12.6,21.15,17,U,19.23,42,C,A,2025-11-19T18:58:07.353678427Z,I,12.64,1.0,2025-09-25T13:30:00.72274144Z,X,12.6,12.6,12.6,1.0,12.6,2025-09-25T13:30:00Z,1.0,12.6,2026-03-20,60000,12.23,12.23,12.23,2.0,12.23,2025-09-22T04:00:00Z,34.0,12.23
BTC260320C00072000,,,,,,,,,,,,,,,0.77,131,B,0.0,0,?, ,2025-11-19T18:46:03.431386602Z,,,,,,,,,,,,,,2026-03-20,72000,,,,,,,,
BTC270115C00045000,0.5473,0.5555,0.017,0.1633,-0.0122,0.1677,8.69,8.69,8.3,3.0,8.3,2025-11-18T05:00:00Z,7.0,8.355714,8.06,9,H,7.54,15,I, ,2025-11-19T18:58:25.128236327Z,a,8.69,1.0,2025-11-18T17:02:29.466360709Z,X,8.69,8.69,8.69,1.0,8.69,2025-11-18T17:02:00Z,1.0,8.69,2027-01-15,45000,8.3,9.6,8.3,7.0,9.6,2025-11-17T05:00:00Z,115.0,8.702522
BTC251219P00045000,0.5205,-0.783,0.0499,-0.0304,-0.0248,0.0332,5.8,5.9,5.8,7.0,5.9,2025-11-19T05:00:00Z,28.0,5.871429,6.5,53,A,5.63,249,A,A,2025-11-19T18:58:30.809666727Z,I,5.8,1.0,2025-11-19T16:42:35.688919312Z,U,5.8,5.8,5.8,6.0,5.8,2025-11-19T16:42:00Z,8.0,5.8,2025-12-19,45000,4.41,5.1,4.41,4.0,5.1,2025-11-18T05:00:00Z,4.0,4.755
BTC280121P00045000,0.5386,-0.3739,0.0121,-0.6205,-0.0049,0.2204,9.4,9.4,9.4,1.0,9.4,2025-09-22T04:00:00Z,2.0,9.4,15.92,4,A,11.69,22,A,A,2025-11-19T18:57:54.398433222Z,I,9.4,2.0,2025-09-22T17:10:52.183830047Z,I,9.4,9.4,9.4,1.0,9.4,2025-09-22T17:10:00Z,2.0,9.4,2028-01-21,45000,8.7,8.7,8.7,1.0,8.7,2025-09-19T04:00:00Z,2.0,8.7
BTC260320P00075000,0.7605,-0.8884,0.011,-0.2335,-0.0062,0.0432,28.2,28.2,28.2,1.0,28.2,2025-11-03T05:00:00Z,2.0,28.2,36.8,20,B,33.94,20,E,A,2025-11-19T18:57:54.398629817Z,I,28.19,2.0,2025-11-03T16:20:49.488647639Z,I,28.2,28.2,28.2,1.0,28.2,2025-11-03T16:20:00Z,2.0,28.2,2026-03-20,75000,28.58,28.58,28.58,1.0,28.58,2025-10-17T04:00:00Z,3.0,28.58
BTC260116P00067000,,,,,,,,,,,,,,,28.26,13,Z,25.72,20,B,A,2025-11-19T18:53:17.840301824Z,,,,,,,,,,,,,,2026-01-16,67000,,,,,,,,
BTC260320C00061000,0.577,0.1344,0.0165,0.015,-0.0122,0.0492,3.0,3.0,3.0,1.0,3.0,2025-10-23T04:00:00Z,1.0,3.0,1.13,247,X,0.42,31,S, ,2025-11-19T18:58:16.82924979Z,I,3.02,1.0,2025-10-23T16:40:53.182666268Z,P,3.0,3.0,3.0,1.0,3.0,2025-10-23T16:40:00Z,1.0,3.0,2026-03-20,61000,4.95,4.95,4.95,1.0,4.95,2025-10-09T04:00:00Z,1.0,4.95
BTC251219C00071000,,,,,,,0.5,0.5,0.5,1.0,0.5,2025-09-10T04:00:00Z,1.0,0.5,0.73,307,A,0.0,0,?,A,2025-11-19T18:53:08.69721209Z,a,0.5,1.0,2025-09-10T15:17:47.267368906Z,X,0.5,0.5,0.5,1.0,0.5,2025-09-10T15:17:00Z,1.0,0.5,2025-12-19,71000,,,,,,,,
BTC251219C00055000,0.6157,0.0381,0.0119,0.0012,-0.0098,0.0094,0.09,0.34,0.09,3.0,0.34,2025-11-19T05:00:00Z,9.0,0.256667,0.17,21,B,0.03,70,I, ,2025-11-19T18:57:54.397400476Z,a,0.09,3.0,2025-11-19T17:05:57.940366189Z,X,0.09,0.09,0.09,1.0,0.09,2025-11-19T17:05:00Z,3.0,0.09,2025-12-19,55000,0.11,0.15,0.11,3.0,0.15,2025-11-18T05:00:00Z,9.0,0.114444
BTC260116P00030000,0.5892,-0.0948,0.0182,-0.0067,-0.013,0.0265,0.47,0.47,0.47,1.0,0.47,2025-11-18T05:00:00Z,3.0,0.47,0.83,31,U,0.08,1295,A,A,2025-11-19T18:58:29.284506147Z,a,0.47,3.0,2025-11-18T16:19:06.062367598Z,X,0.47,0.47,0.47,1.0,0.47,2025-11-18T16:19:00Z,3.0,0.47,2026-01-16,30000,0.44,0.44,0.44,1.0,0.44,2025-11-17T05:00:00Z,1.0,0.44
BTC251219P00060000,0.9706,-0.9122,0.0145,-0.0466,-0.023,0.018,12.5,12.5,12.5,1.0,12.5,2025-10-21T04:00:00Z,1.0,12.5,22.25,21,Z,19.22,25,X, ,2025-11-19T18:52:53.694321185Z,g,12.5,1.0,2025-10-21T13:40:03.531830166Z,C,12.5,12.5,12.5,1.0,12.5,2025-10-21T13:40:00Z,1.0,12.5,2025-12-19,60000,13.0,13.0,13.0,1.0,13.0,2025-10-16T04:00:00Z,1.0,13.0
BTC260116C00035000,0.6281,0.7357,0.0331,0.0358,-0.0303,0.0515,6.8,7.3,6.8,2.0,7.3,2025-11-19T05:00:00Z,2.0,7.05,6.9,358,X,6.1,39,A,A,2025-11-19T18:58:21.242085063Z,I,6.8,1.0,2025-11-19T15:34:17.110245162Z,U,6.8,6.8,6.8,1.0,6.8,2025-11-19T15:34:00Z,1.0,6.8,2026-01-16,35000,7.51,7.51,7.51,1.0,7.51,2025-11-18T05:00:00Z,5.0,7.51
BTC280121P00050000,0.5459,-0.4219,0.0123,-0.7366,-0.0048,0.2276,16.68,16.68,16.68,1.0,16.68,2025-11-19T05:00:00Z,10.0,16.68,19.28,9,C,15.23,22,A, ,2025-11-19T18:43:59.618956208Z,f,16.68,10.0,2025-11-19T14:30:35.85372211Z,A,16.68,16.68,16.68,1.0,16.68,2025-11-19T14:30:00Z,10.0,16.68,2028-01-21,50000,14.4,14.8,14.4,2.0,14.8,2025-11-07T05:00:00Z,20.0,14.6
BTC260320P00068000,0.5686,-0.9277,0.0106,-0.2143,-0.0006,0.0313,,,,,,,,,29.7,34,A,26.38,34,A, ,2025-11-19T18:58:31.368970388Z,,,,,,,,,,,,,,2026-03-20,68000,,,,,,,,
BTC260116C00071000,,,,,,,0.8,0.8,0.8,1.0,0.8,2025-09-29T04:00:00Z,1.0,0.8,0.77,565,A,0.0,0,?,A,2025-11-19T18:48:44.011310038Z,a,0.8,1.0,2025-09-29T13:56:54.004365838Z,X,0.8,0.8,0.8,1.0,0.8,2025-09-29T13:56:00Z,1.0,0.8,2026-01-16,71000,0.9,0.9,0.9,1.0,0.9,2025-09-15T04:00:00Z,1.0,0.9
BTC251121P00045000,,,,,,,5.7,5.7,4.65,6.0,4.67,2025-11-19T05:00:00Z,6.0,5.171667,5.86,30,C,4.78,113,C,A,2025-11-19T18:58:23.121623848Z,I,5.7,1.0,2025-11-19T18:34:04.027469799Z,N,5.7,5.7,5.7,1.0,5.7,2025-11-19T18:34:00Z,1.0,5.7,2025-11-21,45000,3.9,4.31,3.6,9.0,4.31,2025-11-18T05:00:00Z,16.0,4.045625
BTC270115P00041000,0.5003,-0.3925,0.0181,-0.2753,-0.0074,0.1631,7.4,7.4,7.4,1.0,7.4,2025-11-14T05:00:00Z,3.0,7.4,9.92,26,U,6.72,36,A,A,2025-11-19T18:57:54.398438848Z,g,7.4,3.0,2025-11-14T20:39:49.167187908Z,C,7.4,7.4,7.4,1.0,7.4,2025-11-14T20:39:00Z,3.0,7.4,2027-01-15,41000,6.8,6.8,6.8,1.0,6.8,2025-11-12T05:00:00Z,5.0,6.8
BTC260320P00062000,0.4684,-0.9322,0.0123,-0.195,0.0004,0.0298,,,,,,,,,22.98,34,A,21.09,34,X,A,2025-11-19T18:58:08.093363555Z,,,,,,,,,,,,,,2026-03-20,62000,,,,,,,,
BTC251219P00036000,0.5784,-0.2555,0.0491,-0.0092,-0.0339,0.0364,1.15,1.2,0.67,11.0,1.0,2025-11-19T05:00:00Z,129.0,1.084496,1.22,31,A,0.97,34,C,A,2025-11-19T18:52:53.694195573Z,a,1.15,33.0,2025-11-19T17:36:12.398652033Z,A,1.15,1.2,1.15,6.0,1.2,2025-11-19T17:36:00Z,100.0,1.166,2025-12-19,36000,0.9,0.9,0.9,1.0,0.9,2025-11-18T05:00:00Z,1.0,0.9
BTC260320C00063000,0.5667,0.1092,0.0145,0.0123,-0.0103,0.0425,2.49,2.49,2.49,1.0,2.49,2025-10-17T04:00:00Z,10.0,2.49,1.07,141,B,0.12,441,A,A,2025-11-19T18:58:15.607780285Z,a,2.49,10.0,2025-10-17T14:14:40.519369582Z,X,2.49,2.49,2.49,1.0,2.49,2025-10-17T14:14:00Z,10.0,2.49,2026-03-20,63000,4.22,4.22,4.22,1.0,4.22,2025-10-10T04:00:00Z,8.0,4.22
BTC251219C00033000,0.8732,0.8032,0.0281,0.0196,-0.0482,0.0314,21.38,21.38,21.38,1.0,21.38,2025-08-11T04:00:00Z,10.0,21.38,8.81,639,X,6.79,19,A,A,2025-11-19T18:58:31.261784348Z,a,21.38,10.0,2025-08-11T14:37:11.832406388Z,X,21.38,21.38,21.38,1.0,21.38,2025-08-11T14:37:00Z,10.0,21.38,2025-12-19,33000,15.85,16.07,15.85,6.0,15.9,2025-05-12T04:00:00Z,10.0,15.965
BTC251219P00028000,,,,,,,,,,,,,,,0.73,280,A,0.0,0,?,A,2025-11-19T18:53:08.69518734Z,,,,,,,,,,,,,,2025-12-19,28000,,,,,,,,
BTC251219P00049000,,,,,,,5.42,5.42,5.42,1.0,5.42,2025-11-13T05:00:00Z,1.0,5.42,10.16,14,S,8.23,35,B, ,2025-11-19T18:52:56.613673719Z,g,5.42,1.0,2025-11-13T18:48:52.572333284Z,C,5.42,5.42,5.42,1.0,5.42,2025-11-13T18:48:00Z,1.0,5.42,2025-12-19,49000,4.2,4.5,4.2,2.0,4.5,2025-11-11T05:00:00Z,15.0,4.3
BTC251121C00055000,,,,,,,0.01,0.01,0.01,1.0,0.01,2025-11-19T05:00:00Z,1.0,0.01,0.07,5,Q,0.0,0,?, ,2025-11-19T15:00:57.013660383Z,a,0.01,1.0,2025-11-19T16:37:29.763385481Z,I,0.01,0.01,0.01,1.0,0.01,2025-11-19T16:37:00Z,1.0,0.01,2025-11-21,55000,0.02,0.02,0.02,2.0,0.02,2025-11-18T05:00:00Z,21.0,0.02
BTC260618P00025000,0.6021,-0.1014,0.0098,-0.0293,-0.0071,0.0532,,,,,,,,,1.42,17,A,0.72,141,B,A,2025-11-19T18:58:14.596436606Z,,,,,,,,,,,,,,2026-06-18,25000,,,,,,,,
BTC270115C00050000,0.5548,0.4877,0.0169,0.1473,-0.0123,0.1692,6.57,6.57,6.56,2.0,6.56,2025-11-19T05:00:00Z,2.0,6.565,7.94,40,A,5.08,37,A,A,2025-11-19T18:57:53.612419621Z,g,6.57,1.0,2025-11-19T16:39:36.515955375Z,C,6.57,6.57,6.56,2.0,6.56,2025-11-19T16:39:00Z,2.0,6.565,2027-01-15,50000,6.8,7.63,6.8,8.0,7.29,2025-11-17T05:00:00Z,30.0,7.383
BTC280121P00044000,0.5372,-0.3636,0.012,-0.5974,-0.0049,0.2184,11.25,11.25,11.25,1.0,11.25,2025-11-04T05:00:00Z,1.0,11.25,15.27,6,A,11.02,17,A,A,2025-11-19T18:58:26.754938123Z,f,11.25,1.0,2025-11-04T19:04:30.563671391Z,I,11.25,11.25,11.25,1.0,11.25,2025-11-04T19:04:00Z,1.0,11.25,2028-01-21,44000,,,,,,,,
BTC260618C00055000,0.5561,0.3007,0.0209,0.0536,-0.0147,0.1044,2.71,2.72,2.71,2.0,2.72,2025-11-19T05:00:00Z,3.0,2.716667,3.17,524,A,2.02,156,A,A,2025-11-19T18:58:21.343998134Z,f,2.71,1.0,2025-11-19T17:52:10.601146468Z,M,2.71,2.72,2.71,2.0,2.72,2025-11-19T17:52:00Z,3.0,2.716667,2026-06-18,55000,2.61,2.61,2.61,1.0,2.61,2025-11-17T05:00:00Z,3.0,2.61
BTC260618C00070000,,,,,,,2.04,2.04,2.04,1.0,2.04,2025-11-04T05:00:00Z,6.0,2.04,3.06,432,A,0.0,0,?,A,2025-11-19T18:58:26.709712126Z,f,2.04,6.0,2025-11-04T15:29:24.142567483Z,C,2.04,2.04,2.04,1.0,2.04,2025-11-04T15:29:00Z,6.0,2.04,2026-06-18,70000,,,,,,,,
BTC280121P00061000,0.5804,-0.4991,0.0118,-0.9912,-0.0044,0.2321,,,,,,,,,28.01,18,A,23.84,15,M,A,2025-11-19T18:58:30.837453014Z,,,,,,,,,,,,,,2028-01-21,61000,,,,,,,,
